capital,faixa_remuneracao_media_sm,10 A 14,15 A 17,18 A 24,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,sexo,ano
porto_velho___ro,"11:mais_de_20,00",0,0,8,83,377,934,579,24,M,2006
rio_branco___ac,"00:ate_0,50",2,37,21,3,6,2,1,0,M,2006
rio_branco___ac,"01:0,51_a_1,00",1,55,239,174,205,132,82,6,M,2006
rio_branco___ac,"02:1,01_a_1,50",0,52,3.502,2.776,2.873,1.268,708,72,M,2006
rio_branco___ac,"03:1,51_a_2,00",0,1,1.086,1.478,1.980,941,590,110,M,2006
rio_branco___ac,"04:2,01_a_3,00",0,0,532,975,1.817,1.266,796,109,M,2006
rio_branco___ac,"05:3,01_a_4,00",0,0,206,502,1.033,863,497,33,M,2006
rio_branco___ac,"06:4,01_a_5,00",0,0,75,358,1.237,973,398,27,M,2006
rio_branco___ac,"07:5,01_a_7,00",0,1,113,295,833,1.013,650,59,M,2006
rio_branco___ac,"08:7,01_a_10,00",0,0,14,88,390,615,454,48,M,2006
rio_branco___ac,"09:10,01_a_15,00",0,0,11,69,304,474,281,13,M,2006
rio_branco___ac,"10:15,01_a_20,00",0,0,2,43,183,205,126,7,M,2006
rio_branco___ac,"11:mais_de_20,00",0,0,3,53,208,277,306,17,M,2006
manaus___am,"00:ate_0,50",10,224,111,17,22,25,9,1,M,2006
manaus___am,"01:0,51_a_1,00",4,609,1.146,794,920,341,152,13,M,2006
manaus___am,"02:1,01_a_1,50",1,419,17.052,11.940,11.761,4.534,1.954,156,M,2006
manaus___am,"03:1,51_a_2,00",1,36,9.779,9.830,11.879,5.420,2.443,303,M,2006
manaus___am,"04:2,01_a_3,00",0,7,7.722,10.655,16.467,9.063,4.070,367,M,2006
manaus___am,"05:3,01_a_4,00",0,4,2.431,4.548,8.801,5.860,3.040,241,M,2006
manaus___am,"06:4,01_a_5,00",0,3,872,2.351,5.098,3.675,1.902,163,M,2006
manaus___am,"07:5,01_a_7,00",1,1,739,2.090,4.874,4.182,2.277,162,M,2006
manaus___am,"08:7,01_a_10,00",0,1,375,1.372,3.849,3.659,2.279,160,M,2006
manaus___am,"09:10,01_a_15,00",0,1,134,779,2.382,2.525,1.201,98,M,2006
manaus___am,"10:15,01_a_20,00",0,0,42,399,1.197,1.089,742,47,M,2006
manaus___am,"11:mais_de_20,00",0,0,11,247,1.252,1.852,1.346,138,M,2006
boa_vista___rr,"00:ate_0,50",0,13,2,0,0,1,0,0,M,2006
boa_vista___rr,"01:0,51_a_1,00",0,21,263,161,154,83,58,7,M,2006
boa_vista___rr,"02:1,01_a_1,50",0,53,2.115,1.651,1.571,622,294,37,M,2006
boa_vista___rr,"03:1,51_a_2,00",0,3,479,583,739,292,144,12,M,2006
boa_vista___rr,"04:2,01_a_3,00",0,0,429,485,776,430,169,18,M,2006
boa_vista___rr,"05:3,01_a_4,00",0,0,148,184,385,359,232,40,M,2006
boa_vista___rr,"06:4,01_a_5,00",0,0,54,122,374,701,409,60,M,2006
boa_vista___rr,"07:5,01_a_7,00",0,0,46,109,346,715,519,44,M,2006
boa_vista___rr,"08:7,01_a_10,00",0,0,11,72,279,468,303,14,M,2006
boa_vista___rr,"09:10,01_a_15,00",0,0,6,44,245,255,108,4,M,2006
boa_vista___rr,"10:15,01_a_20,00",0,0,10,38,113,122,47,0,M,2006
boa_vista___rr,"11:mais_de_20,00",0,0,0,16,138,260,119,5,M,2006
belem___pa,"00:ate_0,50",4,241,273,110,162,110,48,1,M,2006
belem___pa,"01:0,51_a_1,00",5,246,2.620,1.829,2.026,974,459,39,M,2006
belem___pa,"02:1,01_a_1,50",0,55,11.490,12.570,15.522,7.652,3.703,346,M,2006
belem___pa,"03:1,51_a_2,00",1,11,3.254,6.323,10.767,6.452,3.614,234,M,2006
belem___pa,"04:2,01_a_3,00",0,1,2.872,6.117,11.550,6.795,3.507,241,M,2006
belem___pa,"05:3,01_a_4,00",0,1,616,1.606,9.995,5.263,1.907,126,M,2006
belem___pa,"06:4,01_a_5,00",0,0,354,1.336,3.828,3.945,1.885,128,M,2006
belem___pa,"07:5,01_a_7,00",0,1,169,829,3.024,4.291,3.423,214,M,2006
belem___pa,"08:7,01_a_10,00",0,0,89,516,2.013,2.817,2.438,150,M,2006
belem___pa,"09:10,01_a_15,00",0,0,37,266,1.245,2.096,1.731,86,M,2006
belem___pa,"10:15,01_a_20,00",0,0,15,186,765,1.003,759,46,M,2006
belem___pa,"11:mais_de_20,00",0,0,6,67,621,1.299,1.234,72,M,2006
macapa___ap,"00:ate_0,50",1,38,51,6,11,0,0,0,M,2006
macapa___ap,"01:0,51_a_1,00",1,45,839,433,438,157,78,11,M,2006
macapa___ap,"02:1,01_a_1,50",0,29,2.648,2.297,2.403,984,437,42,M,2006
macapa___ap,"03:1,51_a_2,00",0,3,821,1.158,1.693,732,332,26,M,2006
macapa___ap,"04:2,01_a_3,00",0,1,450,1.081,1.936,1.033,472,46,M,2006
macapa___ap,"05:3,01_a_4,00",0,0,135,384,1.040,744,404,43,M,2006
macapa___ap,"06:4,01_a_5,00",0,0,84,210,630,857,444,53,M,2006
macapa___ap,"07:5,01_a_7,00",0,0,112,420,1.848,1.220,837,84,M,2006
macapa___ap,"08:7,01_a_10,00",0,0,43,179,1.015,949,563,37,M,2006
macapa___ap,"09:10,01_a_15,00",0,0,24,81,616,599,313,13,M,2006
macapa___ap,"10:15,01_a_20,00",0,0,3,33,176,259,155,3,M,2006
macapa___ap,"11:mais_de_20,00",0,0,1,23,231,469,207,14,M,2006
palmas___to,"00:ate_0,50",1,6,7,4,2,3,2,0,M,2006
palmas___to,"01:0,51_a_1,00",2,64,563,193,199,62,45,2,M,2006
palmas___to,"02:1,01_a_1,50",0,91,3.180,2.256,2.550,1.392,1.110,143,M,2006
palmas___to,"03:1,51_a_2,00",0,4,1.106,1.382,1.869,941,539,56,M,2006
palmas___to,"04:2,01_a_3,00",0,2,1.356,1.754,2.523,1.376,824,61,M,2006
palmas___to,"05:3,01_a_4,00",0,0,414,892,1.406,856,513,32,M,2006
palmas___to,"06:4,01_a_5,00",0,0,456,837,1.685,878,511,32,M,2006
palmas___to,"07:5,01_a_7,00",0,0,133,633,2.181,1.310,569,32,M,2006
palmas___to,"08:7,01_a_10,00",0,0,61,243,929,825,408,24,M,2006
palmas___to,"09:10,01_a_15,00",0,0,21,123,564,560,335,27,M,2006
palmas___to,"10:15,01_a_20,00",0,0,14,89,272,301,178,14,M,2006
palmas___to,"11:mais_de_20,00",0,0,3,50,206,359,262,18,M,2006
sao_luiz___ma,"00:ate_0,50",0,33,66,58,120,125,68,5,M,2006
sao_luiz___ma,"01:0,51_a_1,00",0,77,858,639,801,468,241,20,M,2006
sao_luiz___ma,"02:1,01_a_1,50",0,84,9.799,9.318,12.039,6.414,3.701,323,M,2006
sao_luiz___ma,"03:1,51_a_2,00",0,3,2.350,3.869,7.019,4.832,2.697,173,M,2006
sao_luiz___ma,"04:2,01_a_3,00",0,3,1.111,2.185,5.690,5.125,3.176,358,M,2006
sao_luiz___ma,"05:3,01_a_4,00",0,1,480,1.358,3.484,2.658,1.509,87,M,2006
sao_luiz___ma,"06:4,01_a_5,00",0,0,316,859,2.970,3.391,1.800,113,M,2006
sao_luiz___ma,"07:5,01_a_7,00",0,0,223,688,1.849,2.913,2.416,211,M,2006
sao_luiz___ma,"08:7,01_a_10,00",0,0,100,406,1.190,1.346,1.012,48,M,2006
sao_luiz___ma,"09:10,01_a_15,00",0,0,50,279,890,1.335,912,61,M,2006
sao_luiz___ma,"10:15,01_a_20,00",0,0,47,115,560,653,457,32,M,2006
sao_luiz___ma,"11:mais_de_20,00",0,0,8,84,513,824,717,55,M,2006
terezina___pi,"00:ate_0,50",2,76,76,68,132,95,76,0,M,2006
terezina___pi,"01:0,51_a_1,00",9,127,1.540,1.231,1.522,893,381,56,M,2006
terezina___pi,"02:1,01_a_1,50",0,132,9.170,9.558,12.503,6.913,3.988,731,M,2006
terezina___pi,"03:1,51_a_2,00",1,3,1.427,2.662,4.461,3.223,1.941,191,M,2006
terezina___pi,"04:2,01_a_3,00",0,3,813,1.878,5.396,4.364,2.581,222,M,2006
terezina___pi,"05:3,01_a_4,00",0,0,207,585,2.430,3.070,2.161,225,M,2006
terezina___pi,"06:4,01_a_5,00",0,0,88,267,827,1.485,1.268,91,M,2006
terezina___pi,"07:5,01_a_7,00",0,0,76,229,864,1.943,1.835,158,M,2006
terezina___pi,"08:7,01_a_10,00",0,0,23,155,554,1.289,1.498,98,M,2006
terezina___pi,"09:10,01_a_15,00",0,1,30,142,469,766,924,38,M,2006
terezina___pi,"10:15,01_a_20,00",0,0,10,58,302,420,489,26,M,2006
terezina___pi,"11:mais_de_20,00",0,0,1,41,268,513,615,40,M,2006
fortaleza___ce,"00:ate_0,50",0,127,362,188,248,133,79,5,M,2006
fortaleza___ce,"01:0,51_a_1,00",2,568,5.930,3.601,4.485,2.187,917,49,M,2006
fortaleza___ce,"02:1,01_a_1,50",1,261,31.205,28.704,38.744,20.696,9.692,1.128,M,2006
fortaleza___ce,"03:1,51_a_2,00",0,8,4.987,8.309,15.647,11.118,5.415,447,M,2006
fortaleza___ce,"04:2,01_a_3,00",0,8,2.016,4.379,8.941,7.407,4.592,504,M,2006
fortaleza___ce,"05:3,01_a_4,00",0,1,792,3.604,9.836,6.435,2.958,279,M,2006
fortaleza___ce,"06:4,01_a_5,00",0,0,348,1.078,3.301,4.012,2.485,192,M,2006
fortaleza___ce,"07:5,01_a_7,00",0,0,292,1.017,2.802,5.258,3.938,300,M,2006
fortaleza___ce,"08:7,01_a_10,00",0,1,164,832,2.304,3.318,2.990,245,M,2006
fortaleza___ce,"09:10,01_a_15,00",0,0,65,419,1.622,2.530,2.153,173,M,2006
fortaleza___ce,"10:15,01_a_20,00",0,0,26,242,886,1.333,1.193,81,M,2006
fortaleza___ce,"11:mais_de_20,00",0,0,4,87,982,2.338,2.211,230,M,2006
natal___rn,"00:ate_0,50",1,119,202,37,49,38,18,0,M,2006
natal___rn,"01:0,51_a_1,00",2,317,2.173,1.083,1.069,657,304,21,M,2006
natal___rn,"02:1,01_a_1,50",1,205,14.135,11.795,15.619,9.148,3.803,265,M,2006
natal___rn,"03:1,51_a_2,00",0,4,2.432,3.631,6.134,4.650,2.645,235,M,2006
natal___rn,"04:2,01_a_3,00",0,1,1.524,3.501,7.537,5.416,2.803,213,M,2006
natal___rn,"05:3,01_a_4,00",0,2,335,1.094,4.131,4.688,1.914,126,M,2006
natal___rn,"06:4,01_a_5,00",0,0,151,486,1.272,2.220,1.568,95,M,2006
natal___rn,"07:5,01_a_7,00",0,0,108,477,1.148,1.859,1.372,81,M,2006
natal___rn,"08:7,01_a_10,00",0,0,61,271,922,1.525,1.273,70,M,2006
natal___rn,"09:10,01_a_15,00",0,0,43,196,727,1.370,1.298,54,M,2006
natal___rn,"10:15,01_a_20,00",0,0,19,106,405,614,632,31,M,2006
natal___rn,"11:mais_de_20,00",0,0,12,87,576,1.274,975,51,M,2006
joao_pessoa___pb,"00:ate_0,50",0,0,43,54,84,55,21,1,M,2006
joao_pessoa___pb,"01:0,51_a_1,00",0,113,1.619,1.451,2.505,1.916,1.170,171,M,2006
joao_pessoa___pb,"02:1,01_a_1,50",0,76,8.264,8.741,12.813,8.621,4.315,344,M,2006
joao_pessoa___pb,"03:1,51_a_2,00",0,4,2.248,3.710,6.039,4.094,2.123,192,M,2006
joao_pessoa___pb,"04:2,01_a_3,00",0,0,829,2.172,6.216,6.713,3.319,253,M,2006
joao_pessoa___pb,"05:3,01_a_4,00",0,0,218,726,1.942,2.574,1.583,123,M,2006
joao_pessoa___pb,"06:4,01_a_5,00",0,0,81,313,833,1.426,876,84,M,2006
joao_pessoa___pb,"07:5,01_a_7,00",0,0,76,360,1.032,1.820,1.315,113,M,2006
joao_pessoa___pb,"08:7,01_a_10,00",0,0,45,189,622,1.252,1.204,101,M,2006
joao_pessoa___pb,"09:10,01_a_15,00",0,0,21,80,321,709,920,61,M,2006
joao_pessoa___pb,"10:15,01_a_20,00",0,0,12,64,345,603,491,22,M,2006
joao_pessoa___pb,"11:mais_de_20,00",0,1,3,32,441,968,959,69,M,2006
recife___pe,"00:ate_0,50",0,25,59,47,127,196,166,13,M,2006
recife___pe,"01:0,51_a_1,00",10,320,2.236,1.323,1.869,1.604,1.046,82,M,2006
recife___pe,"02:1,01_a_1,50",1,141,21.461,22.869,32.029,16.834,7.841,617,M,2006
recife___pe,"03:1,51_a_2,00",0,10,4.831,8.181,15.797,10.521,5.775,344,M,2006
recife___pe,"04:2,01_a_3,00",0,5,3.898,6.994,13.466,10.236,5.338,305,M,2006
recife___pe,"05:3,01_a_4,00",0,0,1.048,2.721,10.010,12.357,3.895,205,M,2006
recife___pe,"06:4,01_a_5,00",0,2,452,1.380,3.732,5.778,2.938,160,M,2006
recife___pe,"07:5,01_a_7,00",0,1,369,1.663,3.909,5.903,3.943,252,M,2006
recife___pe,"08:7,01_a_10,00",0,0,146,958,2.771,4.093,3.313,181,M,2006
recife___pe,"09:10,01_a_15,00",0,0,52,555,2.057,3.032,2.553,202,M,2006
recife___pe,"10:15,01_a_20,00",0,0,23,249,1.200,1.607,1.226,100,M,2006
recife___pe,"11:mais_de_20,00",0,0,10,129,1.302,2.413,2.192,164,M,2006
maceio___al,"00:ate_0,50",3,40,77,71,104,48,76,10,M,2006
maceio___al,"01:0,51_a_1,00",4,156,1.168,919,1.157,572,313,23,M,2006
maceio___al,"02:1,01_a_1,50",0,93,10.024,9.965,13.654,6.119,2.393,115,M,2006
maceio___al,"03:1,51_a_2,00",0,8,2.079,3.623,7.003,4.100,2.025,136,M,2006
maceio___al,"04:2,01_a_3,00",0,2,786,2.132,5.409,4.099,2.243,110,M,2006
maceio___al,"05:3,01_a_4,00",0,0,256,946,3.831,3.783,1.182,88,M,2006
maceio___al,"06:4,01_a_5,00",0,0,100,381,1.382,1.905,985,39,M,2006
maceio___al,"07:5,01_a_7,00",0,0,130,421,1.355,2.567,1.214,78,M,2006
maceio___al,"08:7,01_a_10,00",0,0,35,255,860,1.406,1.166,59,M,2006
maceio___al,"09:10,01_a_15,00",0,0,13,135,530,962,920,41,M,2006
maceio___al,"10:15,01_a_20,00",0,0,14,84,416,508,441,22,M,2006
maceio___al,"11:mais_de_20,00",0,0,1,48,394,885,779,53,M,2006
aracaju___se,"00:ate_0,50",0,81,143,64,86,45,15,5,M,2006
aracaju___se,"01:0,51_a_1,00",0,93,2.022,1.548,2.011,980,399,20,M,2006
aracaju___se,"02:1,01_a_1,50",0,74,8.008,8.036,10.752,5.918,2.565,170,M,2006
aracaju___se,"03:1,51_a_2,00",0,1,1.593,2.777,5.029,3.591,1.891,198,M,2006
aracaju___se,"04:2,01_a_3,00",0,0,876,1.897,3.785,3.494,2.034,202,M,2006
aracaju___se,"05:3,01_a_4,00",0,0,593,1.429,3.727,2.670,1.033,67,M,2006
aracaju___se,"06:4,01_a_5,00",0,0,191,586,1.653,2.095,1.032,66,M,2006
aracaju___se,"07:5,01_a_7,00",0,0,161,514,1.292,1.871,1.178,61,M,2006
aracaju___se,"08:7,01_a_10,00",1,0,269,443,862,1.334,1.017,52,M,2006
aracaju___se,"09:10,01_a_15,00",0,0,50,157,626,1.026,817,34,M,2006
aracaju___se,"10:15,01_a_20,00",0,0,24,108,406,626,487,18,M,2006
aracaju___se,"11:mais_de_20,00",0,0,13,86,436,1.117,1.088,44,M,2006
salvador___ba,"00:ate_0,50",35,538,214,66,93,78,68,13,M,2006
salvador___ba,"01:0,51_a_1,00",7,377,3.932,2.237,2.357,1.260,567,37,M,2006
salvador___ba,"02:1,01_a_1,50",1,165,27.556,26.992,32.053,14.972,5.522,420,M,2006
salvador___ba,"03:1,51_a_2,00",1,13,7.330,11.720,19.403,12.134,6.154,508,M,2006
salvador___ba,"04:2,01_a_3,00",0,5,4.471,8.846,18.461,14.483,8.453,719,M,2006
salvador___ba,"05:3,01_a_4,00",0,3,1.433,4.867,10.523,8.449,4.701,382,M,2006
salvador___ba,"06:4,01_a_5,00",0,1,664,2.891,14.469,12.875,4.920,328,M,2006
salvador___ba,"07:5,01_a_7,00",0,0,473,2.011,6.265,7.939,5.683,459,M,2006
salvador___ba,"08:7,01_a_10,00",0,0,234,1.393,3.477,4.486,4.067,408,M,2006
salvador___ba,"09:10,01_a_15,00",0,1,125,885,2.871,3.796,2.913,262,M,2006
salvador___ba,"10:15,01_a_20,00",0,0,58,301,1.384,2.049,1.759,133,M,2006
salvador___ba,"11:mais_de_20,00",0,0,10,125,1.223,2.738,2.730,267,M,2006
belo_horizonte___mg,"00:ate_0,50",14,550,260,145,224,235,217,28,M,2006
belo_horizonte___mg,"01:0,51_a_1,00",4,3.265,4.432,2.081,2.390,1.557,894,129,M,2006
belo_horizonte___mg,"02:1,01_a_1,50",0,1.701,52.061,30.390,32.514,17.902,8.608,717,M,2006
belo_horizonte___mg,"03:1,51_a_2,00",0,83,20.070,22.292,31.690,20.540,12.331,914,M,2006
belo_horizonte___mg,"04:2,01_a_3,00",1,18,12.202,19.400,30.682,21.065,11.326,799,M,2006
belo_horizonte___mg,"05:3,01_a_4,00",0,4,6.542,12.470,19.218,13.133,7.603,523,M,2006
belo_horizonte___mg,"06:4,01_a_5,00",0,1,2.714,7.113,12.590,7.925,4.609,271,M,2006
belo_horizonte___mg,"07:5,01_a_7,00",0,2,1.231,4.235,22.411,16.432,7.085,404,M,2006
belo_horizonte___mg,"08:7,01_a_10,00",0,0,714,2.721,8.240,13.405,6.893,381,M,2006
belo_horizonte___mg,"09:10,01_a_15,00",0,1,272,1.670,7.381,8.785,5.313,301,M,2006
belo_horizonte___mg,"10:15,01_a_20,00",0,0,27,453,3.211,4.769,2.490,141,M,2006
belo_horizonte___mg,"11:mais_de_20,00",0,0,46,240,2.650,6.472,5.747,382,M,2006
vitoria___es,"00:ate_0,50",11,366,151,100,108,100,32,5,M,2006
vitoria___es,"01:0,51_a_1,00",18,906,738,408,509,356,156,12,M,2006
vitoria___es,"02:1,01_a_1,50",2,293,8.489,4.977,5.643,3.265,1.764,135,M,2006
vitoria___es,"03:1,51_a_2,00",0,15,2.883,3.211,4.885,3.553,1.933,132,M,2006
vitoria___es,"04:2,01_a_3,00",0,3,2.180,3.129,4.934,3.580,2.095,137,M,2006
vitoria___es,"05:3,01_a_4,00",0,1,913,1.542,4.873,2.489,994,65,M,2006
vitoria___es,"06:4,01_a_5,00",0,0,566,1.054,1.574,1.387,876,50,M,2006
vitoria___es,"07:5,01_a_7,00",0,0,434,1.262,2.255,3.140,1.528,80,M,2006
vitoria___es,"08:7,01_a_10,00",0,0,149,701,1.893,2.537,1.774,90,M,2006
vitoria___es,"09:10,01_a_15,00",0,0,72,561,1.762,2.472,1.498,80,M,2006
vitoria___es,"10:15,01_a_20,00",0,0,24,157,709,1.174,852,46,M,2006
vitoria___es,"11:mais_de_20,00",0,0,6,112,690,1.761,1.335,96,M,2006
rio_de_janeiro___rj,"00:ate_0,50",11,392,458,309,380,290,181,25,M,2006
rio_de_janeiro___rj,"01:0,51_a_1,00",46,2.490,5.009,2.191,3.941,3.576,2.619,314,M,2006
rio_de_janeiro___rj,"02:1,01_a_1,50",5,2.110,69.952,52.243,60.989,36.402,19.675,2.089,M,2006
rio_de_janeiro___rj,"03:1,51_a_2,00",2,146,33.453,41.267,58.774,40.041,21.987,2.193,M,2006
rio_de_janeiro___rj,"04:2,01_a_3,00",0,47,24.608,41.584,73.025,50.099,29.245,2.750,M,2006
rio_de_janeiro___rj,"05:3,01_a_4,00",0,3,6.295,17.313,42.549,30.159,18.435,1.925,M,2006
rio_de_janeiro___rj,"06:4,01_a_5,00",0,3,3.294,9.837,22.332,22.589,15.188,1.365,M,2006
rio_de_janeiro___rj,"07:5,01_a_7,00",0,2,2.913,9.460,25.442,34.339,16.794,1.401,M,2006
rio_de_janeiro___rj,"08:7,01_a_10,00",0,3,1.477,6.199,18.449,23.795,18.022,1.181,M,2006
rio_de_janeiro___rj,"09:10,01_a_15,00",0,2,792,5.405,13.058,16.983,11.210,1.038,M,2006
rio_de_janeiro___rj,"10:15,01_a_20,00",0,0,241,2.044,7.100,8.428,6.485,502,M,2006
rio_de_janeiro___rj,"11:mais_de_20,00",0,2,120,1.183,9.527,17.473,15.948,1.248,M,2006
sao_paulo___sp,"00:ate_0,50",7,244,471,502,1.176,1.753,1.975,217,M,2006
sao_paulo___sp,"01:0,51_a_1,00",31,6.011,7.569,3.214,5.124,5.039,3.798,349,M,2006
sao_paulo___sp,"02:1,01_a_1,50",2,5.467,63.751,28.321,29.870,15.572,7.701,722,M,2006
sao_paulo___sp,"03:1,51_a_2,00",0,2.970,135.114,85.124,97.220,46.807,22.036,1.668,M,2006
sao_paulo___sp,"04:2,01_a_3,00",1,457,95.227,108.228,165.725,96.658,51.234,3.676,M,2006
sao_paulo___sp,"05:3,01_a_4,00",0,54,30.323,56.541,106.075,56.487,29.303,2.064,M,2006
sao_paulo___sp,"06:4,01_a_5,00",0,8,13.096,27.107,67.017,48.952,20.114,1.258,M,2006
sao_paulo___sp,"07:5,01_a_7,00",0,7,10.884,28.844,67.138,59.511,27.483,1.666,M,2006
sao_paulo___sp,"08:7,01_a_10,00",0,11,5.792,19.633,43.048,43.068,24.811,1.442,M,2006
sao_paulo___sp,"09:10,01_a_15,00",0,6,2.186,13.182,32.088,30.447,18.576,1.163,M,2006
sao_paulo___sp,"10:15,01_a_20,00",0,1,514,5.480,17.481,17.372,9.432,643,M,2006
sao_paulo___sp,"11:mais_de_20,00",0,1,257,4.267,27.679,34.234,24.357,1.717,M,2006
curitiba___pr,"00:ate_0,50",3,146,174,81,137,93,50,6,M,2006
curitiba___pr,"01:0,51_a_1,00",20,1.684,1.530,617,848,623,321,38,M,2006
curitiba___pr,"02:1,01_a_1,50",2,2.054,21.264,9.569,10.910,6.230,3.178,238,M,2006
curitiba___pr,"03:1,51_a_2,00",0,272,16.453,11.941,15.598,9.078,4.679,362,M,2006
curitiba___pr,"04:2,01_a_3,00",0,70,14.400,17.019,25.944,15.510,7.690,468,M,2006
curitiba___pr,"05:3,01_a_4,00",0,25,5.224,8.633,14.204,10.421,6.224,437,M,2006
curitiba___pr,"06:4,01_a_5,00",0,3,2.730,6.042,13.204,7.882,4.093,245,M,2006
curitiba___pr,"07:5,01_a_7,00",0,6,1.529,4.584,11.966,12.246,4.329,230,M,2006
curitiba___pr,"08:7,01_a_10,00",0,0,740,2.907,6.707,7.035,3.799,183,M,2006
curitiba___pr,"09:10,01_a_15,00",0,0,219,1.709,5.333,6.134,3.369,197,M,2006
curitiba___pr,"10:15,01_a_20,00",0,0,62,504,2.691,3.383,2.349,99,M,2006
curitiba___pr,"11:mais_de_20,00",0,0,32,295,2.736,5.080,3.786,223,M,2006
florianopolis___sc,"00:ate_0,50",3,196,15,26,33,15,9,0,M,2006
florianopolis___sc,"01:0,51_a_1,00",0,264,570,270,371,249,126,8,M,2006
florianopolis___sc,"02:1,01_a_1,50",0,449,4.597,2.036,2.300,1.309,601,45,M,2006
florianopolis___sc,"03:1,51_a_2,00",0,173,5.590,3.573,4.202,2.211,965,60,M,2006
florianopolis___sc,"04:2,01_a_3,00",0,23,3.909,4.399,6.043,3.536,1.583,92,M,2006
florianopolis___sc,"05:3,01_a_4,00",0,4,943,1.904,3.280,2.393,1.425,100,M,2006
florianopolis___sc,"06:4,01_a_5,00",0,3,1.381,2.486,5.225,2.326,1.528,83,M,2006
florianopolis___sc,"07:5,01_a_7,00",0,1,391,1.231,4.448,7.513,2.346,90,M,2006
florianopolis___sc,"08:7,01_a_10,00",0,0,178,666,1.773,3.875,2.400,86,M,2006
florianopolis___sc,"09:10,01_a_15,00",0,0,65,458,1.320,2.646,1.975,62,M,2006
florianopolis___sc,"10:15,01_a_20,00",0,0,45,253,1.179,1.973,1.286,39,M,2006
florianopolis___sc,"11:mais_de_20,00",0,0,2,116,819,2.353,2.481,90,M,2006
porto_alegre___rs,"00:ate_0,50",5,402,264,144,172,143,82,10,M,2006
porto_alegre___rs,"01:0,51_a_1,00",18,1.642,1.326,514,600,548,556,64,M,2006
porto_alegre___rs,"02:1,01_a_1,50",0,712,14.937,7.445,8.143,4.897,3.704,256,M,2006
porto_alegre___rs,"03:1,51_a_2,00",1,191,14.010,10.198,12.620,8.319,5.349,378,M,2006
porto_alegre___rs,"04:2,01_a_3,00",0,53,10.563,14.305,19.291,13.543,8.557,563,M,2006
porto_alegre___rs,"05:3,01_a_4,00",0,7,2.884,6.220,13.552,9.588,4.968,317,M,2006
porto_alegre___rs,"06:4,01_a_5,00",0,3,1.234,3.247,7.634,7.410,3.714,264,M,2006
porto_alegre___rs,"07:5,01_a_7,00",0,1,1.002,3.045,7.815,9.569,4.837,225,M,2006
porto_alegre___rs,"08:7,01_a_10,00",0,6,534,2.301,5.435,7.881,5.395,297,M,2006
porto_alegre___rs,"09:10,01_a_15,00",0,1,179,1.424,4.516,6.566,4.801,289,M,2006
porto_alegre___rs,"10:15,01_a_20,00",0,0,70,685,2.743,3.697,2.501,181,M,2006
porto_alegre___rs,"11:mais_de_20,00",0,0,47,408,2.993,5.811,5.161,368,M,2006
campo_grande___ms,"00:ate_0,50",1,43,38,30,39,28,15,4,M,2006
campo_grande___ms,"01:0,51_a_1,00",8,838,681,353,462,295,162,14,M,2006
campo_grande___ms,"02:1,01_a_1,50",2,540,9.336,6.060,6.994,3.588,2.024,174,M,2006
campo_grande___ms,"03:1,51_a_2,00",0,44,4.432,4.766,6.512,3.536,2.057,142,M,2006
campo_grande___ms,"04:2,01_a_3,00",0,6,2.450,3.984,6.728,4.108,2.410,165,M,2006
campo_grande___ms,"05:3,01_a_4,00",0,3,743,1.595,3.192,2.236,1.324,68,M,2006
campo_grande___ms,"06:4,01_a_5,00",0,1,513,1.486,2.430,1.896,1.025,66,M,2006
campo_grande___ms,"07:5,01_a_7,00",0,0,197,968,2.940,2.679,1.286,76,M,2006
campo_grande___ms,"08:7,01_a_10,00",0,0,82,579,1.696,2.494,1.247,51,M,2006
campo_grande___ms,"09:10,01_a_15,00",0,0,30,233,971,1.677,882,28,M,2006
campo_grande___ms,"10:15,01_a_20,00",0,0,23,190,589,732,500,17,M,2006
campo_grande___ms,"11:mais_de_20,00",0,0,5,107,759,1.293,1.102,45,M,2006
cuiaba___mt,"00:ate_0,50",5,55,58,94,133,88,52,6,M,2006
cuiaba___mt,"01:0,51_a_1,00",5,372,640,382,521,313,175,44,M,2006
cuiaba___mt,"02:1,01_a_1,50",1,469,8.778,5.358,5.802,3.116,1.823,155,M,2006
cuiaba___mt,"03:1,51_a_2,00",0,29,3.429,3.739,5.288,2.936,1.685,158,M,2006
cuiaba___mt,"04:2,01_a_3,00",0,6,2.252,3.511,5.519,3.148,1.786,132,M,2006
cuiaba___mt,"05:3,01_a_4,00",0,1,948,1.846,2.884,2.063,1.198,83,M,2006
cuiaba___mt,"06:4,01_a_5,00",0,0,445,1.370,2.754,1.524,883,67,M,2006
cuiaba___mt,"07:5,01_a_7,00",0,0,232,1.020,2.587,2.824,1.329,48,M,2006
cuiaba___mt,"08:7,01_a_10,00",0,0,101,480,1.381,1.922,1.381,71,M,2006
cuiaba___mt,"09:10,01_a_15,00",0,0,58,358,1.046,1.343,1.019,36,M,2006
cuiaba___mt,"10:15,01_a_20,00",0,0,24,124,660,583,487,21,M,2006
cuiaba___mt,"11:mais_de_20,00",0,0,2,73,510,909,797,43,M,2006
goiania___go,"00:ate_0,50",29,1.471,44,53,140,71,21,0,M,2006
goiania___go,"01:0,51_a_1,00",32,2.013,3.851,1.487,1.591,885,502,39,M,2006
