;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;03:1,51 a 2,00;35.376;17.822;53.198
;04:2,01 a 3,00;34.300;19.924;54.224
;05:3,01 a 4,00;19.490;12.294;31.784
;06:4,01 a 5,00;10.134;9.074;19.208
;07:5,01 a 7,00;13.542;12.278;25.820
;08:7,01 a 10,00;9.002;6.679;15.681
;09:10,01 a 15,00;5.280;3.415;8.695
;10:15,01 a 20,00;2.378;1.351;3.729
;11:Mais de 20,00;3.758;2.331;6.089
;{ñ class};2.389;916;3.305
160030:Macapá - AP;Total;47.167;39.500;86.667
;00:Até 0,50;168;153;321
;01:0,51 a 1,00;2.189;1.639;3.828
;02:1,01 a 1,50;12.231;9.646;21.877
;03:1,51 a 2,00;6.936;4.822;11.758
;04:2,01 a 3,00;6.626;3.256;9.882
;05:3,01 a 4,00;2.689;2.185;4.874
;06:4,01 a 5,00;2.223;3.388;5.611
;07:5,01 a 7,00;7.247;7.704;14.951
;08:7,01 a 10,00;3.178;4.041;7.219
;09:10,01 a 15,00;1.660;1.667;3.327
;10:15,01 a 20,00;744;402;1.146
;11:Mais de 20,00;1.105;522;1.627
;{ñ class};171;75;246
172100:Palmas - TO;Total;55.136;55.012;110.148
;00:Até 0,50;109;135;244
;01:0,51 a 1,00;2.397;2.528;4.925
;02:1,01 a 1,50;13.358;13.813;27.171
;03:1,51 a 2,00;8.921;7.404;16.325
;04:2,01 a 3,00;7.958;8.263;16.221
;05:3,01 a 4,00;6.674;5.969;12.643
;06:4,01 a 5,00;3.818;5.967;9.785
;07:5,01 a 7,00;4.939;6.270;11.209
;08:7,01 a 10,00;3.014;2.449;5.463
;09:10,01 a 15,00;1.519;1.133;2.652
;10:15,01 a 20,00;1.232;585;1.817
;11:Mais de 20,00;1.025;418;1.443
;{ñ class};172;78;250
211130:São Luiz - MA;Total;158.960;118.288;277.248
;00:Até 0,50;456;160;616
;01:0,51 a 1,00;7.778;6.882;14.660
;02:1,01 a 1,50;61.100;43.771;104.871
;03:1,51 a 2,00;21.441;13.237;34.678
;04:2,01 a 3,00;20.752;14.830;35.582
;05:3,01 a 4,00;12.405;16.034;28.439
;06:4,01 a 5,00;9.557;7.172;16.729
;07:5,01 a 7,00;9.785;7.220;17.005
;08:7,01 a 10,00;6.098;4.102;10.200
;09:10,01 a 15,00;3.492;2.162;5.654
;10:15,01 a 20,00;2.053;1.059;3.112
;11:Mais de 20,00;2.534;1.189;3.723
;{ñ class};1.509;470;1.979
221100:Terezina - PI;Total;135.629;95.942;231.571
;00:Até 0,50;676;533;1.209
;01:0,51 a 1,00;8.265;3.523;11.788
;02:1,01 a 1,50;60.244;40.419;100.663
;03:1,51 a 2,00;18.191;10.396;28.587
;04:2,01 a 3,00;16.467;13.366;29.833
;05:3,01 a 4,00;10.311;12.766;23.077
;06:4,01 a 5,00;3.868;4.394;8.262
;07:5,01 a 7,00;5.704;4.173;9.877
;08:7,01 a 10,00;4.679;2.709;7.388
;09:10,01 a 15,00;3.368;1.917;5.285
;10:15,01 a 20,00;1.237;657;1.894
;11:Mais de 20,00;1.843;826;2.669
;{ñ class};776;263;1.039
230440:Fortaleza - CE;Total;374.963;285.782;660.745
;00:Até 0,50;1.433;1.419;2.852
;01:0,51 a 1,00;26.125;21.139;47.264
;02:1,01 a 1,50;175.212;143.426;318.638
;03:1,51 a 2,00;52.620;26.416;79.036
;04:2,01 a 3,00;36.556;29.152;65.708
;05:3,01 a 4,00;21.122;16.281;37.403
;06:4,01 a 5,00;15.054;9.745;24.799
;07:5,01 a 7,00;15.371;16.667;32.038
;08:7,01 a 10,00;11.046;9.069;20.115
;09:10,01 a 15,00;8.344;5.773;14.117
;10:15,01 a 20,00;3.934;2.387;6.321
;11:Mais de 20,00;5.893;3.049;8.942
;{ñ class};2.253;1.259;3.512
240810:Natal - RN;Total;159.823;129.514;289.337
;00:Até 0,50;543;718;1.261
;01:0,51 a 1,00;4.976;5.290;10.266
;02:1,01 a 1,50;68.360;58.427;126.787
;03:1,51 a 2,00;23.645;14.037;37.682
;04:2,01 a 3,00;20.495;22.165;42.660
;05:3,01 a 4,00;14.940;9.053;23.993
;06:4,01 a 5,00;5.431;4.791;10.222
;07:5,01 a 7,00;6.229;4.837;11.066
;08:7,01 a 10,00;5.073;3.847;8.920
;09:10,01 a 15,00;4.008;3.092;7.100
;10:15,01 a 20,00;2.032;1.201;3.233
;11:Mais de 20,00;3.130;1.397;4.527
;{ñ class};961;659;1.620
250750:João Pessoa - PB;Total;142.069;111.495;253.564
;00:Até 0,50;450;414;864
;01:0,51 a 1,00;12.988;16.326;29.314
;02:1,01 a 1,50;60.743;42.344;103.087
;03:1,51 a 2,00;21.684;11.784;33.468
;04:2,01 a 3,00;18.248;16.294;34.542
;05:3,01 a 4,00;7.216;8.954;16.170
;06:4,01 a 5,00;3.510;3.355;6.865
;07:5,01 a 7,00;4.979;4.251;9.230
;08:7,01 a 10,00;4.258;3.146;7.404
;09:10,01 a 15,00;2.895;2.293;5.188
;10:15,01 a 20,00;1.529;746;2.275
;11:Mais de 20,00;2.649;1.217;3.866
;{ñ class};920;371;1.291
261160:Recife - PE;Total;357.221;261.445;618.666
;00:Até 0,50;1.047;1.285;2.332
;01:0,51 a 1,00;10.163;13.311;23.474
;02:1,01 a 1,50;132.766;94.833;227.599
;03:1,51 a 2,00;61.189;42.113;103.302
;04:2,01 a 3,00;50.242;36.826;87.068
;05:3,01 a 4,00;31.671;22.958;54.629
;06:4,01 a 5,00;12.725;12.930;25.655
;07:5,01 a 7,00;18.411;14.105;32.516
;08:7,01 a 10,00;13.797;10.197;23.994
;09:10,01 a 15,00;9.810;5.845;15.655
;10:15,01 a 20,00;4.172;2.175;6.347
;11:Mais de 20,00;6.714;3.351;10.065
;{ñ class};4.514;1.516;6.030
270430:Maceió - AL;Total;131.019;85.093;216.112
;00:Até 0,50;466;234;700
;01:0,51 a 1,00;5.078;3.941;9.019
;02:1,01 a 1,50;54.207;34.886;89.093
;03:1,51 a 2,00;20.162;10.701;30.863
;04:2,01 a 3,00;15.848;12.435;28.283
;05:3,01 a 4,00;6.749;4.861;11.610
;06:4,01 a 5,00;6.996;4.224;11.220
;07:5,01 a 7,00;7.985;5.895;13.880
;08:7,01 a 10,00;5.285;4.176;9.461
;09:10,01 a 15,00;2.704;1.468;4.172
;10:15,01 a 20,00;1.398;573;1.971
;11:Mais de 20,00;1.999;743;2.742
;{ñ class};2.142;956;3.098
280030:Aracaju - SE;Total;112.940;82.222;195.162
;00:Até 0,50;843;864;1.707
;01:0,51 a 1,00;8.045;5.877;13.922
;02:1,01 a 1,50;44.478;30.512;74.990
;03:1,51 a 2,00;15.525;9.146;24.671
;04:2,01 a 3,00;12.126;9.272;21.398
;05:3,01 a 4,00;6.073;6.809;12.882
;06:4,01 a 5,00;5.241;5.384;10.625
;07:5,01 a 7,00;8.089;6.424;14.513
;08:7,01 a 10,00;4.865;4.024;8.889
;09:10,01 a 15,00;2.747;1.840;4.587
;10:15,01 a 20,00;1.357;568;1.925
;11:Mais de 20,00;2.547;1.064;3.611
;{ñ class};1.004;438;1.442
292740:Salvador - BA;Total;427.940;330.659;758.599
;00:Até 0,50;1.945;1.449;3.394
;01:0,51 a 1,00;12.348;13.006;25.354
;02:1,01 a 1,50;142.171;113.869;256.040
;03:1,51 a 2,00;70.664;36.992;107.656
;04:2,01 a 3,00;61.202;43.317;104.519
;05:3,01 a 4,00;35.160;27.373;62.533
;06:4,01 a 5,00;32.378;23.491;55.869
;07:5,01 a 7,00;24.936;33.890;58.826
;08:7,01 a 10,00;16.525;17.229;33.754
;09:10,01 a 15,00;11.021;8.448;19.469
;10:15,01 a 20,00;6.522;3.966;10.488
;11:Mais de 20,00;7.831;4.449;12.280
;{ñ class};5.237;3.180;8.417
310620:Belo Horizonte - MG;Total;687.459;598.149;1.285.608
;00:Até 0,50;2.755;4.259;7.014
;01:0,51 a 1,00;18.788;32.228;51.016
;02:1,01 a 1,50;182.835;216.043;398.878
;03:1,51 a 2,00;116.588;73.437;190.025
;04:2,01 a 3,00;116.712;99.582;216.294
;05:3,01 a 4,00;74.468;50.139;124.607
;06:4,01 a 5,00;33.342;31.835;65.177
;07:5,01 a 7,00;49.881;34.429;84.310
;08:7,01 a 10,00;32.739;20.743;53.482
;09:10,01 a 15,00;23.328;14.432;37.760
;10:15,01 a 20,00;10.075;6.630;16.705
;11:Mais de 20,00;16.793;9.008;25.801
;{ñ class};9.155;5.384;14.539
320530:Vitória - ES;Total;117.869;107.877;225.746
;00:Até 0,50;909;838;1.747
;01:0,51 a 1,00;2.752;2.842;5.594
;02:1,01 a 1,50;25.529;35.620;61.149
;03:1,51 a 2,00;17.901;13.452;31.353
;04:2,01 a 3,00;16.410;13.245;29.655
;05:3,01 a 4,00;10.702;12.229;22.931
;06:4,01 a 5,00;8.706;7.912;16.618
;07:5,01 a 7,00;11.090;7.767;18.857
;08:7,01 a 10,00;8.343;5.423;13.766
;09:10,01 a 15,00;6.576;4.295;10.871
;10:15,01 a 20,00;3.064;1.474;4.538
;11:Mais de 20,00;3.878;1.698;5.576
;{ñ class};2.009;1.082;3.091
330455:Rio de Janeiro - RJ;Total;1.324.825;906.508;2.231.333
;00:Até 0,50;2.795;2.478;5.273
;01:0,51 a 1,00;19.594;26.064;45.658
;02:1,01 a 1,50;326.254;318.150;644.404
;03:1,51 a 2,00;236.592;121.495;358.087
;04:2,01 a 3,00;242.620;105.832;348.452
;05:3,01 a 4,00;121.850;84.977;206.827
;06:4,01 a 5,00;69.362;53.890;123.252
;07:5,01 a 7,00;92.610;67.534;160.144
;08:7,01 a 10,00;66.046;43.961;110.007
;09:10,01 a 15,00;52.698;35.287;87.985
;10:15,01 a 20,00;26.971;15.223;42.194
;11:Mais de 20,00;45.792;19.787;65.579
;{ñ class};21.641;11.830;33.471
355030:São Paulo - SP;Total;2.533.323;2.087.762;4.621.085
;00:Até 0,50;6.972;13.941;20.913
;01:0,51 a 1,00;40.303;77.650;117.953
;02:1,01 a 1,50;266.838;385.059;651.897
;03:1,51 a 2,00;538.512;433.055;971.567
;04:2,01 a 3,00;566.027;336.470;902.497
;05:3,01 a 4,00;278.178;207.531;485.709
;06:4,01 a 5,00;181.667;156.313;337.980
;07:5,01 a 7,00;231.297;181.208;412.505
;08:7,01 a 10,00;141.560;121.742;263.302
;09:10,01 a 15,00;103.120;78.643;181.763
;10:15,01 a 20,00;52.515;31.442;83.957
;11:Mais de 20,00;88.385;35.620;124.005
;{ñ class};37.949;29.088;67.037
410690:Curitiba - PR;Total;428.577;405.008;833.585
;00:Até 0,50;716;1.116;1.832
;01:0,51 a 1,00;7.091;11.568;18.659
;02:1,01 a 1,50;68.644;114.485;183.129
;03:1,51 a 2,00;72.922;62.433;135.355
;04:2,01 a 3,00;95.298;73.934;169.232
;05:3,01 a 4,00;49.373;50.470;99.843
;06:4,01 a 5,00;37.504;26.968;64.472
;07:5,01 a 7,00;32.657;25.098;57.755
;08:7,01 a 10,00;22.259;15.716;37.975
;09:10,01 a 15,00;16.549;8.935;25.484
;10:15,01 a 20,00;8.060;3.938;11.998
;11:Mais de 20,00;11.518;4.727;16.245
;{ñ class};5.986;5.620;11.606
420540:Florianópolis - SC;Total;126.212;117.104;243.316
;00:Até 0,50;373;449;822
;01:0,51 a 1,00;1.982;4.220;6.202
;02:1,01 a 1,50;13.554;20.402;33.956
;03:1,51 a 2,00;21.363;21.969;43.332
;04:2,01 a 3,00;19.658;17.532;37.190
;05:3,01 a 4,00;18.466;11.432;29.898
;06:4,01 a 5,00;11.521;10.842;22.363
;07:5,01 a 7,00;11.195;12.745;23.940
;08:7,01 a 10,00;8.264;6.241;14.505
;09:10,01 a 15,00;7.528;4.725;12.253
;10:15,01 a 20,00;4.474;2.008;6.482
;11:Mais de 20,00;5.659;2.272;7.931
;{ñ class};2.175;2.267;4.442
431490:Porto Alegre - RS;Total;351.730;338.788;690.518
;00:Até 0,50;1.306;1.637;2.943
;01:0,51 a 1,00;6.824;11.800;18.624
;02:1,01 a 1,50;61.603;81.154;142.757
;03:1,51 a 2,00;63.203;59.764;122.967
;04:2,01 a 3,00;74.599;73.325;147.924
;05:3,01 a 4,00;37.701;29.372;67.073
;06:4,01 a 5,00;19.906;16.700;36.606
;07:5,01 a 7,00;26.102;20.692;46.794
;08:7,01 a 10,00;19.429;16.128;35.557
;09:10,01 a 15,00;15.389;11.851;27.240
;10:15,01 a 20,00;8.167;5.517;13.684
;11:Mais de 20,00;12.283;6.869;19.152
;{ñ class};5.218;3.979;9.197
500270:Campo Grande - MS;Total;131.138;105.975;237.113
;00:Até 0,50;203;301;504
;01:0,51 a 1,00;3.076;3.501;6.577
;02:1,01 a 1,50;38.019;37.203;75.222
;03:1,51 a 2,00;24.468;15.246;39.714
;04:2,01 a 3,00;20.647;14.013;34.660
;05:3,01 a 4,00;11.854;9.301;21.155
;06:4,01 a 5,00;7.115;6.674;13.789
;07:5,01 a 7,00;9.503;7.239;16.742
;08:7,01 a 10,00;5.759;5.728;11.487
;09:10,01 a 15,00;3.774;3.046;6.820
;10:15,01 a 20,00;1.911;1.002;2.913
;11:Mais de 20,00;3.270;1.284;4.554
;{ñ class};1.539;1.437;2.976
510340:Cuiabá - MT;Total;115.400;89.515;204.915
;00:Até 0,50;265;281;546
;01:0,51 a 1,00;2.329;2.229;4.558
;02:1,01 a 1,50;30.775;28.879;59.654
;03:1,51 a 2,00;20.724;12.007;32.731
;04:2,01 a 3,00;19.643;11.755;31.398
;05:3,01 a 4,00;10.413;9.043;19.456
;06:4,01 a 5,00;8.710;7.427;16.137
;07:5,01 a 7,00;8.254;7.769;16.023
;08:7,01 a 10,00;5.206;4.474;9.680
;09:10,01 a 15,00;3.779;3.018;6.797
;10:15,01 a 20,00;1.827;1.092;2.919
;11:Mais de 20,00;2.242;960;3.202
;{ñ class};1.233;581;1.814
520870:Goiânia - GO;Total;275.838;233.937;509.775
;00:Até 0,50;2.496;3.904;6.400
;01:0,51 a 1,00;13.256;13.466;26.722
;02:1,01 a 1,50;84.042;83.905;167.947
;03:1,51 a 2,00;48.915;31.713;80.628
;04:2,01 a 3,00;42.031;27.310;69.341
;05:3,01 a 4,00;19.775;19.499;39.274
;06:4,01 a 5,00;12.314;18.519;30.833
;07:5,01 a 7,00;24.793;19.078;43.871
;08:7,01 a 10,00;11.972;7.116;19.088
;09:10,01 a 15,00;6.325;4.252;10.577
;10:15,01 a 20,00;2.960;1.555;4.515
;11:Mais de 20,00;4.867;1.911;6.778
;{ñ class};2.092;1.709;3.801
530010:Brasília - DF;Total;679.119;383.122;1.062.241
;00:Até 0,50;1.286;1.163;2.449
;01:0,51 a 1,00;11.871;7.919;19.790
;02:1,01 a 1,50;138.727;107.762;246.489
;03:1,51 a 2,00;82.089;38.276;120.365
;04:2,01 a 3,00;110.047;34.608;144.655
;05:3,01 a 4,00;49.231;17.273;66.504
;06:4,01 a 5,00;28.371;17.059;45.430
;07:5,01 a 7,00;54.627;31.633;86.260
;08:7,01 a 10,00;67.406;38.084;105.490
;09:10,01 a 15,00;54.795;43.412;98.207
;10:15,01 a 20,00;24.811;15.500;40.311
;11:Mais de 20,00;49.649;26.968;76.617
;{ñ class};6.209;3.465;9.674
{ñ class};Total;14.614.779;9.647.614;24.262.393
;00:Até 0,50;42.576;54.201;96.777
;01:0,51 a 1,00;674.361;699.102;1.373.463
;02:1,01 a 1,50;4.219.283;4.184.098;8.403.381
;03:1,51 a 2,00;3.086.231;1.814.235;4.900.466
;04:2,01 a 3,00;2.970.444;1.291.745;4.262.189
;05:3,01 a 4,00;1.274.630;569.946;1.844.576
;06:4,01 a 5,00;628.347;297.067;925.414
;07:5,01 a 7,00;610.028;295.095;905.123
;08:7,01 a 10,00;394.251;167.763;562.014
;09:10,01 a 15,00;256.141;98.022;354.163
;10:15,01 a 20,00;105.589;32.689;138.278
;11:Mais de 20,00;115.939;21.736;137.675
;{ñ class};236.959;121.915;358.874
Total;Total;24.135.025;17.072.521;41.207.546
;00:Até 0,50;73.232;93.953;167.185
;01:0,51 a 1,00;921.955;1.004.078;1.926.033
;02:1,01 a 1,50;6.454.247;6.390.121;12.844.368
;03:1,51 a 2,00;4.766.623;2.945.294;7.711.917
;04:2,01 a 3,00;4.683.549;2.386.844;7.070.393
;05:3,01 a 4,00;2.173.575;1.243.334;3.416.909
;06:4,01 a 5,00;1.185.503;763.912;1.949.415
;07:5,01 a 7,00;1.316.810;856.954;2.173.764
;08:7,01 a 10,00;888.559;538.602;1.427.161
;09:10,01 a 15,00;619.811;356.379;976.190
;10:15,01 a 20,00;284.618;136.453;421.071
;11:Mais de 20,00;409.499;156.813;566.312
;{ñ class};357.044;199.784;556.828

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2009
Vínculo Ativo 31/12;igual a;Sim
