;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;08:7,01 a 10,00;1.771;1.790;3.561
;09:10,01 a 15,00;1.145;809;1.954
;10:15,01 a 20,00;470;254;724
;11:Mais de 20,00;774;374;1.148
;{ñ class};186;142;328
150140:Belém - PA;Total;232.109;159.059;391.168
;00:Até 0,50;1.244;1.071;2.315
;01:0,51 a 1,00;10.331;10.227;20.558
;02:1,01 a 1,50;71.236;54.919;126.155
;03:1,51 a 2,00;39.892;18.946;58.838
;04:2,01 a 3,00;37.123;20.184;57.307
;05:3,01 a 4,00;21.545;12.770;34.315
;06:4,01 a 5,00;10.268;9.688;19.956
;07:5,01 a 7,00;14.671;13.763;28.434
;08:7,01 a 10,00;10.517;8.053;18.570
;09:10,01 a 15,00;6.222;4.222;10.444
;10:15,01 a 20,00;2.528;1.645;4.173
;11:Mais de 20,00;4.221;2.668;6.889
;{ñ class};2.311;903;3.214
160030:Macapá - AP;Total;47.446;40.607;88.053
;00:Até 0,50;277;271;548
;01:0,51 a 1,00;2.221;1.850;4.071
;02:1,01 a 1,50;12.426;9.937;22.363
;03:1,51 a 2,00;7.129;5.288;12.417
;04:2,01 a 3,00;6.315;3.358;9.673
;05:3,01 a 4,00;2.867;2.421;5.288
;06:4,01 a 5,00;3.018;3.455;6.473
;07:5,01 a 7,00;6.037;6.669;12.706
;08:7,01 a 10,00;3.426;4.890;8.316
;09:10,01 a 15,00;1.720;1.424;3.144
;10:15,01 a 20,00;731;428;1.159
;11:Mais de 20,00;1.113;534;1.647
;{ñ class};166;82;248
172100:Palmas - TO;Total;57.334;55.581;112.915
;00:Até 0,50;90;121;211
;01:0,51 a 1,00;3.155;3.618;6.773
;02:1,01 a 1,50;14.834;14.598;29.432
;03:1,51 a 2,00;9.477;6.494;15.971
;04:2,01 a 3,00;7.768;7.192;14.960
;05:3,01 a 4,00;4.415;5.871;10.286
;06:4,01 a 5,00;4.035;5.600;9.635
;07:5,01 a 7,00;5.388;7.176;12.564
;08:7,01 a 10,00;3.863;2.564;6.427
;09:10,01 a 15,00;1.731;1.180;2.911
;10:15,01 a 20,00;877;489;1.366
;11:Mais de 20,00;1.455;601;2.056
;{ñ class};246;77;323
211130:São Luiz - MA;Total;192.063;132.236;324.299
;00:Até 0,50;421;218;639
;01:0,51 a 1,00;8.594;6.773;15.367
;02:1,01 a 1,50;77.114;53.680;130.794
;03:1,51 a 2,00;26.078;14.531;40.609
;04:2,01 a 3,00;26.300;14.515;40.815
;05:3,01 a 4,00;13.662;17.355;31.017
;06:4,01 a 5,00;10.535;7.301;17.836
;07:5,01 a 7,00;10.593;7.255;17.848
;08:7,01 a 10,00;7.684;5.208;12.892
;09:10,01 a 15,00;4.395;2.612;7.007
;10:15,01 a 20,00;2.214;1.028;3.242
;11:Mais de 20,00;2.859;1.301;4.160
;{ñ class};1.614;459;2.073
221100:Terezina - PI;Total;145.985;101.050;247.035
;00:Até 0,50;656;481;1.137
;01:0,51 a 1,00;8.622;4.973;13.595
;02:1,01 a 1,50;66.116;43.022;109.138
;03:1,51 a 2,00;20.617;11.610;32.227
;04:2,01 a 3,00;17.557;13.420;30.977
;05:3,01 a 4,00;9.511;13.266;22.777
;06:4,01 a 5,00;3.534;3.647;7.181
;07:5,01 a 7,00;5.876;4.013;9.889
;08:7,01 a 10,00;4.988;2.793;7.781
;09:10,01 a 15,00;3.723;1.971;5.694
;10:15,01 a 20,00;1.363;682;2.045
;11:Mais de 20,00;1.847;801;2.648
;{ñ class};1.575;371;1.946
230440:Fortaleza - CE;Total;415.620;309.905;725.525
;00:Até 0,50;1.807;1.942;3.749
;01:0,51 a 1,00;28.454;22.562;51.016
;02:1,01 a 1,50;196.035;159.254;355.289
;03:1,51 a 2,00;60.836;29.099;89.935
;04:2,01 a 3,00;41.277;31.960;73.237
;05:3,01 a 4,00;24.090;15.376;39.466
;06:4,01 a 5,00;15.369;10.294;25.663
;07:5,01 a 7,00;14.271;17.059;31.330
;08:7,01 a 10,00;11.860;8.884;20.744
;09:10,01 a 15,00;8.637;5.859;14.496
;10:15,01 a 20,00;4.090;2.698;6.788
;11:Mais de 20,00;6.172;3.269;9.441
;{ñ class};2.722;1.649;4.371
240810:Natal - RN;Total;170.683;135.381;306.064
;00:Até 0,50;554;746;1.300
;01:0,51 a 1,00;6.223;6.640;12.863
;02:1,01 a 1,50;72.970;60.184;133.154
;03:1,51 a 2,00;24.459;14.107;38.566
;04:2,01 a 3,00;22.889;24.045;46.934
;05:3,01 a 4,00;16.324;9.845;26.169
;06:4,01 a 5,00;5.678;4.386;10.064
;07:5,01 a 7,00;5.851;4.634;10.485
;08:7,01 a 10,00;4.712;3.843;8.555
;09:10,01 a 15,00;4.397;3.286;7.683
;10:15,01 a 20,00;2.258;1.504;3.762
;11:Mais de 20,00;3.261;1.473;4.734
;{ñ class};1.107;688;1.795
250750:João Pessoa - PB;Total;153.904;118.764;272.668
;00:Até 0,50;516;496;1.012
;01:0,51 a 1,00;15.034;19.503;34.537
;02:1,01 a 1,50;66.255;45.040;111.295
;03:1,51 a 2,00;19.166;11.377;30.543
;04:2,01 a 3,00;16.528;16.477;33.005
;05:3,01 a 4,00;11.445;8.854;20.299
;06:4,01 a 5,00;5.073;3.851;8.924
;07:5,01 a 7,00;6.378;4.949;11.327
;08:7,01 a 10,00;4.883;3.253;8.136
;09:10,01 a 15,00;3.266;2.246;5.512
;10:15,01 a 20,00;1.504;957;2.461
;11:Mais de 20,00;2.853;1.358;4.211
;{ñ class};1.003;403;1.406
261160:Recife - PE;Total;388.945;281.650;670.595
;00:Até 0,50;879;984;1.863
;01:0,51 a 1,00;13.738;17.027;30.765
;02:1,01 a 1,50;143.621;102.844;246.465
;03:1,51 a 2,00;68.809;46.699;115.508
;04:2,01 a 3,00;50.989;38.824;89.813
;05:3,01 a 4,00;36.284;23.007;59.291
;06:4,01 a 5,00;14.101;13.456;27.557
;07:5,01 a 7,00;19.624;14.371;33.995
;08:7,01 a 10,00;13.692;10.202;23.894
;09:10,01 a 15,00;10.921;6.936;17.857
;10:15,01 a 20,00;4.543;2.497;7.040
;11:Mais de 20,00;6.805;3.323;10.128
;{ñ class};4.939;1.480;6.419
270430:Maceió - AL;Total;141.650;89.803;231.453
;00:Até 0,50;600;326;926
;01:0,51 a 1,00;5.609;4.188;9.797
;02:1,01 a 1,50;61.813;38.380;100.193
;03:1,51 a 2,00;22.421;10.731;33.152
;04:2,01 a 3,00;16.035;12.935;28.970
;05:3,01 a 4,00;7.683;4.815;12.498
;06:4,01 a 5,00;6.329;4.300;10.629
;07:5,01 a 7,00;7.728;6.706;14.434
;08:7,01 a 10,00;4.665;3.325;7.990
;09:10,01 a 15,00;2.605;1.520;4.125
;10:15,01 a 20,00;1.336;566;1.902
;11:Mais de 20,00;2.065;843;2.908
;{ñ class};2.761;1.168;3.929
280030:Aracaju - SE;Total;120.872;87.795;208.667
;00:Até 0,50;918;878;1.796
;01:0,51 a 1,00;8.498;5.692;14.190
;02:1,01 a 1,50;48.469;34.033;82.502
;03:1,51 a 2,00;17.454;10.048;27.502
;04:2,01 a 3,00;12.919;9.707;22.626
;05:3,01 a 4,00;5.919;5.462;11.381
;06:4,01 a 5,00;3.889;4.975;8.864
;07:5,01 a 7,00;8.504;7.263;15.767
;08:7,01 a 10,00;5.108;4.934;10.042
;09:10,01 a 15,00;3.628;2.379;6.007
;10:15,01 a 20,00;1.712;780;2.492
;11:Mais de 20,00;2.707;1.145;3.852
;{ñ class};1.147;499;1.646
292740:Salvador - BA;Total;454.761;341.795;796.556
;00:Até 0,50;1.981;1.734;3.715
;01:0,51 a 1,00;13.815;14.179;27.994
;02:1,01 a 1,50;150.721;122.508;273.229
;03:1,51 a 2,00;79.628;39.853;119.481
;04:2,01 a 3,00;66.757;42.467;109.224
;05:3,01 a 4,00;34.568;27.155;61.723
;06:4,01 a 5,00;33.545;23.500;57.045
;07:5,01 a 7,00;25.070;33.730;58.800
;08:7,01 a 10,00;17.602;16.988;34.590
;09:10,01 a 15,00;11.183;8.519;19.702
;10:15,01 a 20,00;6.140;3.864;10.004
;11:Mais de 20,00;8.377;4.605;12.982
;{ñ class};5.374;2.693;8.067
310620:Belo Horizonte - MG;Total;720.946;635.823;1.356.769
;00:Até 0,50;2.757;4.836;7.593
;01:0,51 a 1,00;20.301;35.141;55.442
;02:1,01 a 1,50;188.910;233.065;421.975
;03:1,51 a 2,00;127.363;86.701;214.064
;04:2,01 a 3,00;120.419;98.764;219.183
;05:3,01 a 4,00;74.061;52.544;126.605
;06:4,01 a 5,00;39.208;31.925;71.133
;07:5,01 a 7,00;49.160;34.388;83.548
;08:7,01 a 10,00;35.695;21.046;56.741
;09:10,01 a 15,00;25.229;15.259;40.488
;10:15,01 a 20,00;10.898;7.183;18.081
;11:Mais de 20,00;16.935;9.075;26.010
;{ñ class};10.010;5.896;15.906
320530:Vitória - ES;Total;123.298;109.425;232.723
;00:Até 0,50;1.120;1.097;2.217
;01:0,51 a 1,00;2.703;2.972;5.675
;02:1,01 a 1,50;25.008;35.687;60.695
;03:1,51 a 2,00;18.519;14.164;32.683
;04:2,01 a 3,00;18.645;14.325;32.970
;05:3,01 a 4,00;12.324;10.553;22.877
;06:4,01 a 5,00;8.646;7.950;16.596
;07:5,01 a 7,00;12.037;8.003;20.040
;08:7,01 a 10,00;8.362;5.574;13.936
;09:10,01 a 15,00;6.651;4.452;11.103
;10:15,01 a 20,00;3.277;1.659;4.936
;11:Mais de 20,00;3.986;1.722;5.708
;{ñ class};2.020;1.267;3.287
330455:Rio de Janeiro - RJ;Total;1.391.455;957.156;2.348.611
;00:Até 0,50;2.936;2.737;5.673
;01:0,51 a 1,00;22.402;32.004;54.406
;02:1,01 a 1,50;336.394;335.631;672.025
;03:1,51 a 2,00;259.821;139.453;399.274
;04:2,01 a 3,00;257.414;112.027;369.441
;05:3,01 a 4,00;124.299;80.122;204.421
;06:4,01 a 5,00;69.098;55.810;124.908
;07:5,01 a 7,00;93.608;68.133;161.741
;08:7,01 a 10,00;71.524;46.629;118.153
;09:10,01 a 15,00;55.937;36.351;92.288
;10:15,01 a 20,00;27.937;15.531;43.468
;11:Mais de 20,00;47.305;20.092;67.397
;{ñ class};22.780;12.636;35.416
355030:São Paulo - SP;Total;2.667.511;2.205.828;4.873.339
;00:Até 0,50;7.894;15.357;23.251
;01:0,51 a 1,00;43.094;88.623;131.717
;02:1,01 a 1,50;322.311;455.661;777.972
;03:1,51 a 2,00;582.428;446.424;1.028.852
;04:2,01 a 3,00;580.583;354.273;934.856
;05:3,01 a 4,00;283.288;220.482;503.770
;06:4,01 a 5,00;203.564;154.439;358.003
;07:5,01 a 7,00;214.685;177.447;392.132
;08:7,01 a 10,00;141.952;119.106;261.058
;09:10,01 a 15,00;106.132;78.910;185.042
;10:15,01 a 20,00;53.562;31.268;84.830
;11:Mais de 20,00;87.722;35.279;123.001
;{ñ class};40.296;28.559;68.855
410690:Curitiba - PR;Total;445.336;403.514;848.850
;00:Até 0,50;690;1.408;2.098
;01:0,51 a 1,00;7.140;12.357;19.497
;02:1,01 a 1,50;67.590;113.046;180.636
;03:1,51 a 2,00;78.486;65.133;143.619
;04:2,01 a 3,00;101.905;71.012;172.917
;05:3,01 a 4,00;47.606;43.637;91.243
;06:4,01 a 5,00;36.431;26.598;63.029
;07:5,01 a 7,00;36.797;28.351;65.148
;08:7,01 a 10,00;24.605;17.306;41.911
;09:10,01 a 15,00;17.558;9.507;27.065
;10:15,01 a 20,00;8.385;4.210;12.595
;11:Mais de 20,00;11.472;4.609;16.081
;{ñ class};6.671;6.340;13.011
420540:Florianópolis - SC;Total;130.496;123.726;254.222
;00:Até 0,50;228;322;550
;01:0,51 a 1,00;2.240;4.547;6.787
;02:1,01 a 1,50;14.340;23.334;37.674
;03:1,51 a 2,00;21.940;23.452;45.392
;04:2,01 a 3,00;21.603;18.173;39.776
;05:3,01 a 4,00;19.019;14.243;33.262
;06:4,01 a 5,00;12.297;11.562;23.859
;07:5,01 a 7,00;10.496;10.430;20.926
;08:7,01 a 10,00;7.513;5.551;13.064
;09:10,01 a 15,00;7.872;4.954;12.826
;10:15,01 a 20,00;4.458;2.096;6.554
;11:Mais de 20,00;6.245;2.640;8.885
;{ñ class};2.245;2.422;4.667
431490:Porto Alegre - RS;Total;367.801;358.297;726.098
;00:Até 0,50;1.533;1.785;3.318
;01:0,51 a 1,00;7.717;14.177;21.894
;02:1,01 a 1,50;66.319;93.370;159.689
;03:1,51 a 2,00;68.580;64.504;133.084
;04:2,01 a 3,00;74.634;72.309;146.943
;05:3,01 a 4,00;37.754;28.206;65.960
;06:4,01 a 5,00;20.470;16.466;36.936
;07:5,01 a 7,00;27.038;20.828;47.866
;08:7,01 a 10,00;20.750;16.939;37.689
;09:10,01 a 15,00;16.156;12.504;28.660
;10:15,01 a 20,00;8.169;5.634;13.803
;11:Mais de 20,00;12.760;6.948;19.708
;{ñ class};5.921;4.627;10.548
500270:Campo Grande - MS;Total;139.451;114.037;253.488
;00:Até 0,50;204;369;573
;01:0,51 a 1,00;3.486;4.377;7.863
;02:1,01 a 1,50;39.246;40.323;79.569
;03:1,51 a 2,00;27.136;16.849;43.985
;04:2,01 a 3,00;23.015;14.439;37.454
;05:3,01 a 4,00;11.981;9.808;21.789
;06:4,01 a 5,00;7.217;6.983;14.200
;07:5,01 a 7,00;9.634;7.644;17.278
;08:7,01 a 10,00;6.390;5.897;12.287
;09:10,01 a 15,00;4.078;3.356;7.434
;10:15,01 a 20,00;1.900;1.053;2.953
;11:Mais de 20,00;3.336;1.326;4.662
;{ñ class};1.828;1.613;3.441
510340:Cuiabá - MT;Total;123.096;92.047;215.143
;00:Até 0,50;491;466;957
;01:0,51 a 1,00;2.809;2.526;5.335
;02:1,01 a 1,50;32.051;30.679;62.730
;03:1,51 a 2,00;23.311;12.834;36.145
;04:2,01 a 3,00;20.587;11.584;32.171
;05:3,01 a 4,00;10.066;8.004;18.070
;06:4,01 a 5,00;8.798;7.271;16.069
;07:5,01 a 7,00;9.203;7.856;17.059
;08:7,01 a 10,00;5.855;4.365;10.220
;09:10,01 a 15,00;3.865;3.199;7.064
;10:15,01 a 20,00;2.128;1.293;3.421
;11:Mais de 20,00;2.637;1.366;4.003
;{ñ class};1.295;604;1.899
520870:Goiânia - GO;Total;302.728;256.173;558.901
;00:Até 0,50;2.381;3.812;6.193
;01:0,51 a 1,00;15.085;16.841;31.926
;02:1,01 a 1,50;89.581;90.551;180.132
;03:1,51 a 2,00;53.103;33.095;86.198
;04:2,01 a 3,00;50.540;31.964;82.504
;05:3,01 a 4,00;21.630;18.987;40.617
;06:4,01 a 5,00;13.107;17.311;30.418
;07:5,01 a 7,00;27.159;24.487;51.646
;08:7,01 a 10,00;12.359;8.534;20.893
;09:10,01 a 15,00;6.876;4.759;11.635
;10:15,01 a 20,00;3.363;1.869;5.232
;11:Mais de 20,00;4.833;2.066;6.899
;{ñ class};2.711;1.897;4.608
530010:Brasília - DF;Total;700.506;399.326;1.099.832
;00:Até 0,50;2.171;1.833;4.004
;01:0,51 a 1,00;13.022;9.038;22.060
;02:1,01 a 1,50;144.344;118.479;262.823
;03:1,51 a 2,00;85.257;40.741;125.998
;04:2,01 a 3,00;112.934;33.889;146.823
;05:3,01 a 4,00;50.130;18.307;68.437
;06:4,01 a 5,00;27.403;17.082;44.485
;07:5,01 a 7,00;56.917;30.748;87.665
;08:7,01 a 10,00;68.116;38.700;106.816
;09:10,01 a 15,00;58.677;46.119;104.796
;10:15,01 a 20,00;25.626;14.995;40.621
;11:Mais de 20,00;48.564;25.605;74.169
;{ñ class};7.345;3.790;11.135
{ñ class};Total;15.630.549;10.451.484;26.082.033
;00:Até 0,50;45.936;60.121;106.057
;01:0,51 a 1,00;725.862;760.818;1.486.680
;02:1,01 a 1,50;4.448.080;4.547.477;8.995.557
;03:1,51 a 2,00;3.372.546;1.983.059;5.355.605
;04:2,01 a 3,00;3.189.813;1.391.727;4.581.540
;05:3,01 a 4,00;1.360.858;612.448;1.973.306
;06:4,01 a 5,00;673.688;319.981;993.669
;07:5,01 a 7,00;648.053;308.795;956.848
;08:7,01 a 10,00;412.507;173.445;585.952
;09:10,01 a 15,00;270.220;100.216;370.436
;10:15,01 a 20,00;109.675;33.838;143.513
;11:Mais de 20,00;118.335;21.985;140.320
;{ñ class};254.976;137.574;392.550
Total;Total;25.752.758;18.315.597;44.068.355
;00:Até 0,50;80.147;104.965;185.112
;01:0,51 a 1,00;1.001.369;1.113.350;2.114.719
;02:1,01 a 1,50;6.870.765;6.968.015;13.838.780
;03:1,51 a 2,00;5.207.923;3.195.900;8.403.823
;04:2,01 a 3,00;5.000.156;2.533.933;7.534.089
;05:3,01 a 4,00;2.291.390;1.295.861;3.587.251
;06:4,01 a 5,00;1.263.328;786.330;2.049.658
;07:5,01 a 7,00;1.354.097;876.510;2.230.607
;08:7,01 a 10,00;929.649;553.059;1.482.708
;09:10,01 a 15,00;656.542;369.911;1.026.453
;10:15,01 a 20,00;294.827;140.432;435.259
;11:Mais de 20,00;416.114;157.969;574.083
;{ñ class};386.451;219.362;605.813

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2010
Vínculo Ativo 31/12;igual a;Sim
