;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;02:1,01 a 1,50;56.141;42.783;98.924
;03:1,51 a 2,00;23.647;12.394;36.041
;04:2,01 a 3,00;23.304;19.358;42.662
;05:3,01 a 4,00;14.293;11.498;25.791
;06:4,01 a 5,00;11.476;7.951;19.427
;07:5,01 a 7,00;10.901;7.567;18.468
;08:7,01 a 10,00;5.666;3.801;9.467
;09:10,01 a 15,00;3.561;2.067;5.628
;10:15,01 a 20,00;2.131;1.101;3.232
;11:Mais de 20,00;2.601;1.121;3.722
;{ñ class};1.064;332;1.396
221100:Terezina - PI;Total;127.626;96.169;223.795
;00:Até 0,50;669;405;1.074
;01:0,51 a 1,00;6.431;4.365;10.796
;02:1,01 a 1,50;54.800;37.426;92.226
;03:1,51 a 2,00;18.986;12.567;31.553
;04:2,01 a 3,00;14.792;12.628;27.420
;05:3,01 a 4,00;11.191;14.629;25.820
;06:4,01 a 5,00;3.806;4.080;7.886
;07:5,01 a 7,00;6.425;4.141;10.566
;08:7,01 a 10,00;4.303;2.534;6.837
;09:10,01 a 15,00;2.447;1.546;3.993
;10:15,01 a 20,00;1.326;704;2.030
;11:Mais de 20,00;1.778;865;2.643
;{ñ class};672;279;951
230440:Fortaleza - CE;Total;345.011;269.679;614.690
;00:Até 0,50;1.292;1.402;2.694
;01:0,51 a 1,00;22.944;18.878;41.822
;02:1,01 a 1,50;157.239;131.758;288.997
;03:1,51 a 2,00;49.306;26.723;76.029
;04:2,01 a 3,00;33.933;26.370;60.303
;05:3,01 a 4,00;22.889;17.655;40.544
;06:4,01 a 5,00;12.852;9.362;22.214
;07:5,01 a 7,00;15.130;16.399;31.529
;08:7,01 a 10,00;10.013;9.659;19.672
;09:10,01 a 15,00;7.407;4.949;12.356
;10:15,01 a 20,00;3.796;2.115;5.911
;11:Mais de 20,00;5.923;3.210;9.133
;{ñ class};2.287;1.199;3.486
240810:Natal - RN;Total;152.559;125.311;277.870
;00:Até 0,50;473;777;1.250
;01:0,51 a 1,00;4.482;5.551;10.033
;02:1,01 a 1,50;63.180;54.301;117.481
;03:1,51 a 2,00;23.050;14.806;37.856
;04:2,01 a 3,00;19.911;20.278;40.189
;05:3,01 a 4,00;14.027;9.318;23.345
;06:4,01 a 5,00;6.592;5.227;11.819
;07:5,01 a 7,00;6.536;4.887;11.423
;08:7,01 a 10,00;4.550;3.584;8.134
;09:10,01 a 15,00;3.809;2.971;6.780
;10:15,01 a 20,00;1.896;1.270;3.166
;11:Mais de 20,00;2.968;1.251;4.219
;{ñ class};1.085;1.090;2.175
250750:João Pessoa - PB;Total;131.860;104.874;236.734
;00:Até 0,50;400;280;680
;01:0,51 a 1,00;10.595;14.630;25.225
;02:1,01 a 1,50;55.106;39.771;94.877
;03:1,51 a 2,00;19.154;11.922;31.076
;04:2,01 a 3,00;19.585;16.771;36.356
;05:3,01 a 4,00;7.320;7.380;14.700
;06:4,01 a 5,00;3.492;2.726;6.218
;07:5,01 a 7,00;4.772;3.942;8.714
;08:7,01 a 10,00;4.613;3.517;8.130
;09:10,01 a 15,00;2.405;1.706;4.111
;10:15,01 a 20,00;1.558;804;2.362
;11:Mais de 20,00;1.772;947;2.719
;{ñ class};1.088;478;1.566
261160:Recife - PE;Total;334.854;242.765;577.619
;00:Até 0,50;771;920;1.691
;01:0,51 a 1,00;8.362;9.142;17.504
;02:1,01 a 1,50;120.578;89.377;209.955
;03:1,51 a 2,00;55.901;35.391;91.292
;04:2,01 a 3,00;45.544;35.549;81.093
;05:3,01 a 4,00;31.506;21.847;53.353
;06:4,01 a 5,00;13.823;12.751;26.574
;07:5,01 a 7,00;19.431;14.714;34.145
;08:7,01 a 10,00;13.879;10.198;24.077
;09:10,01 a 15,00;9.391;5.469;14.860
;10:15,01 a 20,00;4.699;2.554;7.253
;11:Mais de 20,00;6.629;3.279;9.908
;{ñ class};4.340;1.574;5.914
270430:Maceió - AL;Total;122.455;81.657;204.112
;00:Até 0,50;516;185;701
;01:0,51 a 1,00;5.216;3.249;8.465
;02:1,01 a 1,50;49.554;32.431;81.985
;03:1,51 a 2,00;18.256;9.713;27.969
;04:2,01 a 3,00;14.989;12.471;27.460
;05:3,01 a 4,00;7.123;5.426;12.549
;06:4,01 a 5,00;7.273;3.951;11.224
;07:5,01 a 7,00;7.143;5.365;12.508
;08:7,01 a 10,00;4.637;5.319;9.956
;09:10,01 a 15,00;2.601;1.563;4.164
;10:15,01 a 20,00;1.317;560;1.877
;11:Mais de 20,00;2.093;752;2.845
;{ñ class};1.737;672;2.409
280030:Aracaju - SE;Total;107.184;76.945;184.129
;00:Até 0,50;740;738;1.478
;01:0,51 a 1,00;6.861;5.788;12.649
;02:1,01 a 1,50;40.119;28.000;68.119
;03:1,51 a 2,00;16.133;8.542;24.675
;04:2,01 a 3,00;12.496;10.121;22.617
;05:3,01 a 4,00;7.338;6.403;13.741
;06:4,01 a 5,00;6.380;4.590;10.970
;07:5,01 a 7,00;6.140;5.308;11.448
;08:7,01 a 10,00;3.565;3.525;7.090
;09:10,01 a 15,00;2.496;1.887;4.383
;10:15,01 a 20,00;1.334;602;1.936
;11:Mais de 20,00;2.608;1.088;3.696
;{ñ class};974;353;1.327
292740:Salvador - BA;Total;399.147;320.846;719.993
;00:Até 0,50;1.195;1.004;2.199
;01:0,51 a 1,00;11.892;12.342;24.234
;02:1,01 a 1,50;131.352;103.136;234.488
;03:1,51 a 2,00;64.519;38.915;103.434
;04:2,01 a 3,00;55.433;44.656;100.089
;05:3,01 a 4,00;29.075;26.351;55.426
;06:4,01 a 5,00;33.710;24.273;57.983
;07:5,01 a 7,00;26.828;31.998;58.826
;08:7,01 a 10,00;15.062;17.464;32.526
;09:10,01 a 15,00;10.849;8.691;19.540
;10:15,01 a 20,00;5.772;3.789;9.561
;11:Mais de 20,00;7.632;4.302;11.934
;{ñ class};5.828;3.925;9.753
310620:Belo Horizonte - MG;Total;675.477;589.839;1.265.316
;00:Até 0,50;2.177;3.857;6.034
;01:0,51 a 1,00;17.193;26.496;43.689
;02:1,01 a 1,50;172.671;205.938;378.609
;03:1,51 a 2,00;113.160;67.063;180.223
;04:2,01 a 3,00;114.687;104.290;218.977
;05:3,01 a 4,00;73.347;51.173;124.520
;06:4,01 a 5,00;33.962;32.782;66.744
;07:5,01 a 7,00;52.194;37.282;89.476
;08:7,01 a 10,00;33.233;23.329;56.562
;09:10,01 a 15,00;23.914;14.957;38.871
;10:15,01 a 20,00;11.448;7.305;18.753
;11:Mais de 20,00;17.146;9.497;26.643
;{ñ class};10.345;5.870;16.215
320530:Vitória - ES;Total;117.889;102.034;219.923
;00:Até 0,50;839;768;1.607
;01:0,51 a 1,00;3.555;5.719;9.274
;02:1,01 a 1,50;24.594;30.354;54.948
;03:1,51 a 2,00;18.490;14.275;32.765
;04:2,01 a 3,00;16.928;12.531;29.459
;05:3,01 a 4,00;9.730;10.411;20.141
;06:4,01 a 5,00;7.664;6.430;14.094
;07:5,01 a 7,00;11.415;7.353;18.768
;08:7,01 a 10,00;8.565;5.657;14.222
;09:10,01 a 15,00;6.523;3.972;10.495
;10:15,01 a 20,00;3.323;1.700;5.023
;11:Mais de 20,00;4.163;1.785;5.948
;{ñ class};2.100;1.079;3.179
330455:Rio de Janeiro - RJ;Total;1.285.188;876.510;2.161.698
;00:Até 0,50;2.222;2.046;4.268
;01:0,51 a 1,00;17.468;20.065;37.533
;02:1,01 a 1,50;290.319;285.707;576.026
;03:1,51 a 2,00;225.072;125.418;350.490
;04:2,01 a 3,00;239.610;107.197;346.807
;05:3,01 a 4,00;125.957;79.730;205.687
;06:4,01 a 5,00;72.231;59.947;132.178
;07:5,01 a 7,00;94.081;68.682;162.763
;08:7,01 a 10,00;71.265;46.068;117.333
;09:10,01 a 15,00;52.286;34.285;86.571
;10:15,01 a 20,00;27.842;15.341;43.183
;11:Mais de 20,00;46.880;19.974;66.854
;{ñ class};19.955;12.050;32.005
355030:São Paulo - SP;Total;2.463.791;2.025.285;4.489.076
;00:Até 0,50;4.548;8.401;12.949
;01:0,51 a 1,00;40.254;78.512;118.766
;02:1,01 a 1,50;209.819;313.991;523.810
;03:1,51 a 2,00;496.064;441.090;937.154
;04:2,01 a 3,00;579.350;342.215;921.565
;05:3,01 a 4,00;276.889;204.982;481.871
;06:4,01 a 5,00;187.947;155.390;343.337
;07:5,01 a 7,00;232.845;179.573;412.418
;08:7,01 a 10,00;147.968;121.612;269.580
;09:10,01 a 15,00;103.633;80.224;183.857
;10:15,01 a 20,00;54.466;33.526;87.992
;11:Mais de 20,00;94.300;38.900;133.200
;{ñ class};35.708;26.869;62.577
410690:Curitiba - PR;Total;404.336;367.462;771.798
;00:Até 0,50;610;1.250;1.860
;01:0,51 a 1,00;6.457;11.007;17.464
;02:1,01 a 1,50;60.258;100.469;160.727
;03:1,51 a 2,00;64.281;58.703;122.984
;04:2,01 a 3,00;89.380;64.209;153.589
;05:3,01 a 4,00;44.943;40.256;85.199
;06:4,01 a 5,00;35.680;25.276;60.956
;07:5,01 a 7,00;36.405;25.979;62.384
;08:7,01 a 10,00;22.910;17.614;40.524
;09:10,01 a 15,00;16.787;8.758;25.545
;10:15,01 a 20,00;9.156;4.396;13.552
;11:Mais de 20,00;12.000;4.553;16.553
;{ñ class};5.469;4.992;10.461
420540:Florianópolis - SC;Total;123.987;120.266;244.253
;00:Até 0,50;393;539;932
;01:0,51 a 1,00;1.924;3.619;5.543
;02:1,01 a 1,50;12.350;18.903;31.253
;03:1,51 a 2,00;20.158;21.831;41.989
;04:2,01 a 3,00;19.983;18.631;38.614
;05:3,01 a 4,00;12.893;11.418;24.311
;06:4,01 a 5,00;15.195;10.548;25.743
;07:5,01 a 7,00;13.102;15.238;28.340
;08:7,01 a 10,00;8.720;7.770;16.490
;09:10,01 a 15,00;6.619;4.432;11.051
;10:15,01 a 20,00;4.800;2.154;6.954
;11:Mais de 20,00;5.576;2.253;7.829
;{ñ class};2.274;2.930;5.204
431490:Porto Alegre - RS;Total;342.931;331.333;674.264
;00:Até 0,50;1.415;1.301;2.716
;01:0,51 a 1,00;7.606;10.802;18.408
;02:1,01 a 1,50;50.040;68.888;118.928
;03:1,51 a 2,00;59.414;59.613;119.027
;04:2,01 a 3,00;71.918;72.293;144.211
;05:3,01 a 4,00;39.050;31.161;70.211
;06:4,01 a 5,00;20.616;16.937;37.553
;07:5,01 a 7,00;26.526;21.855;48.381
;08:7,01 a 10,00;21.081;18.059;39.140
;09:10,01 a 15,00;16.509;12.792;29.301
;10:15,01 a 20,00;9.304;6.393;15.697
;11:Mais de 20,00;14.097;7.586;21.683
;{ñ class};5.355;3.653;9.008
500270:Campo Grande - MS;Total;127.316;100.774;228.090
;00:Até 0,50;161;320;481
;01:0,51 a 1,00;2.441;3.142;5.583
;02:1,01 a 1,50;34.090;33.003;67.093
;03:1,51 a 2,00;24.838;15.313;40.151
;04:2,01 a 3,00;21.427;15.003;36.430
;05:3,01 a 4,00;11.675;8.931;20.606
;06:4,01 a 5,00;7.601;6.455;14.056
;07:5,01 a 7,00;8.759;6.826;15.585
;08:7,01 a 10,00;5.693;5.317;11.010
;09:10,01 a 15,00;3.670;2.606;6.276
;10:15,01 a 20,00;2.120;1.117;3.237
;11:Mais de 20,00;3.387;1.295;4.682
;{ñ class};1.454;1.446;2.900
510340:Cuiabá - MT;Total;113.719;84.710;198.429
;00:Até 0,50;204;208;412
;01:0,51 a 1,00;2.240;2.129;4.369
;02:1,01 a 1,50;28.753;26.855;55.608
;03:1,51 a 2,00;20.418;10.935;31.353
;04:2,01 a 3,00;19.537;11.193;30.730
;05:3,01 a 4,00;11.332;8.731;20.063
;06:4,01 a 5,00;7.749;6.641;14.390
;07:5,01 a 7,00;9.303;8.071;17.374
;08:7,01 a 10,00;5.115;4.343;9.458
;09:10,01 a 15,00;3.570;2.732;6.302
;10:15,01 a 20,00;1.969;1.141;3.110
;11:Mais de 20,00;2.441;1.195;3.636
;{ñ class};1.088;536;1.624
520870:Goiânia - GO;Total;263.210;223.069;486.279
;00:Até 0,50;2.151;3.057;5.208
;01:0,51 a 1,00;12.469;12.894;25.363
;02:1,01 a 1,50;76.909;76.981;153.890
;03:1,51 a 2,00;46.438;30.520;76.958
;04:2,01 a 3,00;41.378;27.873;69.251
;05:3,01 a 4,00;19.680;19.035;38.715
;06:4,01 a 5,00;11.102;16.845;27.947
;07:5,01 a 7,00;19.776;17.819;37.595
;08:7,01 a 10,00;16.777;8.124;24.901
;09:10,01 a 15,00;6.349;4.147;10.496
;10:15,01 a 20,00;2.923;1.513;4.436
;11:Mais de 20,00;5.080;1.905;6.985
;{ñ class};2.178;2.356;4.534
530010:Brasília - DF;Total;638.183;362.900;1.001.083
;00:Até 0,50;1.037;901;1.938
;01:0,51 a 1,00;8.951;7.202;16.153
;02:1,01 a 1,50;120.665;94.789;215.454
;03:1,51 a 2,00;77.531;39.119;116.650
;04:2,01 a 3,00;99.004;35.603;134.607
;05:3,01 a 4,00;53.096;17.893;70.989
;06:4,01 a 5,00;24.024;14.880;38.904
;07:5,01 a 7,00;53.389;30.184;83.573
;08:7,01 a 10,00;67.820;35.474;103.294
;09:10,01 a 15,00;51.786;41.902;93.688
;10:15,01 a 20,00;24.903;15.529;40.432
;11:Mais de 20,00;50.273;26.274;76.547
;{ñ class};5.704;3.150;8.854
{ñ class};Total;14.086.606;9.058.896;23.145.502
;00:Até 0,50;38.176;48.303;86.479
;01:0,51 a 1,00;636.967;646.198;1.283.165
;02:1,01 a 1,50;3.786.632;3.752.109;7.538.741
;03:1,51 a 2,00;2.943.615;1.787.007;4.730.622
;04:2,01 a 3,00;2.942.029;1.260.039;4.202.068
;05:3,01 a 4,00;1.296.322;544.599;1.840.921
;06:4,01 a 5,00;658.797;290.895;949.692
;07:5,01 a 7,00;636.147;289.342;925.489
;08:7,01 a 10,00;422.186;176.766;598.952
;09:10,01 a 15,00;265.129;94.107;359.236
;10:15,01 a 20,00;114.801;35.414;150.215
;11:Mais de 20,00;128.388;22.509;150.897
;{ñ class};217.417;111.608;329.025
Total;Total;23.234.981;16.206.585;39.441.566
;00:Até 0,50;62.777;78.910;141.687
;01:0,51 a 1,00;863.296;930.767;1.794.063
;02:1,01 a 1,50;5.776.955;5.728.128;11.505.083
;03:1,51 a 2,00;4.515.351;2.907.706;7.423.057
;04:2,01 a 3,00;4.622.925;2.356.906;6.979.831
;05:3,01 a 4,00;2.188.829;1.196.246;3.385.075
;06:4,01 a 5,00;1.229.163;752.857;1.982.020
;07:5,01 a 7,00;1.352.634;852.152;2.204.786
;08:7,01 a 10,00;931.781;558.236;1.490.017
;09:10,01 a 15,00;623.172;349.963;973.135
;10:15,01 a 20,00;301.955;144.673;446.628
;11:Mais de 20,00;432.631;161.386;594.017
;{ñ class};333.512;188.655;522.167

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2008
Vínculo Ativo 31/12;igual a;Sim
