;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;08:7,01 a 10,00;4.641;3.578;8.219
;09:10,01 a 15,00;5.210;3.225;8.435
;10:15,01 a 20,00;2.509;1.496;4.005
;11:Mais de 20,00;2.450;989;3.439
;{ñ class};2.093;1.670;3.763
250750:João Pessoa - PB;Total;154.952;121.274;276.226
;00:Até 0,50;718;570;1.288
;01:0,51 a 1,00;12.726;16.837;29.563
;02:1,01 a 1,50;61.498;51.153;112.651
;03:1,51 a 2,00;23.196;14.188;37.384
;04:2,01 a 3,00;25.755;15.398;41.153
;05:3,01 a 4,00;7.719;6.123;13.842
;06:4,01 a 5,00;3.793;3.462;7.255
;07:5,01 a 7,00;6.219;4.548;10.767
;08:7,01 a 10,00;4.168;2.952;7.120
;09:10,01 a 15,00;3.784;3.046;6.830
;10:15,01 a 20,00;1.836;1.213;3.049
;11:Mais de 20,00;1.832;861;2.693
;{ñ class};1.708;923;2.631
261160:Recife - PE;Total;374.680;303.900;678.580
;00:Até 0,50;2.982;2.999;5.981
;01:0,51 a 1,00;9.525;11.887;21.412
;02:1,01 a 1,50;126.518;120.867;247.385
;03:1,51 a 2,00;71.468;46.116;117.584
;04:2,01 a 3,00;51.921;35.451;87.372
;05:3,01 a 4,00;30.458;25.425;55.883
;06:4,01 a 5,00;16.901;13.468;30.369
;07:5,01 a 7,00;22.727;18.639;41.366
;08:7,01 a 10,00;14.657;12.337;26.994
;09:10,01 a 15,00;10.897;7.732;18.629
;10:15,01 a 20,00;4.167;2.889;7.056
;11:Mais de 20,00;5.242;2.744;7.986
;{ñ class};7.217;3.346;10.563
270430:Maceió - AL;Total;149.234;107.002;256.236
;00:Até 0,50;1.163;1.030;2.193
;01:0,51 a 1,00;6.167;6.515;12.682
;02:1,01 a 1,50;63.317;49.000;112.317
;03:1,51 a 2,00;26.179;14.643;40.822
;04:2,01 a 3,00;16.634;11.176;27.810
;05:3,01 a 4,00;6.195;6.384;12.579
;06:4,01 a 5,00;6.488;4.064;10.552
;07:5,01 a 7,00;7.028;5.083;12.111
;08:7,01 a 10,00;5.450;3.336;8.786
;09:10,01 a 15,00;2.834;2.032;4.866
;10:15,01 a 20,00;1.408;712;2.120
;11:Mais de 20,00;1.663;673;2.336
;{ñ class};4.708;2.354;7.062
280030:Aracaju - SE;Total;121.784;96.241;218.025
;00:Até 0,50;1.199;1.206;2.405
;01:0,51 a 1,00;5.686;5.526;11.212
;02:1,01 a 1,50;44.355;40.597;84.952
;03:1,51 a 2,00;20.901;11.820;32.721
;04:2,01 a 3,00;15.847;10.459;26.306
;05:3,01 a 4,00;7.864;7.121;14.985
;06:4,01 a 5,00;5.528;6.474;12.002
;07:5,01 a 7,00;7.678;5.419;13.097
;08:7,01 a 10,00;3.813;2.731;6.544
;09:10,01 a 15,00;3.378;2.015;5.393
;10:15,01 a 20,00;1.414;716;2.130
;11:Mais de 20,00;2.000;840;2.840
;{ñ class};2.121;1.317;3.438
292740:Salvador - BA;Total;418.009;344.734;762.743
;00:Até 0,50;2.511;2.558;5.069
;01:0,51 a 1,00;12.094;16.219;28.313
;02:1,01 a 1,50;130.074;125.748;255.822
;03:1,51 a 2,00;76.384;43.056;119.440
;04:2,01 a 3,00;61.473;39.842;101.315
;05:3,01 a 4,00;27.844;24.221;52.065
;06:4,01 a 5,00;24.099;19.801;43.900
;07:5,01 a 7,00;35.048;25.830;60.878
;08:7,01 a 10,00;16.546;24.037;40.583
;09:10,01 a 15,00;12.624;11.289;23.913
;10:15,01 a 20,00;5.514;4.167;9.681
;11:Mais de 20,00;7.046;4.233;11.279
;{ñ class};6.752;3.733;10.485
310620:Belo Horizonte - MG;Total;622.274;554.711;1.176.985
;00:Até 0,50;5.090;6.465;11.555
;01:0,51 a 1,00;13.244;21.393;34.637
;02:1,01 a 1,50;138.644;187.234;325.878
;03:1,51 a 2,00;109.060;77.358;186.418
;04:2,01 a 3,00;116.763;95.337;212.100
;05:3,01 a 4,00;47.811;43.394;91.205
;06:4,01 a 5,00;41.199;31.606;72.805
;07:5,01 a 7,00;50.000;34.088;84.088
;08:7,01 a 10,00;40.842;22.038;62.880
;09:10,01 a 15,00;24.737;15.380;40.117
;10:15,01 a 20,00;10.830;6.639;17.469
;11:Mais de 20,00;14.086;7.709;21.795
;{ñ class};9.968;6.070;16.038
320530:Vitória - ES;Total;109.745;102.686;212.431
;00:Até 0,50;1.161;1.204;2.365
;01:0,51 a 1,00;1.858;3.645;5.503
;02:1,01 a 1,50;17.599;27.859;45.458
;03:1,51 a 2,00;14.833;15.253;30.086
;04:2,01 a 3,00;19.771;18.177;37.948
;05:3,01 a 4,00;15.233;11.038;26.271
;06:4,01 a 5,00;7.004;6.092;13.096
;07:5,01 a 7,00;10.522;7.629;18.151
;08:7,01 a 10,00;8.299;4.657;12.956
;09:10,01 a 15,00;6.213;3.702;9.915
;10:15,01 a 20,00;2.665;1.360;4.025
;11:Mais de 20,00;3.053;1.123;4.176
;{ñ class};1.534;947;2.481
330455:Rio de Janeiro - RJ;Total;1.366.424;1.014.880;2.381.304
;00:Até 0,50;3.742;3.227;6.969
;01:0,51 a 1,00;27.328;29.664;56.992
;02:1,01 a 1,50;277.317;316.752;594.069
;03:1,51 a 2,00;250.470;171.966;422.436
;04:2,01 a 3,00;271.895;142.577;414.472
;05:3,01 a 4,00;136.412;82.560;218.972
;06:4,01 a 5,00;73.773;52.757;126.530
;07:5,01 a 7,00;97.625;71.594;169.219
;08:7,01 a 10,00;76.114;54.805;130.919
;09:10,01 a 15,00;53.711;38.059;91.770
;10:15,01 a 20,00;27.688;16.673;44.361
;11:Mais de 20,00;39.026;16.876;55.902
;{ñ class};31.323;17.370;48.693
355030:São Paulo - SP;Total;2.612.922;2.339.429;4.952.351
;00:Até 0,50;5.036;8.568;13.604
;01:0,51 a 1,00;50.367;86.128;136.495
;02:1,01 a 1,50;353.468;556.684;910.152
;03:1,51 a 2,00;539.785;440.704;980.489
;04:2,01 a 3,00;580.013;396.671;976.684
;05:3,01 a 4,00;297.101;225.612;522.713
;06:4,01 a 5,00;179.794;151.428;331.222
;07:5,01 a 7,00;189.827;169.383;359.210
;08:7,01 a 10,00;141.518;127.864;269.382
;09:10,01 a 15,00;108.816;83.044;191.860
;10:15,01 a 20,00;49.910;31.098;81.008
;11:Mais de 20,00;72.303;31.533;103.836
;{ñ class};44.984;30.712;75.696
410690:Curitiba - PR;Total;452.381;430.230;882.611
;00:Até 0,50;1.065;1.984;3.049
;01:0,51 a 1,00;7.664;12.696;20.360
;02:1,01 a 1,50;59.838;95.182;155.020
;03:1,51 a 2,00;81.266;79.805;161.071
;04:2,01 a 3,00;105.361;72.444;177.805
;05:3,01 a 4,00;48.794;47.587;96.381
;06:4,01 a 5,00;33.900;32.495;66.395
;07:5,01 a 7,00;41.390;36.603;77.993
;08:7,01 a 10,00;28.349;23.775;52.124
;09:10,01 a 15,00;19.361;12.514;31.875
;10:15,01 a 20,00;7.693;4.603;12.296
;11:Mais de 20,00;10.124;4.457;14.581
;{ñ class};7.576;6.085;13.661
420540:Florianópolis - SC;Total;144.643;138.370;283.013
;00:Até 0,50;207;347;554
;01:0,51 a 1,00;2.544;4.575;7.119
;02:1,01 a 1,50;13.919;24.711;38.630
;03:1,51 a 2,00;23.275;25.360;48.635
;04:2,01 a 3,00;26.674;20.316;46.990
;05:3,01 a 4,00;12.261;11.216;23.477
;06:4,01 a 5,00;11.387;11.248;22.635
;07:5,01 a 7,00;16.202;15.206;31.408
;08:7,01 a 10,00;15.271;10.395;25.666
;09:10,01 a 15,00;9.851;7.328;17.179
;10:15,01 a 20,00;4.544;2.588;7.132
;11:Mais de 20,00;5.787;2.126;7.913
;{ñ class};2.721;2.954;5.675
431490:Porto Alegre - RS;Total;354.861;365.743;720.604
;00:Até 0,50;1.271;1.290;2.561
;01:0,51 a 1,00;8.034;13.162;21.196
;02:1,01 a 1,50;50.126;78.880;129.006
;03:1,51 a 2,00;69.487;67.606;137.093
;04:2,01 a 3,00;72.311;71.953;144.264
;05:3,01 a 4,00;35.009;34.234;69.243
;06:4,01 a 5,00;22.841;20.251;43.092
;07:5,01 a 7,00;25.508;23.968;49.476
;08:7,01 a 10,00;24.135;19.585;43.720
;09:10,01 a 15,00;19.056;14.322;33.378
;10:15,01 a 20,00;7.478;5.389;12.867
;11:Mais de 20,00;9.732;5.170;14.902
;{ñ class};9.873;9.933;19.806
500270:Campo Grande - MS;Total;143.217;121.524;264.741
;00:Até 0,50;594;850;1.444
;01:0,51 a 1,00;3.460;4.760;8.220
;02:1,01 a 1,50;36.500;43.438;79.938
;03:1,51 a 2,00;27.887;18.488;46.375
;04:2,01 a 3,00;26.008;13.673;39.681
;05:3,01 a 4,00;11.883;8.771;20.654
;06:4,01 a 5,00;7.908;7.932;15.840
;07:5,01 a 7,00;10.248;9.022;19.270
;08:7,01 a 10,00;6.441;5.657;12.098
;09:10,01 a 15,00;4.746;3.777;8.523
;10:15,01 a 20,00;1.848;1.211;3.059
;11:Mais de 20,00;2.675;1.056;3.731
;{ñ class};3.019;2.889;5.908
510340:Cuiabá - MT;Total;129.058;105.514;234.572
;00:Até 0,50;576;591;1.167
;01:0,51 a 1,00;2.854;2.973;5.827
;02:1,01 a 1,50;25.809;31.582;57.391
;03:1,51 a 2,00;24.373;15.189;39.562
;04:2,01 a 3,00;23.266;15.533;38.799
;05:3,01 a 4,00;12.620;8.788;21.408
;06:4,01 a 5,00;7.763;8.496;16.259
;07:5,01 a 7,00;9.625;8.416;18.041
;08:7,01 a 10,00;9.230;5.788;15.018
;09:10,01 a 15,00;6.087;3.947;10.034
;10:15,01 a 20,00;2.240;1.728;3.968
;11:Mais de 20,00;3.030;1.385;4.415
;{ñ class};1.585;1.098;2.683
520870:Goiânia - GO;Total;305.558;275.983;581.541
;00:Até 0,50;3.977;3.909;7.886
;01:0,51 a 1,00;8.927;11.680;20.607
;02:1,01 a 1,50;79.608;96.163;175.771
;03:1,51 a 2,00;56.980;46.643;103.623
;04:2,01 a 3,00;58.277;34.375;92.652
;05:3,01 a 4,00;23.032;18.351;41.383
;06:4,01 a 5,00;13.298;15.848;29.146
;07:5,01 a 7,00;23.194;24.059;47.253
;08:7,01 a 10,00;16.685;11.533;28.218
;09:10,01 a 15,00;8.895;6.629;15.524
;10:15,01 a 20,00;3.569;2.090;5.659
;11:Mais de 20,00;4.355;1.720;6.075
;{ñ class};4.761;2.983;7.744
530010:Brasília - DF;Total;775.944;474.806;1.250.750
;00:Até 0,50;2.840;2.630;5.470
;01:0,51 a 1,00;61.098;9.086;70.184
;02:1,01 a 1,50;137.161;137.810;274.971
;03:1,51 a 2,00;120.542;54.515;175.057
;04:2,01 a 3,00;101.503;46.545;148.048
;05:3,01 a 4,00;59.209;26.281;85.490
;06:4,01 a 5,00;34.648;26.588;61.236
;07:5,01 a 7,00;61.919;43.283;105.202
;08:7,01 a 10,00;62.371;43.042;105.413
;09:10,01 a 15,00;61.316;45.111;106.427
;10:15,01 a 20,00;28.607;14.813;43.420
;11:Mais de 20,00;35.458;18.644;54.102
;{ñ class};9.272;6.458;15.730
{ñ class};Total;15.821.730;11.947.635;27.769.365
;00:Até 0,50;64.211;74.498;138.709
;01:0,51 a 1,00;595.856;689.639;1.285.495
;02:1,01 a 1,50;4.278.180;4.825.038;9.103.218
;03:1,51 a 2,00;3.615.260;2.481.541;6.096.801
;04:2,01 a 3,00;3.463.008;1.749.480;5.212.488
;05:3,01 a 4,00;1.406.064;781.461;2.187.525
;06:4,01 a 5,00;661.513;411.131;1.072.644
;07:5,01 a 7,00;611.138;380.818;991.956
;08:7,01 a 10,00;362.301;192.282;554.583
;09:10,01 a 15,00;239.621;105.596;345.217
;10:15,01 a 20,00;93.985;32.468;126.453
;11:Mais de 20,00;89.352;18.996;108.348
;{ñ class};341.241;204.687;545.928
Total;Total;25.797.585;20.262.613;46.060.198
;00:Até 0,50;109.272;124.783;234.055
;01:0,51 a 1,00;889.908;1.009.670;1.899.578
;02:1,01 a 1,50;6.488.460;7.377.094;13.865.554
;03:1,51 a 2,00;5.437.992;3.802.296;9.240.288
;04:2,01 a 3,00;5.310.161;2.977.320;8.287.481
;05:3,01 a 4,00;2.328.660;1.488.873;3.817.533
;06:4,01 a 5,00;1.241.341;900.555;2.141.896
;07:5,01 a 7,00;1.322.526;972.723;2.295.249
;08:7,01 a 10,00;901.249;619.227;1.520.476
;09:10,01 a 15,00;645.278;398.961;1.044.239
;10:15,01 a 20,00;276.415;142.788;419.203
;11:Mais de 20,00;331.280;131.682;462.962
;{ñ class};515.043;316.641;831.684

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2016
Vínculo Ativo 31/12;igual a;Sim
