;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;05:3,01 a 4,00;12.136;8.097;20.233
;06:4,01 a 5,00;4.292;3.232;7.524
;07:5,01 a 7,00;5.737;4.595;10.332
;08:7,01 a 10,00;5.343;3.378;8.721
;09:10,01 a 15,00;3.624;2.747;6.371
;10:15,01 a 20,00;1.621;1.212;2.833
;11:Mais de 20,00;2.976;1.547;4.523
;{ñ class};1.187;555;1.742
261160:Recife - PE;Total;400.475;298.895;699.370
;00:Até 0,50;1.179;1.383;2.562
;01:0,51 a 1,00;11.434;17.216;28.650
;02:1,01 a 1,50;140.082;106.249;246.331
;03:1,51 a 2,00;73.043;49.978;123.021
;04:2,01 a 3,00;56.491;39.917;96.408
;05:3,01 a 4,00;34.092;24.737;58.829
;06:4,01 a 5,00;17.861;14.282;32.143
;07:5,01 a 7,00;21.581;16.974;38.555
;08:7,01 a 10,00;15.982;11.968;27.950
;09:10,01 a 15,00;12.014;8.078;20.092
;10:15,01 a 20,00;4.954;2.877;7.831
;11:Mais de 20,00;6.946;3.539;10.485
;{ñ class};4.816;1.697;6.513
270430:Maceió - AL;Total;151.239;93.983;245.222
;00:Até 0,50;688;407;1.095
;01:0,51 a 1,00;6.563;4.319;10.882
;02:1,01 a 1,50;63.205;40.519;103.724
;03:1,51 a 2,00;26.568;12.307;38.875
;04:2,01 a 3,00;17.266;12.226;29.492
;05:3,01 a 4,00;8.228;5.080;13.308
;06:4,01 a 5,00;6.722;4.370;11.092
;07:5,01 a 7,00;7.741;6.105;13.846
;08:7,01 a 10,00;4.433;3.342;7.775
;09:10,01 a 15,00;3.010;1.853;4.863
;10:15,01 a 20,00;1.398;716;2.114
;11:Mais de 20,00;2.076;896;2.972
;{ñ class};3.341;1.843;5.184
280030:Aracaju - SE;Total;124.697;91.529;216.226
;00:Até 0,50;942;982;1.924
;01:0,51 a 1,00;8.596;6.104;14.700
;02:1,01 a 1,50;45.731;34.540;80.271
;03:1,51 a 2,00;20.404;10.518;30.922
;04:2,01 a 3,00;14.344;10.313;24.657
;05:3,01 a 4,00;6.547;6.266;12.813
;06:4,01 a 5,00;3.936;4.931;8.867
;07:5,01 a 7,00;6.746;7.401;14.147
;08:7,01 a 10,00;7.192;5.186;12.378
;09:10,01 a 15,00;3.915;2.380;6.295
;10:15,01 a 20,00;2.014;909;2.923
;11:Mais de 20,00;2.994;1.243;4.237
;{ñ class};1.336;756;2.092
292740:Salvador - BA;Total;469.117;353.360;822.477
;00:Até 0,50;2.456;1.967;4.423
;01:0,51 a 1,00;13.459;16.493;29.952
;02:1,01 a 1,50;143.677;125.435;269.112
;03:1,51 a 2,00;83.741;40.460;124.201
;04:2,01 a 3,00;70.654;42.018;112.672
;05:3,01 a 4,00;35.331;27.196;62.527
;06:4,01 a 5,00;36.003;21.938;57.941
;07:5,01 a 7,00;30.719;34.674;65.393
;08:7,01 a 10,00;19.363;20.878;40.241
;09:10,01 a 15,00;12.898;10.324;23.222
;10:15,01 a 20,00;6.455;3.996;10.451
;11:Mais de 20,00;8.599;4.663;13.262
;{ñ class};5.762;3.318;9.080
310620:Belo Horizonte - MG;Total;722.526;648.416;1.370.942
;00:Até 0,50;2.266;4.134;6.400
;01:0,51 a 1,00;18.293;28.846;47.139
;02:1,01 a 1,50;162.877;223.832;386.709
;03:1,51 a 2,00;129.200;82.532;211.732
;04:2,01 a 3,00;129.357;114.531;243.888
;05:3,01 a 4,00;78.225;54.231;132.456
;06:4,01 a 5,00;43.016;36.148;79.164
;07:5,01 a 7,00;54.698;43.179;97.877
;08:7,01 a 10,00;38.100;22.438;60.538
;09:10,01 a 15,00;27.280;16.046;43.326
;10:15,01 a 20,00;11.581;7.486;19.067
;11:Mais de 20,00;17.970;9.608;27.578
;{ñ class};9.663;5.405;15.068
320530:Vitória - ES;Total;126.007;110.023;236.030
;00:Até 0,50;1.520;1.389;2.909
;01:0,51 a 1,00;2.520;2.876;5.396
;02:1,01 a 1,50;23.109;34.305;57.414
;03:1,51 a 2,00;18.424;15.844;34.268
;04:2,01 a 3,00;18.820;13.631;32.451
;05:3,01 a 4,00;13.885;10.459;24.344
;06:4,01 a 5,00;9.072;8.274;17.346
;07:5,01 a 7,00;12.129;8.251;20.380
;08:7,01 a 10,00;9.700;6.175;15.875
;09:10,01 a 15,00;7.397;4.547;11.944
;10:15,01 a 20,00;3.382;1.601;4.983
;11:Mais de 20,00;4.120;1.592;5.712
;{ñ class};1.929;1.079;3.008
330455:Rio de Janeiro - RJ;Total;1.471.858;1.025.804;2.497.662
;00:Até 0,50;3.225;3.034;6.259
;01:0,51 a 1,00;21.657;26.925;48.582
;02:1,01 a 1,50;316.447;352.274;668.721
;03:1,51 a 2,00;284.034;161.745;445.779
;04:2,01 a 3,00;286.215;128.656;414.871
;05:3,01 a 4,00;142.977;79.209;222.186
;06:4,01 a 5,00;71.815;55.122;126.937
;07:5,01 a 7,00;100.291;71.652;171.943
;08:7,01 a 10,00;77.141;52.742;129.883
;09:10,01 a 15,00;61.156;41.196;102.352
;10:15,01 a 20,00;30.137;17.631;47.768
;11:Mais de 20,00;51.773;21.880;73.653
;{ñ class};24.990;13.738;38.728
355030:São Paulo - SP;Total;2.742.193;2.282.690;5.024.883
;00:Até 0,50;10.168;19.255;29.423
;01:0,51 a 1,00;39.875;74.022;113.897
;02:1,01 a 1,50;287.425;454.206;741.631
;03:1,51 a 2,00;587.038;474.380;1.061.418
;04:2,01 a 3,00;622.590;378.948;1.001.538
;05:3,01 a 4,00;296.495;217.389;513.884
;06:4,01 a 5,00;212.020;158.781;370.801
;07:5,01 a 7,00;225.874;189.758;415.632
;08:7,01 a 10,00;151.135;127.767;278.902
;09:10,01 a 15,00;115.664;89.508;205.172
;10:15,01 a 20,00;57.386;34.864;92.250
;11:Mais de 20,00;94.903;38.235;133.138
;{ñ class};41.620;25.577;67.197
410690:Curitiba - PR;Total;474.306;423.793;898.099
;00:Até 0,50;774;1.056;1.830
;01:0,51 a 1,00;6.831;10.903;17.734
;02:1,01 a 1,50;60.397;104.705;165.102
;03:1,51 a 2,00;81.126;76.390;157.516
;04:2,01 a 3,00;111.815;74.590;186.405
;05:3,01 a 4,00;55.573;49.009;104.582
;06:4,01 a 5,00;34.925;27.887;62.812
;07:5,01 a 7,00;45.118;31.456;76.574
;08:7,01 a 10,00;28.082;20.636;48.718
;09:10,01 a 15,00;20.494;10.874;31.368
;10:15,01 a 20,00;8.395;4.236;12.631
;11:Mais de 20,00;13.270;5.691;18.961
;{ñ class};7.506;6.360;13.866
420540:Florianópolis - SC;Total;135.071;127.108;262.179
;00:Até 0,50;255;395;650
;01:0,51 a 1,00;2.045;4.351;6.396
;02:1,01 a 1,50;13.003;22.226;35.229
;03:1,51 a 2,00;22.352;24.413;46.765
;04:2,01 a 3,00;23.857;18.327;42.184
;05:3,01 a 4,00;16.606;13.278;29.884
;06:4,01 a 5,00;16.159;12.615;28.774
;07:5,01 a 7,00;11.687;11.959;23.646
;08:7,01 a 10,00;8.187;6.711;14.898
;09:10,01 a 15,00;7.980;5.422;13.402
;10:15,01 a 20,00;4.394;2.178;6.572
;11:Mais de 20,00;6.094;2.654;8.748
;{ñ class};2.452;2.579;5.031
431490:Porto Alegre - RS;Total;374.121;367.075;741.196
;00:Até 0,50;1.528;1.749;3.277
;01:0,51 a 1,00;9.462;14.249;23.711
;02:1,01 a 1,50;57.873;90.403;148.276
;03:1,51 a 2,00;68.112;64.349;132.461
;04:2,01 a 3,00;79.827;76.662;156.489
;05:3,01 a 4,00;40.562;31.960;72.522
;06:4,01 a 5,00;21.741;17.546;39.287
;07:5,01 a 7,00;28.274;21.567;49.841
;08:7,01 a 10,00;21.543;17.456;38.999
;09:10,01 a 15,00;17.361;13.094;30.455
;10:15,01 a 20,00;8.594;5.842;14.436
;11:Mais de 20,00;12.144;6.415;18.559
;{ñ class};7.100;5.783;12.883
500270:Campo Grande - MS;Total;146.219;120.926;267.145
;00:Até 0,50;252;510;762
;01:0,51 a 1,00;3.172;4.526;7.698
;02:1,01 a 1,50;37.520;42.732;80.252
;03:1,51 a 2,00;30.476;18.391;48.867
;04:2,01 a 3,00;25.766;15.629;41.395
;05:3,01 a 4,00;13.412;10.313;23.725
;06:4,01 a 5,00;7.363;7.175;14.538
;07:5,01 a 7,00;9.903;8.022;17.925
;08:7,01 a 10,00;6.789;6.007;12.796
;09:10,01 a 15,00;4.236;3.426;7.662
;10:15,01 a 20,00;1.937;1.111;3.048
;11:Mais de 20,00;3.480;1.383;4.863
;{ñ class};1.913;1.701;3.614
510340:Cuiabá - MT;Total;129.746;98.233;227.979
;00:Até 0,50;489;523;1.012
;01:0,51 a 1,00;2.747;3.495;6.242
;02:1,01 a 1,50;28.979;30.416;59.395
;03:1,51 a 2,00;24.885;13.896;38.781
;04:2,01 a 3,00;23.565;12.479;36.044
;05:3,01 a 4,00;11.994;9.020;21.014
;06:4,01 a 5,00;8.920;6.684;15.604
;07:5,01 a 7,00;10.296;9.195;19.491
;08:7,01 a 10,00;6.737;5.531;12.268
;09:10,01 a 15,00;4.588;3.446;8.034
;10:15,01 a 20,00;2.135;1.438;3.573
;11:Mais de 20,00;3.075;1.432;4.507
;{ñ class};1.336;678;2.014
520870:Goiânia - GO;Total;314.162;262.079;576.241
;00:Até 0,50;1.944;2.005;3.949
;01:0,51 a 1,00;12.525;15.217;27.742
;02:1,01 a 1,50;83.319;90.400;173.719
;03:1,51 a 2,00;59.426;36.238;95.664
;04:2,01 a 3,00;56.557;33.383;89.940
;05:3,01 a 4,00;23.861;19.049;42.910
;06:4,01 a 5,00;14.442;17.832;32.274
;07:5,01 a 7,00;28.601;26.131;54.732
;08:7,01 a 10,00;14.027;10.261;24.288
;09:10,01 a 15,00;7.878;5.851;13.729
;10:15,01 a 20,00;3.880;2.142;6.022
;11:Mais de 20,00;5.174;2.196;7.370
;{ñ class};2.528;1.374;3.902
530010:Brasília - DF;Total;731.992;424.916;1.156.908
;00:Até 0,50;2.280;1.931;4.211
;01:0,51 a 1,00;11.396;7.683;19.079
;02:1,01 a 1,50;140.727;124.417;265.144
;03:1,51 a 2,00;98.496;48.402;146.898
;04:2,01 a 3,00;122.195;39.068;161.263
;05:3,01 a 4,00;53.686;21.325;75.011
;06:4,01 a 5,00;27.862;17.134;44.996
;07:5,01 a 7,00;60.468;33.602;94.070
;08:7,01 a 10,00;65.547;36.736;102.283
;09:10,01 a 15,00;59.687;48.314;108.001
;10:15,01 a 20,00;27.198;15.869;43.067
;11:Mais de 20,00;49.163;25.898;75.061
;{ñ class};13.287;4.537;17.824
{ñ class};Total;16.403.290;11.204.760;27.608.050
;00:Até 0,50;47.806;59.680;107.486
;01:0,51 a 1,00;693.059;739.125;1.432.184
;02:1,01 a 1,50;4.290.194;4.630.021;8.920.215
;03:1,51 a 2,00;3.566.956;2.252.513;5.819.469
;04:2,01 a 3,00;3.553.740;1.596.653;5.150.393
;05:3,01 a 4,00;1.517.130;689.527;2.206.657
;06:4,01 a 5,00;757.159;368.557;1.125.716
;07:5,01 a 7,00;713.308;350.325;1.063.633
;08:7,01 a 10,00;447.996;193.034;641.030
;09:10,01 a 15,00;291.469;110.614;402.083
;10:15,01 a 20,00;119.723;38.006;157.729
;11:Mais de 20,00;130.403;25.539;155.942
;{ñ class};274.347;151.166;425.513
Total;Total;26.908.359;19.402.272;46.310.631
;00:Até 0,50;85.815;107.660;193.475
;01:0,51 a 1,00;946.452;1.059.331;2.005.783
;02:1,01 a 1,50;6.583.636;7.070.939;13.654.575
;03:1,51 a 2,00;5.515.192;3.565.555;9.080.747
;04:2,01 a 3,00;5.517.760;2.816.574;8.334.334
;05:3,01 a 4,00;2.513.468;1.391.070;3.904.538
;06:4,01 a 5,00;1.376.111;847.906;2.224.017
;07:5,01 a 7,00;1.472.498;966.531;2.439.029
;08:7,01 a 10,00;1.001.161;605.017;1.606.178
;09:10,01 a 15,00;711.510;410.737;1.122.247
;10:15,01 a 20,00;317.335;155.100;472.435
;11:Mais de 20,00;447.804;170.313;618.117
;{ñ class};419.617;235.539;655.156

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2011
Vínculo Ativo 31/12;igual a;Sim
