;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;07:5,01 a 7,00;21.631;17.279;38.910
;08:7,01 a 10,00;16.518;12.918;29.436
;09:10,01 a 15,00;12.320;9.003;21.323
;10:15,01 a 20,00;4.609;2.946;7.555
;11:Mais de 20,00;5.678;3.201;8.879
;{ñ class};6.386;2.696;9.082
270430:Maceió - AL;Total;141.457;106.896;248.353
;00:Até 0,50;1.108;1.057;2.165
;01:0,51 a 1,00;5.941;5.822;11.763
;02:1,01 a 1,50;58.625;47.213;105.838
;03:1,51 a 2,00;24.300;15.056;39.356
;04:2,01 a 3,00;16.078;12.175;28.253
;05:3,01 a 4,00;6.349;6.944;13.293
;06:4,01 a 5,00;6.368;4.460;10.828
;07:5,01 a 7,00;7.174;5.271;12.445
;08:7,01 a 10,00;5.601;3.452;9.053
;09:10,01 a 15,00;3.074;2.151;5.225
;10:15,01 a 20,00;1.540;820;2.360
;11:Mais de 20,00;1.846;755;2.601
;{ñ class};3.453;1.720;5.173
280030:Aracaju - SE;Total;119.005;95.368;214.373
;00:Até 0,50;1.312;1.264;2.576
;01:0,51 a 1,00;4.351;4.621;8.972
;02:1,01 a 1,50;43.097;40.592;83.689
;03:1,51 a 2,00;20.475;12.306;32.781
;04:2,01 a 3,00;15.046;10.102;25.148
;05:3,01 a 4,00;6.606;6.488;13.094
;06:4,01 a 5,00;5.980;6.841;12.821
;07:5,01 a 7,00;8.658;5.463;14.121
;08:7,01 a 10,00;4.487;2.837;7.324
;09:10,01 a 15,00;3.233;1.827;5.060
;10:15,01 a 20,00;1.606;721;2.327
;11:Mais de 20,00;2.045;888;2.933
;{ñ class};2.109;1.418;3.527
292740:Salvador - BA;Total;417.571;352.680;770.251
;00:Até 0,50;3.080;3.026;6.106
;01:0,51 a 1,00;17.129;22.153;39.282
;02:1,01 a 1,50;130.339;126.869;257.208
;03:1,51 a 2,00;75.714;45.072;120.786
;04:2,01 a 3,00;56.059;40.321;96.380
;05:3,01 a 4,00;27.471;23.525;50.996
;06:4,01 a 5,00;23.740;20.840;44.580
;07:5,01 a 7,00;36.208;24.402;60.610
;08:7,01 a 10,00;16.314;22.806;39.120
;09:10,01 a 15,00;12.297;11.837;24.134
;10:15,01 a 20,00;6.054;4.232;10.286
;11:Mais de 20,00;6.905;4.414;11.319
;{ñ class};6.261;3.183;9.444
310620:Belo Horizonte - MG;Total;624.715;554.785;1.179.500
;00:Até 0,50;5.471;6.860;12.331
;01:0,51 a 1,00;13.141;20.177;33.318
;02:1,01 a 1,50;142.182;177.490;319.672
;03:1,51 a 2,00;114.376;82.673;197.049
;04:2,01 a 3,00;115.966;97.286;213.252
;05:3,01 a 4,00;46.880;45.558;92.438
;06:4,01 a 5,00;47.870;34.847;82.717
;07:5,01 a 7,00;47.541;33.116;80.657
;08:7,01 a 10,00;35.187;22.778;57.965
;09:10,01 a 15,00;23.984;14.811;38.795
;10:15,01 a 20,00;10.502;6.495;16.997
;11:Mais de 20,00;13.024;7.679;20.703
;{ñ class};8.591;5.015;13.606
320530:Vitória - ES;Total;110.930;104.698;215.628
;00:Até 0,50;1.206;1.270;2.476
;01:0,51 a 1,00;2.015;2.195;4.210
;02:1,01 a 1,50;18.565;27.569;46.134
;03:1,51 a 2,00;15.986;15.933;31.919
;04:2,01 a 3,00;19.355;20.621;39.976
;05:3,01 a 4,00;14.806;11.705;26.511
;06:4,01 a 5,00;8.011;6.556;14.567
;07:5,01 a 7,00;9.815;7.445;17.260
;08:7,01 a 10,00;7.729;4.469;12.198
;09:10,01 a 15,00;5.923;3.471;9.394
;10:15,01 a 20,00;2.988;1.347;4.335
;11:Mais de 20,00;3.030;1.201;4.231
;{ñ class};1.501;916;2.417
330455:Rio de Janeiro - RJ;Total;1.300.848;965.306;2.266.154
;00:Até 0,50;3.566;3.094;6.660
;01:0,51 a 1,00;33.220;36.115;69.335
;02:1,01 a 1,50;254.745;278.897;533.642
;03:1,51 a 2,00;245.924;172.814;418.738
;04:2,01 a 3,00;260.148;139.494;399.642
;05:3,01 a 4,00;133.199;78.762;211.961
;06:4,01 a 5,00;67.358;50.068;117.426
;07:5,01 a 7,00;93.407;70.803;164.210
;08:7,01 a 10,00;69.307;52.417;121.724
;09:10,01 a 15,00;50.745;37.417;88.162
;10:15,01 a 20,00;24.865;15.257;40.122
;11:Mais de 20,00;36.893;16.624;53.517
;{ñ class};27.471;13.544;41.015
355030:São Paulo - SP;Total;2.583.222;2.320.227;4.903.449
;00:Até 0,50;6.532;10.217;16.749
;01:0,51 a 1,00;50.473;85.194;135.667
;02:1,01 a 1,50;355.776;535.735;891.511
;03:1,51 a 2,00;528.662;440.742;969.404
;04:2,01 a 3,00;576.167;410.151;986.318
;05:3,01 a 4,00;295.060;223.113;518.173
;06:4,01 a 5,00;173.498;145.152;318.650
;07:5,01 a 7,00;189.197;169.052;358.249
;08:7,01 a 10,00;142.997;128.144;271.141
;09:10,01 a 15,00;105.891;83.158;189.049
;10:15,01 a 20,00;49.231;30.664;79.895
;11:Mais de 20,00;70.008;32.514;102.522
;{ñ class};39.730;26.391;66.121
410690:Curitiba - PR;Total;449.329;434.601;883.930
;00:Até 0,50;741;1.007;1.748
;01:0,51 a 1,00;9.234;14.998;24.232
;02:1,01 a 1,50;64.163;100.462;164.625
;03:1,51 a 2,00;83.413;78.583;161.996
;04:2,01 a 3,00;98.531;70.409;168.940
;05:3,01 a 4,00;48.454;51.827;100.281
;06:4,01 a 5,00;36.956;31.690;68.646
;07:5,01 a 7,00;37.130;38.520;75.650
;08:7,01 a 10,00;27.439;21.323;48.762
;09:10,01 a 15,00;18.089;11.556;29.645
;10:15,01 a 20,00;7.982;4.440;12.422
;11:Mais de 20,00;9.786;4.521;14.307
;{ñ class};7.411;5.265;12.676
420540:Florianópolis - SC;Total;142.962;136.363;279.325
;00:Até 0,50;304;403;707
;01:0,51 a 1,00;3.307;4.705;8.012
;02:1,01 a 1,50;12.360;21.254;33.614
;03:1,51 a 2,00;23.704;25.413;49.117
;04:2,01 a 3,00;26.709;21.621;48.330
;05:3,01 a 4,00;12.075;11.461;23.536
;06:4,01 a 5,00;11.812;11.257;23.069
;07:5,01 a 7,00;18.284;15.778;34.062
;08:7,01 a 10,00;11.710;10.240;21.950
;09:10,01 a 15,00;8.923;6.784;15.707
;10:15,01 a 20,00;5.036;2.604;7.640
;11:Mais de 20,00;5.573;2.158;7.731
;{ñ class};3.165;2.685;5.850
431490:Porto Alegre - RS;Total;340.216;349.382;689.598
;00:Até 0,50;1.210;1.285;2.495
;01:0,51 a 1,00;7.703;12.661;20.364
;02:1,01 a 1,50;46.325;72.369;118.694
;03:1,51 a 2,00;69.252;70.536;139.788
;04:2,01 a 3,00;70.583;67.241;137.824
;05:3,01 a 4,00;31.483;31.041;62.524
;06:4,01 a 5,00;18.079;19.385;37.464
;07:5,01 a 7,00;27.517;23.193;50.710
;08:7,01 a 10,00;21.816;18.261;40.077
;09:10,01 a 15,00;19.758;14.606;34.364
;10:15,01 a 20,00;8.866;5.585;14.451
;11:Mais de 20,00;9.811;5.379;15.190
;{ñ class};7.813;7.840;15.653
500270:Campo Grande - MS;Total;145.593;125.278;270.871
;00:Até 0,50;612;827;1.439
;01:0,51 a 1,00;3.427;4.639;8.066
;02:1,01 a 1,50;37.033;43.039;80.072
;03:1,51 a 2,00;29.343;19.157;48.500
;04:2,01 a 3,00;25.997;15.676;41.673
;05:3,01 a 4,00;12.013;9.488;21.501
;06:4,01 a 5,00;7.063;7.647;14.710
;07:5,01 a 7,00;10.551;9.121;19.672
;08:7,01 a 10,00;6.642;5.928;12.570
;09:10,01 a 15,00;4.951;4.244;9.195
;10:15,01 a 20,00;2.157;1.418;3.575
;11:Mais de 20,00;2.907;1.229;4.136
;{ñ class};2.897;2.865;5.762
510340:Cuiabá - MT;Total;132.882;111.870;244.752
;00:Até 0,50;645;690;1.335
;01:0,51 a 1,00;2.705;3.162;5.867
;02:1,01 a 1,50;27.161;32.624;59.785
;03:1,51 a 2,00;27.353;17.684;45.037
;04:2,01 a 3,00;21.957;13.683;35.640
;05:3,01 a 4,00;10.755;9.785;20.540
;06:4,01 a 5,00;7.634;6.752;14.386
;07:5,01 a 7,00;11.197;11.688;22.885
;08:7,01 a 10,00;9.120;6.505;15.625
;09:10,01 a 15,00;6.363;4.343;10.706
;10:15,01 a 20,00;2.941;2.148;5.089
;11:Mais de 20,00;3.426;1.642;5.068
;{ñ class};1.625;1.164;2.789
520870:Goiânia - GO;Total;310.326;280.682;591.008
;00:Até 0,50;5.144;4.627;9.771
;01:0,51 a 1,00;9.857;13.447;23.304
;02:1,01 a 1,50;79.130;88.879;168.009
;03:1,51 a 2,00;58.758;47.386;106.144
;04:2,01 a 3,00;58.575;39.498;98.073
;05:3,01 a 4,00;22.217;18.758;40.975
;06:4,01 a 5,00;13.125;15.629;28.754
;07:5,01 a 7,00;18.030;23.739;41.769
;08:7,01 a 10,00;21.003;14.287;35.290
;09:10,01 a 15,00;10.806;7.231;18.037
;10:15,01 a 20,00;4.023;2.350;6.373
;11:Mais de 20,00;5.072;2.201;7.273
;{ñ class};4.586;2.650;7.236
530010:Brasília - DF;Total;715.144;477.954;1.193.098
;00:Até 0,50;3.045;2.882;5.927
;01:0,51 a 1,00;12.066;10.242;22.308
;02:1,01 a 1,50;133.674;135.939;269.613
;03:1,51 a 2,00;116.770;55.777;172.547
;04:2,01 a 3,00;100.621;50.885;151.506
;05:3,01 a 4,00;67.851;26.500;94.351
;06:4,01 a 5,00;31.302;28.156;59.458
;07:5,01 a 7,00;56.530;44.942;101.472
;08:7,01 a 10,00;62.020;41.533;103.553
;09:10,01 a 15,00;61.443;43.901;105.344
;10:15,01 a 20,00;27.650;14.171;41.821
;11:Mais de 20,00;33.091;16.390;49.481
;{ñ class};9.081;6.636;15.717
{ñ class};Total;16.282.843;12.317.320;28.600.163
;00:Até 0,50;72.147;80.664;152.811
;01:0,51 a 1,00;627.206;710.545;1.337.751
;02:1,01 a 1,50;4.342.067;4.741.167;9.083.234
;03:1,51 a 2,00;3.824.583;2.651.493;6.476.076
;04:2,01 a 3,00;3.570.731;1.871.718;5.442.449
;05:3,01 a 4,00;1.445.887;846.593;2.292.480
;06:4,01 a 5,00;676.267;450.684;1.126.951
;07:5,01 a 7,00;620.922;408.917;1.029.839
;08:7,01 a 10,00;370.350;206.161;576.511
;09:10,01 a 15,00;240.001;108.959;348.960
;10:15,01 a 20,00;93.431;33.657;127.088
;11:Mais de 20,00;86.624;19.535;106.159
;{ñ class};312.627;187.227;499.854
Total;Total;26.084.761;20.546.354;46.631.115
;00:Até 0,50;123.735;137.422;261.157
;01:0,51 a 1,00;881.453;1.037.265;1.918.718
;02:1,01 a 1,50;6.508.154;7.172.620;13.680.774
;03:1,51 a 2,00;5.661.295;3.999.782;9.661.077
;04:2,01 a 3,00;5.370.382;3.106.006;8.476.388
;05:3,01 a 4,00;2.350.551;1.546.151;3.896.702
;06:4,01 a 5,00;1.244.497;940.060;2.184.557
;07:5,01 a 7,00;1.327.156;1.006.902;2.334.058
;08:7,01 a 10,00;901.563;635.188;1.536.751
;09:10,01 a 15,00;643.876;403.133;1.047.009
;10:15,01 a 20,00;279.558;143.755;423.313
;11:Mais de 20,00;323.586;133.906;457.492
;{ñ class};468.955;284.164;753.119

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2018
Vínculo Ativo 31/12;igual a;Sim
