;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
510340:Cuiabá - MT;Total;134.537;112.564;247.101
;00:Até 0,50;636;629;1.265
;01:0,51 a 1,00;2.545;3.022;5.567
;02:1,01 a 1,50;25.844;30.354;56.198
;03:1,51 a 2,00;26.258;16.762;43.020
;04:2,01 a 3,00;19.824;12.962;32.786
;05:3,01 a 4,00;10.380;10.349;20.729
;06:4,01 a 5,00;6.902;6.940;13.842
;07:5,01 a 7,00;13.094;12.549;25.643
;08:7,01 a 10,00;10.075;7.642;17.717
;09:10,01 a 15,00;6.217;4.193;10.410
;10:15,01 a 20,00;3.045;1.944;4.989
;11:Mais de 20,00;3.298;1.508;4.806
;{ñ class};6.419;3.710;10.129
520870:Goiânia - GO;Total;303.364;272.508;575.872
;00:Até 0,50;4.156;3.241;7.397
;01:0,51 a 1,00;9.571;12.868;22.439
;02:1,01 a 1,50;79.691;85.378;165.069
;03:1,51 a 2,00;56.198;47.203;103.401
;04:2,01 a 3,00;50.731;35.391;86.122
;05:3,01 a 4,00;19.983;17.886;37.869
;06:4,01 a 5,00;12.718;15.748;28.466
;07:5,01 a 7,00;17.915;22.920;40.835
;08:7,01 a 10,00;19.921;12.775;32.696
;09:10,01 a 15,00;10.918;7.063;17.981
;10:15,01 a 20,00;4.050;2.494;6.544
;11:Mais de 20,00;4.709;2.039;6.748
;{ñ class};12.803;7.502;20.305
530010:Brasília - DF;Total;585.432;482.183;1.067.615
;00:Até 0,50;4.061;3.771;7.832
;01:0,51 a 1,00;13.066;13.759;26.825
;02:1,01 a 1,50;130.370;131.644;262.014
;03:1,51 a 2,00;84.468;52.796;137.264
;04:2,01 a 3,00;73.466;51.437;124.903
;05:3,01 a 4,00;42.679;25.066;67.745
;06:4,01 a 5,00;23.376;22.362;45.738
;07:5,01 a 7,00;36.099;38.790;74.889
;08:7,01 a 10,00;43.304;36.447;79.751
;09:10,01 a 15,00;41.674;32.944;74.618
;10:15,01 a 20,00;21.119;13.739;34.858
;11:Mais de 20,00;35.534;19.846;55.380
;{ñ class};36.216;39.582;75.798
{ñ class};Total;18.112.039;13.380.095;31.492.134
;00:Até 0,50;80.879;91.889;172.768
;01:0,51 a 1,00;690.969;797.774;1.488.743
;02:1,01 a 1,50;4.632.603;5.014.310;9.646.913
;03:1,51 a 2,00;4.256.582;2.950.794;7.207.376
;04:2,01 a 3,00;3.938.168;2.003.951;5.942.119
;05:3,01 a 4,00;1.576.319;885.038;2.461.357
;06:4,01 a 5,00;730.711;461.236;1.191.947
;07:5,01 a 7,00;671.540;418.864;1.090.404
;08:7,01 a 10,00;390.359;208.879;599.238
;09:10,01 a 15,00;238.215;104.615;342.830
;10:15,01 a 20,00;90.722;32.911;123.633
;11:Mais de 20,00;81.367;18.313;99.680
;{ñ class};733.605;391.521;1.125.126
Total;Total;28.512.032;22.091.524;50.603.556
;00:Até 0,50;136.621;154.950;291.571
;01:0,51 a 1,00;972.723;1.184.763;2.157.486
;02:1,01 a 1,50;6.909.931;7.501.745;14.411.676
;03:1,51 a 2,00;6.193.933;4.395.217;10.589.150
;04:2,01 a 3,00;5.819.899;3.332.431;9.152.330
;05:3,01 a 4,00;2.485.895;1.592.449;4.078.344
;06:4,01 a 5,00;1.299.832;941.066;2.240.898
;07:5,01 a 7,00;1.367.301;1.004.128;2.371.429
;08:7,01 a 10,00;904.460;625.277;1.529.737
;09:10,01 a 15,00;617.711;378.771;996.482
;10:15,01 a 20,00;272.013;141.891;413.904
;11:Mais de 20,00;317.250;134.881;452.131
;{ñ class};1.214.463;703.955;1.918.418

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2019
Vínculo Ativo 31/12;igual a;Sim
