;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;{ñ class};1.098;562;1.660
140010:Boa Vista - RR;Total;19.249;15.241;34.490
;00:Até 0,50;16;25;41
;01:0,51 a 1,00;747;876;1.623
;02:1,01 a 1,50;6.343;5.700;12.043
;03:1,51 a 2,00;2.252;1.074;3.326
;04:2,01 a 3,00;2.307;1.001;3.308
;05:3,01 a 4,00;1.348;1.049;2.397
;06:4,01 a 5,00;1.720;1.876;3.596
;07:5,01 a 7,00;1.779;1.886;3.665
;08:7,01 a 10,00;1.147;1.043;2.190
;09:10,01 a 15,00;662;309;971
;10:15,01 a 20,00;330;151;481
;11:Mais de 20,00;538;229;767
;{ñ class};60;22;82
150140:Belém - PA;Total;186.175;129.426;315.601
;00:Até 0,50;949;580;1.529
;01:0,51 a 1,00;8.198;7.346;15.544
;02:1,01 a 1,50;51.339;41.567;92.906
;03:1,51 a 2,00;30.659;16.349;47.008
;04:2,01 a 3,00;31.085;18.060;49.145
;05:3,01 a 4,00;19.515;12.120;31.635
;06:4,01 a 5,00;11.476;9.073;20.549
;07:5,01 a 7,00;11.951;10.289;22.240
;08:7,01 a 10,00;8.023;6.377;14.400
;09:10,01 a 15,00;5.461;3.489;8.950
;10:15,01 a 20,00;2.774;1.618;4.392
;11:Mais de 20,00;3.299;1.981;5.280
;{ñ class};1.446;577;2.023
160030:Macapá - AP;Total;36.420;29.880;66.300
;00:Até 0,50;107;83;190
;01:0,51 a 1,00;2.002;1.544;3.546
;02:1,01 a 1,50;8.840;7.581;16.421
;03:1,51 a 2,00;4.765;2.771;7.536
;04:2,01 a 3,00;5.019;2.405;7.424
;05:3,01 a 4,00;2.751;2.138;4.889
;06:4,01 a 5,00;2.278;2.750;5.028
;07:5,01 a 7,00;4.521;4.920;9.441
;08:7,01 a 10,00;2.786;3.029;5.815
;09:10,01 a 15,00;1.646;1.804;3.450
;10:15,01 a 20,00;629;372;1.001
;11:Mais de 20,00;945;409;1.354
;{ñ class};131;74;205
172100:Palmas - TO;Total;45.026;44.793;89.819
;00:Até 0,50;25;34;59
;01:0,51 a 1,00;1.130;1.158;2.288
;02:1,01 a 1,50;10.722;11.986;22.708
;03:1,51 a 2,00;5.897;4.598;10.495
;04:2,01 a 3,00;7.896;7.635;15.531
;05:3,01 a 4,00;4.113;4.597;8.710
;06:4,01 a 5,00;4.399;3.227;7.626
;07:5,01 a 7,00;4.858;7.595;12.453
;08:7,01 a 10,00;2.490;2.183;4.673
;09:10,01 a 15,00;1.630;1.089;2.719
;10:15,01 a 20,00;868;348;1.216
;11:Mais de 20,00;898;313;1.211
;{ñ class};100;30;130
211130:São Luiz - MA;Total;123.731;94.002;217.733
;00:Até 0,50;475;129;604
;01:0,51 a 1,00;3.104;2.454;5.558
;02:1,01 a 1,50;41.678;35.600;77.278
;03:1,51 a 2,00;20.943;10.894;31.837
;04:2,01 a 3,00;17.648;16.905;34.553
;05:3,01 a 4,00;9.577;7.292;16.869
;06:4,01 a 5,00;9.449;7.638;17.087
;07:5,01 a 7,00;8.300;6.446;14.746
;08:7,01 a 10,00;4.102;2.696;6.798
;09:10,01 a 15,00;3.527;1.865;5.392
;10:15,01 a 20,00;1.864;884;2.748
;11:Mais de 20,00;2.201;920;3.121
;{ñ class};863;279;1.142
221100:Terezina - PI;Total;105.505;89.359;194.864
;00:Até 0,50;525;350;875
;01:0,51 a 1,00;5.759;3.705;9.464
;02:1,01 a 1,50;42.995;32.096;75.091
;03:1,51 a 2,00;13.909;9.196;23.105
;04:2,01 a 3,00;15.257;13.167;28.424
;05:3,01 a 4,00;8.678;19.174;27.852
;06:4,01 a 5,00;4.027;3.603;7.630
;07:5,01 a 7,00;5.106;3.238;8.344
;08:7,01 a 10,00;3.617;1.994;5.611
;09:10,01 a 15,00;2.370;1.392;3.762
;10:15,01 a 20,00;1.305;653;1.958
;11:Mais de 20,00;1.478;629;2.107
;{ñ class};479;162;641
230440:Fortaleza - CE;Total;300.103;222.691;522.794
;00:Até 0,50;1.142;987;2.129
;01:0,51 a 1,00;17.739;13.072;30.811
;02:1,01 a 1,50;130.431;103.215;233.646
;03:1,51 a 2,00;45.932;25.182;71.114
;04:2,01 a 3,00;27.848;23.377;51.225
;05:3,01 a 4,00;23.906;14.601;38.507
;06:4,01 a 5,00;11.416;8.531;19.947
;07:5,01 a 7,00;13.608;14.796;28.404
;08:7,01 a 10,00;9.854;8.774;18.628
;09:10,01 a 15,00;6.963;4.242;11.205
;10:15,01 a 20,00;3.761;2.037;5.798
;11:Mais de 20,00;5.852;3.102;8.954
;{ñ class};1.651;775;2.426
240810:Natal - RN;Total;138.200;112.382;250.582
;00:Até 0,50;464;417;881
;01:0,51 a 1,00;5.626;5.555;11.181
;02:1,01 a 1,50;54.971;46.594;101.565
;03:1,51 a 2,00;19.731;12.059;31.790
;04:2,01 a 3,00;20.995;18.007;39.002
;05:3,01 a 4,00;12.290;11.135;23.425
;06:4,01 a 5,00;5.792;6.321;12.113
;07:5,01 a 7,00;5.045;4.141;9.186
;08:7,01 a 10,00;4.122;3.046;7.168
;09:10,01 a 15,00;3.688;2.395;6.083
;10:15,01 a 20,00;1.807;1.020;2.827
;11:Mais de 20,00;2.975;1.279;4.254
;{ñ class};694;413;1.107
250750:João Pessoa - PB;Total;115.760;94.232;209.992
;00:Até 0,50;258;213;471
;01:0,51 a 1,00;8.945;10.378;19.323
;02:1,01 a 1,50;43.175;35.934;79.109
;03:1,51 a 2,00;18.410;12.622;31.032
;04:2,01 a 3,00;19.502;16.281;35.783
;05:3,01 a 4,00;7.166;6.683;13.849
;06:4,01 a 5,00;3.613;2.764;6.377
;07:5,01 a 7,00;4.716;3.466;8.182
;08:7,01 a 10,00;3.413;2.421;5.834
;09:10,01 a 15,00;2.112;1.436;3.548
;10:15,01 a 20,00;1.537;750;2.287
;11:Mais de 20,00;2.473;1.103;3.576
;{ñ class};440;181;621
261160:Recife - PE;Total;291.101;214.970;506.071
;00:Até 0,50;633;884;1.517
;01:0,51 a 1,00;8.490;10.386;18.876
;02:1,01 a 1,50;101.795;78.946;180.741
;03:1,51 a 2,00;45.459;29.561;75.020
;04:2,01 a 3,00;40.244;31.174;71.418
;05:3,01 a 4,00;30.237;19.378;49.615
;06:4,01 a 5,00;14.442;12.288;26.730
;07:5,01 a 7,00;16.040;12.300;28.340
;08:7,01 a 10,00;11.462;8.996;20.458
;09:10,01 a 15,00;8.451;4.958;13.409
;10:15,01 a 20,00;4.405;2.414;6.819
;11:Mais de 20,00;6.210;2.865;9.075
;{ñ class};3.233;820;4.053
270430:Maceió - AL;Total;112.454;74.799;187.253
;00:Até 0,50;429;149;578
;01:0,51 a 1,00;4.312;3.143;7.455
;02:1,01 a 1,50;42.363;28.753;71.116
;03:1,51 a 2,00;18.974;10.405;29.379
;04:2,01 a 3,00;14.781;10.208;24.989
;05:3,01 a 4,00;10.086;5.884;15.970
;06:4,01 a 5,00;4.792;5.301;10.093
;07:5,01 a 7,00;5.765;4.651;10.416
;08:7,01 a 10,00;3.781;2.876;6.657
;09:10,01 a 15,00;2.601;1.807;4.408
;10:15,01 a 20,00;1.485;586;2.071
;11:Mais de 20,00;2.160;735;2.895
;{ñ class};925;301;1.226
280030:Aracaju - SE;Total;102.319;76.783;179.102
;00:Até 0,50;439;460;899
;01:0,51 a 1,00;7.073;5.122;12.195
;02:1,01 a 1,50;35.523;25.711;61.234
;03:1,51 a 2,00;15.080;9.040;24.120
;04:2,01 a 3,00;12.288;9.901;22.189
;05:3,01 a 4,00;9.519;7.039;16.558
;06:4,01 a 5,00;5.623;5.097;10.720
;07:5,01 a 7,00;5.077;5.863;10.940
;08:7,01 a 10,00;3.978;3.830;7.808
;09:10,01 a 15,00;2.710;2.279;4.989
;10:15,01 a 20,00;1.669;873;2.542
;11:Mais de 20,00;2.784;1.288;4.072
;{ñ class};556;280;836
292740:Salvador - BA;Total;363.314;294.831;658.145
;00:Até 0,50;1.105;859;1.964
;01:0,51 a 1,00;10.774;10.522;21.296
;02:1,01 a 1,50;107.684;89.182;196.866
;03:1,51 a 2,00;57.265;36.298;93.563
;04:2,01 a 3,00;55.439;44.181;99.620
;05:3,01 a 4,00;30.358;26.946;57.304
;06:4,01 a 5,00;36.148;23.449;59.597
;07:5,01 a 7,00;22.830;27.951;50.781
;08:7,01 a 10,00;14.065;16.172;30.237
;09:10,01 a 15,00;10.853;9.177;20.030
;10:15,01 a 20,00;5.684;3.786;9.470
;11:Mais de 20,00;7.093;4.305;11.398
;{ñ class};4.016;2.003;6.019
310620:Belo Horizonte - MG;Total;600.903;478.341;1.079.244
;00:Até 0,50;1.673;2.878;4.551
;01:0,51 a 1,00;14.752;18.650;33.402
;02:1,01 a 1,50;143.894;144.064;287.958
;03:1,51 a 2,00;107.920;64.475;172.395
;04:2,01 a 3,00;95.494;84.064;179.558
;05:3,01 a 4,00;59.493;45.713;105.206
;06:4,01 a 5,00;35.223;29.496;64.719
;07:5,01 a 7,00;51.800;33.024;84.824
;08:7,01 a 10,00;32.354;22.176;54.530
;09:10,01 a 15,00;23.723;14.564;38.287
;10:15,01 a 20,00;11.091;6.518;17.609
;11:Mais de 20,00;15.537;7.891;23.428
;{ñ class};7.949;4.828;12.777
320530:Vitória - ES;Total;108.453;93.531;201.984
;00:Até 0,50;873;605;1.478
;01:0,51 a 1,00;3.103;3.085;6.188
;02:1,01 a 1,50;24.568;28.451;53.019
;03:1,51 a 2,00;16.612;12.560;29.172
;04:2,01 a 3,00;16.059;16.188;32.247
;05:3,01 a 4,00;10.877;8.384;19.261
;06:4,01 a 5,00;5.507;4.772;10.279
;07:5,01 a 7,00;8.699;6.982;15.681
;08:7,01 a 10,00;7.144;4.818;11.962
;09:10,01 a 15,00;6.445;3.790;10.235
;10:15,01 a 20,00;2.962;1.495;4.457
;11:Mais de 20,00;4.000;1.656;5.656
;{ñ class};1.604;745;2.349
330455:Rio de Janeiro - RJ;Total;1.166.347;795.667;1.962.014
;00:Até 0,50;2.047;1.798;3.845
;01:0,51 a 1,00;20.187;16.052;36.239
;02:1,01 a 1,50;243.470;222.366;465.836
;03:1,51 a 2,00;197.866;130.266;328.132
;04:2,01 a 3,00;221.362;102.773;324.135
;05:3,01 a 4,00;116.683;68.232;184.915
;06:4,01 a 5,00;74.611;70.505;145.116
;07:5,01 a 7,00;90.351;66.271;156.622
;08:7,01 a 10,00;69.127;45.756;114.883
;09:10,01 a 15,00;48.488;30.415;78.903
;10:15,01 a 20,00;24.800;14.397;39.197
;11:Mais de 20,00;45.502;19.396;64.898
;{ñ class};11.853;7.440;19.293
355030:São Paulo - SP;Total;2.156.686;1.748.415;3.905.101
;00:Até 0,50;6.345;11.815;18.160
;01:0,51 a 1,00;31.135;67.823;98.958
;02:1,01 a 1,50;151.406;205.477;356.883
;03:1,51 a 2,00;390.939;351.700;742.639
;04:2,01 a 3,00;521.207;332.641;853.848
;05:3,01 a 4,00;280.847;178.343;459.190
;06:4,01 a 5,00;177.552;140.875;318.427
;07:5,01 a 7,00;195.533;178.156;373.689
;08:7,01 a 10,00;137.806;117.386;255.192
;09:10,01 a 15,00;97.648;76.947;174.595
;10:15,01 a 20,00;50.924;32.756;83.680
;11:Mais de 20,00;92.512;37.517;130.029
;{ñ class};22.832;16.979;39.811
410690:Curitiba - PR;Total;376.864;339.655;716.519
;00:Até 0,50;690;801;1.491
;01:0,51 a 1,00;5.681;9.490;15.171
;02:1,01 a 1,50;53.446;84.590;138.036
;03:1,51 a 2,00;58.383;60.406;118.789
;04:2,01 a 3,00;81.101;63.364;144.465
;05:3,01 a 4,00;45.168;39.201;84.369
;06:4,01 a 5,00;34.200;23.524;57.724
;07:5,01 a 7,00;34.890;22.814;57.704
;08:7,01 a 10,00;21.371;15.169;36.540
;09:10,01 a 15,00;16.961;8.698;25.659
;10:15,01 a 20,00;9.088;4.051;13.139
;11:Mais de 20,00;12.152;4.226;16.378
;{ñ class};3.733;3.321;7.054
420540:Florianópolis - SC;Total;116.798;109.799;226.597
;00:Até 0,50;297;396;693
;01:0,51 a 1,00;1.858;3.652;5.510
;02:1,01 a 1,50;11.337;16.127;27.464
;03:1,51 a 2,00;16.774;18.927;35.701
;04:2,01 a 3,00;19.585;18.120;37.705
;05:3,01 a 4,00;10.050;11.252;21.302
;06:4,01 a 5,00;13.032;10.210;23.242
;07:5,01 a 7,00;16.020;14.028;30.048
;08:7,01 a 10,00;8.978;6.617;15.595
;09:10,01 a 15,00;6.526;4.118;10.644
;10:15,01 a 20,00;4.775;2.097;6.872
;11:Mais de 20,00;5.861;2.008;7.869
;{ñ class};1.705;2.247;3.952
431490:Porto Alegre - RS;Total;319.685;316.261;635.946
;00:Até 0,50;1.222;1.387;2.609
;01:0,51 a 1,00;5.268;8.355;13.623
;02:1,01 a 1,50;40.095;54.030;94.125
;03:1,51 a 2,00;51.066;60.528;111.594
;04:2,01 a 3,00;66.875;69.761;136.636
;05:3,01 a 4,00;37.536;31.156;68.692
;06:4,01 a 5,00;23.506;19.254;42.760
;07:5,01 a 7,00;26.494;23.056;49.550
;08:7,01 a 10,00;21.849;18.465;40.314
;09:10,01 a 15,00;17.776;13.571;31.347
;10:15,01 a 20,00;9.877;6.469;16.346
;11:Mais de 20,00;14.788;7.894;22.682
;{ñ class};3.333;2.335;5.668
500270:Campo Grande - MS;Total;113.891;91.169;205.060
;00:Até 0,50;198;277;475
;01:0,51 a 1,00;2.813;2.910;5.723
;02:1,01 a 1,50;28.718;26.583;55.301
;03:1,51 a 2,00;21.489;15.095;36.584
;04:2,01 a 3,00;19.851;15.301;35.152
;05:3,01 a 4,00;9.161;7.853;17.014
;06:4,01 a 5,00;7.418;6.142;13.560
;07:5,01 a 7,00;8.146;6.208;14.354
;08:7,01 a 10,00;6.149;5.522;11.671
;09:10,01 a 15,00;3.822;2.481;6.303
;10:15,01 a 20,00;2.051;1.036;3.087
;11:Mais de 20,00;3.312;1.168;4.480
;{ñ class};763;593;1.356
510340:Cuiabá - MT;Total;100.442;86.077;186.519
;00:Até 0,50;491;870;1.361
;01:0,51 a 1,00;2.452;2.925;5.377
;02:1,01 a 1,50;25.502;25.269;50.771
;03:1,51 a 2,00;17.264;10.544;27.808
;04:2,01 a 3,00;16.354;12.629;28.983
;05:3,01 a 4,00;9.023;7.602;16.625
;06:4,01 a 5,00;7.043;6.805;13.848
;07:5,01 a 7,00;8.040;9.673;17.713
;08:7,01 a 10,00;5.336;4.203;9.539
;09:10,01 a 15,00;3.860;2.670;6.530
;10:15,01 a 20,00;1.899;1.109;3.008
;11:Mais de 20,00;2.334;1.106;3.440
;{ñ class};844;672;1.516
520870:Goiânia - GO;Total;241.100;201.232;442.332
;00:Até 0,50;1.829;1.477;3.306
;01:0,51 a 1,00;10.403;9.093;19.496
;02:1,01 a 1,50;65.493;65.131;130.624
;03:1,51 a 2,00;43.148;28.993;72.141
;04:2,01 a 3,00;37.983;27.301;65.284
;05:3,01 a 4,00;18.811;17.630;36.441
;06:4,01 a 5,00;17.264;15.480;32.744
;07:5,01 a 7,00;20.007;18.389;38.396
;08:7,01 a 10,00;10.112;8.997;19.109
;09:10,01 a 15,00;6.262;4.254;10.516
;10:15,01 a 20,00;3.500;1.812;5.312
;11:Mais de 20,00;4.813;1.957;6.770
;{ñ class};1.475;718;2.193
530010:Brasília - DF;Total;589.250;327.679;916.929
;00:Até 0,50;664;734;1.398
;01:0,51 a 1,00;10.599;5.692;16.291
;02:1,01 a 1,50;104.405;75.576;179.981
;03:1,51 a 2,00;65.482;40.263;105.745
;04:2,01 a 3,00;91.150;31.770;122.920
;05:3,01 a 4,00;48.286;17.843;66.129
;06:4,01 a 5,00;32.879;18.411;51.290
;07:5,01 a 7,00;56.519;27.410;83.929
;08:7,01 a 10,00;59.221;33.002;92.223
;09:10,01 a 15,00;46.143;37.883;84.026
;10:15,01 a 20,00;22.270;11.826;34.096
;11:Mais de 20,00;47.615;24.843;72.458
;{ñ class};4.017;2.426;6.443
{ñ class};Total;12.717.072;7.963.858;20.680.930
;00:Até 0,50;34.650;45.124;79.774
;01:0,51 a 1,00;629.209;630.094;1.259.303
;02:1,01 a 1,50;3.329.533;3.104.888;6.434.421
;03:1,51 a 2,00;2.621.508;1.589.701;4.211.209
;04:2,01 a 3,00;2.651.770;1.168.661;3.820.431
;05:3,01 a 4,00;1.174.485;484.313;1.658.798
;06:4,01 a 5,00;615.275;269.622;884.897
;07:5,01 a 7,00;598.908;272.535;871.443
;08:7,01 a 10,00;410.683;170.240;580.923
;09:10,01 a 15,00;258.929;92.852;351.781
;10:15,01 a 20,00;113.670;34.956;148.626
;11:Mais de 20,00;128.307;24.090;152.397
;{ñ class};150.145;76.782;226.927
Total;Total;20.865.545;14.289.704;35.155.249
;00:Até 0,50;58.126;73.867;131.993
;01:0,51 a 1,00;827.566;858.146;1.685.712
;02:1,01 a 1,50;4.972.770;4.660.324;9.633.094
;03:1,51 a 2,00;3.963.998;2.600.458;6.564.456
;04:2,01 a 3,00;4.171.179;2.201.101;6.372.280
;05:3,01 a 4,00;2.023.415;1.086.041;3.109.456
;06:4,01 a 5,00;1.180.069;723.285;1.903.354
;07:5,01 a 7,00;1.248.103;804.347;2.052.450
;08:7,01 a 10,00;880.097;528.803;1.408.900
;09:10,01 a 15,00;599.825;334.938;934.763
;10:15,01 a 20,00;290.555;136.593;427.148
;11:Mais de 20,00;423.354;156.056;579.410
;{ñ class};226.488;125.745;352.233

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2006
Vínculo Ativo 31/12;igual a;Sim
