;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;06:4,01 a 5,00;6.118;4.410;10.528
;07:5,01 a 7,00;7.178;5.145;12.323
;08:7,01 a 10,00;5.067;3.243;8.310
;09:10,01 a 15,00;2.897;2.110;5.007
;10:15,01 a 20,00;1.593;812;2.405
;11:Mais de 20,00;1.689;706;2.395
;{ñ class};4.529;2.514;7.043
280030:Aracaju - SE;Total;119.960;96.166;216.126
;00:Até 0,50;1.249;1.238;2.487
;01:0,51 a 1,00;4.786;5.044;9.830
;02:1,01 a 1,50;44.403;41.366;85.769
;03:1,51 a 2,00;19.770;11.661;31.431
;04:2,01 a 3,00;14.931;10.360;25.291
;05:3,01 a 4,00;8.065;7.203;15.268
;06:4,01 a 5,00;6.297;6.781;13.078
;07:5,01 a 7,00;7.798;5.066;12.864
;08:7,01 a 10,00;3.926;2.656;6.582
;09:10,01 a 15,00;3.267;1.954;5.221
;10:15,01 a 20,00;1.460;678;2.138
;11:Mais de 20,00;1.927;846;2.773
;{ñ class};2.081;1.313;3.394
292740:Salvador - BA;Total;417.252;349.544;766.796
;00:Até 0,50;2.892;2.896;5.788
;01:0,51 a 1,00;14.301;22.008;36.309
;02:1,01 a 1,50;131.455;127.924;259.379
;03:1,51 a 2,00;75.178;42.633;117.811
;04:2,01 a 3,00;57.411;40.054;97.465
;05:3,01 a 4,00;27.814;22.854;50.668
;06:4,01 a 5,00;27.873;20.865;48.738
;07:5,01 a 7,00;33.132;24.075;57.207
;08:7,01 a 10,00;15.821;23.066;38.887
;09:10,01 a 15,00;12.577;11.662;24.239
;10:15,01 a 20,00;5.705;4.097;9.802
;11:Mais de 20,00;6.762;4.140;10.902
;{ñ class};6.331;3.270;9.601
310620:Belo Horizonte - MG;Total;621.765;556.020;1.177.785
;00:Até 0,50;5.056;6.612;11.668
;01:0,51 a 1,00;12.925;20.195;33.120
;02:1,01 a 1,50;139.326;182.060;321.386
;03:1,51 a 2,00;108.482;81.625;190.107
;04:2,01 a 3,00;115.001;96.301;211.302
;05:3,01 a 4,00;48.743;43.884;92.627
;06:4,01 a 5,00;48.308;33.648;81.956
;07:5,01 a 7,00;48.267;33.707;81.974
;08:7,01 a 10,00;37.544;22.886;60.430
;09:10,01 a 15,00;24.277;15.187;39.464
;10:15,01 a 20,00;10.356;6.421;16.777
;11:Mais de 20,00;13.342;7.562;20.904
;{ñ class};10.138;5.932;16.070
320530:Vitória - ES;Total;109.736;105.092;214.828
;00:Até 0,50;1.070;1.285;2.355
;01:0,51 a 1,00;1.634;1.962;3.596
;02:1,01 a 1,50;18.509;29.417;47.926
;03:1,51 a 2,00;15.612;15.452;31.064
;04:2,01 a 3,00;20.224;21.339;41.563
;05:3,01 a 4,00;14.620;11.044;25.664
;06:4,01 a 5,00;7.603;6.311;13.914
;07:5,01 a 7,00;10.124;7.141;17.265
;08:7,01 a 10,00;7.268;4.289;11.557
;09:10,01 a 15,00;6.042;3.482;9.524
;10:15,01 a 20,00;2.748;1.292;4.040
;11:Mais de 20,00;2.833;1.109;3.942
;{ñ class};1.449;969;2.418
330455:Rio de Janeiro - RJ;Total;1.320.573;984.119;2.304.692
;00:Até 0,50;4.500;3.596;8.096
;01:0,51 a 1,00;29.208;32.469;61.677
;02:1,01 a 1,50;271.353;301.434;572.787
;03:1,51 a 2,00;246.683;173.187;419.870
;04:2,01 a 3,00;261.952;138.905;400.857
;05:3,01 a 4,00;130.845;77.105;207.950
;06:4,01 a 5,00;67.207;49.210;116.417
;07:5,01 a 7,00;97.004;72.252;169.256
;08:7,01 a 10,00;69.206;51.636;120.842
;09:10,01 a 15,00;50.847;36.905;87.752
;10:15,01 a 20,00;25.781;15.429;41.210
;11:Mais de 20,00;36.500;16.374;52.874
;{ñ class};29.487;15.617;45.104
355030:São Paulo - SP;Total;2.569.811;2.297.495;4.867.306
;00:Até 0,50;5.698;9.293;14.991
;01:0,51 a 1,00;49.013;83.309;132.322
;02:1,01 a 1,50;361.797;553.956;915.753
;03:1,51 a 2,00;528.866;429.182;958.048
;04:2,01 a 3,00;565.489;393.124;958.613
;05:3,01 a 4,00;294.197;222.668;516.865
;06:4,01 a 5,00;171.600;144.916;316.516
;07:5,01 a 7,00;186.904;164.487;351.391
;08:7,01 a 10,00;139.307;124.901;264.208
;09:10,01 a 15,00;105.323;80.434;185.757
;10:15,01 a 20,00;49.362;30.098;79.460
;11:Mais de 20,00;69.858;31.223;101.081
;{ñ class};42.397;29.904;72.301
410690:Curitiba - PR;Total;440.417;422.731;863.148
;00:Até 0,50;630;853;1.483
;01:0,51 a 1,00;7.950;13.178;21.128
;02:1,01 a 1,50;60.437;94.603;155.040
;03:1,51 a 2,00;80.761;75.549;156.310
;04:2,01 a 3,00;97.358;69.017;166.375
;05:3,01 a 4,00;47.353;50.919;98.272
;06:4,01 a 5,00;36.409;32.061;68.470
;07:5,01 a 7,00;39.140;38.127;77.267
;08:7,01 a 10,00;26.381;21.776;48.157
;09:10,01 a 15,00;18.640;11.885;30.525
;10:15,01 a 20,00;7.791;4.656;12.447
;11:Mais de 20,00;9.878;4.411;14.289
;{ñ class};7.689;5.696;13.385
420540:Florianópolis - SC;Total;141.860;135.817;277.677
;00:Até 0,50;220;371;591
;01:0,51 a 1,00;2.824;4.682;7.506
;02:1,01 a 1,50;13.184;23.894;37.078
;03:1,51 a 2,00;23.174;24.072;47.246
;04:2,01 a 3,00;25.652;20.756;46.408
;05:3,01 a 4,00;11.639;11.467;23.106
;06:4,01 a 5,00;11.862;11.558;23.420
;07:5,01 a 7,00;16.343;14.639;30.982
;08:7,01 a 10,00;14.662;9.993;24.655
;09:10,01 a 15,00;9.402;7.073;16.475
;10:15,01 a 20,00;4.755;2.514;7.269
;11:Mais de 20,00;5.633;2.082;7.715
;{ñ class};2.510;2.716;5.226
431490:Porto Alegre - RS;Total;344.592;355.150;699.742
;00:Até 0,50;1.306;1.459;2.765
;01:0,51 a 1,00;7.592;12.171;19.763
;02:1,01 a 1,50;48.907;76.946;125.853
;03:1,51 a 2,00;68.918;69.018;137.936
;04:2,01 a 3,00;71.375;69.121;140.496
;05:3,01 a 4,00;31.019;30.976;61.995
;06:4,01 a 5,00;20.802;19.695;40.497
;07:5,01 a 7,00;26.546;23.347;49.893
;08:7,01 a 10,00;22.267;18.380;40.647
;09:10,01 a 15,00;19.059;14.374;33.433
;10:15,01 a 20,00;8.040;5.305;13.345
;11:Mais de 20,00;9.640;5.199;14.839
;{ñ class};9.121;9.159;18.280
500270:Campo Grande - MS;Total;143.061;121.778;264.839
;00:Até 0,50;531;824;1.355
;01:0,51 a 1,00;3.363;4.531;7.894
;02:1,01 a 1,50;36.940;43.070;80.010
;03:1,51 a 2,00;28.539;18.969;47.508
;04:2,01 a 3,00;25.056;14.369;39.425
;05:3,01 a 4,00;12.288;9.193;21.481
;06:4,01 a 5,00;7.946;7.804;15.750
;07:5,01 a 7,00;9.730;8.236;17.966
;08:7,01 a 10,00;6.381;5.642;12.023
;09:10,01 a 15,00;4.580;3.742;8.322
;10:15,01 a 20,00;2.064;1.311;3.375
;11:Mais de 20,00;2.660;1.095;3.755
;{ñ class};2.983;2.992;5.975
510340:Cuiabá - MT;Total;129.938;107.494;237.432
;00:Até 0,50;602;632;1.234
;01:0,51 a 1,00;2.550;2.776;5.326
;02:1,01 a 1,50;27.151;31.905;59.056
;03:1,51 a 2,00;24.347;15.960;40.307
;04:2,01 a 3,00;22.694;14.968;37.662
;05:3,01 a 4,00;10.424;8.486;18.910
;06:4,01 a 5,00;8.687;7.627;16.314
;07:5,01 a 7,00;10.613;10.223;20.836
;08:7,01 a 10,00;9.110;6.035;15.145
;09:10,01 a 15,00;5.977;4.074;10.051
;10:15,01 a 20,00;2.738;2.042;4.780
;11:Mais de 20,00;3.366;1.598;4.964
;{ñ class};1.679;1.168;2.847
520870:Goiânia - GO;Total;308.191;293.701;601.892
;00:Até 0,50;4.117;3.842;7.959
;01:0,51 a 1,00;8.866;12.552;21.418
;02:1,01 a 1,50;80.441;97.430;177.871
;03:1,51 a 2,00;60.055;50.596;110.651
;04:2,01 a 3,00;57.219;37.697;94.916
;05:3,01 a 4,00;22.333;20.564;42.897
;06:4,01 a 5,00;13.239;17.769;31.008
;07:5,01 a 7,00;22.359;27.174;49.533
;08:7,01 a 10,00;17.820;12.612;30.432
;09:10,01 a 15,00;9.047;6.687;15.734
;10:15,01 a 20,00;3.746;2.236;5.982
;11:Mais de 20,00;4.298;1.761;6.059
;{ñ class};4.651;2.781;7.432
530010:Brasília - DF;Total;772.114;474.615;1.246.729
;00:Até 0,50;2.930;2.904;5.834
;01:0,51 a 1,00;60.472;9.035;69.507
;02:1,01 a 1,50;138.698;137.807;276.505
;03:1,51 a 2,00;121.172;54.084;175.256
;04:2,01 a 3,00;103.145;48.846;151.991
;05:3,01 a 4,00;60.388;26.137;86.525
;06:4,01 a 5,00;33.851;28.528;62.379
;07:5,01 a 7,00;58.091;42.464;100.555
;08:7,01 a 10,00;62.716;43.654;106.370
;09:10,01 a 15,00;59.817;42.126;101.943
;10:15,01 a 20,00;25.968;13.676;39.644
;11:Mais de 20,00;35.805;19.014;54.819
;{ñ class};9.061;6.340;15.401
{ñ class};Total;16.072.241;12.137.555;28.209.796
;00:Até 0,50;66.835;76.946;143.781
;01:0,51 a 1,00;610.941;697.601;1.308.542
;02:1,01 a 1,50;4.418.280;4.870.730;9.289.010
;03:1,51 a 2,00;3.713.383;2.527.434;6.240.817
;04:2,01 a 3,00;3.479.682;1.800.395;5.280.077
;05:3,01 a 4,00;1.405.323;806.452;2.211.775
;06:4,01 a 5,00;661.368;423.107;1.084.475
;07:5,01 a 7,00;606.997;385.252;992.249
;08:7,01 a 10,00;360.940;192.655;553.595
;09:10,01 a 15,00;237.359;106.055;343.414
;10:15,01 a 20,00;92.311;32.494;124.805
;11:Mais de 20,00;84.357;18.271;102.628
;{ñ class};334.465;200.163;534.628
Total;Total;25.912.235;20.369.355;46.281.590
;00:Até 0,50;114.912;130.233;245.145
;01:0,51 a 1,00;905.528;1.019.781;1.925.309
;02:1,01 a 1,50;6.638.318;7.394.351;14.032.669
;03:1,51 a 2,00;5.525.736;3.851.642;9.377.378
;04:2,01 a 3,00;5.276.514;3.017.523;8.294.037
;05:3,01 a 4,00;2.303.539;1.499.778;3.803.317
;06:4,01 a 5,00;1.234.771;905.377;2.140.148
;07:5,01 a 7,00;1.304.355;969.361;2.273.716
;08:7,01 a 10,00;880.767;609.746;1.490.513
;09:10,01 a 15,00;632.197;391.150;1.023.347
;10:15,01 a 20,00;272.492;139.645;412.137
;11:Mais de 20,00;319.275;130.317;449.592
;{ñ class};503.831;310.451;814.282

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2017
Vínculo Ativo 31/12;igual a;Sim
