;;Sexo Trabalhador
Capital; Faixa Remun Média (SM); 01:Masculino;02:Feminino;Total
;04:2,01 a 3,00;6.121;6.146;12.267
;05:3,01 a 4,00;3.689;5.437;9.126
;06:4,01 a 5,00;2.867;4.230;7.097
;07:5,01 a 7,00;2.483;3.218;5.701
;08:7,01 a 10,00;2.165;2.267;4.432
;09:10,01 a 15,00;1.627;1.265;2.892
;10:15,01 a 20,00;621;335;956
;11:Mais de 20,00;564;276;840
;{ñ class};1.205;871;2.076
150140:Belém - PA;Total;235.296;169.422;404.718
;00:Até 0,50;2.569;2.205;4.774
;01:0,51 a 1,00;12.134;9.877;22.011
;02:1,01 a 1,50;66.208;52.866;119.074
;03:1,51 a 2,00;40.367;24.103;64.470
;04:2,01 a 3,00;35.410;19.191;54.601
;05:3,01 a 4,00;21.413;15.454;36.867
;06:4,01 a 5,00;13.520;10.198;23.718
;07:5,01 a 7,00;13.065;14.878;27.943
;08:7,01 a 10,00;9.192;8.588;17.780
;09:10,01 a 15,00;7.323;4.601;11.924
;10:15,01 a 20,00;2.866;1.895;4.761
;11:Mais de 20,00;3.623;1.945;5.568
;{ñ class};7.606;3.621;11.227
160030:Macapá - AP;Total;53.123;48.849;101.972
;00:Até 0,50;572;486;1.058
;01:0,51 a 1,00;4.523;4.165;8.688
;02:1,01 a 1,50;15.741;12.936;28.677
;03:1,51 a 2,00;6.284;4.905;11.189
;04:2,01 a 3,00;6.241;5.036;11.277
;05:3,01 a 4,00;3.059;4.244;7.303
;06:4,01 a 5,00;3.340;3.752;7.092
;07:5,01 a 7,00;5.129;6.534;11.663
;08:7,01 a 10,00;3.523;4.016;7.539
;09:10,01 a 15,00;1.718;1.216;2.934
;10:15,01 a 20,00;603;346;949
;11:Mais de 20,00;931;495;1.426
;{ñ class};1.459;718;2.177
172100:Palmas - TO;Total;64.643;67.002;131.645
;00:Até 0,50;587;690;1.277
;01:0,51 a 1,00;5.874;7.500;13.374
;02:1,01 a 1,50;15.019;17.359;32.378
;03:1,51 a 2,00;8.742;6.945;15.687
;04:2,01 a 3,00;10.286;9.530;19.816
;05:3,01 a 4,00;5.883;7.320;13.203
;06:4,01 a 5,00;3.659;5.352;9.011
;07:5,01 a 7,00;3.986;5.156;9.142
;08:7,01 a 10,00;3.453;2.699;6.152
;09:10,01 a 15,00;2.962;2.060;5.022
;10:15,01 a 20,00;1.414;733;2.147
;11:Mais de 20,00;1.698;798;2.496
;{ñ class};1.080;860;1.940
211130:São Luiz - MA;Total;198.889;162.379;361.268
;00:Até 0,50;1.225;1.395;2.620
;01:0,51 a 1,00;13.046;14.358;27.404
;02:1,01 a 1,50;64.238;59.516;123.754
;03:1,51 a 2,00;30.922;20.693;51.615
;04:2,01 a 3,00;26.626;19.716;46.342
;05:3,01 a 4,00;15.804;15.502;31.306
;06:4,01 a 5,00;11.181;10.205;21.386
;07:5,01 a 7,00;12.053;8.115;20.168
;08:7,01 a 10,00;7.937;5.316;13.253
;09:10,01 a 15,00;4.538;2.395;6.933
;10:15,01 a 20,00;2.267;1.221;3.488
;11:Mais de 20,00;2.018;882;2.900
;{ñ class};7.034;3.065;10.099
221100:Terezina - PI;Total;148.164;115.907;264.071
;00:Até 0,50;1.550;1.407;2.957
;01:0,51 a 1,00;14.922;14.308;29.230
;02:1,01 a 1,50;58.238;43.619;101.857
;03:1,51 a 2,00;22.005;14.305;36.310
;04:2,01 a 3,00;14.308;11.876;26.184
;05:3,01 a 4,00;11.653;11.134;22.787
;06:4,01 a 5,00;4.219;4.207;8.426
;07:5,01 a 7,00;4.185;4.994;9.179
;08:7,01 a 10,00;4.841;3.444;8.285
;09:10,01 a 15,00;3.997;2.602;6.599
;10:15,01 a 20,00;1.727;1.019;2.746
;11:Mais de 20,00;1.319;678;1.997
;{ñ class};5.200;2.314;7.514
230440:Fortaleza - CE;Total;434.094;330.196;764.290
;00:Até 0,50;4.420;4.576;8.996
;01:0,51 a 1,00;39.832;38.969;78.801
;02:1,01 a 1,50;165.110;130.069;295.179
;03:1,51 a 2,00;64.049;41.816;105.865
;04:2,01 a 3,00;51.468;34.990;86.458
;05:3,01 a 4,00;28.206;20.301;48.507
;06:4,01 a 5,00;18.779;13.648;32.427
;07:5,01 a 7,00;20.553;16.276;36.829
;08:7,01 a 10,00;10.289;10.510;20.799
;09:10,01 a 15,00;8.784;6.259;15.043
;10:15,01 a 20,00;5.211;3.108;8.319
;11:Mais de 20,00;4.870;2.471;7.341
;{ñ class};12.523;7.203;19.726
240810:Natal - RN;Total;162.409;128.669;291.078
;00:Até 0,50;2.025;2.359;4.384
;01:0,51 a 1,00;14.366;13.129;27.495
;02:1,01 a 1,50;53.073;45.687;98.760
;03:1,51 a 2,00;22.604;14.453;37.057
;04:2,01 a 3,00;22.767;17.743;40.510
;05:3,01 a 4,00;10.327;11.339;21.666
;06:4,01 a 5,00;8.305;6.548;14.853
;07:5,01 a 7,00;9.688;5.957;15.645
;08:7,01 a 10,00;4.944;3.239;8.183
;09:10,01 a 15,00;5.357;2.996;8.353
;10:15,01 a 20,00;2.891;1.542;4.433
;11:Mais de 20,00;1.841;799;2.640
;{ñ class};4.221;2.878;7.099
250750:João Pessoa - PB;Total;160.102;124.953;285.055
;00:Até 0,50;1.421;1.217;2.638
;01:0,51 a 1,00;15.607;17.087;32.694
;02:1,01 a 1,50;61.761;47.359;109.120
;03:1,51 a 2,00;21.517;14.224;35.741
;04:2,01 a 3,00;23.681;17.934;41.615
;05:3,01 a 4,00;9.098;7.787;16.885
;06:4,01 a 5,00;5.299;5.198;10.497
;07:5,01 a 7,00;5.644;4.439;10.083
;08:7,01 a 10,00;4.244;2.977;7.221
;09:10,01 a 15,00;3.425;2.336;5.761
;10:15,01 a 20,00;2.527;1.474;4.001
;11:Mais de 20,00;1.494;681;2.175
;{ñ class};4.384;2.240;6.624
261160:Recife - PE;Total;369.421;300.204;669.625
;00:Até 0,50;3.923;4.176;8.099
;01:0,51 a 1,00;21.156;23.341;44.497
;02:1,01 a 1,50;116.882;98.043;214.925
;03:1,51 a 2,00;67.408;45.832;113.240
;04:2,01 a 3,00;47.299;42.789;90.088
;05:3,01 a 4,00;22.634;21.624;44.258
;06:4,01 a 5,00;18.837;13.903;32.740
;07:5,01 a 7,00;18.642;16.612;35.254
;08:7,01 a 10,00;16.804;13.582;30.386
;09:10,01 a 15,00;11.025;8.122;19.147
;10:15,01 a 20,00;4.767;3.218;7.985
;11:Mais de 20,00;5.136;2.734;7.870
;{ñ class};14.908;6.228;21.136
270430:Maceió - AL;Total;149.149;110.903;260.052
;00:Até 0,50;1.819;1.729;3.548
;01:0,51 a 1,00;15.438;15.194;30.632
;02:1,01 a 1,50;54.260;39.771;94.031
;03:1,51 a 2,00;25.180;15.318;40.498
;04:2,01 a 3,00;15.477;13.281;28.758
;05:3,01 a 4,00;6.666;6.975;13.641
;06:4,01 a 5,00;6.421;5.197;11.618
;07:5,01 a 7,00;6.729;4.791;11.520
;08:7,01 a 10,00;4.432;2.569;7.001
;09:10,01 a 15,00;3.123;1.859;4.982
;10:15,01 a 20,00;1.460;678;2.138
;11:Mais de 20,00;1.540;660;2.200
;{ñ class};6.604;2.881;9.485
280030:Aracaju - SE;Total;119.628;95.540;215.168
;00:Até 0,50;2.147;2.363;4.510
;01:0,51 a 1,00;11.287;10.885;22.172
;02:1,01 a 1,50;43.109;35.072;78.181
;03:1,51 a 2,00;19.549;12.179;31.728
;04:2,01 a 3,00;11.876;9.743;21.619
;05:3,01 a 4,00;5.511;5.871;11.382
;06:4,01 a 5,00;5.654;6.734;12.388
;07:5,01 a 7,00;7.033;4.679;11.712
;08:7,01 a 10,00;3.654;2.413;6.067
;09:10,01 a 15,00;2.438;1.434;3.872
;10:15,01 a 20,00;1.310;621;1.931
;11:Mais de 20,00;1.515;750;2.265
;{ñ class};4.545;2.796;7.341
292740:Salvador - BA;Total;405.844;338.727;744.571
;00:Até 0,50;4.756;5.517;10.273
;01:0,51 a 1,00;33.976;43.941;77.917
;02:1,01 a 1,50;127.021;103.419;230.440
;03:1,51 a 2,00;64.625;41.344;105.969
;04:2,01 a 3,00;52.848;40.834;93.682
;05:3,01 a 4,00;24.915;24.210;49.125
;06:4,01 a 5,00;25.900;17.054;42.954
;07:5,01 a 7,00;23.931;21.340;45.271
;08:7,01 a 10,00;14.708;16.790;31.498
;09:10,01 a 15,00;10.805;9.700;20.505
;10:15,01 a 20,00;5.374;3.965;9.339
;11:Mais de 20,00;5.171;3.474;8.645
;{ñ class};11.814;7.139;18.953
310620:Belo Horizonte - MG;Total;652.264;592.371;1.244.635
;00:Até 0,50;7.425;8.937;16.362
;01:0,51 a 1,00;31.339;42.392;73.731
;02:1,01 a 1,50;148.713;191.987;340.700
;03:1,51 a 2,00;104.601;73.384;177.985
;04:2,01 a 3,00;114.600;97.149;211.749
;05:3,01 a 4,00;46.609;48.284;94.893
;06:4,01 a 5,00;42.858;34.051;76.909
;07:5,01 a 7,00;52.463;33.732;86.195
;08:7,01 a 10,00;34.963;22.799;57.762
;09:10,01 a 15,00;22.359;14.538;36.897
;10:15,01 a 20,00;10.396;6.691;17.087
;11:Mais de 20,00;11.497;6.748;18.245
;{ñ class};24.441;11.679;36.120
320530:Vitória - ES;Total;108.800;101.200;210.000
;00:Até 0,50;1.399;1.626;3.025
;01:0,51 a 1,00;3.651;4.775;8.426
;02:1,01 a 1,50;19.396;27.153;46.549
;03:1,51 a 2,00;15.161;13.909;29.070
;04:2,01 a 3,00;17.577;18.456;36.033
;05:3,01 a 4,00;11.902;10.357;22.259
;06:4,01 a 5,00;9.263;7.965;17.228
;07:5,01 a 7,00;9.462;6.494;15.956
;08:7,01 a 10,00;7.408;3.648;11.056
;09:10,01 a 15,00;4.991;2.395;7.386
;10:15,01 a 20,00;2.948;1.159;4.107
;11:Mais de 20,00;2.227;760;2.987
;{ñ class};3.415;2.503;5.918
330455:Rio de Janeiro - RJ;Total;1.209.208;900.206;2.109.414
;00:Até 0,50;7.941;7.962;15.903
;01:0,51 a 1,00;46.403;54.253;100.656
;02:1,01 a 1,50;264.548;260.075;524.623
;03:1,51 a 2,00;204.430;127.351;331.781
;04:2,01 a 3,00;215.921;125.948;341.869
;05:3,01 a 4,00;104.645;74.791;179.436
;06:4,01 a 5,00;59.983;48.681;108.664
;07:5,01 a 7,00;84.873;62.641;147.514
;08:7,01 a 10,00;63.910;48.776;112.686
;09:10,01 a 15,00;48.931;33.239;82.170
;10:15,01 a 20,00;23.147;14.013;37.160
;11:Mais de 20,00;31.848;13.574;45.422
;{ñ class};52.628;28.902;81.530
355030:São Paulo - SP;Total;2.666.841;2.409.729;5.076.570
;00:Até 0,50;14.682;18.953;33.635
;01:0,51 a 1,00;87.681;138.016;225.697
;02:1,01 a 1,50;439.500;566.139;1.005.639
;03:1,51 a 2,00;496.563;382.220;878.783
;04:2,01 a 3,00;511.261;384.305;895.566
;05:3,01 a 4,00;291.948;241.400;533.348
;06:4,01 a 5,00;164.638;147.873;312.511
;07:5,01 a 7,00;187.765;184.829;372.594
;08:7,01 a 10,00;141.239;135.529;276.768
;09:10,01 a 15,00;114.745;83.914;198.659
;10:15,01 a 20,00;52.914;32.984;85.898
;11:Mais de 20,00;70.083;33.287;103.370
;{ñ class};93.822;60.280;154.102
410690:Curitiba - PR;Total;463.158;442.682;905.840
;00:Até 0,50;2.676;3.455;6.131
;01:0,51 a 1,00;19.459;30.964;50.423
;02:1,01 a 1,50;76.623;108.638;185.261
;03:1,51 a 2,00;80.695;68.844;149.539
;04:2,01 a 3,00;97.305;73.808;171.113
;05:3,01 a 4,00;45.333;49.069;94.402
;06:4,01 a 5,00;33.614;27.469;61.083
;07:5,01 a 7,00;35.679;35.596;71.275
;08:7,01 a 10,00;23.455;16.881;40.336
;09:10,01 a 15,00;16.392;10.014;26.406
;10:15,01 a 20,00;8.187;4.156;12.343
;11:Mais de 20,00;8.190;3.554;11.744
;{ñ class};15.550;10.234;25.784
420540:Florianópolis - SC;Total;143.032;145.145;288.177
;00:Até 0,50;693;1.058;1.751
;01:0,51 a 1,00;5.202;8.466;13.668
;02:1,01 a 1,50;18.115;28.192;46.307
;03:1,51 a 2,00;21.743;22.036;43.779
;04:2,01 a 3,00;23.081;20.452;43.533
;05:3,01 a 4,00;11.069;12.855;23.924
;06:4,01 a 5,00;11.440;12.652;24.092
;07:5,01 a 7,00;16.078;14.965;31.043
;08:7,01 a 10,00;13.320;10.084;23.404
;09:10,01 a 15,00;8.964;6.360;15.324
;10:15,01 a 20,00;4.584;2.226;6.810
;11:Mais de 20,00;4.148;1.537;5.685
;{ñ class};4.595;4.262;8.857
431490:Porto Alegre - RS;Total;322.078;334.915;656.993
;00:Até 0,50;2.108;2.488;4.596
;01:0,51 a 1,00;11.362;17.534;28.896
;02:1,01 a 1,50;54.016;75.359;129.375
;03:1,51 a 2,00;60.368;63.569;123.937
;04:2,01 a 3,00;56.696;57.922;114.618
;05:3,01 a 4,00;25.734;29.396;55.130
;06:4,01 a 5,00;17.769;18.463;36.232
;07:5,01 a 7,00;26.045;19.759;45.804
;08:7,01 a 10,00;21.098;17.245;38.343
;09:10,01 a 15,00;17.364;12.406;29.770
;10:15,01 a 20,00;7.868;4.951;12.819
;11:Mais de 20,00;8.337;4.498;12.835
;{ñ class};13.313;11.325;24.638
500270:Campo Grande - MS;Total;150.389;138.496;288.885
;00:Até 0,50;1.259;1.627;2.886
;01:0,51 a 1,00;7.382;10.309;17.691
;02:1,01 a 1,50;36.371;42.221;78.592
;03:1,51 a 2,00;28.645;20.407;49.052
;04:2,01 a 3,00;25.291;17.584;42.875
;05:3,01 a 4,00;11.901;11.321;23.222
;06:4,01 a 5,00;8.505;9.181;17.686
;07:5,01 a 7,00;9.535;8.963;18.498
;08:7,01 a 10,00;6.062;5.048;11.110
;09:10,01 a 15,00;4.934;3.980;8.914
;10:15,01 a 20,00;2.139;1.367;3.506
;11:Mais de 20,00;2.451;1.038;3.489
;{ñ class};5.914;5.450;11.364
510340:Cuiabá - MT;Total;134.115;116.115;250.230
;00:Até 0,50;1.049;1.106;2.155
;01:0,51 a 1,00;5.459;6.468;11.927
;02:1,01 a 1,50;27.511;30.573;58.084
;03:1,51 a 2,00;24.651;17.539;42.190
;04:2,01 a 3,00;20.651;14.783;35.434
;05:3,01 a 4,00;10.051;10.308;20.359
;06:4,01 a 5,00;6.228;6.917;13.145
;07:5,01 a 7,00;11.398;11.471;22.869
;08:7,01 a 10,00;9.208;5.817;15.025
;09:10,01 a 15,00;6.215;4.496;10.711
;10:15,01 a 20,00;2.892;1.923;4.815
;11:Mais de 20,00;3.244;1.372;4.616
;{ñ class};5.558;3.342;8.900
520870:Goiânia - GO;Total;307.439;274.978;582.417
;00:Até 0,50;5.095;4.671;9.766
;01:0,51 a 1,00;17.172;19.395;36.567
;02:1,01 a 1,50;83.795;90.094;173.889
;03:1,51 a 2,00;53.117;42.337;95.454
;04:2,01 a 3,00;47.288;33.060;80.348
;05:3,01 a 4,00;20.287;19.540;39.827
;06:4,01 a 5,00;14.399;16.582;30.981
;07:5,01 a 7,00;20.291;20.070;40.361
;08:7,01 a 10,00;17.019;11.528;28.547
;09:10,01 a 15,00;8.590;6.076;14.666
;10:15,01 a 20,00;3.753;2.458;6.211
;11:Mais de 20,00;4.035;1.789;5.824
;{ñ class};12.598;7.378;19.976
530010:Brasília - DF;Total;592.591;491.936;1.084.527
;00:Até 0,50;5.906;5.737;11.643
;01:0,51 a 1,00;27.462;26.827;54.289
;02:1,01 a 1,50;139.397;133.234;272.631
;03:1,51 a 2,00;79.158;51.394;130.552
;04:2,01 a 3,00;77.204;49.531;126.735
;05:3,01 a 4,00;39.230;29.191;68.421
;06:4,01 a 5,00;24.648;31.053;55.701
;07:5,01 a 7,00;35.091;39.607;74.698
;08:7,01 a 10,00;45.538;44.230;89.768
;09:10,01 a 15,00;42.565;33.643;76.208
;10:15,01 a 20,00;20.514;14.057;34.571
;11:Mais de 20,00;28.526;14.790;43.316
;{ñ class};27.352;18.642;45.994
{ñ class};Total;17.459.508;13.226.957;30.686.465
;00:Até 0,50;133.689;142.640;276.329
;01:0,51 a 1,00;1.141.703;1.254.108;2.395.811
;02:1,01 a 1,50;4.794.855;4.890.301;9.685.156
;03:1,51 a 2,00;3.842.033;2.588.114;6.430.147
;04:2,01 a 3,00;3.531.357;1.911.432;5.442.789
;05:3,01 a 4,00;1.410.151;881.797;2.291.948
;06:4,01 a 5,00;666.248;466.990;1.133.238
;07:5,01 a 7,00;601.665;419.256;1.020.921
;08:7,01 a 10,00;364.116;205.221;569.337
;09:10,01 a 15,00;229.926;100.364;330.290
;10:15,01 a 20,00;89.665;33.555;123.220
;11:Mais de 20,00;73.890;17.068;90.958
;{ñ class};580.210;316.111;896.321
Total;Total;27.187.064;21.541.807;48.728.871
;00:Até 0,50;216.322;232.949;449.271
;01:0,51 a 1,00;1.632.386;1.852.452;3.484.838
;02:1,01 a 1,50;7.077.040;7.239.314;14.316.354
;03:1,51 a 2,00;5.495.868;3.788.965;9.284.833
;04:2,01 a 3,00;5.137.365;3.108.014;8.245.379
;05:3,01 a 4,00;2.226.170;1.600.697;3.826.867
;06:4,01 a 5,00;1.206.288;952.517;2.158.805
;07:5,01 a 7,00;1.247.396;992.410;2.239.806
;08:7,01 a 10,00;854.869;616.629;1.471.498
;09:10,01 a 15,00;603.868;364.601;968.469
;10:15,01 a 20,00;267.121;142.370;409.491
;11:Mais de 20,00;284.692;118.572;403.264
;{ñ class};937.679;532.317;1.469.996

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2021
Vínculo Ativo 31/12;igual a;Sim
