capital,faixa_remuneracao_media_sm,Analfabeto,Até 5ª Incompleto,5ª Completo Fundamental,6ª a 9ª Fundamental,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado,sexo,ano
porto_velho___ro,"05:3,01_a_4,00",0,24,70,57,179,62,5265,146,1776,6,0,F,2007
porto_velho___ro,"06:4,01_a_5,00",0,66,30,107,173,29,1507,81,782,9,1,F,2007
porto_velho___ro,"07:5,01_a_7,00",0,162,26,294,528,31,1323,92,805,18,1,F,2007
porto_velho___ro,"08:7,01_a_10,00",0,9,1,36,102,18,1046,79,1192,20,1,F,2007
porto_velho___ro,"09:10,01_a_15,00",0,1,0,5,14,6,467,57,739,16,1,F,2007
porto_velho___ro,"10:15,01_a_20,00",0,0,1,0,3,3,198,24,345,7,0,F,2007
porto_velho___ro,"11:mais_de_20,00",0,1,0,2,3,1,352,11,462,5,6,F,2007
rio_branco___ac,"00:ate_0,50",0,0,0,3,6,29,7,0,2,0,0,F,2007
rio_branco___ac,"01:0,51_a_1,00",6,55,33,67,69,85,224,13,36,0,0,F,2007
rio_branco___ac,"02:1,01_a_1,50",59,686,343,920,1338,814,4000,194,181,0,0,F,2007
rio_branco___ac,"03:1,51_a_2,00",7,720,47,582,703,215,2452,134,310,1,0,F,2007
rio_branco___ac,"04:2,01_a_3,00",1,859,19,807,1012,181,2297,226,851,0,0,F,2007
rio_branco___ac,"05:3,01_a_4,00",0,251,9,181,453,83,1139,88,757,0,1,F,2007
rio_branco___ac,"06:4,01_a_5,00",0,169,6,143,414,60,1118,80,1374,1,0,F,2007
rio_branco___ac,"07:5,01_a_7,00",0,97,10,76,299,56,1147,76,2084,1,1,F,2007
rio_branco___ac,"08:7,01_a_10,00",0,35,10,22,73,14,507,29,1120,1,0,F,2007
rio_branco___ac,"09:10,01_a_15,00",0,22,0,8,48,9,321,16,925,2,0,F,2007
rio_branco___ac,"10:15,01_a_20,00",0,2,0,0,1,0,29,5,275,1,2,F,2007
rio_branco___ac,"11:mais_de_20,00",0,0,0,0,0,1,14,3,357,0,6,F,2007
manaus___am,"00:ate_0,50",1,5,0,38,19,412,144,8,33,1,0,F,2007
manaus___am,"01:0,51_a_1,00",9,75,55,206,362,893,1938,108,283,9,4,F,2007
manaus___am,"02:1,01_a_1,50",101,1273,1174,2922,6164,4849,32183,1209,998,22,5,F,2007
manaus___am,"03:1,51_a_2,00",29,382,779,961,1469,1364,18358,1068,884,23,3,F,2007
manaus___am,"04:2,01_a_3,00",14,1399,872,997,2082,1419,22274,2210,7836,40,12,F,2007
manaus___am,"05:3,01_a_4,00",3,287,86,187,369,277,8205,1439,4537,42,5,F,2007
manaus___am,"06:4,01_a_5,00",0,58,16,80,242,126,3340,867,3477,31,6,F,2007
manaus___am,"07:5,01_a_7,00",0,41,10,42,113,96,3613,997,5963,48,21,F,2007
manaus___am,"08:7,01_a_10,00",0,29,9,15,94,44,1591,526,5448,55,9,F,2007
manaus___am,"09:10,01_a_15,00",0,2,1,7,32,21,654,238,2759,73,13,F,2007
manaus___am,"10:15,01_a_20,00",0,2,0,4,47,10,199,60,1191,26,5,F,2007
manaus___am,"11:mais_de_20,00",0,0,1,3,29,9,252,76,1486,15,11,F,2007
boa_vista___rr,"00:ate_0,50",0,0,0,1,0,11,3,0,0,0,0,F,2007
boa_vista___rr,"01:0,51_a_1,00",8,30,112,110,250,102,355,43,12,0,0,F,2007
boa_vista___rr,"02:1,01_a_1,50",42,197,521,374,1204,549,3897,219,132,3,0,F,2007
boa_vista___rr,"03:1,51_a_2,00",5,39,44,56,81,89,808,97,131,0,0,F,2007
boa_vista___rr,"04:2,01_a_3,00",4,42,7,32,36,113,656,122,341,2,0,F,2007
boa_vista___rr,"05:3,01_a_4,00",0,14,4,31,30,205,280,68,248,1,0,F,2007
boa_vista___rr,"06:4,01_a_5,00",0,74,1,256,167,139,447,93,221,4,1,F,2007
boa_vista___rr,"07:5,01_a_7,00",0,92,2,341,527,45,1514,90,421,4,0,F,2007
boa_vista___rr,"08:7,01_a_10,00",0,2,0,10,16,10,396,40,884,7,0,F,2007
boa_vista___rr,"09:10,01_a_15,00",0,2,0,2,2,4,71,28,349,7,1,F,2007
boa_vista___rr,"10:15,01_a_20,00",0,0,0,0,0,1,12,7,147,5,1,F,2007
boa_vista___rr,"11:mais_de_20,00",0,0,1,0,6,0,65,5,155,0,4,F,2007
belem___pa,"00:ate_0,50",0,1,5,75,65,299,206,13,77,1,0,F,2007
belem___pa,"01:0,51_a_1,00",14,58,61,1227,988,797,3754,207,386,8,2,F,2007
belem___pa,"02:1,01_a_1,50",109,587,546,4416,6564,4282,25386,1217,1660,29,7,F,2007
belem___pa,"03:1,51_a_2,00",13,210,140,621,1471,947,10360,929,1831,24,7,F,2007
belem___pa,"04:2,01_a_3,00",12,40,47,526,1013,778,9907,1256,4868,180,4,F,2007
belem___pa,"05:3,01_a_4,00",0,15,19,152,534,508,5940,855,4253,59,17,F,2007
belem___pa,"06:4,01_a_5,00",0,13,8,99,238,116,2844,498,5164,92,6,F,2007
belem___pa,"07:5,01_a_7,00",0,21,5,75,213,118,2367,397,8397,139,9,F,2007
belem___pa,"08:7,01_a_10,00",0,2,3,15,57,39,1115,200,5746,140,12,F,2007
belem___pa,"09:10,01_a_15,00",0,2,0,4,19,15,401,106,2923,70,18,F,2007
belem___pa,"10:15,01_a_20,00",0,0,0,0,3,0,108,35,1481,38,15,F,2007
belem___pa,"11:mais_de_20,00",0,0,0,0,1,0,114,23,1898,25,18,F,2007
macapa___ap,"00:ate_0,50",0,0,0,6,3,67,26,3,6,0,0,F,2007
macapa___ap,"01:0,51_a_1,00",8,16,18,54,121,176,937,54,51,4,0,F,2007
macapa___ap,"02:1,01_a_1,50",58,165,138,494,1437,666,5010,289,189,2,1,F,2007
macapa___ap,"03:1,51_a_2,00",5,15,27,67,245,134,1854,190,173,3,0,F,2007
macapa___ap,"04:2,01_a_3,00",1,8,4,21,83,53,1602,180,366,3,2,F,2007
macapa___ap,"05:3,01_a_4,00",0,3,0,7,23,9,1316,95,328,8,0,F,2007
macapa___ap,"06:4,01_a_5,00",1,28,3,62,290,9,1529,41,337,4,0,F,2007
macapa___ap,"07:5,01_a_7,00",0,26,1,150,374,8,6147,62,752,1,0,F,2007
macapa___ap,"08:7,01_a_10,00",0,9,3,36,75,4,2488,41,690,8,2,F,2007
macapa___ap,"09:10,01_a_15,00",0,0,0,0,3,1,974,12,542,3,1,F,2007
macapa___ap,"10:15,01_a_20,00",0,0,0,1,1,0,91,1,162,15,1,F,2007
macapa___ap,"11:mais_de_20,00",0,0,0,0,8,0,256,1,135,2,0,F,2007
palmas___to,"00:ate_0,50",0,0,0,1,1,4,6,2,25,0,0,F,2007
palmas___to,"01:0,51_a_1,00",0,8,11,79,104,80,482,44,160,0,0,F,2007
palmas___to,"02:1,01_a_1,50",20,96,86,3030,3151,577,6213,212,386,2,0,F,2007
palmas___to,"03:1,51_a_2,00",1,14,22,134,576,94,3926,187,519,1,1,F,2007
palmas___to,"04:2,01_a_3,00",0,7,23,37,517,24,5349,206,1801,0,0,F,2007
palmas___to,"05:3,01_a_4,00",0,3,1,7,180,22,1499,95,2566,3,0,F,2007
palmas___to,"06:4,01_a_5,00",0,3,5,14,128,9,2273,49,1231,2,0,F,2007
palmas___to,"07:5,01_a_7,00",0,2,1,5,124,10,2759,53,4848,3,0,F,2007
palmas___to,"08:7,01_a_10,00",0,0,0,0,34,6,516,39,1828,4,0,F,2007
palmas___to,"09:10,01_a_15,00",0,0,0,0,3,2,87,23,866,13,6,F,2007
palmas___to,"10:15,01_a_20,00",0,0,0,0,0,0,76,2,324,6,0,F,2007
palmas___to,"11:mais_de_20,00",0,0,0,0,0,0,22,1,313,2,0,F,2007
sao_luiz___ma,"00:ate_0,50",3,3,3,0,12,32,59,15,48,0,0,F,2007
sao_luiz___ma,"01:0,51_a_1,00",6,27,23,62,154,231,1774,99,235,3,0,F,2007
sao_luiz___ma,"02:1,01_a_1,50",35,1144,1348,631,3164,1383,27201,1187,1567,306,1,F,2007
sao_luiz___ma,"03:1,51_a_2,00",4,130,195,70,597,156,7527,956,2306,99,0,F,2007
sao_luiz___ma,"04:2,01_a_3,00",1,103,207,54,460,117,9197,1480,5127,88,83,F,2007
sao_luiz___ma,"05:3,01_a_4,00",0,4,43,14,147,36,2727,495,4379,59,3,F,2007
sao_luiz___ma,"06:4,01_a_5,00",0,5,26,31,134,19,1753,254,5142,96,2,F,2007
sao_luiz___ma,"07:5,01_a_7,00",0,1,22,10,182,15,1925,219,3649,51,6,F,2007
sao_luiz___ma,"08:7,01_a_10,00",0,1,10,0,28,12,649,143,2416,71,5,F,2007
sao_luiz___ma,"09:10,01_a_15,00",0,1,11,0,31,0,341,72,1650,50,7,F,2007
sao_luiz___ma,"10:15,01_a_20,00",0,0,5,0,13,0,116,27,539,21,4,F,2007
sao_luiz___ma,"11:mais_de_20,00",0,0,6,0,3,0,140,30,853,8,5,F,2007
terezina___pi,"00:ate_0,50",4,7,18,41,44,91,92,18,76,0,0,F,2007
terezina___pi,"01:0,51_a_1,00",12,76,84,214,410,528,1688,239,495,0,0,F,2007
terezina___pi,"02:1,01_a_1,50",130,452,924,1418,3575,2669,16256,3284,5196,3,2,F,2007
terezina___pi,"03:1,51_a_2,00",8,58,245,67,189,197,4757,1023,2887,3,0,F,2007
terezina___pi,"04:2,01_a_3,00",4,47,46,26,116,110,4409,2291,5630,8,0,F,2007
terezina___pi,"05:3,01_a_4,00",2,74,4,13,89,51,1962,3310,7208,20,0,F,2007
terezina___pi,"06:4,01_a_5,00",1,53,4,6,60,9,1019,163,2007,10,2,F,2007
terezina___pi,"07:5,01_a_7,00",0,106,5,9,99,24,777,101,1781,14,1,F,2007
terezina___pi,"08:7,01_a_10,00",0,15,0,4,34,9,533,61,1227,27,4,F,2007
terezina___pi,"09:10,01_a_15,00",0,5,2,0,2,3,270,32,805,34,5,F,2007
terezina___pi,"10:15,01_a_20,00",0,1,0,1,1,0,66,21,477,17,10,F,2007
terezina___pi,"11:mais_de_20,00",0,0,0,0,1,1,34,8,589,5,4,F,2007
fortaleza___ce,"00:ate_0,50",7,9,62,43,212,200,496,52,187,2,0,F,2007
fortaleza___ce,"01:0,51_a_1,00",36,228,256,812,2514,2231,7689,614,1412,10,1,F,2007
fortaleza___ce,"02:1,01_a_1,50",225,2563,3805,7836,19330,9975,58767,3988,4925,27,3,F,2007
fortaleza___ce,"03:1,51_a_2,00",12,209,251,1201,1949,1715,14017,2180,4899,21,1,F,2007
fortaleza___ce,"04:2,01_a_3,00",4,98,124,212,857,980,10184,2662,9877,37,6,F,2007
fortaleza___ce,"05:3,01_a_4,00",0,57,32,47,379,325,4798,1571,8588,34,5,F,2007
fortaleza___ce,"06:4,01_a_5,00",0,38,11,46,242,171,2757,980,5093,56,1,F,2007
fortaleza___ce,"07:5,01_a_7,00",1,82,11,77,441,183,4008,1260,9029,67,7,F,2007
fortaleza___ce,"08:7,01_a_10,00",0,18,4,14,207,43,1652,417,6361,60,10,F,2007
fortaleza___ce,"09:10,01_a_15,00",0,8,0,1,147,17,462,275,3540,58,8,F,2007
fortaleza___ce,"10:15,01_a_20,00",1,2,1,0,69,4,92,121,1719,23,12,F,2007
fortaleza___ce,"11:mais_de_20,00",0,10,3,4,57,66,167,358,2393,15,10,F,2007
natal___rn,"00:ate_0,50",2,4,6,19,35,164,218,10,62,2,0,F,2007
natal___rn,"01:0,51_a_1,00",34,107,120,388,538,841,3494,202,501,13,0,F,2007
natal___rn,"02:1,01_a_1,50",104,684,2116,6007,3873,4294,28134,1162,1803,16,1,F,2007
natal___rn,"03:1,51_a_2,00",8,173,819,2250,841,1146,7991,587,1913,10,1,F,2007
natal___rn,"04:2,01_a_3,00",1,35,344,1440,175,225,9765,567,5908,19,3,F,2007
natal___rn,"05:3,01_a_4,00",0,15,141,613,50,82,4650,294,4834,15,1,F,2007
natal___rn,"06:4,01_a_5,00",0,14,58,359,64,42,1756,150,3539,22,3,F,2007
natal___rn,"07:5,01_a_7,00",0,14,44,196,100,33,1355,160,3079,24,3,F,2007
natal___rn,"08:7,01_a_10,00",2,9,14,33,23,24,671,130,2352,30,1,F,2007
natal___rn,"09:10,01_a_15,00",0,2,5,5,6,5,279,121,2229,11,1,F,2007
natal___rn,"10:15,01_a_20,00",0,0,2,2,0,1,90,32,915,3,4,F,2007
natal___rn,"11:mais_de_20,00",0,0,2,2,1,1,81,21,1044,6,0,F,2007
joao_pessoa___pb,"00:ate_0,50",6,5,3,11,18,11,43,15,132,3,0,F,2007
joao_pessoa___pb,"01:0,51_a_1,00",21,60,57,115,9035,233,1399,122,652,13,1,F,2007
joao_pessoa___pb,"02:1,01_a_1,50",204,715,846,2502,8615,2157,15930,2672,3727,10,0,F,2007
joao_pessoa___pb,"03:1,51_a_2,00",148,178,230,433,3019,313,3594,728,3138,24,0,F,2007
joao_pessoa___pb,"04:2,01_a_3,00",11,86,49,225,4678,114,2005,1544,7124,28,2,F,2007
joao_pessoa___pb,"05:3,01_a_4,00",0,23,24,72,2519,36,740,564,2554,23,3,F,2007
joao_pessoa___pb,"06:4,01_a_5,00",0,11,8,99,714,14,532,180,1474,19,4,F,2007
joao_pessoa___pb,"07:5,01_a_7,00",1,6,3,118,1240,7,902,174,1597,43,4,F,2007
joao_pessoa___pb,"08:7,01_a_10,00",0,21,0,18,577,5,398,75,1831,22,2,F,2007
joao_pessoa___pb,"09:10,01_a_15,00",0,4,0,7,353,2,77,47,1097,17,9,F,2007
joao_pessoa___pb,"10:15,01_a_20,00",0,0,0,2,140,0,29,12,661,1,1,F,2007
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,2,85,0,84,2,747,1,0,F,2007
recife___pe,"00:ate_0,50",6,28,17,42,51,75,362,44,282,7,0,F,2007
recife___pe,"01:0,51_a_1,00",17,94,158,371,1011,969,4469,288,924,17,1,F,2007
recife___pe,"02:1,01_a_1,50",150,1036,1567,3660,17085,5465,48003,3502,3990,64,5,F,2007
recife___pe,"03:1,51_a_2,00",28,225,410,579,9934,1038,14936,2064,3215,75,7,F,2007
recife___pe,"04:2,01_a_3,00",51,70,209,213,11654,601,10640,2493,7416,79,17,F,2007
recife___pe,"05:3,01_a_4,00",7,22,33,67,9919,228,3423,1171,6343,86,13,F,2007
recife___pe,"06:4,01_a_5,00",0,4,9,37,4492,91,1875,737,5287,76,10,F,2007
recife___pe,"07:5,01_a_7,00",0,7,7,99,1805,79,2757,817,7938,135,18,F,2007
recife___pe,"08:7,01_a_10,00",0,11,7,31,349,54,1368,532,6631,179,17,F,2007
recife___pe,"09:10,01_a_15,00",0,2,2,10,198,28,496,252,3635,122,41,F,2007
recife___pe,"10:15,01_a_20,00",0,0,7,3,26,10,107,127,1984,74,24,F,2007
recife___pe,"11:mais_de_20,00",0,0,3,0,15,3,107,113,2604,65,26,F,2007
maceio___al,"00:ate_0,50",0,1,1,9,15,44,27,17,55,2,0,F,2007
maceio___al,"01:0,51_a_1,00",30,75,102,255,662,412,1360,132,299,2,1,F,2007
maceio___al,"02:1,01_a_1,50",165,864,1912,2374,5062,3985,14339,1008,1239,6,5,F,2007
maceio___al,"03:1,51_a_2,00",11,127,489,496,784,821,4465,615,977,11,7,F,2007
maceio___al,"04:2,01_a_3,00",3,113,372,459,1573,2340,2242,924,3851,18,105,F,2007
maceio___al,"05:3,01_a_4,00",0,45,169,227,436,860,987,532,2038,17,36,F,2007
maceio___al,"06:4,01_a_5,00",0,8,22,54,570,295,644,337,1976,16,22,F,2007
maceio___al,"07:5,01_a_7,00",0,19,18,85,265,726,601,662,4149,16,18,F,2007
maceio___al,"08:7,01_a_10,00",0,5,3,32,63,80,436,260,2022,12,11,F,2007
maceio___al,"09:10,01_a_15,00",0,1,0,11,19,24,131,144,1396,13,11,F,2007
maceio___al,"10:15,01_a_20,00",0,1,0,0,3,3,50,20,474,5,2,F,2007
maceio___al,"11:mais_de_20,00",0,0,0,0,1,4,43,31,646,5,0,F,2007
aracaju___se,"00:ate_0,50",2,11,8,28,42,101,117,28,117,0,0,F,2007
aracaju___se,"01:0,51_a_1,00",20,143,120,645,987,740,3000,245,717,2,7,F,2007
aracaju___se,"02:1,01_a_1,50",98,492,542,2857,3097,2573,15676,1041,1263,7,3,F,2007
aracaju___se,"03:1,51_a_2,00",7,48,44,1123,1138,467,4216,443,1068,10,2,F,2007
aracaju___se,"04:2,01_a_3,00",1,16,19,1045,1471,481,4990,770,3301,7,6,F,2007
aracaju___se,"05:3,01_a_4,00",1,14,24,196,227,161,1902,643,3704,14,11,F,2007
aracaju___se,"06:4,01_a_5,00",0,7,4,86,89,61,1209,324,2875,20,5,F,2007
aracaju___se,"07:5,01_a_7,00",0,7,2,34,58,49,1197,318,4062,26,6,F,2007
aracaju___se,"08:7,01_a_10,00",0,3,1,6,25,23,680,168,2617,39,19,F,2007
aracaju___se,"09:10,01_a_15,00",0,0,3,0,7,6,331,79,1523,62,17,F,2007
aracaju___se,"10:15,01_a_20,00",0,0,1,0,3,1,100,27,465,15,18,F,2007
aracaju___se,"11:mais_de_20,00",0,0,1,0,1,1,70,16,988,3,7,F,2007
salvador___ba,"00:ate_0,50",0,8,10,98,55,393,319,26,194,3,0,F,2007
salvador___ba,"01:0,51_a_1,00",15,141,145,507,886,1527,7482,441,758,11,0,F,2007
salvador___ba,"02:1,01_a_1,50",234,1151,1808,5804,8392,7522,66246,3458,2614,22,7,F,2007
salvador___ba,"03:1,51_a_2,00",20,437,492,1100,1690,1815,24567,2650,3632,41,3,F,2007
salvador___ba,"04:2,01_a_3,00",3,219,407,841,1590,1743,25592,3830,10693,142,11,F,2007
salvador___ba,"05:3,01_a_4,00",1,26,83,136,345,556,14533,2477,9508,134,14,F,2007
salvador___ba,"06:4,01_a_5,00",0,30,29,141,275,227,11211,1783,10262,105,18,F,2007
salvador___ba,"07:5,01_a_7,00",0,52,28,158,290,513,8228,1310,17716,251,23,F,2007
salvador___ba,"08:7,01_a_10,00",0,35,25,71,95,105,3409,581,11694,273,44,F,2007
salvador___ba,"09:10,01_a_15,00",0,10,10,41,37,47,1416,317,6787,221,59,F,2007
salvador___ba,"10:15,01_a_20,00",0,6,1,7,8,16,401,92,2961,71,37,F,2007
salvador___ba,"11:mais_de_20,00",0,1,2,4,20,15,394,51,3467,41,19,F,2007
belo_horizonte___mg,"00:ate_0,50",41,210,362,515,477,554,529,50,1190,2,0,F,2007
belo_horizonte___mg,"01:0,51_a_1,00",132,823,1784,3050,3065,2760,7202,471,5746,12,4,F,2007
belo_horizonte___mg,"02:1,01_a_1,50",542,2928,8605,17079,29379,14383,79175,4245,43784,34,4,F,2007
belo_horizonte___mg,"03:1,51_a_2,00",66,703,1598,2804,5555,2968,35971,3795,25895,34,6,F,2007
belo_horizonte___mg,"04:2,01_a_3,00",45,980,951,1502,3619,1999,28028,4674,49900,42,8,F,2007
belo_horizonte___mg,"05:3,01_a_4,00",3,183,145,332,1210,653,11607,2443,33240,224,12,F,2007
belo_horizonte___mg,"06:4,01_a_5,00",2,43,70,243,638,236,6303,1453,19567,439,17,F,2007
belo_horizonte___mg,"07:5,01_a_7,00",0,24,336,136,399,258,5920,1356,23691,1245,16,F,2007
belo_horizonte___mg,"08:7,01_a_10,00",0,10,46,47,198,103,3574,824,16216,746,33,F,2007
belo_horizonte___mg,"09:10,01_a_15,00",0,3,7,7,54,32,1859,451,11093,993,41,F,2007
belo_horizonte___mg,"10:15,01_a_20,00",0,3,1,1,21,6,397,97,5529,353,44,F,2007
belo_horizonte___mg,"11:mais_de_20,00",0,9,27,7,21,7,440,110,7399,188,153,F,2007
vitoria___es,"00:ate_0,50",3,15,15,52,187,269,40,15,84,0,0,F,2007
vitoria___es,"01:0,51_a_1,00",13,64,90,287,814,727,835,90,539,0,0,F,2007
vitoria___es,"02:1,01_a_1,50",92,927,1088,2989,5178,2799,15909,1259,1245,5,0,F,2007
vitoria___es,"03:1,51_a_2,00",31,518,1095,341,866,845,8313,1239,1525,5,0,F,2007
vitoria___es,"04:2,01_a_3,00",18,523,760,175,508,608,8674,1781,4190,18,1,F,2007
vitoria___es,"05:3,01_a_4,00",2,214,81,42,120,132,2343,652,4918,15,1,F,2007
vitoria___es,"06:4,01_a_5,00",0,103,11,55,96,39,1314,348,3559,15,2,F,2007
vitoria___es,"07:5,01_a_7,00",0,104,10,77,116,45,1343,384,5823,27,4,F,2007
vitoria___es,"08:7,01_a_10,00",0,199,3,18,37,33,862,191,4527,24,4,F,2007
vitoria___es,"09:10,01_a_15,00",0,56,13,2,10,16,390,134,3605,46,14,F,2007
vitoria___es,"10:15,01_a_20,00",0,1,0,2,4,1,113,37,1480,28,3,F,2007
vitoria___es,"11:mais_de_20,00",0,0,0,1,2,1,101,28,1486,17,1,F,2007
rio_de_janeiro___rj,"00:ate_0,50",9,17,42,57,249,322,963,279,1023,3,0,F,2007
rio_de_janeiro___rj,"01:0,51_a_1,00",62,240,649,1256,3185,4413,10550,1539,3125,17,2,F,2007
rio_de_janeiro___rj,"02:1,01_a_1,50",1492,10229,16464,23518,52704,25302,119084,9142,8620,87,6,F,2007
rio_de_janeiro___rj,"03:1,51_a_2,00",397,2128,4321,10801,15319,9435,66929,10408,12683,86,18,F,2007
rio_de_janeiro___rj,"04:2,01_a_3,00",67,525,2077,3223,9003,6067,57434,18702,17519,142,49,F,2007
rio_de_janeiro___rj,"05:3,01_a_4,00",11,161,532,888,5816,6564,31358,15015,19015,132,74,F,2007
rio_de_janeiro___rj,"06:4,01_a_5,00",9,136,234,751,4311,5820,23263,17151,20907,98,36,F,2007
rio_de_janeiro___rj,"07:5,01_a_7,00",8,92,186,577,3535,2515,19273,10424,30592,209,58,F,2007
rio_de_janeiro___rj,"08:7,01_a_10,00",3,50,139,266,4067,651,10174,4412,27372,226,113,F,2007
rio_de_janeiro___rj,"09:10,01_a_15,00",0,29,51,81,1838,262,4116,2129,24471,298,111,F,2007
rio_de_janeiro___rj,"10:15,01_a_20,00",0,16,16,42,1378,83,1336,654,12138,173,100,F,2007
rio_de_janeiro___rj,"11:mais_de_20,00",0,6,18,27,1709,90,1111,1300,15964,216,243,F,2007
sao_paulo___sp,"00:ate_0,50",6,38,62,2140,3519,963,3332,755,3894,3,0,F,2007
sao_paulo___sp,"01:0,51_a_1,00",113,717,1459,2322,9060,9788,32477,4073,17533,28,9,F,2007
sao_paulo___sp,"02:1,01_a_1,50",997,7353,13856,23526,38751,23152,133611,10339,18477,108,28,F,2007
sao_paulo___sp,"03:1,51_a_2,00",719,5187,16837,26087,58661,36428,209433,17793,25446,165,32,F,2007
sao_paulo___sp,"04:2,01_a_3,00",365,3157,10318,18343,35997,18520,166282,26678,49224,227,62,F,2007
sao_paulo___sp,"05:3,01_a_4,00",46,711,3551,3053,10888,5656,71760,18040,69512,216,71,F,2007
sao_paulo___sp,"06:4,01_a_5,00",19,318,729,1232,5055,3437,46407,12292,82082,182,74,F,2007
sao_paulo___sp,"07:5,01_a_7,00",9,196,440,801,3589,2412,40762,12717,117083,314,110,F,2007
sao_paulo___sp,"08:7,01_a_10,00",1,413,140,287,1312,1056,29830,8445,75191,500,243,F,2007
sao_paulo___sp,"09:10,01_a_15,00",1,316,56,102,339,431,14728,4615,55554,645,308,F,2007
sao_paulo___sp,"10:15,01_a_20,00",1,311,20,26,103,121,4394,1347,24913,419,736,F,2007
sao_paulo___sp,"11:mais_de_20,00",0,188,26,36,113,105,2921,1132,30666,619,1216,F,2007
curitiba___pr,"00:ate_0,50",3,31,131,69,182,48,165,22,172,2,0,F,2007
curitiba___pr,"01:0,51_a_1,00",33,291,907,1221,2129,1898,2597,161,705,11,2,F,2007
curitiba___pr,"02:1,01_a_1,50",258,1661,4008,7355,17956,11455,43994,2296,2386,27,6,F,2007
curitiba___pr,"03:1,51_a_2,00",1012,1151,2552,4009,8093,4879,26684,2420,8762,134,4,F,2007
curitiba___pr,"04:2,01_a_3,00",46,6191,745,1152,3182,2407,22892,3579,19657,88,7,F,2007
curitiba___pr,"05:3,01_a_4,00",56,1212,700,558,1363,894,10234,2080,22076,90,14,F,2007
curitiba___pr,"06:4,01_a_5,00",40,360,127,195,460,668,5165,1265,14561,59,9,F,2007
curitiba___pr,"07:5,01_a_7,00",119,985,164,317,421,1232,4442,1483,16187,119,14,F,2007
curitiba___pr,"08:7,01_a_10,00",10,309,37,96,164,495,2037,863,12657,184,11,F,2007
curitiba___pr,"09:10,01_a_15,00",0,60,13,30,65,82,802,387,7281,262,29,F,2007
curitiba___pr,"10:15,01_a_20,00",0,44,0,2,14,17,246,124,3363,208,23,F,2007
curitiba___pr,"11:mais_de_20,00",0,5,1,1,4,1,144,48,3793,110,72,F,2007
florianopolis___sc,"00:ate_0,50",1,4,11,66,38,139,65,13,79,0,0,F,2007
florianopolis___sc,"01:0,51_a_1,00",10,78,125,354,565,414,986,141,1164,0,1,F,2007
florianopolis___sc,"02:1,01_a_1,50",81,251,669,1863,3549,1616,7394,881,2191,8,0,F,2007
florianopolis___sc,"03:1,51_a_2,00",24,99,315,771,2110,1536,11074,1386,4250,5,1,F,2007
florianopolis___sc,"04:2,01_a_3,00",11,50,191,509,1021,709,7139,1508,7216,14,1,F,2007
florianopolis___sc,"05:3,01_a_4,00",5,30,97,126,232,161,2071,601,7885,20,1,F,2007
florianopolis___sc,"06:4,01_a_5,00",8,26,48,89,162,57,1465,431,8584,14,4,F,2007
florianopolis___sc,"07:5,01_a_7,00",1,15,26,63,124,42,1259,343,11453,46,7,F,2007
florianopolis___sc,"08:7,01_a_10,00",0,19,7,42,88,34,1073,202,5281,54,6,F,2007
florianopolis___sc,"09:10,01_a_15,00",0,3,11,9,31,26,480,110,3256,126,28,F,2007
florianopolis___sc,"10:15,01_a_20,00",0,1,8,5,14,12,150,36,1773,31,51,F,2007
florianopolis___sc,"11:mais_de_20,00",0,0,4,2,5,3,192,25,1843,24,13,F,2007
porto_alegre___rs,"00:ate_0,50",13,37,52,185,418,369,227,21,53,0,0,F,2007
porto_alegre___rs,"01:0,51_a_1,00",71,344,370,1192,2236,2018,3114,349,427,2,1,F,2007
porto_alegre___rs,"02:1,01_a_1,50",144,1176,1918,5247,11758,6784,28532,2638,3139,19,3,F,2007
porto_alegre___rs,"03:1,51_a_2,00",63,492,1320,3862,6993,3688,26283,3865,12991,27,4,F,2007
porto_alegre___rs,"04:2,01_a_3,00",57,316,1226,2982,4227,2455,24728,7226,26973,44,11,F,2007
porto_alegre___rs,"05:3,01_a_4,00",11,128,282,709,1170,859,10346,4298,12888,41,28,F,2007
porto_alegre___rs,"06:4,01_a_5,00",1,68,100,268,659,471,6314,2587,7664,42,16,F,2007
porto_alegre___rs,"07:5,01_a_7,00",5,73,85,228,589,502,6311,2770,11469,75,15,F,2007
porto_alegre___rs,"08:7,01_a_10,00",0,26,33,75,333,301,3995,2070,11308,159,34,F,2007
porto_alegre___rs,"09:10,01_a_15,00",0,12,28,18,122,139,1910,1297,9630,154,64,F,2007
porto_alegre___rs,"10:15,01_a_20,00",0,2,1,4,20,26,473,400,5307,111,53,F,2007
porto_alegre___rs,"11:mais_de_20,00",0,2,0,4,17,20,303,220,6545,64,199,F,2007
campo_grande___ms,"00:ate_0,50",0,4,5,19,38,31,77,9,86,2,0,F,2007
campo_grande___ms,"01:0,51_a_1,00",16,63,127,320,406,620,870,84,475,3,4,F,2007
campo_grande___ms,"02:1,01_a_1,50",55,881,1275,3142,5529,3713,14021,1280,1672,13,1,F,2007
campo_grande___ms,"03:1,51_a_2,00",8,449,476,681,1646,967,7357,1004,1861,8,0,F,2007
campo_grande___ms,"04:2,01_a_3,00",1,75,130,217,663,459,5489,1078,5970,33,1,F,2007
