capital,faixa_remuneracao_media_sm,Analfabeto,Até 5ª Incompleto,5ª Completo Fundamental,6ª a 9ª Fundamental,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado,sexo,ano
campo_grande___ms,"00:ate_0,50",0,11,5,91,130,269,207,12,92,7,0,F,2017
campo_grande___ms,"01:0,51_a_1,00",10,95,80,287,451,958,1968,249,412,18,3,F,2017
campo_grande___ms,"02:1,01_a_1,50",73,720,722,2234,4426,3416,26161,2529,2744,35,10,F,2017
campo_grande___ms,"03:1,51_a_2,00",7,185,161,423,1309,908,11676,1450,2797,47,6,F,2017
campo_grande___ms,"04:2,01_a_3,00",1,70,58,143,551,314,6851,1208,5053,107,13,F,2017
campo_grande___ms,"05:3,01_a_4,00",0,22,10,26,130,93,2118,611,5997,159,27,F,2017
campo_grande___ms,"06:4,01_a_5,00",0,5,3,14,28,51,1226,315,5951,196,15,F,2017
campo_grande___ms,"07:5,01_a_7,00",0,4,0,10,39,33,811,209,6788,310,32,F,2017
campo_grande___ms,"08:7,01_a_10,00",0,0,0,1,16,17,252,121,4823,362,50,F,2017
campo_grande___ms,"09:10,01_a_15,00",0,1,2,1,4,13,197,40,2947,307,230,F,2017
campo_grande___ms,"10:15,01_a_20,00",0,0,0,1,1,4,35,9,1021,69,171,F,2017
campo_grande___ms,"11:mais_de_20,00",0,0,0,0,1,4,9,0,983,46,52,F,2017
cuiaba___mt,"00:ate_0,50",1,5,3,32,15,361,159,13,41,2,0,F,2017
cuiaba___mt,"01:0,51_a_1,00",2,25,18,96,112,612,1316,78,496,19,2,F,2017
cuiaba___mt,"02:1,01_a_1,50",44,367,503,814,1721,2461,22321,1373,2271,28,2,F,2017
cuiaba___mt,"03:1,51_a_2,00",12,92,129,273,542,645,10062,949,3200,53,3,F,2017
cuiaba___mt,"04:2,01_a_3,00",1,31,35,74,260,245,8196,914,5136,64,12,F,2017
cuiaba___mt,"05:3,01_a_4,00",0,6,3,5,68,51,2882,324,5044,95,8,F,2017
cuiaba___mt,"06:4,01_a_5,00",0,4,3,10,23,17,1141,149,6129,141,10,F,2017
cuiaba___mt,"07:5,01_a_7,00",0,3,1,0,26,12,1282,111,8264,484,40,F,2017
cuiaba___mt,"08:7,01_a_10,00",0,0,1,3,9,6,651,55,4919,336,55,F,2017
cuiaba___mt,"09:10,01_a_15,00",0,2,1,0,7,3,371,17,3165,360,148,F,2017
cuiaba___mt,"10:15,01_a_20,00",0,0,0,0,0,1,105,4,1620,200,112,F,2017
cuiaba___mt,"11:mais_de_20,00",0,0,0,0,0,0,53,1,1430,71,43,F,2017
goiania___go,"00:ate_0,50",0,3,12,460,24,2713,352,51,224,2,1,F,2017
goiania___go,"01:0,51_a_1,00",13,55,79,292,457,1301,3839,354,6129,26,7,F,2017
goiania___go,"02:1,01_a_1,50",126,1121,1605,2927,9593,7225,62009,3708,9048,57,11,F,2017
goiania___go,"03:1,51_a_2,00",15,388,711,1019,3833,2128,28238,2414,11770,66,14,F,2017
goiania___go,"04:2,01_a_3,00",4,178,250,1147,1518,845,16332,1961,15316,126,20,F,2017
goiania___go,"05:3,01_a_4,00",0,29,31,244,315,188,5759,792,13052,131,23,F,2017
goiania___go,"06:4,01_a_5,00",0,5,11,67,146,60,2786,434,14078,137,45,F,2017
goiania___go,"07:5,01_a_7,00",0,8,5,78,112,40,3407,326,22899,253,46,F,2017
goiania___go,"08:7,01_a_10,00",0,1,8,79,24,25,1537,180,10350,347,61,F,2017
goiania___go,"09:10,01_a_15,00",0,1,0,17,25,9,764,69,5051,389,362,F,2017
goiania___go,"10:15,01_a_20,00",0,1,0,2,3,1,144,13,1866,111,95,F,2017
goiania___go,"11:mais_de_20,00",0,0,0,0,2,0,85,11,1579,37,47,F,2017
brasilia___df,"00:ate_0,50",1,7,10,195,100,1573,647,64,290,10,7,F,2017
brasilia___df,"01:0,51_a_1,00",11,63,62,530,552,2190,3796,381,1404,33,13,F,2017
brasilia___df,"02:1,01_a_1,50",302,1830,1909,6540,15325,11001,86309,5816,8649,95,31,F,2017
brasilia___df,"03:1,51_a_2,00",41,336,393,1198,2920,2450,34245,3923,8476,76,26,F,2017
brasilia___df,"04:2,01_a_3,00",21,420,150,524,1684,1183,23945,4655,15934,274,56,F,2017
brasilia___df,"05:3,01_a_4,00",2,112,29,212,603,265,9281,2527,12732,284,90,F,2017
brasilia___df,"06:4,01_a_5,00",2,151,34,122,281,148,12631,2681,12114,295,69,F,2017
brasilia___df,"07:5,01_a_7,00",0,254,51,290,780,221,13583,5036,21274,784,191,F,2017
brasilia___df,"08:7,01_a_10,00",2,140,28,80,310,77,5727,2487,33045,1522,236,F,2017
brasilia___df,"09:10,01_a_15,00",0,113,9,25,164,38,2581,797,36128,1753,518,F,2017
brasilia___df,"10:15,01_a_20,00",0,53,1,4,33,13,451,149,11361,690,921,F,2017
brasilia___df,"11:mais_de_20,00",3,42,0,5,75,6,535,79,16940,750,579,F,2017
porto_velho___ro,"00:ate_0,50",0,4,2,72,20,195,85,20,72,21,1,M,2017
porto_velho___ro,"01:0,51_a_1,00",6,25,9,87,125,245,680,49,496,59,2,M,2017
porto_velho___ro,"02:1,01_a_1,50",64,282,231,819,1338,1716,10610,427,3481,103,2,M,2017
porto_velho___ro,"03:1,51_a_2,00",45,383,281,823,1229,1272,8257,358,2138,163,5,M,2017
porto_velho___ro,"04:2,01_a_3,00",27,303,207,671,1218,845,6931,369,5042,1652,8,M,2017
porto_velho___ro,"05:3,01_a_4,00",4,117,65,206,607,208,2401,193,5318,517,6,M,2017
porto_velho___ro,"06:4,01_a_5,00",0,31,18,72,118,70,1280,120,3129,194,3,M,2017
porto_velho___ro,"07:5,01_a_7,00",0,119,39,202,387,63,1825,107,3291,316,5,M,2017
porto_velho___ro,"08:7,01_a_10,00",0,31,12,96,159,26,1025,55,2161,386,13,M,2017
porto_velho___ro,"09:10,01_a_15,00",0,4,4,6,46,18,405,33,1924,604,48,M,2017
porto_velho___ro,"10:15,01_a_20,00",0,1,7,1,5,3,266,13,919,136,17,M,2017
porto_velho___ro,"11:mais_de_20,00",0,1,4,0,2,2,117,10,1114,239,25,M,2017
rio_branco___ac,"00:ate_0,50",1,1,1,17,10,119,56,9,11,0,0,M,2017
rio_branco___ac,"01:0,51_a_1,00",24,45,37,38,123,158,970,80,98,5,0,M,2017
rio_branco___ac,"02:1,01_a_1,50",126,588,419,464,1228,785,11043,423,484,11,3,M,2017
rio_branco___ac,"03:1,51_a_2,00",32,393,223,395,797,407,5645,242,453,3,1,M,2017
rio_branco___ac,"04:2,01_a_3,00",11,313,110,431,609,293,4390,311,2194,25,3,M,2017
rio_branco___ac,"05:3,01_a_4,00",0,68,21,114,173,86,1707,181,2246,32,5,M,2017
rio_branco___ac,"06:4,01_a_5,00",0,33,6,45,64,28,1124,203,2007,44,4,M,2017
rio_branco___ac,"07:5,01_a_7,00",0,50,11,113,168,20,1241,148,2300,44,9,M,2017
rio_branco___ac,"08:7,01_a_10,00",0,1,6,11,45,9,297,62,1307,73,6,M,2017
rio_branco___ac,"09:10,01_a_15,00",1,2,2,1,14,4,138,22,1197,40,34,M,2017
rio_branco___ac,"10:15,01_a_20,00",0,0,6,0,3,0,49,4,583,20,9,M,2017
rio_branco___ac,"11:mais_de_20,00",0,0,3,0,2,0,41,8,572,29,35,M,2017
manaus___am,"00:ate_0,50",1,5,3,111,65,1398,581,62,51,2,1,M,2017
manaus___am,"01:0,51_a_1,00",26,79,39,265,710,1158,3240,152,264,25,13,M,2017
manaus___am,"02:1,01_a_1,50",173,1411,1017,4287,7731,6396,55511,1696,1942,49,10,M,2017
manaus___am,"03:1,51_a_2,00",94,1333,761,2317,4459,2971,39180,1426,6037,65,14,M,2017
manaus___am,"04:2,01_a_3,00",52,1187,630,1740,4644,2098,32412,1648,6617,137,17,M,2017
manaus___am,"05:3,01_a_4,00",13,251,158,499,1353,510,10603,1003,5652,113,23,M,2017
manaus___am,"06:4,01_a_5,00",0,93,49,165,438,185,8238,759,3555,97,17,M,2017
manaus___am,"07:5,01_a_7,00",3,71,38,347,900,199,7749,877,5342,142,28,M,2017
manaus___am,"08:7,01_a_10,00",0,37,10,80,248,82,3191,508,5848,214,51,M,2017
manaus___am,"09:10,01_a_15,00",0,8,18,25,104,45,1834,277,4539,238,134,M,2017
manaus___am,"10:15,01_a_20,00",0,5,1,4,31,11,548,84,2002,93,42,M,2017
manaus___am,"11:mais_de_20,00",0,0,0,2,13,6,361,96,2687,133,59,M,2017
boa_vista___rr,"00:ate_0,50",0,1,1,17,29,142,78,3,21,3,2,M,2017
boa_vista___rr,"01:0,51_a_1,00",2,20,19,26,182,205,799,39,157,7,0,M,2017
boa_vista___rr,"02:1,01_a_1,50",78,166,195,314,2142,781,9787,320,917,6,2,M,2017
boa_vista___rr,"03:1,51_a_2,00",28,90,63,167,836,308,3939,173,522,7,1,M,2017
boa_vista___rr,"04:2,01_a_3,00",14,81,155,143,670,183,3340,197,1463,17,3,M,2017
boa_vista___rr,"05:3,01_a_4,00",0,63,63,122,297,47,1236,111,1668,9,4,M,2017
boa_vista___rr,"06:4,01_a_5,00",1,15,31,29,64,25,617,62,1230,13,4,M,2017
boa_vista___rr,"07:5,01_a_7,00",2,70,54,215,371,10,1290,74,1725,26,6,M,2017
boa_vista___rr,"08:7,01_a_10,00",0,12,11,19,95,9,806,62,1240,80,3,M,2017
boa_vista___rr,"09:10,01_a_15,00",0,2,6,10,44,2,270,28,989,74,36,M,2017
boa_vista___rr,"10:15,01_a_20,00",0,1,0,3,2,0,64,13,516,29,13,M,2017
boa_vista___rr,"11:mais_de_20,00",0,1,3,4,4,0,39,5,627,45,25,M,2017
belem___pa,"00:ate_0,50",1,10,62,117,91,594,524,45,237,13,2,M,2017
belem___pa,"01:0,51_a_1,00",24,141,187,364,980,829,4517,234,847,41,7,M,2017
belem___pa,"02:1,01_a_1,50",261,1283,1051,3692,10329,5572,39937,1299,2168,60,12,M,2017
belem___pa,"03:1,51_a_2,00",125,814,677,3202,5091,2757,20413,858,1959,45,17,M,2017
belem___pa,"04:2,01_a_3,00",116,346,396,1584,4888,1954,24841,1041,3825,138,30,M,2017
belem___pa,"05:3,01_a_4,00",9,87,109,675,2555,1679,11005,516,4595,115,27,M,2017
belem___pa,"06:4,01_a_5,00",1,56,40,264,1033,727,3881,323,4128,212,25,M,2017
belem___pa,"07:5,01_a_7,00",1,84,32,373,786,240,4290,417,8462,247,40,M,2017
belem___pa,"08:7,01_a_10,00",2,24,14,96,244,131,2133,389,6953,419,65,M,2017
belem___pa,"09:10,01_a_15,00",0,3,8,50,104,32,1000,196,4975,216,328,M,2017
belem___pa,"10:15,01_a_20,00",0,0,5,14,23,3,332,54,2257,50,62,M,2017
belem___pa,"11:mais_de_20,00",0,0,5,3,9,4,164,29,2994,82,122,M,2017
macapa___ap,"00:ate_0,50",0,1,1,17,19,175,145,17,217,1,0,M,2017
macapa___ap,"01:0,51_a_1,00",13,106,42,88,222,214,1288,45,2154,11,1,M,2017
macapa___ap,"02:1,01_a_1,50",88,301,223,550,1358,1367,10112,450,4444,25,1,M,2017
macapa___ap,"03:1,51_a_2,00",22,113,88,218,403,377,4091,226,3646,20,3,M,2017
macapa___ap,"04:2,01_a_3,00",27,35,64,137,338,190,3575,191,3851,33,8,M,2017
macapa___ap,"05:3,01_a_4,00",0,19,13,69,278,57,1177,92,1003,28,6,M,2017
macapa___ap,"06:4,01_a_5,00",0,4,1,4,28,14,600,63,617,12,7,M,2017
macapa___ap,"07:5,01_a_7,00",0,59,12,272,372,15,1755,71,1119,24,6,M,2017
macapa___ap,"08:7,01_a_10,00",0,2,5,7,36,11,695,75,986,154,11,M,2017
macapa___ap,"09:10,01_a_15,00",0,0,2,0,14,4,311,29,922,31,79,M,2017
macapa___ap,"10:15,01_a_20,00",0,0,1,2,18,3,160,16,450,13,34,M,2017
macapa___ap,"11:mais_de_20,00",0,1,1,2,1,2,81,6,591,18,25,M,2017
palmas___to,"00:ate_0,50",0,0,3,42,4,341,84,22,24,7,6,M,2017
palmas___to,"01:0,51_a_1,00",5,1180,13,64,225,244,1434,80,87,9,1,M,2017
palmas___to,"02:1,01_a_1,50",39,1185,125,498,1278,950,11059,407,418,8,1,M,2017
palmas___to,"03:1,51_a_2,00",18,371,83,306,638,414,6505,272,534,7,2,M,2017
palmas___to,"04:2,01_a_3,00",10,209,79,235,845,425,7568,305,1628,17,3,M,2017
palmas___to,"05:3,01_a_4,00",0,29,16,45,167,76,2259,125,3105,44,7,M,2017
palmas___to,"06:4,01_a_5,00",0,27,3,13,46,36,1785,90,1999,44,15,M,2017
palmas___to,"07:5,01_a_7,00",0,8,4,18,62,17,1544,83,2656,55,21,M,2017
palmas___to,"08:7,01_a_10,00",0,3,0,4,13,4,2276,43,1693,160,27,M,2017
palmas___to,"09:10,01_a_15,00",0,9,3,2,16,2,1518,39,1641,157,119,M,2017
palmas___to,"10:15,01_a_20,00",0,0,0,0,6,0,260,9,913,60,19,M,2017
palmas___to,"11:mais_de_20,00",0,0,1,0,0,0,252,4,1345,30,33,M,2017
sao_luiz___ma,"00:ate_0,50",2,14,3,9,37,53,295,10,99,2,0,M,2017
sao_luiz___ma,"01:0,51_a_1,00",18,154,189,247,455,452,4068,190,594,16,3,M,2017
sao_luiz___ma,"02:1,01_a_1,50",207,862,820,1811,4523,2362,41133,1261,3055,31,4,M,2017
sao_luiz___ma,"03:1,51_a_2,00",73,693,627,1179,2865,1102,22075,689,1869,43,3,M,2017
sao_luiz___ma,"04:2,01_a_3,00",8,341,508,527,1767,1361,18931,777,3834,84,11,M,2017
sao_luiz___ma,"05:3,01_a_4,00",8,405,426,159,481,4076,6769,467,3115,76,6,M,2017
sao_luiz___ma,"06:4,01_a_5,00",0,53,87,58,190,1377,4846,1012,2767,99,15,M,2017
sao_luiz___ma,"07:5,01_a_7,00",0,130,188,155,411,1983,6390,515,3529,121,20,M,2017
sao_luiz___ma,"08:7,01_a_10,00",0,29,35,25,120,524,2287,253,3261,129,27,M,2017
sao_luiz___ma,"09:10,01_a_15,00",0,9,16,13,40,50,1153,228,3343,136,46,M,2017
sao_luiz___ma,"10:15,01_a_20,00",0,8,7,1,5,6,343,40,1400,52,56,M,2017
sao_luiz___ma,"11:mais_de_20,00",0,3,4,1,0,0,82,10,1983,35,44,M,2017
terezina___pi,"00:ate_0,50",7,32,5,23,25,268,202,15,174,7,1,M,2017
terezina___pi,"01:0,51_a_1,00",93,233,137,414,482,718,2634,139,914,36,3,M,2017
terezina___pi,"02:1,01_a_1,50",459,2676,1896,4283,8252,5876,37672,1686,3735,575,14,M,2017
terezina___pi,"03:1,51_a_2,00",87,864,597,1246,2284,1681,12345,754,2516,559,4,M,2017
terezina___pi,"04:2,01_a_3,00",55,631,328,775,1501,876,9437,745,2678,494,9,M,2017
terezina___pi,"05:3,01_a_4,00",16,1708,65,161,712,227,3421,833,3968,371,19,M,2017
terezina___pi,"06:4,01_a_5,00",7,269,24,48,192,65,2173,291,2271,302,24,M,2017
terezina___pi,"07:5,01_a_7,00",2,164,25,117,227,51,1569,216,2049,350,28,M,2017
terezina___pi,"08:7,01_a_10,00",0,34,12,71,93,43,2985,126,2381,436,15,M,2017
terezina___pi,"09:10,01_a_15,00",0,20,16,43,67,22,1205,74,2370,821,93,M,2017
terezina___pi,"10:15,01_a_20,00",0,7,0,1,12,16,312,32,1258,388,17,M,2017
terezina___pi,"11:mais_de_20,00",0,0,3,0,2,2,224,7,1124,292,46,M,2017
fortaleza___ce,"00:ate_0,50",14,14,13,58,203,492,988,376,1827,9,2,M,2017
fortaleza___ce,"01:0,51_a_1,00",167,417,286,914,1886,1903,8560,1018,4353,102,15,M,2017
fortaleza___ce,"02:1,01_a_1,50",1028,4533,3645,11509,23365,13975,113688,4512,7137,206,22,M,2017
fortaleza___ce,"03:1,51_a_2,00",265,2604,1546,4628,7862,4024,40985,2553,5723,359,29,M,2017
fortaleza___ce,"04:2,01_a_3,00",91,1324,937,2326,4140,2202,29461,3064,9140,580,73,M,2017
fortaleza___ce,"05:3,01_a_4,00",7,317,180,497,1149,604,16292,2706,8459,728,91,M,2017
fortaleza___ce,"06:4,01_a_5,00",0,137,61,257,1165,498,7604,1420,5875,510,82,M,2017
fortaleza___ce,"07:5,01_a_7,00",1,156,36,303,912,342,6297,998,8330,903,133,M,2017
fortaleza___ce,"08:7,01_a_10,00",1,47,14,75,112,98,1998,619,6369,943,144,M,2017
fortaleza___ce,"09:10,01_a_15,00",0,5,4,30,60,45,1136,416,5886,927,269,M,2017
fortaleza___ce,"10:15,01_a_20,00",0,2,0,9,12,10,575,210,3516,399,123,M,2017
fortaleza___ce,"11:mais_de_20,00",0,3,0,5,15,19,301,148,4307,332,122,M,2017
natal___rn,"00:ate_0,50",0,5,16,74,52,374,580,43,258,5,0,M,2017
natal___rn,"01:0,51_a_1,00",24,160,120,251,368,444,2714,174,720,20,5,M,2017
natal___rn,"02:1,01_a_1,50",361,2356,1773,3575,5396,5508,39995,1370,2284,58,13,M,2017
natal___rn,"03:1,51_a_2,00",73,674,823,1672,1831,1626,15619,718,1703,27,6,M,2017
natal___rn,"04:2,01_a_3,00",23,351,665,1101,1065,1101,13406,972,5379,62,15,M,2017
natal___rn,"05:3,01_a_4,00",4,59,242,390,260,543,6151,495,4590,41,11,M,2017
natal___rn,"06:4,01_a_5,00",0,21,97,666,123,817,3554,253,3043,58,6,M,2017
natal___rn,"07:5,01_a_7,00",0,34,64,541,285,249,2393,215,2979,68,22,M,2017
natal___rn,"08:7,01_a_10,00",0,11,55,299,76,31,1271,102,2489,101,16,M,2017
natal___rn,"09:10,01_a_15,00",0,3,25,65,29,24,954,129,3416,248,97,M,2017
natal___rn,"10:15,01_a_20,00",0,0,4,15,5,9,379,65,2061,51,53,M,2017
natal___rn,"11:mais_de_20,00",0,1,3,0,0,7,62,13,2051,104,82,M,2017
joao_pessoa___pb,"00:ate_0,50",3,21,9,26,25,63,221,57,254,8,2,M,2017
joao_pessoa___pb,"01:0,51_a_1,00",34,190,147,586,3823,580,4507,350,801,26,3,M,2017
joao_pessoa___pb,"02:1,01_a_1,50",663,2941,2113,4587,9722,4544,31306,1496,3394,26,7,M,2017
joao_pessoa___pb,"03:1,51_a_2,00",143,990,698,1495,3322,1391,11310,770,2079,45,12,M,2017
joao_pessoa___pb,"04:2,01_a_3,00",36,515,322,692,5564,738,6381,783,10463,78,23,M,2017
joao_pessoa___pb,"05:3,01_a_4,00",4,128,79,145,1160,113,1720,299,3153,68,26,M,2017
joao_pessoa___pb,"06:4,01_a_5,00",2,37,12,120,712,44,852,182,1723,114,25,M,2017
joao_pessoa___pb,"07:5,01_a_7,00",0,47,16,154,1541,33,1518,189,2490,135,62,M,2017
joao_pessoa___pb,"08:7,01_a_10,00",0,37,13,20,992,15,472,123,2293,138,45,M,2017
joao_pessoa___pb,"09:10,01_a_15,00",0,10,2,18,548,8,266,67,2360,181,148,M,2017
joao_pessoa___pb,"10:15,01_a_20,00",0,1,0,0,455,1,101,36,1366,34,22,M,2017
joao_pessoa___pb,"11:mais_de_20,00",0,0,0,0,372,1,19,10,1348,31,27,M,2017
recife___pe,"00:ate_0,50",1,92,25,96,88,539,1452,119,330,23,4,M,2017
recife___pe,"01:0,51_a_1,00",45,302,221,540,1049,723,4379,381,1225,109,21,M,2017
recife___pe,"02:1,01_a_1,50",911,5614,4314,8521,12618,9155,76133,3064,5711,148,39,M,2017
recife___pe,"03:1,51_a_2,00",372,3323,2382,4557,7082,4008,40408,2496,6948,165,25,M,2017
recife___pe,"04:2,01_a_3,00",84,1703,1251,2771,3772,2252,26627,2557,10203,318,54,M,2017
recife___pe,"05:3,01_a_4,00",18,300,296,803,1043,548,11241,1760,8990,333,88,M,2017
recife___pe,"06:4,01_a_5,00",6,225,340,480,451,622,8574,1432,6477,315,61,M,2017
recife___pe,"07:5,01_a_7,00",4,175,244,401,386,414,6909,1377,10774,503,114,M,2017
recife___pe,"08:7,01_a_10,00",0,23,90,267,225,170,2988,936,9853,585,247,M,2017
recife___pe,"09:10,01_a_15,00",0,11,30,81,97,82,1463,462,7892,369,418,M,2017
recife___pe,"10:15,01_a_20,00",0,1,0,3,14,7,354,132,3543,162,115,M,2017
recife___pe,"11:mais_de_20,00",0,2,2,5,12,6,114,67,4876,186,93,M,2017
maceio___al,"00:ate_0,50",1,32,7,37,50,295,388,54,145,5,2,M,2017
maceio___al,"01:0,51_a_1,00",66,372,128,317,672,573,2859,179,562,31,7,M,2017
maceio___al,"02:1,01_a_1,50",820,4022,1767,3992,6354,4997,35560,1540,1665,50,12,M,2017
maceio___al,"03:1,51_a_2,00",327,1764,756,1541,2404,2076,12603,1197,1899,42,10,M,2017
maceio___al,"04:2,01_a_3,00",118,852,485,1145,1266,1568,7818,984,2299,86,18,M,2017
maceio___al,"05:3,01_a_4,00",4,295,177,210,436,262,2344,884,2095,80,21,M,2017
maceio___al,"06:4,01_a_5,00",1,260,86,182,572,828,1740,823,1542,65,19,M,2017
maceio___al,"07:5,01_a_7,00",1,219,34,418,853,1437,1444,695,1938,100,39,M,2017
maceio___al,"08:7,01_a_10,00",0,43,32,201,412,891,1039,383,1833,182,51,M,2017
maceio___al,"09:10,01_a_15,00",0,5,10,33,77,243,497,204,1530,106,192,M,2017
maceio___al,"10:15,01_a_20,00",0,0,11,11,10,100,254,98,1029,36,44,M,2017
maceio___al,"11:mais_de_20,00",0,2,0,2,7,8,81,149,1379,30,31,M,2017
aracaju___se,"00:ate_0,50",1,20,4,118,86,393,360,65,187,11,4,M,2017
aracaju___se,"01:0,51_a_1,00",27,173,94,433,463,519,2357,175,523,19,3,M,2017
aracaju___se,"02:1,01_a_1,50",171,1627,1338,2813,4139,4131,27178,1495,1465,34,12,M,2017
aracaju___se,"03:1,51_a_2,00",44,562,431,1517,1896,1411,11542,973,1362,26,6,M,2017
aracaju___se,"04:2,01_a_3,00",6,235,244,681,1320,773,8626,868,2110,53,15,M,2017
aracaju___se,"05:3,01_a_4,00",1,40,51,162,490,187,3105,1072,2783,159,15,M,2017
aracaju___se,"06:4,01_a_5,00",2,27,19,57,115,78,1395,912,3512,165,15,M,2017
aracaju___se,"07:5,01_a_7,00",2,29,23,165,407,430,2770,589,3018,339,26,M,2017
aracaju___se,"08:7,01_a_10,00",0,8,18,53,70,94,1149,353,1997,153,31,M,2017
aracaju___se,"09:10,01_a_15,00",0,6,2,23,35,38,675,251,2077,124,36,M,2017
aracaju___se,"10:15,01_a_20,00",0,2,2,1,6,8,153,26,1179,69,14,M,2017
aracaju___se,"11:mais_de_20,00",0,0,0,2,1,14,65,12,1683,99,51,M,2017
salvador___ba,"00:ate_0,50",7,30,8,126,56,1013,1262,96,277,15,2,M,2017
salvador___ba,"01:0,51_a_1,00",57,225,172,400,814,1326,9748,455,1012,73,19,M,2017
salvador___ba,"02:1,01_a_1,50",448,3167,2569,6148,9109,9250,92808,2668,5163,99,26,M,2017
salvador___ba,"03:1,51_a_2,00",100,1833,2055,3688,5439,4491,50814,1919,4695,122,22,M,2017
salvador___ba,"04:2,01_a_3,00",63,1273,981,2238,3814,2805,36141,2190,7562,292,52,M,2017
salvador___ba,"05:3,01_a_4,00",116,445,289,695,1387,913,14803,2091,6763,232,80,M,2017
salvador___ba,"06:4,01_a_5,00",5,141,93,286,401,580,14988,3904,7226,194,55,M,2017
salvador___ba,"07:5,01_a_7,00",2,151,74,902,912,1610,16961,2248,9803,373,96,M,2017
salvador___ba,"08:7,01_a_10,00",0,40,33,64,137,178,4682,719,9425,399,144,M,2017
salvador___ba,"09:10,01_a_15,00",0,23,9,32,78,67,2184,324,9212,361,287,M,2017
salvador___ba,"10:15,01_a_20,00",0,1,2,11,32,15,790,106,4458,140,150,M,2017
salvador___ba,"11:mais_de_20,00",0,0,1,8,5,28,333,92,5881,229,185,M,2017
belo_horizonte___mg,"00:ate_0,50",4,46,37,285,138,3059,1054,85,336,10,2,M,2017
belo_horizonte___mg,"01:0,51_a_1,00",29,318,237,620,934,2979,6253,410,1072,53,20,M,2017
belo_horizonte___mg,"02:1,01_a_1,50",581,5496,4740,9947,17399,14687,78294,3876,4165,115,26,M,2017
belo_horizonte___mg,"03:1,51_a_2,00",420,4766,4419,8495,14492,8512,57624,4069,5522,137,26,M,2017
belo_horizonte___mg,"04:2,01_a_3,00",319,2594,3826,7182,11984,6739,62177,6752,13079,287,62,M,2017
belo_horizonte___mg,"05:3,01_a_4,00",41,643,1042,1641,3200,1799,22825,3412,13712,336,92,M,2017
belo_horizonte___mg,"06:4,01_a_5,00",7,209,269,559,1110,592,23158,8401,13496,419,88,M,2017
belo_horizonte___mg,"07:5,01_a_7,00",2,157,371,708,1166,406,24456,1911,18255,680,155,M,2017
belo_horizonte___mg,"08:7,01_a_10,00",2,77,2374,132,405,498,14163,790,18099,827,177,M,2017
belo_horizonte___mg,"09:10,01_a_15,00",0,47,576,88,246,165,6148,416,15058,1025,508,M,2017
belo_horizonte___mg,"10:15,01_a_20,00",0,13,98,7,37,34,1370,111,8077,451,158,M,2017
belo_horizonte___mg,"11:mais_de_20,00",0,3,21,13,35,27,536,90,11809,412,396,M,2017
vitoria___es,"00:ate_0,50",6,10,7,157,102,636,103,7,38,4,0,M,2017
vitoria___es,"01:0,51_a_1,00",13,31,16,116,296,298,576,61,210,15,2,M,2017
vitoria___es,"02:1,01_a_1,50",60,424,319,1095,2206,1941,10865,653,926,20,0,M,2017
vitoria___es,"03:1,51_a_2,00",36,392,340,868,1897,1131,8846,679,1401,18,4,M,2017
vitoria___es,"04:2,01_a_3,00",17,496,300,496,1349,860,11239,1062,4300,92,13,M,2017
vitoria___es,"05:3,01_a_4,00",2,57,68,144,331,223,6636,2043,4949,154,13,M,2017
vitoria___es,"06:4,01_a_5,00",0,33,55,63,147,100,3207,565,3303,121,9,M,2017
vitoria___es,"07:5,01_a_7,00",1,21,66,60,206,126,3810,478,5117,209,30,M,2017
vitoria___es,"08:7,01_a_10,00",1,9,101,20,87,84,1967,299,4423,238,39,M,2017
vitoria___es,"09:10,01_a_15,00",0,9,82,16,108,70,1020,162,4243,198,134,M,2017
vitoria___es,"10:15,01_a_20,00",0,2,13,2,17,21,300,35,2191,140,27,M,2017
vitoria___es,"11:mais_de_20,00",0,1,2,1,4,7,119,12,2440,206,41,M,2017
rio_de_janeiro___rj,"00:ate_0,50",3,43,28,71,184,210,1742,267,1916,22,14,M,2017
rio_de_janeiro___rj,"01:0,51_a_1,00",17,255,218,949,3011,4340,13740,1427,5084,136,31,M,2017
rio_de_janeiro___rj,"02:1,01_a_1,50",743,7564,9060,17640,48995,25972,143566,6738,10724,291,60,M,2017
rio_de_janeiro___rj,"03:1,51_a_2,00",776,7650,9376,18040,41829,19105,123845,7639,18041,298,84,M,2017
rio_de_janeiro___rj,"04:2,01_a_3,00",613,8218,11652,20381,38568,15950,125692,10213,29585,903,177,M,2017
rio_de_janeiro___rj,"05:3,01_a_4,00",190,4613,4674,6975,13115,4646,64398,6389,24771,880,194,M,2017
rio_de_janeiro___rj,"06:4,01_a_5,00",57,1265,1638,1810,4002,1467,33602,4774,17845,627,120,M,2017
rio_de_janeiro___rj,"07:5,01_a_7,00",28,622,1229,1563,5250,2083,45596,6758,32259,1313,303,M,2017
rio_de_janeiro___rj,"08:7,01_a_10,00",6,305,800,300,1214,1274,23780,4341,35405,1346,435,M,2017
rio_de_janeiro___rj,"09:10,01_a_15,00",2,77,163,116,402,260,9748,2190,35460,1639,790,M,2017
rio_de_janeiro___rj,"10:15,01_a_20,00",1,13,29,34,116,56,3471,563,19863,1097,538,M,2017
