capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Vitória - ES,"06:4,01_a_5,00",0,62,8,43,66,51,1.320,419,4.442,18,1,F,2008
Vitória - ES,"07:5,01_a_7,00",0,206,10,62,112,38,1.542,371,4.978,30,4,F,2008
Vitória - ES,"08:7,01_a_10,00",0,100,5,22,41,34,841,207,4.345,54,8,F,2008
Vitória - ES,"09:10,01_a_15,00",0,35,11,5,9,15,393,143,3.296,44,21,F,2008
Vitória - ES,"10:15,01_a_20,00",0,0,0,2,3,1,107,36,1.507,26,18,F,2008
Vitória - ES,"11:mais_de_20,00",0,0,0,1,2,0,100,26,1.609,10,37,F,2008
Rio de Janeiro - RJ,"00:ate_0,50",1,23,40,69,98,220,436,87,1.066,4,2,F,2008
Rio de Janeiro - RJ,"01:0,51_a_1,00",30,241,455,1.154,2.332,4.823,7.348,563,3.070,44,5,F,2008
Rio de Janeiro - RJ,"02:1,01_a_1,50",1.565,14.554,13.573,21.900,54.758,27.046,134.288,8.531,9.335,131,26,F,2008
Rio de Janeiro - RJ,"03:1,51_a_2,00",246,2.917,3.789,8.608,13.898,9.371,65.152,8.694,12.590,123,30,F,2008
Rio de Janeiro - RJ,"04:2,01_a_3,00",44,581,1.830,2.788,6.740,4.949,52.885,17.674,19.433,223,50,F,2008
Rio de Janeiro - RJ,"05:3,01_a_4,00",11,166,413,896,3.712,6.840,28.284,18.484,20.712,172,40,F,2008
Rio de Janeiro - RJ,"06:4,01_a_5,00",10,147,182,420,1.896,4.935,17.711,12.735,21.706,158,47,F,2008
Rio de Janeiro - RJ,"07:5,01_a_7,00",5,118,161,585,2.561,1.808,20.595,9.168,33.304,298,79,F,2008
Rio de Janeiro - RJ,"08:7,01_a_10,00",3,48,87,198,735,495,9.118,3.806,31.171,296,111,F,2008
Rio de Janeiro - RJ,"09:10,01_a_15,00",0,17,41,55,267,173,4.001,1.868,27.373,390,100,F,2008
Rio de Janeiro - RJ,"10:15,01_a_20,00",0,11,4,38,107,47,1.223,607,12.986,225,93,F,2008
Rio de Janeiro - RJ,"11:mais_de_20,00",0,6,18,30,85,84,1.043,1.169,17.099,294,146,F,2008
São Paulo - SP,"00:ate_0,50",4,30,56,283,1.472,367,1.855,761,3.570,3,0,F,2008
São Paulo - SP,"01:0,51_a_1,00",129,799,1.708,4.509,10.924,11.055,32.116,3.867,13.334,40,31,F,2008
São Paulo - SP,"02:1,01_a_1,50",1.043,7.558,15.183,26.720,43.736,27.382,161.357,11.159,19.664,139,50,F,2008
São Paulo - SP,"03:1,51_a_2,00",676,5.040,14.307,25.393,58.694,37.567,248.165,21.298,29.667,227,56,F,2008
São Paulo - SP,"04:2,01_a_3,00",311,2.917,8.139,16.502,31.912,18.343,169.614,31.601,62.425,341,110,F,2008
São Paulo - SP,"05:3,01_a_4,00",37,739,2.818,2.675,9.372,5.859,74.747,20.431,87.901,312,91,F,2008
São Paulo - SP,"06:4,01_a_5,00",16,216,893,1.049,4.048,3.001,43.779,13.213,88.819,278,78,F,2008
São Paulo - SP,"07:5,01_a_7,00",9,184,458,897,3.786,3.201,42.088,14.076,114.124,521,229,F,2008
São Paulo - SP,"08:7,01_a_10,00",2,75,139,279,1.264,989,27.405,8.058,82.239,753,409,F,2008
São Paulo - SP,"09:10,01_a_15,00",0,31,53,87,338,364,13.387,4.089,60.540,925,410,F,2008
São Paulo - SP,"10:15,01_a_20,00",1,15,20,27,98,96,3.753,1.258,26.857,561,840,F,2008
São Paulo - SP,"11:mais_de_20,00",0,16,20,26,104,95,2.931,1.113,32.531,828,1.236,F,2008
Curitiba - PR,"00:ate_0,50",4,31,71,114,366,104,351,24,181,4,0,F,2008
Curitiba - PR,"01:0,51_a_1,00",28,248,657,1.112,2.227,2.202,3.439,256,818,16,4,F,2008
Curitiba - PR,"02:1,01_a_1,50",295,1.937,4.240,7.988,19.067,12.306,49.769,2.307,2.524,28,8,F,2008
Curitiba - PR,"03:1,51_a_2,00",88,757,1.923,3.423,6.406,4.637,32.176,2.791,6.456,42,4,F,2008
Curitiba - PR,"04:2,01_a_3,00",39,380,707,1.041,2.999,2.233,29.128,4.830,22.697,132,23,F,2008
Curitiba - PR,"05:3,01_a_4,00",13,599,664,514,1.311,663,10.895,2.250,23.230,97,20,F,2008
Curitiba - PR,"06:4,01_a_5,00",6,107,149,211,539,371,5.832,1.226,16.745,83,7,F,2008
Curitiba - PR,"07:5,01_a_7,00",2,114,188,201,451,301,5.574,1.402,17.507,198,41,F,2008
Curitiba - PR,"08:7,01_a_10,00",0,27,50,85,199,163,2.131,746,13.988,197,28,F,2008
Curitiba - PR,"09:10,01_a_15,00",1,8,7,13,64,34,813,311,7.295,169,43,F,2008
Curitiba - PR,"10:15,01_a_20,00",0,1,1,6,11,9,257,110,3.874,96,31,F,2008
Curitiba - PR,"11:mais_de_20,00",0,1,2,1,4,3,137,41,4.214,79,71,F,2008
Florianópolis - SC,"00:ate_0,50",2,3,7,84,104,190,58,13,78,0,0,F,2008
Florianópolis - SC,"01:0,51_a_1,00",19,71,141,391,668,440,1.021,138,728,1,1,F,2008
Florianópolis - SC,"02:1,01_a_1,50",68,301,642,1.961,3.219,1.731,8.125,900,1.948,8,0,F,2008
Florianópolis - SC,"03:1,51_a_2,00",22,119,298,790,2.152,1.584,12.255,1.422,3.181,6,2,F,2008
Florianópolis - SC,"04:2,01_a_3,00",19,65,180,527,1.008,954,7.187,1.510,7.167,14,0,F,2008
Florianópolis - SC,"05:3,01_a_4,00",4,24,78,120,228,139,2.195,672,7.950,8,0,F,2008
Florianópolis - SC,"06:4,01_a_5,00",5,26,41,62,107,56,1.300,447,8.484,14,6,F,2008
Florianópolis - SC,"07:5,01_a_7,00",1,17,16,70,125,37,1.198,341,13.395,32,6,F,2008
Florianópolis - SC,"08:7,01_a_10,00",0,13,4,23,78,25,1.026,212,6.331,52,6,F,2008
Florianópolis - SC,"09:10,01_a_15,00",0,2,12,10,24,25,536,97,3.673,49,4,F,2008
Florianópolis - SC,"10:15,01_a_20,00",0,1,7,4,16,8,133,40,1.931,13,1,F,2008
Florianópolis - SC,"11:mais_de_20,00",0,0,4,3,5,4,173,26,2.013,24,1,F,2008
Porto Alegre - RS,"00:ate_0,50",13,42,51,201,381,277,245,23,68,0,0,F,2008
Porto Alegre - RS,"01:0,51_a_1,00",73,304,375,1.191,2.194,2.306,3.407,386,560,6,0,F,2008
Porto Alegre - RS,"02:1,01_a_1,50",130,1.198,1.749,5.111,12.138,7.544,34.057,2.912,4.022,20,7,F,2008
Porto Alegre - RS,"03:1,51_a_2,00",52,422,1.182,3.419,6.532,3.683,27.302,4.097,12.897,24,3,F,2008
Porto Alegre - RS,"04:2,01_a_3,00",46,263,1.261,3.082,4.249,2.363,26.161,7.653,27.161,42,12,F,2008
Porto Alegre - RS,"05:3,01_a_4,00",11,114,324,675,1.173,809,11.005,4.149,12.844,51,6,F,2008
Porto Alegre - RS,"06:4,01_a_5,00",3,55,69,225,481,447,5.918,2.346,7.310,73,10,F,2008
Porto Alegre - RS,"07:5,01_a_7,00",4,57,71,226,628,458,6.229,2.723,11.340,102,17,F,2008
Porto Alegre - RS,"08:7,01_a_10,00",0,19,36,63,315,271,3.828,2.058,11.253,175,41,F,2008
Porto Alegre - RS,"09:10,01_a_15,00",0,8,19,18,109,122,1.736,1.218,9.308,182,72,F,2008
Porto Alegre - RS,"10:15,01_a_20,00",0,1,1,4,28,27,472,370,5.311,119,60,F,2008
Porto Alegre - RS,"11:mais_de_20,00",0,2,1,5,16,22,289,203,6.780,62,206,F,2008
Campo Grande - MS,"00:ate_0,50",0,3,5,12,36,35,88,19,122,0,0,F,2008
Campo Grande - MS,"01:0,51_a_1,00",12,56,118,356,482,689,887,84,446,10,2,F,2008
Campo Grande - MS,"02:1,01_a_1,50",51,948,1.180,3.037,5.077,3.770,15.820,1.292,1.808,17,3,F,2008
Campo Grande - MS,"03:1,51_a_2,00",6,445,499,691,1.766,910,8.072,992,1.917,15,0,F,2008
Campo Grande - MS,"04:2,01_a_3,00",2,84,147,230,696,470,5.936,1.174,6.230,33,1,F,2008
Campo Grande - MS,"05:3,01_a_4,00",0,18,39,59,241,163,2.243,688,5.426,47,7,F,2008
Campo Grande - MS,"06:4,01_a_5,00",0,3,11,38,141,98,1.243,413,4.451,52,5,F,2008
Campo Grande - MS,"07:5,01_a_7,00",0,1,10,37,132,69,1.257,315,4.918,80,7,F,2008
Campo Grande - MS,"08:7,01_a_10,00",0,2,2,15,64,32,753,156,4.179,103,11,F,2008
Campo Grande - MS,"09:10,01_a_15,00",0,0,1,2,11,18,291,73,2.042,144,24,F,2008
Campo Grande - MS,"10:15,01_a_20,00",0,0,0,1,2,2,61,15,925,47,64,F,2008
Campo Grande - MS,"11:mais_de_20,00",0,0,1,0,2,1,33,14,1.194,31,19,F,2008
Cuiabá - MT,"00:ate_0,50",0,4,7,15,13,94,45,6,24,0,0,F,2008
Cuiabá - MT,"01:0,51_a_1,00",5,25,55,161,215,665,809,50,143,0,1,F,2008
Cuiabá - MT,"02:1,01_a_1,50",66,362,899,2.513,3.471,3.233,14.518,973,811,9,0,F,2008
Cuiabá - MT,"03:1,51_a_2,00",4,61,243,523,905,754,6.392,812,1.224,15,2,F,2008
Cuiabá - MT,"04:2,01_a_3,00",5,18,350,176,1.107,484,5.749,1.019,2.264,17,4,F,2008
Cuiabá - MT,"05:3,01_a_4,00",0,1,531,27,315,278,3.193,633,3.734,19,0,F,2008
Cuiabá - MT,"06:4,01_a_5,00",0,5,42,25,79,166,2.037,280,3.972,34,1,F,2008
Cuiabá - MT,"07:5,01_a_7,00",0,12,34,35,117,295,2.070,316,5.121,63,8,F,2008
Cuiabá - MT,"08:7,01_a_10,00",0,4,23,18,56,300,750,137,3.020,32,3,F,2008
Cuiabá - MT,"09:10,01_a_15,00",0,2,4,3,8,117,272,80,2.197,45,4,F,2008
Cuiabá - MT,"10:15,01_a_20,00",0,0,1,1,2,51,100,38,922,21,5,F,2008
Cuiabá - MT,"11:mais_de_20,00",0,0,0,1,10,76,135,53,903,12,5,F,2008
Goiânia - GO,"00:ate_0,50",0,37,131,1.259,53,1.303,76,25,173,0,0,F,2008
Goiânia - GO,"01:0,51_a_1,00",29,325,728,2.444,1.461,3.177,3.606,328,788,6,2,F,2008
Goiânia - GO,"02:1,01_a_1,50",249,1.828,5.232,5.471,11.085,11.521,34.681,3.208,3.681,18,7,F,2008
Goiânia - GO,"03:1,51_a_2,00",20,707,2.184,1.894,2.746,4.425,13.215,1.976,3.340,12,1,F,2008
Goiânia - GO,"04:2,01_a_3,00",8,603,1.069,1.688,1.548,5.306,7.762,2.118,7.718,49,4,F,2008
Goiânia - GO,"05:3,01_a_4,00",0,203,195,969,408,3.418,2.730,1.450,9.617,40,5,F,2008
Goiânia - GO,"06:4,01_a_5,00",0,144,146,875,197,3.132,1.224,1.038,10.056,27,6,F,2008
Goiânia - GO,"07:5,01_a_7,00",1,252,328,1.118,246,2.319,1.634,901,10.940,66,14,F,2008
Goiânia - GO,"08:7,01_a_10,00",0,230,193,262,104,596,863,359,5.422,84,11,F,2008
Goiânia - GO,"09:10,01_a_15,00",0,41,17,69,44,228,401,168,3.048,104,27,F,2008
Goiânia - GO,"10:15,01_a_20,00",0,12,16,22,10,46,96,58,1.133,82,38,F,2008
Goiânia - GO,"11:mais_de_20,00",0,47,6,41,1,59,60,74,1.563,20,34,F,2008
Brasília - DF,"00:ate_0,50",2,12,6,61,56,378,213,50,119,4,0,F,2008
Brasília - DF,"01:0,51_a_1,00",22,161,136,431,734,2.068,2.856,212,570,9,3,F,2008
Brasília - DF,"02:1,01_a_1,50",327,1.933,2.845,6.881,17.805,10.602,47.940,3.274,3.148,29,5,F,2008
Brasília - DF,"03:1,51_a_2,00",64,395,569,1.466,3.714,2.807,24.328,2.871,2.869,33,3,F,2008
Brasília - DF,"04:2,01_a_3,00",23,388,246,630,2.460,1.603,20.183,4.201,5.781,75,13,F,2008
Brasília - DF,"05:3,01_a_4,00",1,237,61,256,731,479,7.731,2.589,5.717,84,7,F,2008
Brasília - DF,"06:4,01_a_5,00",4,160,60,398,598,224,5.840,1.919,5.590,74,13,F,2008
Brasília - DF,"07:5,01_a_7,00",5,541,191,693,1.442,361,12.616,2.430,11.657,216,32,F,2008
Brasília - DF,"08:7,01_a_10,00",1,170,100,370,1.108,368,13.282,2.781,17.015,248,31,F,2008
Brasília - DF,"09:10,01_a_15,00",0,239,27,58,369,164,6.520,1.925,31.963,560,77,F,2008
Brasília - DF,"10:15,01_a_20,00",0,40,6,16,117,50,1.646,395,12.785,382,92,F,2008
Brasília - DF,"11:mais_de_20,00",0,263,13,63,242,73,2.101,336,22.420,543,220,F,2008
Porto Velho - RO,"00:ate_0,50",0,3,4,11,10,24,20,0,3,0,0,M,2008
Porto Velho - RO,"01:0,51_a_1,00",27,42,55,194,435,227,2.048,30,69,4,0,M,2008
Porto Velho - RO,"02:1,01_a_1,50",122,345,553,2.169,3.288,1.862,8.326,272,188,7,0,M,2008
Porto Velho - RO,"03:1,51_a_2,00",48,324,727,1.433,1.986,1.138,5.489,236,359,9,0,M,2008
Porto Velho - RO,"04:2,01_a_3,00",23,181,411,809,1.634,680,7.201,396,1.149,20,3,M,2008
Porto Velho - RO,"05:3,01_a_4,00",4,194,365,340,661,289,2.887,206,798,10,0,M,2008
Porto Velho - RO,"06:4,01_a_5,00",2,59,131,177,348,116,4.138,89,689,12,0,M,2008
Porto Velho - RO,"07:5,01_a_7,00",1,233,82,373,652,97,3.117,153,868,16,1,M,2008
Porto Velho - RO,"08:7,01_a_10,00",0,73,80,172,252,60,1.733,105,1.094,37,3,M,2008
Porto Velho - RO,"09:10,01_a_15,00",0,15,29,25,79,35,1.184,99,1.178,18,8,M,2008
Porto Velho - RO,"10:15,01_a_20,00",0,3,5,1,30,7,418,23,701,20,8,M,2008
Porto Velho - RO,"11:mais_de_20,00",0,2,0,5,35,4,772,18,1.171,11,9,M,2008
Rio Branco - AC,"00:ate_0,50",0,1,1,14,14,84,15,0,5,0,0,M,2008
Rio Branco - AC,"01:0,51_a_1,00",41,132,117,99,138,159,367,14,31,3,0,M,2008
Rio Branco - AC,"02:1,01_a_1,50",250,1.347,737,1.406,2.338,1.248,5.263,183,84,6,2,M,2008
Rio Branco - AC,"03:1,51_a_2,00",90,804,392,821,1.404,575,3.240,207,134,4,0,M,2008
Rio Branco - AC,"04:2,01_a_3,00",40,826,224,750,1.109,376,2.510,351,335,4,1,M,2008
Rio Branco - AC,"05:3,01_a_4,00",4,361,106,413,576,169,1.566,333,479,4,3,M,2008
Rio Branco - AC,"06:4,01_a_5,00",1,255,33,266,510,89,1.625,364,677,4,1,M,2008
Rio Branco - AC,"07:5,01_a_7,00",1,173,31,136,378,75,912,223,1.048,10,1,M,2008
Rio Branco - AC,"08:7,01_a_10,00",0,81,6,72,137,16,439,127,790,7,2,M,2008
Rio Branco - AC,"09:10,01_a_15,00",0,22,7,11,41,15,275,82,748,3,2,M,2008
Rio Branco - AC,"10:15,01_a_20,00",0,0,0,1,12,2,60,19,429,7,4,M,2008
Rio Branco - AC,"11:mais_de_20,00",0,2,0,1,21,4,131,21,786,5,14,M,2008
Manaus - AM,"00:ate_0,50",0,1,5,105,43,493,166,3,13,1,0,M,2008
Manaus - AM,"01:0,51_a_1,00",15,178,154,528,689,1.277,1.434,76,250,6,2,M,2008
Manaus - AM,"02:1,01_a_1,50",301,1.681,1.651,5.924,8.993,7.432,29.436,752,629,19,8,M,2008
Manaus - AM,"03:1,51_a_2,00",195,1.385,1.422,3.972,5.675,4.218,28.552,820,856,30,6,M,2008
Manaus - AM,"04:2,01_a_3,00",127,1.550,1.735,3.919,6.432,3.899,33.432,1.709,4.412,38,15,M,2008
Manaus - AM,"05:3,01_a_4,00",33,1.195,634,1.712,3.188,1.322,16.493,1.339,2.427,45,12,M,2008
Manaus - AM,"06:4,01_a_5,00",8,827,405,1.184,2.840,765,9.405,1.079,2.301,36,8,M,2008
Manaus - AM,"07:5,01_a_7,00",8,224,195,790,1.791,478,8.190,1.410,3.822,58,25,M,2008
Manaus - AM,"08:7,01_a_10,00",1,147,81,269,955,291,4.877,1.041,4.536,53,24,M,2008
Manaus - AM,"09:10,01_a_15,00",4,67,47,67,387,152,2.413,578,4.174,87,15,M,2008
Manaus - AM,"10:15,01_a_20,00",0,17,26,27,136,30,841,277,2.512,41,21,M,2008
Manaus - AM,"11:mais_de_20,00",2,25,21,23,93,40,604,229,4.176,74,30,M,2008
Boa Vista - RR,"00:ate_0,50",0,1,1,5,6,15,16,0,3,0,0,M,2008
Boa Vista - RR,"01:0,51_a_1,00",3,18,38,102,196,100,377,29,25,0,0,M,2008
Boa Vista - RR,"02:1,01_a_1,50",80,301,325,663,1.630,889,4.350,128,164,3,0,M,2008
Boa Vista - RR,"03:1,51_a_2,00",26,105,179,244,461,360,1.380,91,157,4,0,M,2008
Boa Vista - RR,"04:2,01_a_3,00",15,135,295,362,758,249,1.297,116,251,26,0,M,2008
Boa Vista - RR,"05:3,01_a_4,00",2,38,92,119,238,69,586,55,285,15,0,M,2008
Boa Vista - RR,"06:4,01_a_5,00",0,49,40,171,269,25,470,93,219,3,0,M,2008
Boa Vista - RR,"07:5,01_a_7,00",0,107,52,390,566,11,1.100,80,309,6,2,M,2008
Boa Vista - RR,"08:7,01_a_10,00",0,10,17,65,148,8,492,56,612,2,0,M,2008
Boa Vista - RR,"09:10,01_a_15,00",0,1,7,12,55,1,321,19,394,5,0,M,2008
Boa Vista - RR,"10:15,01_a_20,00",0,3,1,8,16,3,96,11,250,5,2,M,2008
Boa Vista - RR,"11:mais_de_20,00",0,2,2,20,16,0,142,10,370,6,11,M,2008
Belém - PA,"00:ate_0,50",2,4,291,104,71,377,143,28,91,0,0,M,2008
Belém - PA,"01:0,51_a_1,00",65,287,523,915,1.630,1.182,4.455,185,461,5,5,M,2008
Belém - PA,"02:1,01_a_1,50",426,2.237,2.066,7.804,13.807,7.560,26.371,975,946,37,24,M,2008
Belém - PA,"03:1,51_a_2,00",180,1.202,1.303,4.517,6.801,3.388,14.259,765,1.311,29,11,M,2008
Belém - PA,"04:2,01_a_3,00",134,589,803,2.681,6.335,2.874,16.210,1.071,3.328,77,3,M,2008
Belém - PA,"05:3,01_a_4,00",21,147,249,1.198,4.071,2.852,8.718,724,2.881,56,6,M,2008
Belém - PA,"06:4,01_a_5,00",4,93,94,482,1.569,694,3.973,515,3.675,66,4,M,2008
Belém - PA,"07:5,01_a_7,00",5,194,113,749,1.501,460,4.876,670,6.153,106,8,M,2008
Belém - PA,"08:7,01_a_10,00",2,71,46,245,772,341,2.636,483,4.683,97,13,M,2008
Belém - PA,"09:10,01_a_15,00",0,9,13,53,292,211,1.305,261,3.433,72,23,M,2008
Belém - PA,"10:15,01_a_20,00",0,2,3,5,53,26,487,111,2.238,52,21,M,2008
Belém - PA,"11:mais_de_20,00",0,0,2,7,30,10,476,98,3.213,48,54,M,2008
Macapá - AP,"00:ate_0,50",0,0,0,16,7,99,47,5,7,1,0,M,2008
Macapá - AP,"01:0,51_a_1,00",27,56,63,150,286,277,1.056,45,48,3,0,M,2008
Macapá - AP,"02:1,01_a_1,50",116,324,327,913,1.665,1.070,5.757,242,109,6,0,M,2008
Macapá - AP,"03:1,51_a_2,00",55,232,237,533,1.034,835,3.364,144,122,4,0,M,2008
Macapá - AP,"04:2,01_a_3,00",15,69,125,324,649,434,3.065,174,327,7,2,M,2008
Macapá - AP,"05:3,01_a_4,00",0,22,31,116,211,86,1.871,130,342,5,1,M,2008
Macapá - AP,"06:4,01_a_5,00",0,29,7,66,136,20,1.649,73,278,1,0,M,2008
Macapá - AP,"07:5,01_a_7,00",0,89,20,399,488,25,4.895,110,988,11,1,M,2008
Macapá - AP,"08:7,01_a_10,00",0,8,5,40,79,13,2.240,77,736,4,2,M,2008
Macapá - AP,"09:10,01_a_15,00",0,2,0,5,20,6,1.056,49,478,7,0,M,2008
Macapá - AP,"10:15,01_a_20,00",0,1,0,0,3,4,279,15,442,7,5,M,2008
Macapá - AP,"11:mais_de_20,00",0,0,0,5,33,2,550,12,533,7,7,M,2008
Palmas - TO,"00:ate_0,50",0,1,0,2,7,5,20,1,23,0,0,M,2008
Palmas - TO,"01:0,51_a_1,00",13,69,55,181,227,133,624,36,83,0,0,M,2008
Palmas - TO,"02:1,01_a_1,50",234,1.175,344,879,3.456,1.255,5.858,138,306,2,2,M,2008
Palmas - TO,"03:1,51_a_2,00",152,177,234,455,1.734,512,3.279,144,346,1,2,M,2008
Palmas - TO,"04:2,01_a_3,00",25,217,121,376,1.381,379,4.762,207,1.137,1,0,M,2008
Palmas - TO,"05:3,01_a_4,00",7,36,38,109,353,118,3.853,141,1.090,1,2,M,2008
Palmas - TO,"06:4,01_a_5,00",1,24,15,36,140,72,2.863,95,731,1,2,M,2008
Palmas - TO,"07:5,01_a_7,00",1,4,4,51,132,65,2.392,86,2.586,7,2,M,2008
Palmas - TO,"08:7,01_a_10,00",0,4,5,19,47,46,906,72,1.487,6,4,M,2008
Palmas - TO,"09:10,01_a_15,00",0,0,3,1,15,13,169,62,1.175,11,5,M,2008
Palmas - TO,"10:15,01_a_20,00",0,6,0,1,3,7,341,19,852,13,2,M,2008
Palmas - TO,"11:mais_de_20,00",0,0,1,2,4,1,54,20,808,10,1,M,2008
São Luiz - MA,"00:ate_0,50",19,142,31,6,11,19,54,8,60,0,0,M,2008
São Luiz - MA,"01:0,51_a_1,00",42,410,225,274,489,410,3.962,92,208,2,0,M,2008
São Luiz - MA,"02:1,01_a_1,50",332,2.219,2.230,3.408,7.127,3.758,35.294,741,899,132,1,M,2008
São Luiz - MA,"03:1,51_a_2,00",75,547,783,1.367,2.691,1.399,15.687,399,668,27,4,M,2008
São Luiz - MA,"04:2,01_a_3,00",18,726,1.177,919,2.569,1.456,14.375,596,1.345,120,3,M,2008
São Luiz - MA,"05:3,01_a_4,00",15,161,320,512,1.304,436,7.375,497,3.607,62,4,M,2008
São Luiz - MA,"06:4,01_a_5,00",5,275,561,293,722,352,6.181,518,2.453,110,6,M,2008
São Luiz - MA,"07:5,01_a_7,00",3,280,180,509,1.043,167,6.241,433,2.004,37,4,M,2008
São Luiz - MA,"08:7,01_a_10,00",0,22,55,102,205,64,2.766,285,2.107,48,12,M,2008
São Luiz - MA,"09:10,01_a_15,00",0,18,35,30,82,39,1.387,175,1.732,58,5,M,2008
São Luiz - MA,"10:15,01_a_20,00",0,5,18,4,31,20,597,97,1.318,33,8,M,2008
São Luiz - MA,"11:mais_de_20,00",0,1,13,3,19,11,489,78,1.955,20,12,M,2008
Terezina - PI,"00:ate_0,50",50,68,27,46,42,150,88,23,175,0,0,M,2008
Terezina - PI,"01:0,51_a_1,00",137,625,539,817,1.014,761,1.881,163,490,4,0,M,2008
Terezina - PI,"02:1,01_a_1,50",793,5.152,4.172,6.689,9.257,6.379,18.938,1.585,1.820,15,0,M,2008
Terezina - PI,"03:1,51_a_2,00",172,1.331,1.193,1.744,2.699,1.602,6.925,605,2.708,6,1,M,2008
Terezina - PI,"04:2,01_a_3,00",84,872,842,810,1.676,934,5.755,758,3.051,10,0,M,2008
Terezina - PI,"05:3,01_a_4,00",194,2.454,132,189,1.029,295,2.925,420,3.545,7,1,M,2008
Terezina - PI,"06:4,01_a_5,00",77,352,45,93,225,78,1.327,165,1.434,5,5,M,2008
Terezina - PI,"07:5,01_a_7,00",41,443,43,295,536,117,2.852,143,1.941,12,2,M,2008
Terezina - PI,"08:7,01_a_10,00",3,103,22,82,184,60,1.887,143,1.808,7,4,M,2008
Terezina - PI,"09:10,01_a_15,00",0,43,8,18,44,23,873,89,1.321,22,6,M,2008
Terezina - PI,"10:15,01_a_20,00",0,2,2,1,7,5,409,28,845,12,15,M,2008
Terezina - PI,"11:mais_de_20,00",0,2,1,0,2,2,481,33,1.219,19,19,M,2008
Fortaleza - CE,"00:ate_0,50",53,23,27,46,291,226,312,63,247,2,2,M,2008
Fortaleza - CE,"01:0,51_a_1,00",364,772,702,1.854,5.317,3.078,9.181,536,1.122,18,0,M,2008
Fortaleza - CE,"02:1,01_a_1,50",1.664,7.432,6.452,15.458,34.348,15.780,70.709,2.758,2.587,45,6,M,2008
Fortaleza - CE,"03:1,51_a_2,00",618,3.449,2.414,4.590,7.970,3.442,22.116,1.758,2.578,363,8,M,2008
Fortaleza - CE,"04:2,01_a_3,00",148,1.962,1.000,2.597,3.905,1.932,14.561,2.628,4.531,657,12,M,2008
Fortaleza - CE,"05:3,01_a_4,00",26,592,342,788,5.601,1.437,7.959,1.534,4.004,577,29,M,2008
Fortaleza - CE,"06:4,01_a_5,00",8,318,111,391,2.134,919,4.467,1.153,2.882,457,12,M,2008
Fortaleza - CE,"07:5,01_a_7,00",3,282,71,615,1.600,711,5.158,1.214,5.001,456,19,M,2008
Fortaleza - CE,"08:7,01_a_10,00",2,79,30,207,431,175,2.758,754,4.916,631,30,M,2008
Fortaleza - CE,"09:10,01_a_15,00",0,50,11,25,161,56,1.383,609,4.145,929,38,M,2008
Fortaleza - CE,"10:15,01_a_20,00",0,14,1,23,41,28,570,298,2.555,231,35,M,2008
Fortaleza - CE,"11:mais_de_20,00",1,24,9,10,47,139,551,698,3.958,404,82,M,2008
Natal - RN,"00:ate_0,50",1,2,8,23,32,139,152,18,95,3,0,M,2008
Natal - RN,"01:0,51_a_1,00",75,207,246,419,539,730,1.720,133,402,11,0,M,2008
Natal - RN,"02:1,01_a_1,50",725,4.000,4.394,8.096,8.814,7.362,27.698,856,1.221,11,3,M,2008
Natal - RN,"03:1,51_a_2,00",127,950,1.564,3.089,2.806,2.233,10.692,500,1.072,17,0,M,2008
Natal - RN,"04:2,01_a_3,00",65,540,1.385,1.835,1.984,1.397,8.042,706,3.927,25,5,M,2008
Natal - RN,"05:3,01_a_4,00",12,188,599,1.842,622,1.699,6.335,524,2.188,15,3,M,2008
Natal - RN,"06:4,01_a_5,00",3,77,268,1.261,327,240,2.393,290,1.708,22,3,M,2008
Natal - RN,"07:5,01_a_7,00",0,80,137,623,547,215,2.562,356,1.978,32,6,M,2008
Natal - RN,"08:7,01_a_10,00",0,51,56,172,390,141,1.346,268,2.086,30,10,M,2008
Natal - RN,"09:10,01_a_15,00",0,10,14,57,87,61,827,241,2.462,42,8,M,2008
Natal - RN,"10:15,01_a_20,00",0,1,4,5,28,11,232,69,1.519,7,20,M,2008
Natal - RN,"11:mais_de_20,00",0,1,3,3,7,3,282,78,2.575,11,5,M,2008
João Pessoa - PB,"00:ate_0,50",5,10,4,17,115,9,62,18,158,2,0,M,2008
João Pessoa - PB,"01:0,51_a_1,00",83,410,242,505,5.744,435,2.549,124,497,6,0,M,2008
João Pessoa - PB,"02:1,01_a_1,50",949,4.633,3.398,6.645,11.756,5.105,19.185,1.571,1.846,17,1,M,2008
João Pessoa - PB,"03:1,51_a_2,00",242,954,1.137,1.696,4.405,1.227,6.829,643,2.003,16,2,M,2008
João Pessoa - PB,"04:2,01_a_3,00",53,529,545,928,3.562,801,4.332,884,7.924,24,3,M,2008
João Pessoa - PB,"05:3,01_a_4,00",4,173,106,218,1.773,166,1.549,510,2.788,27,6,M,2008
João Pessoa - PB,"06:4,01_a_5,00",0,125,107,209,802,83,782,258,1.111,8,7,M,2008
João Pessoa - PB,"07:5,01_a_7,00",6,111,57,213,1.065,67,1.271,281,1.666,30,5,M,2008
João Pessoa - PB,"08:7,01_a_10,00",0,78,32,68,1.611,23,681,296,1.804,15,5,M,2008
