capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Porto Alegre - RS,"11:mais_de_20,00",0,4,16,101,194,129,1.239,908,12.092,71,34,M,2006
Campo Grande - MS,"00:ate_0,50",0,18,10,14,10,43,38,8,55,2,0,M,2006
Campo Grande - MS,"01:0,51_a_1,00",8,203,75,274,494,938,526,77,214,4,0,M,2006
Campo Grande - MS,"02:1,01_a_1,50",201,1.568,1.992,4.382,5.821,4.399,9.131,725,492,7,0,M,2006
Campo Grande - MS,"03:1,51_a_2,00",62,970,1.627,3.122,4.617,2.794,7.041,662,591,3,0,M,2006
Campo Grande - MS,"04:2,01_a_3,00",46,668,1.501,2.548,3.551,2.026,6.216,900,2.372,23,0,M,2006
Campo Grande - MS,"05:3,01_a_4,00",6,197,371,985,1.295,738,3.129,711,1.713,13,3,M,2006
Campo Grande - MS,"06:4,01_a_5,00",1,88,153,518,669,416,3.048,742,1.773,8,2,M,2006
Campo Grande - MS,"07:5,01_a_7,00",2,76,94,443,831,516,2.824,627,2.696,32,5,M,2006
Campo Grande - MS,"08:7,01_a_10,00",0,23,32,148,380,279,2.001,416,2.814,50,6,M,2006
Campo Grande - MS,"09:10,01_a_15,00",0,12,12,64,177,102,1.028,241,2.075,98,13,M,2006
Campo Grande - MS,"10:15,01_a_20,00",0,5,0,4,20,22,455,66,1.396,62,21,M,2006
Campo Grande - MS,"11:mais_de_20,00",0,8,7,11,62,15,208,115,2.790,35,61,M,2006
Cuiabá - MT,"00:ate_0,50",3,116,0,14,275,55,19,3,5,1,0,M,2006
Cuiabá - MT,"01:0,51_a_1,00",23,63,114,219,929,556,451,21,75,1,0,M,2006
Cuiabá - MT,"02:1,01_a_1,50",186,1.181,1.203,3.169,4.996,4.701,9.273,462,327,4,0,M,2006
Cuiabá - MT,"03:1,51_a_2,00",81,640,1.104,2.085,3.749,2.565,6.284,405,343,7,1,M,2006
Cuiabá - MT,"04:2,01_a_3,00",54,500,789,1.481,3.171,2.944,5.443,835,1.122,14,1,M,2006
Cuiabá - MT,"05:3,01_a_4,00",12,253,225,600,2.514,1.363,2.424,480,1.131,18,3,M,2006
Cuiabá - MT,"06:4,01_a_5,00",2,93,62,189,3.058,912,1.349,326,1.044,6,2,M,2006
Cuiabá - MT,"07:5,01_a_7,00",3,97,46,142,3.338,994,1.426,337,1.641,14,2,M,2006
Cuiabá - MT,"08:7,01_a_10,00",5,179,21,103,1.237,519,924,264,2.060,18,6,M,2006
Cuiabá - MT,"09:10,01_a_15,00",0,18,13,43,292,272,728,197,2.269,25,3,M,2006
Cuiabá - MT,"10:15,01_a_20,00",0,12,9,4,107,56,334,72,1.286,16,3,M,2006
Cuiabá - MT,"11:mais_de_20,00",3,4,5,5,453,138,151,63,1.484,17,11,M,2006
Goiânia - GO,"00:ate_0,50",1,34,50,551,48,1.009,37,19,76,3,1,M,2006
Goiânia - GO,"01:0,51_a_1,00",56,370,558,1.646,1.566,2.554,2.954,289,407,3,0,M,2006
Goiânia - GO,"02:1,01_a_1,50",450,3.087,5.343,8.137,13.430,13.078,19.168,1.586,1.201,9,4,M,2006
Goiânia - GO,"03:1,51_a_2,00",233,2.722,4.431,5.380,8.022,6.993,12.917,1.248,1.187,10,5,M,2006
Goiânia - GO,"04:2,01_a_3,00",105,2.121,3.666,4.464,6.396,5.966,11.273,1.699,2.257,31,5,M,2006
Goiânia - GO,"05:3,01_a_4,00",23,1.090,1.261,2.224,2.381,2.786,5.207,1.265,2.550,21,3,M,2006
Goiânia - GO,"06:4,01_a_5,00",6,1.052,3.158,2.602,1.669,2.182,3.426,739,2.401,27,2,M,2006
Goiânia - GO,"07:5,01_a_7,00",5,1.231,2.790,2.803,1.511,3.370,3.237,984,4.023,47,6,M,2006
Goiânia - GO,"08:7,01_a_10,00",1,317,340,554,529,1.197,2.129,697,4.297,41,10,M,2006
Goiânia - GO,"09:10,01_a_15,00",0,123,90,180,189,475,1.238,499,3.362,83,23,M,2006
Goiânia - GO,"10:15,01_a_20,00",0,26,18,98,77,181,663,239,2.078,91,29,M,2006
Goiânia - GO,"11:mais_de_20,00",1,80,19,47,37,209,340,249,3.691,65,75,M,2006
Brasília - DF,"00:ate_0,50",0,10,12,46,102,104,219,25,143,3,0,M,2006
Brasília - DF,"01:0,51_a_1,00",47,217,241,1.219,4.466,1.615,2.032,146,605,9,2,M,2006
Brasília - DF,"02:1,01_a_1,50",936,5.230,6.403,13.751,25.038,14.506,35.673,1.372,1.459,27,10,M,2006
Brasília - DF,"03:1,51_a_2,00",545,3.598,4.259,8.057,15.353,7.484,23.068,1.596,1.453,58,11,M,2006
Brasília - DF,"04:2,01_a_3,00",272,2.549,3.287,6.360,43.227,5.593,23.489,2.868,3.403,85,17,M,2006
Brasília - DF,"05:3,01_a_4,00",79,1.068,1.738,3.388,7.180,2.653,26.315,2.157,3.622,81,5,M,2006
Brasília - DF,"06:4,01_a_5,00",16,630,528,1.752,3.735,1.003,19.518,1.815,3.791,80,11,M,2006
Brasília - DF,"07:5,01_a_7,00",15,853,553,2.063,6.765,910,36.341,2.349,6.473,173,24,M,2006
Brasília - DF,"08:7,01_a_10,00",11,1.536,856,2.172,7.306,1.067,31.088,2.638,12.305,193,49,M,2006
Brasília - DF,"09:10,01_a_15,00",3,595,386,1.110,2.886,629,11.773,2.274,26.123,299,65,M,2006
Brasília - DF,"10:15,01_a_20,00",0,149,74,214,535,194,3.618,856,16.340,189,101,M,2006
Brasília - DF,"11:mais_de_20,00",0,594,121,239,733,213,5.258,932,38.228,909,388,M,2006
Porto Velho - RO,"00:ate_0,50",0,2,8,58,13,172,92,13,39,0,1,F,2016
Porto Velho - RO,"01:0,51_a_1,00",1,18,25,68,124,274,1.074,69,237,1,0,F,2016
Porto Velho - RO,"02:1,01_a_1,50",42,189,208,662,1.337,1.639,18.331,651,1.008,10,7,F,2016
Porto Velho - RO,"03:1,51_a_2,00",27,93,72,270,505,493,9.225,446,1.630,10,1,F,2016
Porto Velho - RO,"04:2,01_a_3,00",0,169,93,116,325,188,6.930,451,6.173,19,4,F,2016
Porto Velho - RO,"05:3,01_a_4,00",0,19,26,47,229,46,6.013,171,3.897,26,10,F,2016
Porto Velho - RO,"06:4,01_a_5,00",0,6,12,28,60,27,1.578,96,1.753,22,3,F,2016
Porto Velho - RO,"07:5,01_a_7,00",0,39,3,60,185,16,1.360,80,2.065,43,4,F,2016
Porto Velho - RO,"08:7,01_a_10,00",0,3,0,7,20,9,412,38,1.633,86,15,F,2016
Porto Velho - RO,"09:10,01_a_15,00",0,1,1,4,21,4,295,16,1.432,125,32,F,2016
Porto Velho - RO,"10:15,01_a_20,00",0,0,0,0,0,2,99,3,507,10,7,F,2016
Porto Velho - RO,"11:mais_de_20,00",0,0,0,0,0,1,33,2,468,10,7,F,2016
Rio Branco - AC,"00:ate_0,50",0,1,0,19,10,149,65,8,7,0,0,F,2016
Rio Branco - AC,"01:0,51_a_1,00",5,21,14,23,55,176,1.020,170,110,4,1,F,2016
Rio Branco - AC,"02:1,01_a_1,50",31,405,313,478,1.071,570,10.139,749,982,7,0,F,2016
Rio Branco - AC,"03:1,51_a_2,00",0,183,63,377,484,147,3.347,339,917,4,2,F,2016
Rio Branco - AC,"04:2,01_a_3,00",0,118,17,248,277,97,3.052,391,4.951,30,2,F,2016
Rio Branco - AC,"05:3,01_a_4,00",0,30,3,43,100,40,1.191,159,3.578,33,3,F,2016
Rio Branco - AC,"06:4,01_a_5,00",0,6,0,5,37,11,391,50,2.426,51,1,F,2016
Rio Branco - AC,"07:5,01_a_7,00",0,3,0,4,33,12,310,55,2.867,63,6,F,2016
Rio Branco - AC,"08:7,01_a_10,00",0,2,0,1,30,8,89,15,1.259,76,5,F,2016
Rio Branco - AC,"09:10,01_a_15,00",0,0,0,1,11,1,113,11,883,33,17,F,2016
Rio Branco - AC,"10:15,01_a_20,00",0,0,0,0,0,0,17,1,316,10,4,F,2016
Rio Branco - AC,"11:mais_de_20,00",0,1,0,0,0,0,27,1,284,16,10,F,2016
Manaus - AM,"00:ate_0,50",1,9,2,109,73,1.212,411,52,51,2,0,F,2016
Manaus - AM,"01:0,51_a_1,00",9,70,91,337,569,1.161,3.577,256,523,32,10,F,2016
Manaus - AM,"02:1,01_a_1,50",81,689,685,3.244,6.649,4.813,53.928,2.689,3.451,81,32,F,2016
Manaus - AM,"03:1,51_a_2,00",8,790,624,831,1.835,1.158,23.615,1.775,6.778,63,33,F,2016
Manaus - AM,"04:2,01_a_3,00",1,290,111,463,846,489,17.231,1.978,14.117,152,33,F,2016
Manaus - AM,"05:3,01_a_4,00",2,119,17,50,167,151,4.570,822,9.766,105,28,F,2016
Manaus - AM,"06:4,01_a_5,00",0,87,10,21,55,42,2.655,496,6.017,90,27,F,2016
Manaus - AM,"07:5,01_a_7,00",0,52,6,11,81,45,2.517,453,7.567,124,19,F,2016
Manaus - AM,"08:7,01_a_10,00",0,23,1,4,23,17,849,247,6.219,164,30,F,2016
Manaus - AM,"09:10,01_a_15,00",1,14,2,4,22,16,596,101,3.098,114,59,F,2016
Manaus - AM,"10:15,01_a_20,00",0,3,0,2,3,5,165,37,1.246,38,18,F,2016
Manaus - AM,"11:mais_de_20,00",0,2,0,3,1,1,56,9,1.196,40,32,F,2016
Boa Vista - RR,"00:ate_0,50",0,0,1,12,10,125,43,6,21,2,0,F,2016
Boa Vista - RR,"01:0,51_a_1,00",2,11,16,25,181,177,977,96,206,5,0,F,2016
Boa Vista - RR,"02:1,01_a_1,50",31,88,222,193,1.937,499,9.622,485,1.514,10,0,F,2016
Boa Vista - RR,"03:1,51_a_2,00",2,11,20,15,294,65,2.157,214,994,8,0,F,2016
Boa Vista - RR,"04:2,01_a_3,00",4,8,45,9,68,42,2.779,221,3.460,33,1,F,2016
Boa Vista - RR,"05:3,01_a_4,00",0,42,8,170,113,22,941,131,2.262,30,1,F,2016
Boa Vista - RR,"06:4,01_a_5,00",0,8,9,25,66,9,425,64,2.186,21,1,F,2016
Boa Vista - RR,"07:5,01_a_7,00",0,37,3,202,336,6,1.473,53,3.048,27,2,F,2016
Boa Vista - RR,"08:7,01_a_10,00",0,0,2,0,5,2,251,31,1.411,33,7,F,2016
Boa Vista - RR,"09:10,01_a_15,00",0,0,1,1,9,1,61,9,824,48,21,F,2016
Boa Vista - RR,"10:15,01_a_20,00",0,0,1,0,1,1,22,4,291,22,2,F,2016
Boa Vista - RR,"11:mais_de_20,00",0,0,0,0,0,0,6,3,253,22,11,F,2016
Belém - PA,"00:ate_0,50",2,27,25,218,211,726,474,37,163,7,3,F,2016
Belém - PA,"01:0,51_a_1,00",9,93,50,327,1.362,684,3.289,235,705,40,8,F,2016
Belém - PA,"02:1,01_a_1,50",83,471,496,2.858,6.975,3.736,40.830,1.891,3.732,60,18,F,2016
Belém - PA,"03:1,51_a_2,00",8,49,97,794,1.155,931,15.039,962,3.043,66,19,F,2016
Belém - PA,"04:2,01_a_3,00",0,22,34,265,755,373,10.839,986,5.928,320,32,F,2016
Belém - PA,"05:3,01_a_4,00",1,6,8,115,354,245,4.157,413,8.576,150,22,F,2016
Belém - PA,"06:4,01_a_5,00",0,1,1,46,150,182,2.633,325,8.095,294,11,F,2016
Belém - PA,"07:5,01_a_7,00",0,6,1,17,101,57,2.447,323,12.953,443,47,F,2016
Belém - PA,"08:7,01_a_10,00",0,1,0,11,14,21,1.022,298,9.834,736,37,F,2016
Belém - PA,"09:10,01_a_15,00",0,0,0,13,24,2,389,107,5.339,163,200,F,2016
Belém - PA,"10:15,01_a_20,00",0,0,0,4,7,2,73,14,1.923,50,35,F,2016
Belém - PA,"11:mais_de_20,00",0,0,0,1,0,0,56,12,2.204,57,56,F,2016
Macapá - AP,"00:ate_0,50",0,3,0,21,6,171,79,20,74,1,0,F,2016
Macapá - AP,"01:0,51_a_1,00",5,37,25,62,281,202,1.644,75,574,6,4,F,2016
Macapá - AP,"02:1,01_a_1,50",17,117,144,480,1.418,696,8.483,540,2.084,7,2,F,2016
Macapá - AP,"03:1,51_a_2,00",2,7,11,22,104,83,3.395,256,3.115,6,1,F,2016
Macapá - AP,"04:2,01_a_3,00",10,2,8,13,65,32,2.278,172,7.362,18,3,F,2016
Macapá - AP,"05:3,01_a_4,00",0,14,0,60,253,5,668,52,5.498,22,1,F,2016
Macapá - AP,"06:4,01_a_5,00",0,2,0,7,48,2,426,36,2.275,30,2,F,2016
Macapá - AP,"07:5,01_a_7,00",0,19,1,75,280,6,2.022,45,1.937,38,3,F,2016
Macapá - AP,"08:7,01_a_10,00",0,1,0,1,5,5,388,40,1.335,151,10,F,2016
Macapá - AP,"09:10,01_a_15,00",0,0,0,3,9,1,173,14,712,30,68,F,2016
Macapá - AP,"10:15,01_a_20,00",0,0,0,1,7,0,90,12,267,3,10,F,2016
Macapá - AP,"11:mais_de_20,00",0,0,0,0,0,2,39,5,371,6,12,F,2016
Palmas - TO,"00:ate_0,50",0,1,1,27,2,358,102,9,9,0,0,F,2016
Palmas - TO,"01:0,51_a_1,00",8,627,7,35,155,204,1.531,102,112,10,0,F,2016
Palmas - TO,"02:1,01_a_1,50",14,2.487,71,185,1.380,614,13.040,604,878,7,1,F,2016
Palmas - TO,"03:1,51_a_2,00",1,246,8,23,211,126,3.997,351,873,10,1,F,2016
Palmas - TO,"04:2,01_a_3,00",0,390,2,21,120,48,4.886,335,2.561,24,5,F,2016
Palmas - TO,"05:3,01_a_4,00",0,27,1,1,22,12,1.730,80,5.536,35,5,F,2016
Palmas - TO,"06:4,01_a_5,00",0,10,0,1,9,7,2.917,79,3.713,49,6,F,2016
Palmas - TO,"07:5,01_a_7,00",0,4,5,1,8,6,1.324,63,5.596,32,13,F,2016
Palmas - TO,"08:7,01_a_10,00",0,5,0,1,4,4,371,46,2.221,153,26,F,2016
Palmas - TO,"09:10,01_a_15,00",0,2,0,0,10,1,256,35,1.463,84,95,F,2016
Palmas - TO,"10:15,01_a_20,00",0,0,0,0,1,0,24,7,589,34,15,F,2016
Palmas - TO,"11:mais_de_20,00",0,0,0,3,0,1,73,4,605,5,14,F,2016
São Luiz - MA,"00:ate_0,50",2,0,0,25,18,49,253,13,86,1,0,F,2016
São Luiz - MA,"01:0,51_a_1,00",7,100,123,222,384,398,5.827,405,950,14,1,F,2016
São Luiz - MA,"02:1,01_a_1,50",45,227,375,955,2.276,1.583,43.700,1.926,5.083,31,4,F,2016
São Luiz - MA,"03:1,51_a_2,00",8,103,142,106,1.480,274,11.009,848,3.213,31,6,F,2016
São Luiz - MA,"04:2,01_a_3,00",0,158,190,26,1.449,1.678,7.263,973,6.851,60,6,F,2016
São Luiz - MA,"05:3,01_a_4,00",0,18,28,12,127,5.569,2.216,398,4.694,83,6,F,2016
São Luiz - MA,"06:4,01_a_5,00",1,11,26,5,40,6.789,1.162,314,4.244,110,10,F,2016
São Luiz - MA,"07:5,01_a_7,00",0,3,8,8,34,3.017,1.499,225,4.168,186,27,F,2016
São Luiz - MA,"08:7,01_a_10,00",0,1,8,0,11,1.675,499,99,3.214,167,27,F,2016
São Luiz - MA,"09:10,01_a_15,00",0,0,2,0,14,109,378,102,2.619,114,42,F,2016
São Luiz - MA,"10:15,01_a_20,00",0,0,4,0,0,5,148,21,851,55,33,F,2016
São Luiz - MA,"11:mais_de_20,00",0,0,0,0,1,3,12,3,954,14,11,F,2016
Terezina - PI,"00:ate_0,50",1,4,4,17,20,148,163,13,161,4,0,F,2016
Terezina - PI,"01:0,51_a_1,00",11,38,36,95,196,461,2.606,208,1.155,38,0,F,2016
Terezina - PI,"02:1,01_a_1,50",69,721,546,1.399,3.477,3.062,39.497,2.527,6.480,438,22,F,2016
Terezina - PI,"03:1,51_a_2,00",2,83,34,84,318,251,9.517,866,3.687,557,5,F,2016
Terezina - PI,"04:2,01_a_3,00",0,35,9,35,150,125,6.214,770,3.958,931,8,F,2016
Terezina - PI,"05:3,01_a_4,00",0,19,3,6,37,20,2.678,223,8.321,899,18,F,2016
Terezina - PI,"06:4,01_a_5,00",0,55,1,5,52,21,977,163,4.226,582,13,F,2016
Terezina - PI,"07:5,01_a_7,00",1,3,2,4,26,6,1.122,107,3.170,591,11,F,2016
Terezina - PI,"08:7,01_a_10,00",0,2,0,2,8,4,1.000,47,2.386,419,7,F,2016
Terezina - PI,"09:10,01_a_15,00",0,2,3,0,5,1,475,27,1.870,445,77,F,2016
Terezina - PI,"10:15,01_a_20,00",0,0,0,0,1,1,88,3,679,155,8,F,2016
Terezina - PI,"11:mais_de_20,00",0,0,0,0,1,0,92,1,500,134,19,F,2016
Fortaleza - CE,"00:ate_0,50",3,8,3,66,117,461,1.075,170,876,16,0,F,2016
Fortaleza - CE,"01:0,51_a_1,00",15,137,153,484,1.238,1.593,11.257,1.307,3.746,95,11,F,2016
Fortaleza - CE,"02:1,01_a_1,50",207,1.421,2.172,6.721,14.501,8.931,117.410,7.503,12.550,723,30,F,2016
Fortaleza - CE,"03:1,51_a_2,00",8,176,110,549,986,1.045,19.751,3.344,8.792,482,17,F,2016
Fortaleza - CE,"04:2,01_a_3,00",1,67,36,310,559,525,12.816,3.437,15.426,1.111,81,F,2016
Fortaleza - CE,"05:3,01_a_4,00",1,35,16,114,239,143,3.945,1.450,11.505,2.373,79,F,2016
Fortaleza - CE,"06:4,01_a_5,00",0,11,5,32,122,77,1.855,712,7.134,1.587,75,F,2016
Fortaleza - CE,"07:5,01_a_7,00",0,17,4,56,151,78,2.463,821,10.596,3.704,171,F,2016
Fortaleza - CE,"08:7,01_a_10,00",0,10,0,12,39,41,802,327,6.030,2.020,210,F,2016
Fortaleza - CE,"09:10,01_a_15,00",0,0,0,4,10,15,442,234,4.597,1.180,250,F,2016
Fortaleza - CE,"10:15,01_a_20,00",0,0,0,3,7,2,163,110,2.178,300,115,F,2016
Fortaleza - CE,"11:mais_de_20,00",0,0,0,1,2,3,75,43,2.371,199,87,F,2016
Natal - RN,"00:ate_0,50",0,11,23,52,67,457,688,35,163,7,1,F,2016
Natal - RN,"01:0,51_a_1,00",12,139,79,226,348,579,3.178,182,853,44,5,F,2016
Natal - RN,"02:1,01_a_1,50",84,1.229,1.217,2.945,3.264,3.849,38.727,2.235,3.999,33,11,F,2016
Natal - RN,"03:1,51_a_2,00",7,45,262,838,387,396,9.671,828,2.730,48,12,F,2016
Natal - RN,"04:2,01_a_3,00",2,26,154,1.086,135,201,7.192,917,8.899,82,20,F,2016
Natal - RN,"05:3,01_a_4,00",0,7,66,467,33,60,4.003,347,6.720,56,22,F,2016
Natal - RN,"06:4,01_a_5,00",0,4,15,92,29,22,1.911,117,4.495,65,13,F,2016
Natal - RN,"07:5,01_a_7,00",0,4,9,39,35,30,1.013,88,4.417,60,18,F,2016
Natal - RN,"08:7,01_a_10,00",0,0,3,8,7,6,345,56,3.062,75,16,F,2016
Natal - RN,"09:10,01_a_15,00",0,1,3,11,2,3,325,41,2.702,89,48,F,2016
Natal - RN,"10:15,01_a_20,00",0,0,1,2,0,4,104,26,1.313,21,25,F,2016
Natal - RN,"11:mais_de_20,00",0,0,1,0,0,0,13,3,938,14,20,F,2016
João Pessoa - PB,"00:ate_0,50",0,4,13,12,18,44,208,31,232,7,1,F,2016
João Pessoa - PB,"01:0,51_a_1,00",29,62,111,412,8.890,562,5.295,455,989,31,1,F,2016
João Pessoa - PB,"02:1,01_a_1,50",61,465,736,1.889,10.112,2.113,28.015,2.153,5.563,39,7,F,2016
João Pessoa - PB,"03:1,51_a_2,00",5,66,31,390,2.984,243,5.628,863,3.919,49,10,F,2016
João Pessoa - PB,"04:2,01_a_3,00",0,33,19,117,4.391,99,2.554,609,7.419,121,36,F,2016
João Pessoa - PB,"05:3,01_a_4,00",1,7,2,42,1.170,18,691,184,3.889,90,29,F,2016
João Pessoa - PB,"06:4,01_a_5,00",1,3,2,44,454,10,339,100,2.346,136,27,F,2016
João Pessoa - PB,"07:5,01_a_7,00",0,12,1,30,1.216,6,794,80,2.179,169,61,F,2016
João Pessoa - PB,"08:7,01_a_10,00",0,16,0,7,719,3,270,42,1.725,124,46,F,2016
João Pessoa - PB,"09:10,01_a_15,00",0,3,0,8,535,3,112,23,2.148,128,86,F,2016
João Pessoa - PB,"10:15,01_a_20,00",0,0,0,2,190,1,23,3,952,26,16,F,2016
João Pessoa - PB,"11:mais_de_20,00",0,0,0,0,223,0,3,3,611,13,8,F,2016
Recife - PE,"00:ate_0,50",0,22,19,72,57,631,1.698,103,371,20,6,F,2016
Recife - PE,"01:0,51_a_1,00",12,112,111,419,543,692,7.481,718,1.677,107,15,F,2016
Recife - PE,"02:1,01_a_1,50",126,1.654,1.450,3.502,5.619,5.658,83.623,5.083,13.958,161,33,F,2016
Recife - PE,"03:1,51_a_2,00",8,394,388,977,1.020,1.059,25.696,2.989,13.382,162,41,F,2016
Recife - PE,"04:2,01_a_3,00",2,202,185,277,353,428,12.119,2.393,18.935,473,84,F,2016
Recife - PE,"05:3,01_a_4,00",1,51,87,254,106,138,5.124,1.471,17.468,597,128,F,2016
Recife - PE,"06:4,01_a_5,00",1,17,18,98,64,67,1.885,652,10.109,462,95,F,2016
Recife - PE,"07:5,01_a_7,00",0,17,21,118,128,66,2.574,656,14.306,625,128,F,2016
Recife - PE,"08:7,01_a_10,00",0,4,1,12,38,25,817,338,10.397,520,185,F,2016
Recife - PE,"09:10,01_a_15,00",0,0,1,11,30,18,470,174,6.394,296,338,F,2016
Recife - PE,"10:15,01_a_20,00",0,0,1,0,0,1,65,29,2.611,110,72,F,2016
Recife - PE,"11:mais_de_20,00",0,0,2,1,2,0,15,17,2.556,94,57,F,2016
Maceió - AL,"00:ate_0,50",1,2,3,61,28,258,476,75,121,4,1,F,2016
Maceió - AL,"01:0,51_a_1,00",14,165,63,268,366,626,3.959,310,702,39,3,F,2016
Maceió - AL,"02:1,01_a_1,50",78,1.135,719,1.928,4.194,3.065,32.312,2.110,3.391,57,11,F,2016
Maceió - AL,"03:1,51_a_2,00",0,255,85,341,1.543,1.406,6.617,1.664,2.667,55,10,F,2016
Maceió - AL,"04:2,01_a_3,00",1,114,29,186,676,1.266,3.942,1.085,3.794,67,16,F,2016
Maceió - AL,"05:3,01_a_4,00",0,36,20,25,443,107,1.273,863,3.477,92,48,F,2016
Maceió - AL,"06:4,01_a_5,00",0,27,9,32,177,245,930,574,1.957,97,16,F,2016
Maceió - AL,"07:5,01_a_7,00",0,23,3,51,154,300,920,929,2.543,103,57,F,2016
Maceió - AL,"08:7,01_a_10,00",0,5,3,6,58,146,482,466,1.944,183,43,F,2016
Maceió - AL,"09:10,01_a_15,00",0,1,1,6,19,32,264,127,1.433,51,98,F,2016
Maceió - AL,"10:15,01_a_20,00",0,1,0,0,5,5,58,30,586,15,12,F,2016
Maceió - AL,"11:mais_de_20,00",0,0,0,0,0,0,11,45,580,23,14,F,2016
Aracaju - SE,"00:ate_0,50",1,13,7,91,62,421,346,74,174,8,9,F,2016
Aracaju - SE,"01:0,51_a_1,00",4,60,67,171,352,557,3.250,321,725,19,0,F,2016
Aracaju - SE,"02:1,01_a_1,50",36,384,475,1.309,2.256,2.305,27.834,2.589,3.364,31,14,F,2016
Aracaju - SE,"03:1,51_a_2,00",1,32,34,283,573,349,6.844,1.155,2.526,16,7,F,2016
Aracaju - SE,"04:2,01_a_3,00",0,11,9,129,545,201,4.511,1.014,3.970,61,8,F,2016
Aracaju - SE,"05:3,01_a_4,00",0,5,14,18,161,56,1.366,400,4.877,213,11,F,2016
Aracaju - SE,"06:4,01_a_5,00",1,4,8,13,43,19,612,259,5.197,302,16,F,2016
Aracaju - SE,"07:5,01_a_7,00",0,2,5,14,27,17,627,227,4.039,435,26,F,2016
Aracaju - SE,"08:7,01_a_10,00",0,1,0,3,9,10,357,82,1.998,247,24,F,2016
Aracaju - SE,"09:10,01_a_15,00",0,0,1,8,4,3,262,59,1.477,170,31,F,2016
Aracaju - SE,"10:15,01_a_20,00",0,0,0,2,1,0,26,8,583,76,20,F,2016
Aracaju - SE,"11:mais_de_20,00",0,0,0,0,0,0,14,2,754,49,21,F,2016
Salvador - BA,"00:ate_0,50",0,8,6,121,49,886,1.161,79,237,9,2,F,2016
Salvador - BA,"01:0,51_a_1,00",19,96,107,275,559,1.315,11.059,801,1.904,74,10,F,2016
Salvador - BA,"02:1,01_a_1,50",111,811,860,2.311,4.715,4.946,97.732,5.024,9.058,123,57,F,2016
Salvador - BA,"03:1,51_a_2,00",8,199,221,436,866,875,28.665,2.623,9.012,132,19,F,2016
Salvador - BA,"04:2,01_a_3,00",3,81,96,332,607,632,21.654,2.502,13.627,263,45,F,2016
Salvador - BA,"05:3,01_a_4,00",5,31,27,130,214,351,9.555,1.221,12.395,231,61,F,2016
Salvador - BA,"06:4,01_a_5,00",0,10,10,43,89,216,5.962,1.136,12.063,213,59,F,2016
Salvador - BA,"07:5,01_a_7,00",0,12,6,83,133,141,6.472,1.061,17.383,454,85,F,2016
Salvador - BA,"08:7,01_a_10,00",0,3,3,21,28,87,3.822,1.028,18.386,497,162,F,2016
Salvador - BA,"09:10,01_a_15,00",0,6,3,13,15,16,1.591,250,8.753,462,180,F,2016
Salvador - BA,"10:15,01_a_20,00",0,1,0,3,4,5,312,46,3.536,95,165,F,2016
Salvador - BA,"11:mais_de_20,00",0,0,0,4,1,7,192,36,3.828,97,68,F,2016
Belo Horizonte - MG,"00:ate_0,50",37,129,198,456,488,3.196,1.411,125,417,7,1,F,2016
Belo Horizonte - MG,"01:0,51_a_1,00",94,687,837,1.762,2.228,3.478,10.006,652,1.570,67,12,F,2016
Belo Horizonte - MG,"02:1,01_a_1,50",413,3.536,5.609,12.645,21.130,16.230,111.688,7.430,8.427,92,34,F,2016
Belo Horizonte - MG,"03:1,51_a_2,00",85,751,1.213,2.340,4.654,3.099,46.580,5.843,12.651,115,27,F,2016
Belo Horizonte - MG,"04:2,01_a_3,00",36,204,415,749,2.302,1.453,42.138,11.077,36.615,279,69,F,2016
Belo Horizonte - MG,"05:3,01_a_4,00",2,26,85,138,728,359,11.178,3.780,26.564,455,79,F,2016
Belo Horizonte - MG,"06:4,01_a_5,00",0,17,21,50,262,125,7.038,2.992,20.345,685,71,F,2016
Belo Horizonte - MG,"07:5,01_a_7,00",0,10,25,84,271,76,5.919,1.323,24.957,1.283,140,F,2016
Belo Horizonte - MG,"08:7,01_a_10,00",0,2,148,17,58,62,3.306,396,16.880,996,173,F,2016
Belo Horizonte - MG,"09:10,01_a_15,00",0,5,13,7,56,28,1.345,153,12.300,1.157,316,F,2016
Belo Horizonte - MG,"10:15,01_a_20,00",0,0,1,1,8,2,261,69,5.786,383,128,F,2016
Belo Horizonte - MG,"11:mais_de_20,00",0,0,1,2,13,0,139,38,7.064,247,205,F,2016
Vitória - ES,"00:ate_0,50",1,7,10,171,146,660,145,3,55,5,1,F,2016
Vitória - ES,"01:0,51_a_1,00",3,33,25,96,376,422,1.827,236,616,10,1,F,2016
Vitória - ES,"02:1,01_a_1,50",49,430,400,1.384,3.512,2.439,16.842,1.172,1.614,13,4,F,2016
Vitória - ES,"03:1,51_a_2,00",16,180,113,433,1.267,721,9.152,1.125,2.218,24,4,F,2016
Vitória - ES,"04:2,01_a_3,00",3,106,19,64,460,264,8.178,1.139,7.860,76,8,F,2016
Vitória - ES,"05:3,01_a_4,00",0,9,3,17,58,61,2.441,660,7.598,181,10,F,2016
Vitória - ES,"06:4,01_a_5,00",0,3,3,11,32,28,885,230,4.711,173,16,F,2016
Vitória - ES,"07:5,01_a_7,00",0,4,1,9,32,16,827,216,6.271,224,29,F,2016
