;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:0,51 a 1,00;395;702;689;1.890;5.322;2.964;7.348;469;934;8;2;20.723;36;228;256;812;2.514;2.231;7.689;614;1.412;10;1;15.803;431;930;945;2.702;7.836;5.195;15.037;1.083;2.346;18;3;36.526
;02:1,01 a 1,50;1.517;7.401;6.298;15.394;32.078;14.486;59.230;2.627;2.619;26;5;141.681;225;2.563;3.805;7.836;19.330;9.975;58.767;3.988;4.925;27;3;111.444;1.742;9.964;10.103;23.230;51.408;24.461;117.997;6.615;7.544;53;8;253.125
;03:1,51 a 2,00;717;3.837;2.611;4.397;8.326;3.638;20.350;1.581;2.534;23;7;48.021;12;209;251;1.201;1.949;1.715;14.017;2.180;4.899;21;1;26.455;729;4.046;2.862;5.598;10.275;5.353;34.367;3.761;7.433;44;8;74.476
;04:2,01 a 3,00;213;1.102;1.055;2.324;3.903;2.138;14.179;2.198;4.625;37;7;31.781;4;98;124;212;857;980;10.184;2.662;9.877;37;6;25.041;217;1.200;1.179;2.536;4.760;3.118;24.363;4.860;14.502;74;13;56.822
;05:3,01 a 4,00;49;395;386;771;6.204;1.708;8.457;1.428;4.246;40;8;23.692;0;57;32;47;379;325;4.798;1.571;8.588;34;5;15.836;49;452;418;818;6.583;2.033;13.255;2.999;12.834;74;13;39.528
;06:4,01 a 5,00;8;203;110;408;2.029;742;4.552;963;2.891;52;5;11.963;0;38;11;46;242;171;2.757;980;5.093;56;1;9.395;8;241;121;454;2.271;913;7.309;1.943;7.984;108;6;21.358
;07:5,01 a 7,00;7;184;82;308;1.397;646;4.378;1.100;5.059;75;7;13.243;1;82;11;77;441;183;4.008;1.260;9.029;67;7;15.166;8;266;93;385;1.838;829;8.386;2.360;14.088;142;14;28.409
;08:7,01 a 10,00;3;68;38;121;460;157;2.572;722;5.466;92;17;9.716;0;18;4;14;207;43;1.652;417;6.361;60;10;8.786;3;86;42;135;667;200;4.224;1.139;11.827;152;27;18.502
;09:10,01 a 15,00;2;43;10;18;166;62;1.326;640;4.331;83;10;6.691;0;8;0;1;147;17;462;275;3.540;58;8;4.516;2;51;10;19;313;79;1.788;915;7.871;141;18;11.207
;10:15,01 a 20,00;0;9;0;3;43;23;588;332;2.637;57;13;3.705;1;2;1;0;69;4;92;121;1.719;23;12;2.044;1;11;1;3;112;27;680;453;4.356;80;25;5.749
;11:Mais de 20,00;1;25;9;10;56;144;549;669;4.164;53;38;5.718;0;10;3;4;57;66;167;358;2.393;15;10;3.083;1;35;12;14;113;210;716;1.027;6.557;68;48;8.801
;{ñ class};130;174;151;266;387;152;583;50;171;5;1;2.070;8;44;52;118;181;82;395;66;167;6;1;1.120;138;218;203;384;568;234;978;116;338;11;2;3.190
240810:Natal - RN;Total;1.136;6.524;8.600;17.351;15.910;13.620;58.960;3.697;20.004;105;23;145.930;151;1.072;3.708;11.394;5.775;6.914;58.802;3.448;28.254;173;18;119.709;1.287;7.596;12.308;28.745;21.685;20.534;117.762;7.145;48.258;278;41;265.639
;00:Até 0,50;0;3;4;21;22;118;109;10;84;0;0;371;2;4;6;19;35;164;218;10;62;2;0;522;2;7;10;40;57;282;327;20;146;2;0;893
;01:0,51 a 1,00;57;335;289;455;595;726;1.903;172;368;4;0;4.904;34;107;120;388;538;841;3.494;202;501;13;0;6.238;91;442;409;843;1.133;1.567;5.397;374;869;17;0;11.142
;02:1,01 a 1,50;807;4.372;4.383;8.053;8.331;6.829;25.701;765;954;12;3;60.210;104;684;2.116;6.007;3.873;4.294;28.134;1.162;1.803;16;1;48.194;911;5.056;6.499;14.060;12.204;11.123;53.835;1.927;2.757;28;4;108.404
;03:1,51 a 2,00;166;874;1.309;2.865;2.671;2.151;9.542;445;1.043;14;1;21.081;8;173;819;2.250;841;1.146;7.991;587;1.913;10;1;15.739;174;1.047;2.128;5.115;3.512;3.297;17.533;1.032;2.956;24;2;36.820
;04:2,01 a 3,00;78;503;1.341;1.615;1.843;1.253;7.512;597;3.429;7;2;18.180;1;35;344;1.440;175;225;9.765;567;5.908;19;3;18.482;79;538;1.685;3.055;2.018;1.478;17.277;1.164;9.337;26;5;36.662
;05:3,01 a 4,00;6;132;758;2.688;773;1.846;6.607;494;2.248;5;2;15.559;0;15;141;613;50;82;4.650;294;4.834;15;1;10.695;6;147;899;3.301;823;1.928;11.257;788;7.082;20;3;26.254
;06:4,01 a 5,00;2;85;186;911;595;201;2.422;256;1.737;9;2;6.406;0;14;58;359;64;42;1.756;150;3.539;22;3;6.007;2;99;244;1.270;659;243;4.178;406;5.276;31;5;12.413
;07:5,01 a 7,00;4;95;169;434;382;217;2.117;313;1.854;13;1;5.599;0;14;44;196;100;33;1.355;160;3.079;24;3;5.008;4;109;213;630;482;250;3.472;473;4.933;37;4;10.607
;08:7,01 a 10,00;0;42;52;141;401;152;1.422;253;1.939;18;1;4.421;2;9;14;33;23;24;671;130;2.352;30;1;3.289;2;51;66;174;424;176;2.093;383;4.291;48;2;7.710
;09:10,01 a 15,00;0;17;18;54;100;53;781;229;2.406;5;1;3.664;0;2;5;5;6;5;279;121;2.229;11;1;2.664;0;19;23;59;106;58;1.060;350;4.635;16;2;6.328
;10:15,01 a 20,00;0;3;4;2;32;5;299;69;1.462;5;7;1.888;0;0;2;2;0;1;90;32;915;3;4;1.049;0;3;6;4;32;6;389;101;2.377;8;11;2.937
;11:Mais de 20,00;0;1;3;1;11;2;283;83;2.409;9;2;2.804;0;0;2;2;1;1;81;21;1.044;6;0;1.158;0;1;5;3;12;3;364;104;3.453;15;2;3.962
;{ñ class};16;62;84;111;154;67;262;11;71;4;1;843;0;15;37;80;69;56;318;12;75;2;0;664;16;77;121;191;223;123;580;23;146;6;1;1.507
250750:João Pessoa - PB;Total;1.413;7.622;5.666;10.603;30.279;7.617;32.652;4.575;22.562;148;34;123.171;395;1.125;1.227;3.617;31.028;2.904;25.819;6.147;24.896;209;26;97.393;1.808;8.747;6.893;14.220;61.307;10.521;58.471;10.722;47.458;357;60;220.564
;00:Até 0,50;5;10;2;18;24;16;40;20;153;1;0;289;6;5;3;11;18;11;43;15;132;3;0;247;11;15;5;29;42;27;83;35;285;4;0;536
;01:0,51 a 1,00;109;482;199;363;5.308;313;1.085;97;428;7;0;8.391;21;60;57;115;9.035;233;1.399;122;652;13;1;11.708;130;542;256;478;14.343;546;2.484;219;1.080;20;1;20.099
;02:1,01 a 1,50;919;4.655;3.182;6.414;10.678;4.740;16.259;1.510;2.086;14;1;50.458;204;715;846;2.502;8.615;2.157;15.930;2.672;3.727;10;0;37.378;1.123;5.370;4.028;8.916;19.293;6.897;32.189;4.182;5.813;24;1;87.836
;03:1,51 a 2,00;234;1.130;1.108;1.841;4.402;1.298;6.060;568;1.216;10;2;17.869;148;178;230;433;3.019;313;3.594;728;3.138;24;0;11.805;382;1.308;1.338;2.274;7.421;1.611;9.654;1.296;4.354;34;2;29.674
;04:2,01 a 3,00;118;675;779;1.006;3.826;792;3.910;860;7.321;18;4;19.309;11;86;49;225;4.678;114;2.005;1.544;7.124;28;2;15.866;129;761;828;1.231;8.504;906;5.915;2.404;14.445;46;6;35.175
;05:3,01 a 4,00;5;221;126;251;1.709;213;1.476;459;2.609;22;3;7.094;0;23;24;72;2.519;36;740;564;2.554;23;3;6.558;5;244;150;323;4.228;249;2.216;1.023;5.163;45;6;13.652
;06:4,01 a 5,00;0;125;109;335;1.009;81;1.161;254;1.229;9;6;4.318;0;11;8;99;714;14;532;180;1.474;19;4;3.055;0;136;117;434;1.723;95;1.693;434;2.703;28;10;7.373
;07:5,01 a 7,00;7;75;69;239;1.772;64;1.280;290;1.350;28;6;5.180;1;6;3;118;1.240;7;902;174;1.597;43;4;4.095;8;81;72;357;3.012;71;2.182;464;2.947;71;10;9.275
;08:7,01 a 10,00;0;152;30;62;655;33;700;294;1.809;18;7;3.760;0;21;0;18;577;5;398;75;1.831;22;2;2.949;0;173;30;80;1.232;38;1.098;369;3.640;40;9;6.709
;09:10,01 a 15,00;0;12;10;9;350;15;201;133;1.486;13;1;2.230;0;4;0;7;353;2;77;47;1.097;17;9;1.613;0;16;10;16;703;17;278;180;2.583;30;10;3.843
;10:15,01 a 20,00;0;1;3;6;316;0;175;39;1.193;3;1;1.737;0;0;0;2;140;0;29;12;661;1;1;846;0;1;3;8;456;0;204;51;1.854;4;2;2.583
;11:Mais de 20,00;0;1;4;0;162;8;181;33;1.596;2;3;1.990;0;0;0;2;85;0;84;2;747;1;0;921;0;1;4;2;247;8;265;35;2.343;3;3;2.911
;{ñ class};16;83;45;59;68;44;124;18;86;3;0;546;4;16;7;13;35;12;86;12;162;5;0;352;20;99;52;72;103;56;210;30;248;8;0;898
261160:Recife - PE;Total;2.549;14.446;17.346;26.458;57.968;24.142;114.800;12.737;39.087;1.033;217;310.783;264;1.530;2.487;5.233;56.671;8.724;89.151;12.200;50.409;990;180;227.839;2.813;15.976;19.833;31.691;114.639;32.866;203.951;24.937;89.496;2.023;397;538.622
;00:Até 0,50;2;80;15;49;66;67;206;22;189;4;0;700;6;28;17;42;51;75;362;44;282;7;0;914;8;108;32;91;117;142;568;66;471;11;0;1.614
;01:0,51 a 1,00;148;368;326;890;1.937;1.080;2.805;183;641;15;1;8.394;17;94;158;371;1.011;969;4.469;288;924;17;1;8.319;165;462;484;1.261;2.948;2.049;7.274;471;1.565;32;2;16.713
;02:1,01 a 1,50;1.173;6.538;7.346;13.302;21.637;11.268;45.373;2.192;1.758;58;5;110.650;150;1.036;1.567;3.660;17.085;5.465;48.003;3.502;3.990;64;5;84.527;1.323;7.574;8.913;16.962;38.722;16.733;93.376;5.694;5.748;122;10;195.177
;03:1,51 a 2,00;458;3.365;4.127;5.710;10.695;3.881;19.401;1.449;1.662;75;8;50.831;28;225;410;579;9.934;1.038;14.936;2.064;3.215;75;7;32.511;486;3.590;4.537;6.289;20.629;4.919;34.337;3.513;4.877;150;15;83.342
;04:2,01 a 3,00;432;1.323;2.580;3.360;9.075;3.239;19.517;2.349;3.322;90;16;45.303;51;70;209;213;11.654;601;10.640;2.493;7.416;79;17;33.443;483;1.393;2.789;3.573;20.729;3.840;30.157;4.842;10.738;169;33;78.746
;05:3,01 a 4,00;237;349;2.012;1.473;6.227;3.065;10.785;1.589;2.895;62;8;28.702;7;22;33;67;9.919;228;3.423;1.171;6.343;86;13;21.312;244;371;2.045;1.540;16.146;3.293;14.208;2.760;9.238;148;21;50.014
;06:4,01 a 5,00;33;123;327;531;4.158;457;4.838;1.119;3.315;73;14;14.988;0;4;9;37;4.492;91;1.875;737;5.287;76;10;12.618;33;127;336;568;8.650;548;6.713;1.856;8.602;149;24;27.606
;07:5,01 a 7,00;7;124;243;508;2.410;468;5.314;1.400;6.049;128;16;16.667;0;7;7;99;1.805;79;2.757;817;7.938;135;18;13.662;7;131;250;607;4.215;547;8.071;2.217;13.987;263;34;30.329
;08:7,01 a 10,00;0;52;100;196;732;286;3.325;1.018;6.026;169;27;11.931;0;11;7;31;349;54;1.368;532;6.631;179;17;9.179;0;63;107;227;1.081;340;4.693;1.550;12.657;348;44;21.110
;09:10,01 a 15,00;0;24;37;80;309;103;1.618;711;5.108;155;43;8.188;0;2;2;10;198;28;496;252;3.635;122;41;4.786;0;26;39;90;507;131;2.114;963;8.743;277;84;12.974
;10:15,01 a 20,00;0;2;9;28;110;38;647;317;3.014;88;23;4.276;0;0;7;3;26;10;107;127;1.984;74;24;2.362;0;2;16;31;136;48;754;444;4.998;162;47;6.638
;11:Mais de 20,00;0;5;3;17;100;11;446;354;4.923;108;54;6.021;0;0;3;0;15;3;107;113;2.604;65;26;2.936;0;5;6;17;115;14;553;467;7.527;173;80;8.957
;{ñ class};59;2.093;221;314;512;179;525;34;185;8;2;4.132;5;31;58;121;132;83;608;60;160;11;1;1.270;64;2.124;279;435;644;262;1.133;94;345;19;3;5.402
270430:Maceió - AL;Total;2.026;10.297;7.482;11.322;18.386;15.532;31.755;4.444;13.164;133;111;114.652;217;1.288;3.111;4.056;9.505;9.635;25.573;4.695;19.186;124;218;77.608;2.243;11.585;10.593;15.378;27.891;25.167;57.328;9.139;32.350;257;329;192.260
;00:Até 0,50;2;122;2;20;89;49;44;20;83;1;0;432;0;1;1;9;15;44;27;17;55;2;0;171;2;123;3;29;104;93;71;37;138;3;0;603
;01:0,51 a 1,00;168;724;189;404;751;532;1.020;78;251;5;1;4.123;30;75;102;255;662;412;1.360;132;299;2;1;3.330;198;799;291;659;1.413;944;2.380;210;550;7;2;7.453
;02:1,01 a 1,50;1.311;5.281;3.400;5.654;8.552;5.573;14.846;705;586;15;4;45.927;165;864;1.912;2.374;5.062;3.985;14.339;1.008;1.239;6;5;30.959;1.476;6.145;5.312;8.028;13.614;9.558;29.185;1.713;1.825;21;9;76.886
;03:1,51 a 2,00;365;2.043;1.615;1.851;2.877;1.816;5.762;469;492;9;4;17.303;11;127;489;496;784;821;4.465;615;977;11;7;8.803;376;2.170;2.104;2.347;3.661;2.637;10.227;1.084;1.469;20;11;26.106
;04:2,01 a 3,00;115;1.233;1.164;1.461;2.507;1.737;4.357;799;1.811;26;54;15.264;3;113;372;459;1.573;2.340;2.242;924;3.851;18;105;12.000;118;1.346;1.536;1.920;4.080;4.077;6.599;1.723;5.662;44;159;27.264
;05:3,01 a 4,00;10;336;636;921;1.641;2.572;1.666;590;1.172;13;9;9.566;0;45;169;227;436;860;987;532;2.038;17;36;5.347;10;381;805;1.148;2.077;3.432;2.653;1.122;3.210;30;45;14.913
;06:4,01 a 5,00;4;103;183;349;794;920;955;345;1.086;7;9;4.755;0;8;22;54;570;295;644;337;1.976;16;22;3.944;4;111;205;403;1.364;1.215;1.599;682;3.062;23;31;8.699
;07:5,01 a 7,00;0;81;151;360;622;1.642;1.174;572;1.856;16;11;6.485;0;19;18;85;265;726;601;662;4.149;16;18;6.559;0;100;169;445;887;2.368;1.775;1.234;6.005;32;29;13.044
;08:7,01 a 10,00;0;22;39;129;207;345;784;300;1.522;8;2;3.358;0;5;3;32;63;80;436;260;2.022;12;11;2.924;0;27;42;161;270;425;1.220;560;3.544;20;13;6.282
;09:10,01 a 15,00;0;7;11;38;80;160;521;326;1.676;16;7;2.842;0;1;0;11;19;24;131;144;1.396;13;11;1.750;0;8;11;49;99;184;652;470;3.072;29;18;4.592
;10:15,01 a 20,00;0;2;0;1;17;15;216;85;874;8;7;1.225;0;1;0;0;3;3;50;20;474;5;2;558;0;3;0;1;20;18;266;105;1.348;13;9;1.783
;11:Mais de 20,00;0;0;1;1;14;94;184;141;1.703;8;3;2.149;0;0;0;0;1;4;43;31;646;5;0;730;0;0;1;1;15;98;227;172;2.349;13;3;2.879
;{ñ class};51;343;91;133;235;77;226;14;52;1;0;1.223;8;29;23;54;52;41;248;13;64;1;0;533;59;372;114;187;287;118;474;27;116;2;0;1.756
280030:Aracaju - SE;Total;725;5.925;4.034;13.250;15.619;9.765;38.472;4.197;15.060;264;97;107.408;132;750;787;6.052;7.186;4.705;33.639;4.137;22.784;205;101;80.478;857;6.675;4.821;19.302;22.805;14.470;72.111;8.334;37.844;469;198;187.886
;00:Até 0,50;6;24;15;82;54;121;155;29;93;1;0;580;2;11;8;28;42;101;117;28;117;0;0;454;8;35;23;110;96;222;272;57;210;1;0;1.034
;01:0,51 a 1,00;155;1.025;585;1.628;1.342;853;2.354;141;444;5;5;8.537;20;143;120;645;987;740;3.000;245;717;2;7;6.626;175;1.168;705;2.273;2.329;1.593;5.354;386;1.161;7;12;15.163
;02:1,01 a 1,50;422;3.006;2.017;5.380;6.965;4.867;15.445;642;643;11;10;39.408;98;492;542;2.857;3.097;2.573;15.676;1.041;1.263;7;3;27.649;520;3.498;2.559;8.237;10.062;7.440;31.121;1.683;1.906;18;13;67.057
;03:1,51 a 2,00;86;1.180;767;2.505;2.611;1.417;5.319;314;529;5;1;14.734;7;48;44;1.123;1.138;467;4.216;443;1.068;10;2;8.566;93;1.228;811;3.628;3.749;1.884;9.535;757;1.597;15;3;23.300
;04:2,01 a 3,00;27;323;349;1.964;2.486;984;5.139;656;1.712;9;6;13.655;1;16;19;1.045;1.471;481;4.990;770;3.301;7;6;12.107;28;339;368;3.009;3.957;1.465;10.129;1.426;5.013;16;12;25.762
;05:3,01 a 4,00;9;76;110;852;1.032;868;3.773;1.001;2.247;21;5;9.994;1;14;24;196;227;161;1.902;643;3.704;14;11;6.897;10;90;134;1.048;1.259;1.029;5.675;1.644;5.951;35;16;16.891
;06:4,01 a 5,00;2;47;48;400;511;274;2.031;379;1.407;15;3;5.117;0;7;4;86;89;61;1.209;324;2.875;20;5;4.680;2;54;52;486;600;335;3.240;703;4.282;35;8;9.797
;07:5,01 a 7,00;5;51;45;204;280;164;1.689;389;1.914;42;2;4.785;0;7;2;34;58;49;1.197;318;4.062;26;6;5.759;5;58;47;238;338;213;2.886;707;5.976;68;8;10.544
;08:7,01 a 10,00;1;32;33;77;109;88;1.027;258;1.752;43;8;3.428;0;3;1;6;25;23;680;168;2.617;39;19;3.581;1;35;34;83;134;111;1.707;426;4.369;82;27;7.009
;09:10,01 a 15,00;0;17;10;17;44;49;641;208;1.411;71;10;2.478;0;0;3;0;7;6;331;79;1.523;62;17;2.028;0;17;13;17;51;55;972;287;2.934;133;27;4.506
;10:15,01 a 20,00;0;7;2;5;16;13;343;76;814;23;26;1.325;0;0;1;0;3;1;100;27;465;15;18;630;0;7;3;5;19;14;443;103;1.279;38;44;1.955
;11:Mais de 20,00;0;0;2;1;13;9;403;81;2.009;16;19;2.553;0;0;1;0;1;1;70;16;988;3;7;1.087;0;0;3;1;14;10;473;97;2.997;19;26;3.640
;{ñ class};12;137;51;135;156;58;153;23;85;2;2;814;3;9;18;32;41;41;151;35;84;0;0;414;15;146;69;167;197;99;304;58;169;2;2;1.228
292740:Salvador - BA;Total;1.647;14.262;14.982;29.104;39.295;34.534;178.704;14.372;50.756;1.072;279;379.007;287;2.204;3.157;9.125;14.016;14.781;165.831;17.232;80.874;1.335;238;309.080;1.934;16.466;18.139;38.229;53.311;49.315;344.535;31.604;131.630;2.407;517;688.087
;00:Até 0,50;12;17;52;215;94;441;313;22;129;1;1;1.297;0;8;10;98;55;393;319;26;194;3;0;1.106;12;25;62;313;149;834;632;48;323;4;1;2.403
;01:0,51 a 1,00;111;464;435;1.134;1.514;1.785;5.178;285;603;14;1;11.524;15;141;145;507;886;1.527;7.482;441;758;11;0;11.913;126;605;580;1.641;2.400;3.312;12.660;726;1.361;25;1;23.437
;02:1,01 a 1,50;904;5.851;6.153;11.864;17.296;13.532;60.565;1.850;1.341;31;5;119.392;234;1.151;1.808;5.804;8.392;7.522;66.246;3.458;2.614;22;7;97.258;1.138;7.002;7.961;17.668;25.688;21.054;126.811;5.308;3.955;53;12;216.650
;03:1,51 a 2,00;359;3.487;3.611;6.130;7.507;5.688;29.231;1.720;1.966;44;6;59.749;20;437;492;1.100;1.690;1.815;24.567;2.650;3.632;41;3;36.447;379;3.924;4.103;7.230;9.197;7.503;53.798;4.370;5.598;85;9;96.196
;04:2,01 a 3,00;171;2.599;2.735;4.400;5.521;4.201;26.657;2.818;5.322;98;12;54.534;3;219;407;841;1.590;1.743;25.592;3.830;10.693;142;11;45.071;174;2.818;3.142;5.241;7.111;5.944;52.249;6.648;16.015;240;23;99.605
;05:3,01 a 4,00;31;658;805;1.662;2.374;1.896;16.444;2.109;4.674;90;17;30.760;1;26;83;136;345;556;14.533;2.477;9.508;134;14;27.813;32;684;888;1.798;2.719;2.452;30.977;4.586;14.182;224;31;58.573
;06:4,01 a 5,00;5;461;326;1.858;1.795;4.723;19.532;2.170;5.382;74;15;36.341;0;30;29;141;275;227;11.211;1.783;10.262;105;18;24.081;5;491;355;1.999;2.070;4.950;30.743;3.953;15.644;179;33;60.422
;07:5,01 a 7,00;5;207;194;678;1.072;1.067;9.474;1.425;7.315;151;35;21.623;0;52;28;158;290;513;8.228;1.310;17.716;251;23;28.569;5;259;222;836;1.362;1.580;17.702;2.735;25.031;402;58;50.192
;08:7,01 a 10,00;2;68;87;215;726;365;4.675;854;7.310;205;40;14.547;0;35;25;71;95;105;3.409;581;11.694;273;44;16.332;2;103;112;286;821;470;8.084;1.435;19.004;478;84;30.879
;09:10,01 a 15,00;0;32;33;90;259;147;2.425;608;6.936;196;84;10.810;0;10;10;41;37;47;1.416;317;6.787;221;59;8.945;0;42;43;131;296;194;3.841;925;13.723;417;143;19.755
;10:15,01 a 20,00;0;11;6;10;61;29;1.144;216;4.015;63;30;5.585;0;6;1;7;8;16;401;92;2.961;71;37;3.600;0;17;7;17;69;45;1.545;308;6.976;134;67;9.185
;11:Mais de 20,00;0;11;10;22;90;24;1.124;189;5.447;87;29;7.033;0;1;2;4;20;15;394;51;3.467;41;19;4.014;0;12;12;26;110;39;1.518;240;8.914;128;48;11.047
;{ñ class};47;396;535;826;986;636;1.942;106;316;18;4;5.812;14;88;117;217;333;302;2.033;216;588;20;3;3.931;61;484;652;1.043;1.319;938;3.975;322;904;38;7;9.743
310620:Belo Horizonte - MG;Total;2.578;22.369;54.367;70.751;95.557;46.634;223.989;18.656;108.573;1.613;496;645.583;894;6.329;14.680;26.632;45.604;24.316;182.528;20.090;243.845;4.317;339;569.574;3.472;28.698;69.047;97.383;141.161;70.950;406.517;38.746;352.418;5.930;835;1.215.157
;00:Até 0,50;9;36;61;196;214;547;284;50;444;3;1;1.845;41;210;362;515;477;554;529;50;1.190;2;0;3.930;50;246;423;711;691;1.101;813;100;1.634;5;1;5.775
;01:0,51 a 1,00;116;709;1.221;3.017;2.238;3.057;3.505;275;2.024;10;2;16.174;132;823;1.784;3.050;3.065;2.760;7.202;471;5.746;12;4;25.049;248;1.532;3.005;6.067;5.303;5.817;10.707;746;7.770;22;6;41.223
;02:1,01 a 1,50;1.208;6.742;14.769;25.342;35.277;18.730;53.959;2.329;8.634;22;6;167.018;542;2.928;8.605;17.079;29.379;14.383;79.175;4.245;43.784;34;4;200.158;1.750;9.670;23.374;42.421;64.656;33.113;133.134;6.574;52.418;56;10;367.176
;03:1,51 a 2,00;592;4.919;11.792;17.530;23.673;9.393;36.090;2.199;8.188;35;8;114.419;66;703;1.598;2.804;5.555;2.968;35.971;3.795;25.895;34;6;79.395;658;5.622;13.390;20.334;29.228;12.361;72.061;5.994;34.083;69;14;193.814
;04:2,01 a 3,00;381;3.834;8.221;12.204;17.484;7.263;36.580;3.742;12.527;41;13;102.290;45;980;951;1.502;3.619;1.999;28.028;4.674;49.900;42;8;91.748;426;4.814;9.172;13.706;21.103;9.262;64.608;8.416;62.427;83;21;194.038
;05:3,01 a 4,00;88;1.223;3.929;5.731;6.587;2.623;33.196;2.649;9.942;74;17;66.059;3;183;145;332;1.210;653;11.607;2.443;33.240;224;12;50.052;91;1.406;4.074;6.063;7.797;3.276;44.803;5.092;43.182;298;29;116.111
;06:4,01 a 5,00;31;578;1.800;2.312;3.342;1.193;15.008;1.913;7.609;114;13;33.913;2;43;70;243;638;236;6.303;1.453;19.567;439;17;29.011;33;621;1.870;2.555;3.980;1.429;21.311;3.366;27.176;553;30;62.924
;07:5,01 a 7,00;10;2.637;8.656;1.501;2.782;1.933;21.840;2.085;11.007;258;33;52.742;0;24;336;136;399;258;5.920;1.356;23.691;1.245;16;33.381;10;2.661;8.992;1.637;3.181;2.191;27.760;3.441;34.698;1.503;49;86.123
;08:7,01 a 10,00;2;642;1.479;653;1.392;856;12.982;1.528;12.670;260;41;32.505;0;10;46;47;198;103;3.574;824;16.216;746;33;21.797;2;652;1.525;700;1.590;959;16.556;2.352;28.886;1.006;74;54.302
;09:10,01 a 15,00;2;38;357;144;523;330;6.769;1.099;13.003;334;46;22.645;0;3;7;7;54;32;1.859;451;11.093;993;41;14.540;2;41;364;151;577;362;8.628;1.550;24.096;1.327;87;37.185
;10:15,01 a 20,00;1;4;27;28;100;69;1.453;345;8.387;205;59;10.678;0;3;1;1;21;6;397;97;5.529;353;44;6.452;1;7;28;29;121;75;1.850;442;13.916;558;103;17.130
;11:Mais de 20,00;0;4;32;50;146;49;928;348;13.665;249;249;15.720;0;9;27;7;21;7;440;110;7.399;188;153;8.361;0;13;59;57;167;56;1.368;458;21.064;437;402;24.081
;{ñ class};138;1.003;2.023;2.043;1.799;591;1.395;94;473;8;8;9.575;63;410;748;909;968;357;1.523;121;595;5;1;5.700;201;1.413;2.771;2.952;2.767;948;2.918;215;1.068;13;9;15.275
320530:Vitória - ES;Total;633;8.767;4.792;8.684;15.520;8.478;39.774;4.868;23.431;180;38;115.165;168;2.762;3.203;4.152;8.301;5.568;40.452;6.183;33.078;202;30;104.099;801;11.529;7.995;12.836;23.821;14.046;80.226;11.051;56.509;382;68;219.264
;00:Até 0,50;12;26;19;101;233;306;46;18;80;1;0;842;3;15;15;52;187;269;40;15;84;0;0;680;15;41;34;153;420;575;86;33;164;1;0;1.522
;01:0,51 a 1,00;46;154;112;298;1.014;757;482;53;241;0;0;3.157;13;64;90;287;814;727;835;90;539;0;0;3.459;59;218;202;585;1.828;1.484;1.317;143;780;0;0;6.616
;02:1,01 a 1,50;274;1.068;1.250;3.579;5.624;3.274;8.959;523;514;5;0;25.070;92;927;1.088;2.989;5.178;2.799;15.909;1.259;1.245;5;0;31.491;366;1.995;2.338;6.568;10.802;6.073;24.868;1.782;1.759;10;0;56.561
;03:1,51 a 2,00;147;822;1.456;2.247;3.488;1.722;6.932;651;719;5;0;18.189;31;518;1.095;341;866;845;8.313;1.239;1.525;5;0;14.778;178;1.340;2.551;2.588;4.354;2.567;15.245;1.890;2.244;10;0;32.967
;04:2,01 a 3,00;75;753;914;1.320;2.031;1.092;7.710;1.186;1.553;18;2;16.654;18;523;760;175;508;608;8.674;1.781;4.190;18;1;17.256;93;1.276;1.674;1.495;2.539;1.700;16.384;2.967;5.743;36;3;33.910
;05:3,01 a 4,00;33;3.375;309;328;703;422;3.891;598;1.730;21;3;11.413;2;214;81;42;120;132;2.343;652;4.918;15;1;8.520;35;3.589;390;370;823;554;6.234;1.250;6.648;36;4;19.933
;06:4,01 a 5,00;3;296;94;197;434;222;3.132;441;1.402;10;4;6.235;0;103;11;55;96;39;1.314;348;3.559;15;2;5.542;3;399;105;252;530;261;4.446;789;4.961;25;6;11.777
;07:5,01 a 7,00;1;800;123;214;381;231;3.529;552;3.154;27;1;9.013;0;104;10;77;116;45;1.343;384;5.823;27;4;7.933;1;904;133;291;497;276;4.872;936;8.977;54;5;16.946
;08:7,01 a 10,00;3;1.023;135;125;305;174;2.518;389;3.809;34;7;8.522;0;199;3;18;37;33;862;191;4.527;24;4;5.898;3;1.222;138;143;342;207;3.380;580;8.336;58;11;14.420
;09:10,01 a 15,00;4;242;112;27;149;109;1.316;282;4.606;29;12;6.888;0;56;13;2;10;16;390;134;3.605;46;14;4.286;4;298;125;29;159;125;1.706;416;8.211;75;26;11.174
;10:15,01 a 20,00;1;40;65;8;78;39;524;79;2.413;12;1;3.260;0;1;0;2;4;1;113;37;1.480;28;3;1.669;1;41;65;10;82;40;637;116;3.893;40;4;4.929
;11:Mais de 20,00;0;18;39;6;53;41;471;76;3.142;15;8;3.869;0;0;0;1;2;1;101;28;1.486;17;1;1.637;0;18;39;7;55;42;572;104;4.628;32;9;5.506
