;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;03:1,51 a 2,00;425;3.598;3.816;8.442;17.629;7.942;28.407;1.954;1.721;47;12;73.993;70;422;704;1.520;4.065;2.932;23.680;2.740;2.553;31;7;38.724;495;4.020;4.520;9.962;21.694;10.874;52.087;4.694;4.274;78;19;112.717
;04:2,01 a 3,00;217;2.633;3.086;6.161;37.221;5.738;25.285;3.241;3.679;72;18;87.351;27;402;303;674;2.608;1.710;18.391;3.790;4.913;60;7;32.885;244;3.035;3.389;6.835;39.829;7.448;43.676;7.031;8.592;132;25;120.236
;05:3,01 a 4,00;63;935;1.471;2.834;5.975;2.605;31.203;2.543;3.549;87;11;51.276;4;207;69;234;783;536;7.501;2.459;5.145;73;9;17.020;67;1.142;1.540;3.068;6.758;3.141;38.704;5.002;8.694;160;20;68.296
;06:4,01 a 5,00;16;552;410;1.333;2.530;921;11.773;1.875;3.792;98;18;23.318;3;202;93;521;926;219;6.296;1.715;5.449;62;17;15.503;19;754;503;1.854;3.456;1.140;18.069;3.590;9.241;160;35;38.821
;07:5,01 a 7,00;14;1.181;478;2.212;4.104;874;35.915;2.458;7.590;163;25;55.014;6;535;317;1.054;2.265;530;13.129;2.386;10.748;160;15;31.145;20;1.716;795;3.266;6.369;1.404;49.044;4.844;18.338;323;40;86.159
;08:7,01 a 10,00;6;1.320;773;2.501;10.066;1.001;34.914;2.741;13.515;184;48;67.069;1;262;294;696;1.742;586;11.268;2.619;15.942;169;34;33.613;7;1.582;1.067;3.197;11.808;1.587;46.182;5.360;29.457;353;82;100.682
;09:10,01 a 15,00;3;654;379;1.017;2.877;609;10.866;2.346;30.141;316;63;49.271;0;234;76;121;769;225;6.899;3.672;29.006;389;48;41.439;3;888;455;1.138;3.646;834;17.765;6.018;59.147;705;111;90.710
;10:15,01 a 20,00;0;118;66;171;513;154;3.681;830;16.818;308;121;22.780;0;67;3;17;131;56;1.673;434;10.560;266;77;13.284;0;185;69;188;644;210;5.354;1.264;27.378;574;198;36.064
;11:Mais de 20,00;0;510;99;220;686;190;5.095;797;35.856;905;371;44.729;0;214;36;57;205;75;2.077;350;19.657;465;193;23.329;0;724;135;277;891;265;7.172;1.147;55.513;1.370;564;68.058
;{ñ class};69;413;502;817;1.040;507;1.027;128;705;57;22;5.287;16;95;165;254;467;237;944;136;630;32;8;2.984;85;508;667;1.071;1.507;744;1.971;264;1.335;89;30;8.271
{ñ class};Total;161.339;920.747;1.178.180;1.775.381;2.414.431;1.354.934;4.394.959;378.826;954.340;19.078;9.752;13.561.967;35.784;256.474;412.204;656.114;1.085.559;682.705;3.590.699;390.295;1.413.882;21.738;7.129;8.552.583;197.123;1.177.221;1.590.384;2.431.495;3.499.990;2.037.639;7.985.658;769.121;2.368.222;40.816;16.881;22.114.550
;00:Até 0,50;1.191;3.839;2.296;4.494;4.989;9.722;6.354;743;4.028;34;4;37.694;582;3.640;4.351;5.764;6.942;7.548;11.067;1.138;5.877;33;4;46.946;1.773;7.479;6.647;10.258;11.931;17.270;17.421;1.881;9.905;67;8;84.640
;01:0,51 a 1,00;24.844;89.117;65.860;84.072;98.191;87.890;149.663;9.187;21.121;458;65;630.468;6.803;39.833;45.603;64.416;96.821;75.243;247.938;17.647;41.868;521;55;636.748;31.647;128.950;111.463;148.488;195.012;163.133;397.601;26.834;62.989;979;120;1.267.216
;02:1,01 a 1,50;77.380;350.270;373.834;558.675;699.276;456.848;1.056.155;51.965;56.904;1.236;216;3.682.759;20.754;143.528;225.735;373.311;585.022;364.885;1.543.322;100.470;154.907;1.490;221;3.513.645;98.134;493.798;599.569;931.986;1.284.298;821.733;2.599.477;152.435;211.811;2.726;437;7.196.404
;03:1,51 a 2,00;31.376;202.314;270.445;419.455;566.314;312.060;908.974;49.662;60.140;1.038;212;2.821.990;4.628;40.011;77.659;127.446;224.429;135.371;810.265;76.036;167.479;1.355;151;1.664.830;36.004;242.325;348.104;546.901;790.743;447.431;1.719.239;125.698;227.619;2.393;363;4.486.820
;04:2,01 a 3,00;16.332;161.057;252.878;389.122;548.939;265.832;988.908;70.725;104.393;1.603;397;2.800.186;1.313;15.732;34.206;50.539;104.025;62.478;567.714;85.289;273.711;2.239;369;1.197.615;17.645;176.789;287.084;439.661;652.964;328.310;1.556.622;156.014;378.104;3.842;766;3.997.801
;05:3,01 a 4,00;2.967;49.531;97.099;148.203;215.458;97.911;469.173;48.300;96.357;1.458;315;1.226.772;173;3.043;6.651;9.582;25.559;15.359;191.866;42.944;212.864;2.258;332;510.631;3.140;52.574;103.750;157.785;241.017;113.270;661.039;91.244;309.221;3.716;647;1.737.403
;06:4,01 a 5,00;1.012;18.982;39.043;62.173;97.163;43.488;254.220;34.643;77.831;1.188;327;630.070;40;1.144;1.990;3.610;10.164;6.213;82.155;24.700;143.040;1.703;369;275.128;1.052;20.126;41.033;65.783;107.327;49.701;336.375;59.343;220.871;2.891;696;905.198
;07:5,01 a 7,00;658;11.901;26.954;43.155;77.662;35.897;250.929;41.914;122.237;2.189;585;614.081;24;799;1.394;2.463;6.987;4.566;65.213;21.800;171.375;2.810;534;277.965;682;12.700;28.348;45.618;84.649;40.463;316.142;63.714;293.612;4.999;1.119;892.046
;08:7,01 a 10,00;207;4.811;10.998;18.135;39.908;18.900;153.182;32.773;130.600;2.640;761;412.915;8;341;471;893;3.010;2.034;31.379;11.276;119.634;3.349;642;173.037;215;5.152;11.469;19.028;42.918;20.934;184.561;44.049;250.234;5.989;1.403;585.952
;09:10,01 a 15,00;71;1.729;3.966;6.184;15.689;8.087;78.631;21.957;118.533;3.169;1.513;259.529;3;105;134;226;759;592;10.436;4.933;70.025;3.579;1.178;91.970;74;1.834;4.100;6.410;16.448;8.679;89.067;26.890;188.558;6.748;2.691;351.499
;10:15,01 a 20,00;11;411;730;1.125;3.521;1.927;23.465;8.173;68.536;1.763;1.857;111.519;0;20;26;44;137;99;2.212;1.263;27.247;1.415;1.528;33.991;11;431;756;1.169;3.658;2.026;25.677;9.436;95.783;3.178;3.385;145.510
;11:Mais de 20,00;14;274;593;566;1.705;975;20.478;6.680;86.710;2.034;3.437;123.466;3;14;48;46;99;74;1.346;627;17.121;780;1.709;21.867;17;288;641;612;1.804;1.049;21.824;7.307;103.831;2.814;5.146;145.333
;{ñ class};5.276;26.511;33.484;40.022;45.616;15.397;34.827;2.104;6.950;268;63;210.518;1.453;8.264;13.936;17.774;21.605;8.243;25.786;2.172;8.734;206;37;108.210;6.729;34.775;47.420;57.796;67.221;23.640;60.613;4.276;15.684;474;100;318.728
Total;Total;200.587;1.240.095;1.632.186;2.536.695;3.851.702;2.093.210;7.553.098;761.616;2.319.181;38.678;19.391;22.246.439;47.281;351.223;570.039;955.607;1.775.288;1.089.665;6.298.532;818.062;3.398.707;42.669;13.918;15.360.991;247.868;1.591.318;2.202.225;3.492.302;5.626.990;3.182.875;13.851.630;1.579.678;5.717.888;81.347;33.309;37.607.430
;00:Até 0,50;1.396;4.909;3.101;8.332;8.811;15.882;11.229;1.886;9.511;70;7;65.134;691;4.189;5.246;9.970;13.726;13.566;19.072;2.651;14.002;69;4;83.186;2.087;9.098;8.347;18.302;22.537;29.448;30.301;4.537;23.513;139;11;148.320
;01:0,51 a 1,00;26.887;98.337;75.231;109.159;137.891;128.670;215.031;15.551;40.080;657;96;847.590;7.553;44.275;53.026;81.728;141.480;112.550;357.137;28.024;79.781;701;99;906.354;34.440;142.612;128.257;190.887;279.371;241.220;572.168;43.575;119.861;1.358;195;1.753.944
;02:1,01 a 1,50;93.060;440.872;491.116;780.914;1.077.950;682.622;1.775.804;89.525;102.968;1.927;349;5.537.107;26.822;185.524;300.174;519.006;876.562;530.463;2.444.323;163.970;272.703;2.352;318;5.322.217;119.882;626.396;791.290;1.299.920;1.954.512;1.213.085;4.220.127;253.495;375.671;4.279;667;10.859.324
;03:1,51 a 2,00;40.496;271.057;374.809;591.993;870.526;463.878;1.488.837;89.120;111.142;1.699;369;4.303.926;7.365;55.216;114.247;190.689;358.105;214.842;1.371.025;137.203;295.377;2.220;258;2.746.547;47.861;326.273;489.056;782.682;1.228.631;678.720;2.859.862;226.323;406.519;3.919;627;7.050.473
;04:2,01 a 3,00;23.181;229.552;357.851;551.345;868.399;394.697;1.601.271;138.037;217.147;2.870;754;4.385.104;2.076;32.180;55.249;88.244;198.260;114.041;1.044.429;178.555;544.541;3.618;772;2.261.965;25.257;261.732;413.100;639.589;1.066.659;508.738;2.645.700;316.592;761.688;6.488;1.526;6.647.069
;05:3,01 a 4,00;5.414;81.260;142.237;216.805;353.911;161.324;833.196;102.317;205.926;2.548;638;2.105.576;325;7.601;13.222;18.575;66.481;39.985;404.636;104.943;466.258;3.662;658;1.126.346;5.739;88.861;155.459;235.380;420.392;201.309;1.237.832;207.260;672.184;6.210;1.296;3.231.922
;06:4,01 a 5,00;1.810;31.520;58.209;97.771;175.344;85.809;483.024;76.790;182.437;2.358;652;1.195.724;124;3.211;3.815;9.418;35.051;23.027;218.297;70.204;369.787;3.271;637;736.842;1.934;34.731;62.024;107.189;210.395;108.836;701.321;146.994;552.224;5.629;1.289;1.932.566
;07:5,01 a 7,00;1.183;26.202;53.420;76.691;159.723;75.135;505.550;89.026;293.867;4.076;1.054;1.285.927;174;3.849;3.585;8.569;29.262;17.863;201.920;61.970;492.772;6.023;913;826.900;1.357;30.051;57.005;85.260;188.985;92.998;707.470;150.996;786.639;10.099;1.967;2.112.827
;08:7,01 a 10,00;426;12.554;19.349;32.558;83.984;37.947;322.339;69.694;312.311;5.155;1.594;897.911;26;2.106;1.370;3.133;13.613;6.817;113.905;34.928;354.389;6.534;1.276;538.097;452;14.660;20.719;35.691;97.597;44.764;436.244;104.622;666.700;11.689;2.870;1.436.008
;09:10,01 a 15,00;156;4.363;6.986;10.983;31.289;16.221;158.274;47.968;315.234;6.456;2.632;600.562;4;932;455;781;5.094;2.329;49.394;19.896;252.527;7.493;2.062;340.967;160;5.295;7.441;11.764;36.383;18.550;207.668;67.864;567.761;13.949;4.694;941.529
;10:15,01 a 20,00;25;939;1.332;2.149;8.723;4.151;52.190;18.233;194.822;4.060;3.579;290.203;2;489;96;187;2.209;532;13.013;5.126;109.444;3.512;2.835;137.445;27;1.428;1.428;2.336;10.932;4.683;65.203;23.359;304.266;7.572;6.414;427.648
;11:Mais de 20,00;22;1.182;1.115;1.579;7.290;3.276;47.909;18.739;317.357;6.237;7.505;412.211;3;495;188;244;2.500;580;11.010;4.691;126.067;2.803;4.002;152.583;25;1.677;1.303;1.823;9.790;3.856;58.919;23.430;443.424;9.040;11.507;564.794
;{ñ class};6.531;37.348;47.430;56.416;67.861;23.598;58.444;4.730;16.379;565;162;319.464;2.116;11.156;19.366;25.063;32.945;13.070;50.371;5.901;21.059;411;84;181.542;8.647;48.504;66.796;81.479;100.806;36.668;108.815;10.631;37.438;976;246;501.006

Seleções vigentes
Variável;Critério;Valor
Ano;igual a;2007
Vínculo Ativo 31/12;igual a;Sim
