;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;11:Mais de 20,00;0;1;2;1;4;7;119;12;2.440;206;41;2.833;0;0;0;0;1;0;8;3;978;100;19;1.109;0;1;2;1;5;7;127;15;3.418;306;60;3.942
;{ñ class};24;112;99;209;406;91;433;11;60;1;3;1.449;3;30;41;122;249;63;341;24;92;3;1;969;27;142;140;331;655;154;774;35;152;4;4;2.418
330455:Rio de Janeiro - RJ;Total;2.558;32.103;41.194;71.225;163.082;77.555;602.048;52.604;262.935;11.394;3.875;1.320.573;1.268;10.114;11.262;26.742;65.687;40.915;427.787;50.026;332.209;14.736;3.373;984.119;3.826;42.217;52.456;97.967;228.769;118.470;1.029.835;102.630;595.144;26.130;7.248;2.304.692
;00:Até 0,50;3;43;28;71;184;210;1.742;267;1.916;22;14;4.500;2;25;24;47;133;202;1.033;206;1.897;16;11;3.596;5;68;52;118;317;412;2.775;473;3.813;38;25;8.096
;01:0,51 a 1,00;17;255;218;949;3.011;4.340;13.740;1.427;5.084;136;31;29.208;15;129;188;877;1.286;5.042;17.325;1.867;5.560;146;34;32.469;32;384;406;1.826;4.297;9.382;31.065;3.294;10.644;282;65;61.677
;02:1,01 a 1,50;743;7.564;9.060;17.640;48.995;25.972;143.566;6.738;10.724;291;60;271.353;377;6.990;6.771;15.222;39.670;22.505;177.033;10.601;21.919;287;59;301.434;1.120;14.554;15.831;32.862;88.665;48.477;320.599;17.339;32.643;578;119;572.787
;03:1,51 a 2,00;776;7.650;9.376;18.040;41.829;19.105;123.845;7.639;18.041;298;84;246.683;801;1.830;2.337;5.785;13.593;8.079;99.152;9.840;31.373;344;53;173.187;1.577;9.480;11.713;23.825;55.422;27.184;222.997;17.479;49.414;642;137;419.870
;04:2,01 a 3,00;613;8.218;11.652;20.381;38.568;15.950;125.692;10.213;29.585;903;177;261.952;32;343;823;2.736;5.009;2.998;64.296;11.679;49.120;1.735;134;138.905;645;8.561;12.475;23.117;43.577;18.948;189.988;21.892;78.705;2.638;311;400.857
;05:3,01 a 4,00;190;4.613;4.674;6.975;13.115;4.646;64.398;6.389;24.771;880;194;130.845;3;269;171;424;1.426;607;20.700;5.575;45.684;2.059;187;77.105;193;4.882;4.845;7.399;14.541;5.253;85.098;11.964;70.455;2.939;381;207.950
;06:4,01 a 5,00;57;1.265;1.638;1.810;4.002;1.467;33.602;4.774;17.845;627;120;67.207;1;63;61;100;596;212;13.298;3.110;30.330;1.308;131;49.210;58;1.328;1.699;1.910;4.598;1.679;46.900;7.884;48.175;1.935;251;116.417
;07:5,01 a 7,00;28;622;1.229;1.563;5.250;2.083;45.596;6.758;32.259;1.313;303;97.004;0;52;63;189;1.256;202;17.136;3.440;46.758;2.817;339;72.252;28;674;1.292;1.752;6.506;2.285;62.732;10.198;79.017;4.130;642;169.256
;08:7,01 a 10,00;6;305;800;300;1.214;1.274;23.780;4.341;35.405;1.346;435;69.206;0;21;50;48;242;90;7.153;1.859;39.553;2.156;464;51.636;6;326;850;348;1.456;1.364;30.933;6.200;74.958;3.502;899;120.842
;09:10,01 a 15,00;2;77;163;116;402;260;9.748;2.190;35.460;1.639;790;50.847;0;7;25;22;115;48;2.856;767;30.569;1.683;813;36.905;2;84;188;138;517;308;12.604;2.957;66.029;3.322;1.603;87.752
;10:15,01 a 20,00;1;13;29;34;116;56;3.471;563;19.863;1.097;538;25.781;0;4;7;4;30;12;643;186;13.187;889;467;15.429;1;17;36;38;146;68;4.114;749;33.050;1.986;1.005;41.210
;11:Mais de 20,00;0;17;16;44;115;76;2.195;605;29.660;2.685;1.087;36.500;0;2;11;14;30;20;468;190;13.841;1.150;648;16.374;0;19;27;58;145;96;2.663;795;43.501;3.835;1.735;52.874
;{ñ class};122;1.461;2.311;3.302;6.281;2.116;10.673;700;2.322;157;42;29.487;37;379;731;1.274;2.301;898;6.694;706;2.418;146;33;15.617;159;1.840;3.042;4.576;8.582;3.014;17.367;1.406;4.740;303;75;45.104
355030:São Paulo - SP;Total;4.982;47.922;60.683;111.954;232.405;158.568;1.192.010;100.546;637.548;15.050;8.143;2.569.811;1.724;16.100;27.265;54.315;130.635;92.535;988.093;110.866;855.241;13.875;6.846;2.297.495;6.706;64.022;87.948;166.269;363.040;251.103;2.180.103;211.412;1.492.789;28.925;14.989;4.867.306
;00:Até 0,50;4;30;56;243;534;1.291;2.073;247;1.153;41;26;5.698;4;23;546;154;1.188;1.233;3.595;347;2.115;50;38;9.293;8;53;602;397;1.722;2.524;5.668;594;3.268;91;64;14.991
;01:0,51 a 1,00;38;373;337;1.479;3.259;11.741;22.524;2.065;6.806;270;121;49.013;128;503;1.038;2.311;6.931;11.327;44.463;3.400;12.854;220;134;83.309;166;876;1.375;3.790;10.190;23.068;66.987;5.465;19.660;490;255;132.322
;02:1,01 a 1,50;898;8.022;8.872;17.700;41.397;35.987;217.682;11.744;18.888;448;159;361.797;1.040;9.445;14.161;29.067;62.352;40.759;335.693;20.829;40.025;446;139;553.956;1.938;17.467;23.033;46.767;103.749;76.746;553.375;32.573;58.913;894;298;915.753
;03:1,51 a 2,00;1.511;14.415;14.986;30.170;68.153;45.821;306.174;16.259;30.699;521;157;528.866;329;3.438;6.107;13.647;32.780;23.572;267.698;23.058;57.710;691;152;429.182;1.840;17.853;21.093;43.817;100.933;69.393;573.872;39.317;88.409;1.212;309;958.048
;04:2,01 a 3,00;1.508;13.202;17.503;33.621;66.842;38.181;301.630;23.359;68.375;950;318;565.489;132;1.250;2.806;5.270;15.803;9.436;181.188;27.846;147.800;1.319;274;393.124;1.640;14.452;20.309;38.891;82.645;47.617;482.818;51.205;216.175;2.269;592;958.613
;05:3,01 a 4,00;488;5.088;8.760;14.037;23.603;11.825;142.411;14.275;72.451;953;306;294.197;10;243;863;1.018;3.959;2.410;71.060;14.278;127.185;1.319;323;222.668;498;5.331;9.623;15.055;27.562;14.235;213.471;28.553;199.636;2.272;629;516.865
;06:4,01 a 5,00;195;2.037;3.521;5.407;9.255;4.788;75.409;8.870;61.044;812;262;171.600;2;85;267;316;1.457;957;30.195;7.411;102.841;1.084;301;144.916;197;2.122;3.788;5.723;10.712;5.745;105.604;16.281;163.885;1.896;563;316.516
;07:5,01 a 7,00;92;1.306;1.962;3.068;7.512;3.526;67.023;9.450;90.774;1.470;721;186.904;2;39;129;258;1.282;701;24.170;6.247;129.159;1.866;634;164.487;94;1.345;2.091;3.326;8.794;4.227;91.193;15.697;219.933;3.336;1.355;351.391
;08:7,01 a 10,00;15;403;636;1.090;3.395;1.598;28.194;7.110;93.968;1.967;931;139.307;0;14;31;55;346;304;11.150;3.642;106.145;2.333;881;124.901;15;417;667;1.145;3.741;1.902;39.344;10.752;200.113;4.300;1.812;264.208
;09:10,01 a 15,00;4;116;192;311;826;525;10.321;3.825;84.790;2.562;1.851;105.323;0;5;21;25;117;103;4.389;1.800;70.131;2.138;1.705;80.434;4;121;213;336;943;628;14.710;5.625;154.921;4.700;3.556;185.757
;10:15,01 a 20,00;0;21;37;33;196;111;2.605;1.211;42.298;1.667;1.183;49.362;0;2;6;9;29;32;883;465;26.660;995;1.017;30.098;0;23;43;42;225;143;3.488;1.676;68.958;2.662;2.200;79.460
;11:Mais de 20,00;0;11;13;38;81;106;1.730;1.186;61.690;3.049;1.954;69.858;0;3;3;10;24;25;558;388;27.824;1.224;1.164;31.223;0;14;16;48;105;131;2.288;1.574;89.514;4.273;3.118;101.081
;{ñ class};229;2.898;3.808;4.757;7.352;3.068;14.234;945;4.612;340;154;42.397;77;1.050;1.287;2.175;4.367;1.676;13.051;1.155;4.792;190;84;29.904;306;3.948;5.095;6.932;11.719;4.744;27.285;2.100;9.404;530;238;72.301
410690:Curitiba - PR;Total;431;5.761;6.730;14.964;34.828;27.325;209.202;19.061;117.148;3.480;1.487;440.417;338;3.458;4.878;10.258;24.580;18.178;173.967;16.650;165.421;3.779;1.224;422.731;769;9.219;11.608;25.222;59.408;45.503;383.169;35.711;282.569;7.259;2.711;863.148
;00:Até 0,50;0;10;11;14;42;57;231;34;225;2;4;630;7;25;16;65;118;54;273;31;253;8;3;853;7;35;27;79;160;111;504;65;478;10;7;1.483
;01:0,51 a 1,00;5;63;71;420;564;2.476;3.147;370;718;82;34;7.950;28;199;421;922;1.804;2.759;5.253;514;1.184;74;20;13.178;33;262;492;1.342;2.368;5.235;8.400;884;1.902;156;54;21.128
;02:1,01 a 1,50;138;1.104;1.032;2.807;6.416;6.414;37.431;2.361;2.600;107;27;60.437;220;1.763;2.356;5.372;12.419;8.016;54.904;3.754;5.661;110;28;94.603;358;2.867;3.388;8.179;18.835;14.430;92.335;6.115;8.261;217;55;155.040
;03:1,51 a 2,00;134;1.729;1.722;3.960;9.510;7.227;48.623;3.091;4.640;102;23;80.761;55;959;1.234;2.365;5.944;4.481;46.353;4.079;9.899;146;34;75.549;189;2.688;2.956;6.325;15.454;11.708;94.976;7.170;14.539;248;57;156.310
;04:2,01 a 3,00;82;1.584;2.004;4.523;10.455;6.780;56.223;3.943;11.452;240;72;97.358;11;217;384;701;2.226;1.748;35.284;4.120;23.937;315;74;69.017;93;1.801;2.388;5.224;12.681;8.528;91.507;8.063;35.389;555;146;166.375
;05:3,01 a 4,00;22;523;757;1.426;3.740;2.080;22.170;2.264;14.038;254;79;47.353;1;59;86;146;558;407;13.680;1.755;33.815;336;76;50.919;23;582;843;1.572;4.298;2.487;35.850;4.019;47.853;590;155;98.272
;06:4,01 a 5,00;12;177;268;459;1.193;687;14.681;3.301;15.291;287;53;36.409;2;7;26;35;144;128;5.840;1.027;24.381;404;67;32.061;14;184;294;494;1.337;815;20.521;4.328;39.672;691;120;68.470
;07:5,01 a 7,00;3;114;178;342;879;587;13.697;1.998;20.801;430;111;39.140;0;11;21;30;173;124;7.492;791;28.809;568;108;38.127;3;125;199;372;1.052;711;21.189;2.789;49.610;998;219;77.267
;08:7,01 a 10,00;1;22;53;107;365;276;6.604;931;17.304;536;182;26.381;0;4;7;13;45;46;2.007;276;18.520;677;181;21.776;1;26;60;120;410;322;8.611;1.207;35.824;1.213;363;48.157
;09:10,01 a 15,00;0;5;14;50;139;115;2.775;448;14.064;680;350;18.640;0;1;1;5;21;20;684;124;10.108;659;262;11.885;0;6;15;55;160;135;3.459;572;24.172;1.339;612;30.525
;10:15,01 a 20,00;0;1;2;6;16;14;577;119;6.436;369;251;7.791;0;1;1;1;3;3;87;33;4.060;251;216;4.656;0;2;3;7;19;17;664;152;10.496;620;467;12.447
;11:Mais de 20,00;0;1;0;4;12;14;251;68;8.940;317;271;9.878;0;1;1;0;0;3;26;8;4.064;169;139;4.411;0;2;1;4;12;17;277;76;13.004;486;410;14.289
;{ñ class};34;428;618;846;1.497;598;2.792;133;639;74;30;7.689;14;211;324;603;1.125;389;2.084;138;730;62;16;5.696;48;639;942;1.449;2.622;987;4.876;271;1.369;136;46;13.385
420540:Florianópolis - SC;Total;176;1.053;1.534;4.094;9.200;5.801;49.232;5.828;61.781;2.187;974;141.860;119;723;1.046;2.808;6.661;4.529;46.122;7.031;63.296;2.601;881;135.817;295;1.776;2.580;6.902;15.861;10.330;95.354;12.859;125.077;4.788;1.855;277.677
;00:Até 0,50;0;2;1;7;4;28;61;18;99;0;0;220;0;4;4;18;33;49;107;16;135;3;2;371;0;6;5;25;37;77;168;34;234;3;2;591
;01:0,51 a 1,00;14;15;13;217;200;676;970;164;519;31;5;2.824;12;63;70;356;499;745;1.771;351;787;25;3;4.682;26;78;83;573;699;1.421;2.741;515;1.306;56;8;7.506
;02:1,01 a 1,50;43;107;138;386;1.125;1.055;8.423;772;1.077;47;11;13.184;45;290;432;1.179;2.819;1.557;13.626;1.695;2.194;51;6;23.894;88;397;570;1.565;3.944;2.612;22.049;2.467;3.271;98;17;37.078
;03:1,51 a 2,00;58;306;352;973;2.514;1.755;14.460;1.134;1.584;36;2;23.174;36;181;223;592;1.632;1.279;15.030;1.712;3.319;61;7;24.072;94;487;575;1.565;4.146;3.034;29.490;2.846;4.903;97;9;47.246
;04:2,01 a 3,00;35;325;491;1.169;3.067;1.332;14.003;1.537;3.604;79;10;25.652;9;56;92;252;807;531;9.839;1.872;7.165;113;20;20.756;44;381;583;1.421;3.874;1.863;23.842;3.409;10.769;192;30;46.408
;05:3,01 a 4,00;12;130;184;529;1.004;430;4.369;792;4.050;115;24;11.639;1;12;21;34;123;91;2.304;603;8.041;192;45;11.467;13;142;205;563;1.127;521;6.673;1.395;12.091;307;69;23.106
;06:4,01 a 5,00;2;34;65;214;273;141;1.957;489;8.485;184;18;11.862;0;4;13;24;45;30;948;323;9.768;360;43;11.558;2;38;78;238;318;171;2.905;812;18.253;544;61;23.420
;07:5,01 a 7,00;3;24;72;230;295;109;1.844;432;13.042;246;46;16.343;0;4;10;24;56;8;830;218;13.000;405;84;14.639;3;28;82;254;351;117;2.674;650;26.042;651;130;30.982
;08:7,01 a 10,00;0;6;22;56;96;43;1.003;248;12.681;447;60;14.662;0;0;1;3;21;5;351;85;8.878;584;65;9.993;0;6;23;59;117;48;1.354;333;21.559;1.031;125;24.655
;09:10,01 a 15,00;0;6;13;24;70;23;712;129;7.413;460;552;9.402;0;4;1;4;18;6;311;55;5.663;544;467;7.073;0;10;14;28;88;29;1.023;184;13.076;1.004;1.019;16.475
;10:15,01 a 20,00;0;0;2;2;15;6;378;50;3.982;217;103;4.755;0;0;0;0;3;1;47;17;2.202;150;94;2.514;0;0;2;2;18;7;425;67;6.184;367;197;7.269
;11:Mais de 20,00;0;0;0;1;1;11;96;9;5.054;320;141;5.633;0;0;0;0;0;0;14;3;1.911;109;45;2.082;0;0;0;1;1;11;110;12;6.965;429;186;7.715
;{ñ class};9;98;181;286;536;192;956;54;191;5;2;2.510;16;105;179;322;605;227;944;81;233;4;0;2.716;25;203;360;608;1.141;419;1.900;135;424;9;2;5.226
431490:Porto Alegre - RS;Total;438;4.643;4.403;19.989;34.805;23.584;140.479;20.403;91.429;3.113;1.306;344.592;338;1.988;2.184;10.330;20.691;15.666;136.021;23.378;138.852;4.275;1.427;355.150;776;6.631;6.587;30.319;55.496;39.250;276.500;43.781;230.281;7.388;2.733;699.742
;00:Até 0,50;0;111;14;166;89;244;414;68;186;10;4;1.306;11;32;33;188;185;254;490;58;206;1;1;1.459;11;143;47;354;274;498;904;126;392;11;5;2.765
;01:0,51 a 1,00;10;375;59;1.082;695;1.827;2.489;302;691;53;9;7.592;48;243;185;1.307;1.453;2.282;5.008;583;1.019;40;3;12.171;58;618;244;2.389;2.148;4.109;7.497;885;1.710;93;12;19.763
;02:1,01 a 1,50;86;712;745;3.690;6.600;5.635;26.711;2.158;2.422;123;25;48.907;149;815;821;3.800;8.542;6.524;44.759;3.739;7.543;238;16;76.946;235;1.527;1.566;7.490;15.142;12.159;71.470;5.897;9.965;361;41;125.853
;03:1,51 a 2,00;150;1.233;1.299;5.578;10.356;6.325;35.795;3.177;4.762;214;29;68.918;69;482;620;2.634;5.648;3.688;33.415;5.014;16.984;420;44;69.018;219;1.715;1.919;8.212;16.004;10.013;69.210;8.191;21.746;634;73;137.936
;04:2,01 a 3,00;96;922;1.040;4.235;8.871;4.970;35.040;4.563;11.332;269;37;71.375;13;151;222;899;2.045;1.383;26.041;6.320;31.373;607;67;69.121;109;1.073;1.262;5.134;10.916;6.353;61.081;10.883;42.705;876;104;140.496
;05:3,01 a 4,00;39;446;539;1.882;2.986;1.575;13.530;2.635;7.127;224;36;31.019;11;40;53;222;444;294;9.065;2.618;17.804;367;58;30.976;50;486;592;2.104;3.430;1.869;22.595;5.253;24.931;591;94;61.995
;06:4,01 a 5,00;8;161;146;798;1.051;582;6.690;1.744;9.407;175;40;20.802;1;18;13;101;208;164;5.085;1.552;12.243;252;58;19.695;9;179;159;899;1.259;746;11.775;3.296;21.650;427;98;40.497
;07:5,01 a 7,00;5;99;114;754;956;487;6.361;2.212;15.113;334;111;26.546;0;7;16;72;236;129;4.102;1.548;16.645;478;114;23.347;5;106;130;826;1.192;616;10.463;3.760;31.758;812;225;49.893
;08:7,01 a 10,00;2;30;42;301;748;531;5.430;1.735;12.765;506;177;22.267;0;1;2;21;122;88;2.752;939;13.503;701;251;18.380;2;31;44;322;870;619;8.182;2.674;26.268;1.207;428;40.647
;09:10,01 a 15,00;0;11;8;100;549;509;3.516;1.036;12.428;555;347;19.059;0;1;1;14;55;48;1.226;445;11.425;714;445;14.374;0;12;9;114;604;557;4.742;1.481;23.853;1.269;792;33.433
;10:15,01 a 20,00;0;1;0;19;65;68;938;331;6.201;244;173;8.040;0;0;0;1;5;8;149;118;4.631;207;186;5.305;0;1;0;20;70;76;1.087;449;10.832;451;359;13.345
;11:Mais de 20,00;0;1;2;9;46;37;261;195;8.424;366;299;9.640;0;1;0;0;1;0;35;50;4.729;206;177;5.199;0;2;2;9;47;37;296;245;13.153;572;476;14.839
;{ñ class};42;541;395;1.375;1.793;794;3.304;247;571;40;19;9.121;36;197;218;1.071;1.747;804;3.894;394;747;44;7;9.159;78;738;613;2.446;3.540;1.598;7.198;641;1.318;84;26;18.280
500270:Campo Grande - MS;Total;309;2.450;2.387;8.332;13.038;10.620;66.296;7.932;29.666;1.389;642;143.061;94;1.170;1.143;3.561;7.572;6.283;52.955;6.849;39.875;1.667;609;121.778;403;3.620;3.530;11.893;20.610;16.903;119.251;14.781;69.541;3.056;1.251;264.839
;00:Até 0,50;1;8;7;38;18;221;127;6;101;2;2;531;0;11;5;91;130;269;207;12;92;7;0;824;1;19;12;129;148;490;334;18;193;9;2;1.355
;01:0,51 a 1,00;7;41;44;176;358;919;1.327;152;326;13;0;3.363;10;95;80;287;451;958;1.968;249;412;18;3;4.531;17;136;124;463;809;1.877;3.295;401;738;31;3;7.894
;02:1,01 a 1,50;156;824;717;2.877;4.279;3.996;21.324;1.622;1.117;25;3;36.940;73;720;722;2.234;4.426;3.416;26.161;2.529;2.744;35;10;43.070;229;1.544;1.439;5.111;8.705;7.412;47.485;4.151;3.861;60;13;80.010
;03:1,51 a 2,00;87;623;623;2.201;3.671;2.410;16.275;1.193;1.429;23;4;28.539;7;185;161;423;1.309;908;11.676;1.450;2.797;47;6;18.969;94;808;784;2.624;4.980;3.318;27.951;2.643;4.226;70;10;47.508
;04:2,01 a 3,00;39;540;534;1.788;2.827;1.750;13.321;1.254;2.936;58;9;25.056;1;70;58;143;551;314;6.851;1.208;5.053;107;13;14.369;40;610;592;1.931;3.378;2.064;20.172;2.462;7.989;165;22;39.425
;05:3,01 a 4,00;7;172;189;522;884;532;5.076;1.167;3.622;111;6;12.288;0;22;10;26;130;93;2.118;611;5.997;159;27;9.193;7;194;199;548;1.014;625;7.194;1.778;9.619;270;33;21.481
;06:4,01 a 5,00;0;47;39;152;211;209;2.504;865;3.772;123;24;7.946;0;5;3;14;28;51;1.226;315;5.951;196;15;7.804;0;52;42;166;239;260;3.730;1.180;9.723;319;39;15.750
;07:5,01 a 7,00;0;32;27;127;226;200;3.063;889;4.944;179;43;9.730;0;4;0;10;39;33;811;209;6.788;310;32;8.236;0;36;27;137;265;233;3.874;1.098;11.732;489;75;17.966
;08:7,01 a 10,00;0;8;6;27;76;72;1.239;498;4.115;301;39;6.381;0;0;0;1;16;17;252;121;4.823;362;50;5.642;0;8;6;28;92;89;1.491;619;8.938;663;89;12.023
;09:10,01 a 15,00;0;1;2;10;31;32;553;183;3.151;376;241;4.580;0;1;2;1;4;13;197;40;2.947;307;230;3.742;0;2;4;11;35;45;750;223;6.098;683;471;8.322
;10:15,01 a 20,00;0;0;0;1;5;13;144;27;1.605;82;187;2.064;0;0;0;1;1;4;35;9;1.021;69;171;1.311;0;0;0;2;6;17;179;36;2.626;151;358;3.375
;11:Mais de 20,00;0;1;0;0;3;5;56;20;2.407;85;83;2.660;0;0;0;0;1;4;9;0;983;46;52;1.095;0;1;0;0;4;9;65;20;3.390;131;135;3.755
;{ñ class};12;153;199;413;449;261;1.287;56;141;11;1;2.983;3;57;102;330;486;203;1.444;96;267;4;0;2.992;15;210;301;743;935;464;2.731;152;408;15;1;5.975
510340:Cuiabá - MT;Total;246;1.822;1.686;3.927;7.477;8.400;65.768;3.683;35.138;1.352;439;129.938;63;571;737;1.377;2.900;4.505;49.164;4.014;41.864;1.863;436;107.494;309;2.393;2.423;5.304;10.377;12.905;114.932;7.697;77.002;3.215;875;237.432
;00:Até 0,50;0;12;0;36;17;411;94;12;18;1;1;602;1;5;3;32;15;361;159;13;41;2;0;632;1;17;3;68;32;772;253;25;59;3;1;1.234
;01:0,51 a 1,00;5;45;25;96;136;685;1.133;48;363;12;2;2.550;2;25;18;96;112;612;1.316;78;496;19;2;2.776;7;70;43;192;248;1.297;2.449;126;859;31;4;5.326
;02:1,01 a 1,50;129;553;516;984;2.050;2.769;18.269;740;1.125;16;0;27.151;44;367;503;814;1.721;2.461;22.321;1.373;2.271;28;2;31.905;173;920;1.019;1.798;3.771;5.230;40.590;2.113;3.396;44;2;59.056
;03:1,51 a 2,00;62;505;493;1.071;2.207;2.076;15.840;745;1.324;22;2;24.347;12;92;129;273;542;645;10.062;949;3.200;53;3;15.960;74;597;622;1.344;2.749;2.721;25.902;1.694;4.524;75;5;40.307
;04:2,01 a 3,00;29;439;407;984;1.827;1.588;13.779;971;2.609;56;5;22.694;1;31;35;74;260;245;8.196;914;5.136;64;12;14.968;30;470;442;1.058;2.087;1.833;21.975;1.885;7.745;120;17;37.662
;05:3,01 a 4,00;5;93;93;329;540;457;5.669;437;2.743;50;8;10.424;0;6;3;5;68;51;2.882;324;5.044;95;8;8.486;5;99;96;334;608;508;8.551;761;7.787;145;16;18.910
;06:4,01 a 5,00;0;38;41;117;195;137;2.996;243;4.816;94;10;8.687;0;4;3;10;23;17;1.141;149;6.129;141;10;7.627;0;42;44;127;218;154;4.137;392;10.945;235;20;16.314
;07:5,01 a 7,00;0;25;11;109;177;78;3.095;224;6.540;323;31;10.613;0;3;1;0;26;12;1.282;111;8.264;484;40;10.223;0;28;12;109;203;90;4.377;335;14.804;807;71;20.836
;08:7,01 a 10,00;0;4;1;23;48;30;2.852;112;5.759;246;35;9.110;0;0;1;3;9;6;651;55;4.919;336;55;6.035;0;4;2;26;57;36;3.503;167;10.678;582;90;15.145
;09:10,01 a 15,00;0;3;3;11;22;8;898;75;4.531;270;156;5.977;0;2;1;0;7;3;371;17;3.165;360;148;4.074;0;5;4;11;29;11;1.269;92;7.696;630;304;10.051
;10:15,01 a 20,00;0;1;2;1;3;3;276;28;2.172;151;101;2.738;0;0;0;0;0;1;105;4;1.620;200;112;2.042;0;1;2;1;3;4;381;32;3.792;351;213;4.780
;11:Mais de 20,00;0;1;2;0;2;1;134;12;3.024;103;87;3.366;0;0;0;0;0;0;53;1;1.430;71;43;1.598;0;1;2;0;2;1;187;13;4.454;174;130;4.964
;{ñ class};16;103;92;166;253;157;733;36;114;8;1;1.679;3;36;40;70;117;91;625;26;149;10;1;1.168;19;139;132;236;370;248;1.358;62;263;18;2;2.847
520870:Goiânia - GO;Total;671;5.882;6.280;14.569;25.609;24.722;153.085;9.864;65.080;1.691;738;308.191;165;1.844;2.786;6.493;16.310;14.746;126.776;10.400;111.739;1.705;737;293.701;836;7.726;9.066;21.062;41.919;39.468;279.861;20.264;176.819;3.396;1.475;601.892
;00:Até 0,50;0;5;12;777;44;2.674;291;36;268;8;2;4.117;0;3;12;460;24;2.713;352;51;224;2;1;3.842;0;8;24;1.237;68;5.387;643;87;492;10;3;7.959
;01:0,51 a 1,00;28;112;138;370;475;1.541;3.320;316;2.526;36;4;8.866;13;55;79;292;457;1.301;3.839;354;6.129;26;7;12.552;41;167;217;662;932;2.842;7.159;670;8.655;62;11;21.418
;02:1,01 a 1,50;299;1.847;1.662;4.005;8.292;8.722;48.476;2.488;4.578;63;9;80.441;126;1.121;1.605;2.927;9.593;7.225;62.009;3.708;9.048;57;11;97.430;425;2.968;3.267;6.932;17.885;15.947;110.485;6.196;13.626;120;20;177.871
;03:1,51 a 2,00;166;1.255;1.608;3.153;6.654;5.055;34.388;1.901;5.794;72;9;60.055;15;388;711;1.019;3.833;2.128;28.238;2.414;11.770;66;14;50.596;181;1.643;2.319;4.172;10.487;7.183;62.626;4.315;17.564;138;23;110.651
;04:2,01 a 3,00;100;1.389;1.714;3.463;5.916;4.213;29.670;2.160;8.460;111;23;57.219;4;178;250;1.147;1.518;845;16.332;1.961;15.316;126;20;37.697;104;1.567;1.964;4.610;7.434;5.058;46.002;4.121;23.776;237;43;94.916
;05:3,01 a 4,00;34;381;511;1.052;1.788;1.180;10.155;1.004;6.069;129;30;22.333;0;29;31;244;315;188;5.759;792;13.052;131;23;20.564;34;410;542;1.296;2.103;1.368;15.914;1.796;19.121;260;53;42.897
;06:4,01 a 5,00;4;162;160;347;919;436;5.050;590;5.419;113;39;13.239;0;5;11;67;146;60;2.786;434;14.078;137;45;17.769;4;167;171;414;1.065;496;7.836;1.024;19.497;250;84;31.008
;07:5,01 a 7,00;1;192;112;290;646;310;8.852;618;11.090;201;47;22.359;0;8;5;78;112;40;3.407;326;22.899;253;46;27.174;1;200;117;368;758;350;12.259;944;33.989;454;93;49.533
;08:7,01 a 10,00;1;140;30;469;177;124;7.419;374;8.743;275;68;17.820;0;1;8;79;24;25;1.537;180;10.350;347;61;12.612;1;141;38;548;201;149;8.956;554;19.093;622;129;30.432
;09:10,01 a 15,00;0;42;8;38;75;42;2.382;209;5.531;388;332;9.047;0;1;0;17;25;9;764;69;5.051;389;362;6.687;0;43;8;55;100;51;3.146;278;10.582;777;694;15.734
;10:15,01 a 20,00;0;7;1;10;17;20;604;56;2.789;152;90;3.746;0;1;0;2;3;1;144;13;1.866;111;95;2.236;0;8;1;12;20;21;748;69;4.655;263;185;5.982
;11:Mais de 20,00;0;2;1;3;3;8;604;24;3.474;102;77;4.298;0;0;0;0;2;0;85;11;1.579;37;47;1.761;0;2;1;3;5;8;689;35;5.053;139;124;6.059
;{ñ class};38;348;323;592;603;397;1.874;88;339;41;8;4.651;7;54;74;161;258;211;1.524;87;377;23;5;2.781;45;402;397;753;861;608;3.398;175;716;64;13;7.432
530010:Brasília - DF;Total;1.098;10.182;7.645;23.213;156.204;34.191;320.212;23.109;185.801;6.966;3.493;772.114;403;3.673;2.834;10.078;23.539;19.599;196.326;28.828;179.956;6.625;2.754;474.615;1.501;13.855;10.479;33.291;179.743;53.790;516.538;51.937;365.757;13.591;6.247;1.246.729
;00:Até 0,50;0;18;3;320;138;1.525;572;58;277;6;13;2.930;1;7;10;195;100;1.573;647;64;290;10;7;2.904;1;25;13;515;238;3.098;1.219;122;567;16;20;5.834
;01:0,51 a 1,00;27;177;126;825;51.032;2.239;4.229;335;1.410;56;16;60.472;11;63;62;530;552;2.190;3.796;381;1.404;33;13;9.035;38;240;188;1.355;51.584;4.429;8.025;716;2.814;89;29;69.507
;02:1,01 a 1,50;560;3.049;2.587;7.679;19.959;13.309;82.030;4.072;5.260;144;49;138.698;302;1.830;1.909;6.540;15.325;11.001;86.309;5.816;8.649;95;31;137.807;862;4.879;4.496;14.219;35.284;24.310;168.339;9.888;13.909;239;80;276.505
