;;Sexo Trabalhador;Tipo Vínculo
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1.463;1;0;0;2.828;0;184;0;0;0;30;0;0;0;4;0;1;0;0;4.511;550;3;0;0;1.850;0;211;0;0;0;15;0;0;0;1;0;1;0;0;2.631;2.013;4;0;0;4.678;0;395;0;0;0;45;0;0;0;5;0;2;0;0;7.142
;09:10,01 a 15,00;1.412;0;0;0;1.735;0;222;1;0;0;15;0;0;0;1;0;1;0;0;3.387;313;0;0;0;1.127;0;132;0;0;0;4;0;0;0;0;0;0;0;0;1.576;1.725;0;0;0;2.862;0;354;1;0;0;19;0;0;0;1;0;1;0;0;4.963
;10:15,01 a 20,00;540;0;0;0;776;0;58;0;0;0;1;0;0;0;1;0;0;0;0;1.376;119;0;0;0;359;0;46;0;0;0;0;0;0;0;0;0;0;0;0;524;659;0;0;0;1.135;0;104;0;0;0;1;0;0;0;1;0;0;0;0;1.900
;11:Mais de 20,00;582;0;0;0;1.538;0;41;0;0;0;3;0;0;0;3;0;0;0;0;2.167;77;0;0;0;713;0;8;0;0;0;0;0;0;0;2;0;0;0;0;800;659;0;0;0;2.251;0;49;0;0;0;3;0;0;0;5;0;0;0;0;2.967
;{ñ class};489;3;1;4;29;0;6;2;0;1;3;0;0;0;0;0;0;0;0;538;117;0;1;0;23;0;3;0;0;0;0;0;0;0;1;0;0;0;0;145;606;3;2;4;52;0;9;2;0;1;3;0;0;0;1;0;0;0;0;683
120040:Rio Branco - AC;Total;29.842;708;49;300;11.155;76;3.968;0;6;234;218;17;3;1;5;43;8;0;274;46.907;16.648;186;2;18;14.821;47;4.938;0;2;166;267;1;0;0;7;14;0;0;298;37.415;46.490;894;51;318;25.976;123;8.906;0;8;400;485;18;3;1;12;57;8;0;572;84.322
;00:Até 0,50;24;0;0;0;2;0;3;0;0;118;0;1;0;0;0;0;0;0;0;148;20;1;0;0;2;0;1;0;0;72;0;0;0;0;0;0;0;0;0;96;44;1;0;0;4;0;4;0;0;190;0;1;0;0;0;0;0;0;0;244
;01:0,51 a 1,00;948;221;9;84;15;3;6;0;2;106;1;4;0;0;0;0;0;0;0;1.399;676;54;0;8;12;1;3;0;0;88;8;0;0;0;1;1;0;0;5;857;1.624;275;9;92;27;4;9;0;2;194;9;4;0;0;1;1;0;0;5;2.256
;02:1,01 a 1,50;13.007;309;19;129;230;2;462;0;4;10;139;8;1;1;3;1;3;0;61;14.389;8.969;114;1;7;866;1;355;0;2;6;210;1;0;0;1;8;0;0;241;10.782;21.976;423;20;136;1.096;3;817;0;6;16;349;9;1;1;4;9;3;0;302;25.171
;03:1,51 a 2,00;6.652;117;8;52;574;3;592;0;0;0;26;3;0;0;0;17;1;0;84;8.129;2.305;8;1;1;1.459;1;827;0;0;0;9;0;0;0;0;0;0;0;28;4.639;8.957;125;9;53;2.033;4;1.419;0;0;0;35;3;0;0;0;17;1;0;112;12.768
;04:2,01 a 3,00;4.403;49;5;26;1.622;2;788;0;0;0;16;0;0;0;1;17;0;0;94;7.023;1.638;6;0;0;3.417;0;987;0;0;0;14;0;0;0;0;2;0;0;4;6.068;6.041;55;5;26;5.039;2;1.775;0;0;0;30;0;0;0;1;19;0;0;98;13.091
;05:3,01 a 4,00;1.602;9;3;5;3.147;1;658;0;0;0;15;0;2;0;0;3;0;0;33;5.478;971;2;0;2;2.236;0;764;0;0;0;12;0;0;0;0;3;0;0;17;4.007;2.573;11;3;7;5.383;1;1.422;0;0;0;27;0;2;0;0;6;0;0;50;9.485
;06:4,01 a 5,00;748;0;0;1;2.181;3;433;0;0;0;5;0;0;0;0;1;4;0;1;3.377;625;0;0;0;2.674;4;702;0;0;0;7;0;0;0;1;0;0;0;0;4.013;1.373;0;0;1;4.855;7;1.135;0;0;0;12;0;0;0;1;1;4;0;1;7.390
;07:5,01 a 7,00;857;1;2;0;1.512;2;255;0;0;0;12;0;0;0;1;4;0;0;0;2.646;728;0;0;0;2.415;5;440;0;0;0;6;0;0;0;2;0;0;0;2;3.598;1.585;1;2;0;3.927;7;695;0;0;0;18;0;0;0;3;4;0;0;2;6.244
;08:7,01 a 10,00;523;0;1;0;552;15;350;0;0;0;2;0;0;0;0;0;0;0;0;1.443;290;0;0;0;837;3;449;0;0;0;0;0;0;0;0;0;0;0;1;1.580;813;0;1;0;1.389;18;799;0;0;0;2;0;0;0;0;0;0;0;1;3.023
;09:10,01 a 15,00;371;0;1;0;505;3;266;0;0;0;2;0;0;0;0;0;0;0;0;1.148;168;0;0;0;452;4;274;0;0;0;0;0;0;0;0;0;0;0;0;898;539;0;1;0;957;7;540;0;0;0;2;0;0;0;0;0;0;0;0;2.046
;10:15,01 a 20,00;160;0;0;0;292;2;51;0;0;0;0;0;0;0;0;0;0;0;0;505;88;0;0;0;176;1;97;0;0;0;1;0;0;0;0;0;0;0;0;363;248;0;0;0;468;3;148;0;0;0;1;0;0;0;0;0;0;0;0;868
;11:Mais de 20,00;215;0;0;0;522;38;85;0;0;0;0;0;0;0;0;0;0;0;0;860;71;0;0;0;272;27;39;0;0;0;0;0;0;0;0;0;0;0;0;409;286;0;0;0;794;65;124;0;0;0;0;0;0;0;0;0;0;0;0;1.269
;{ñ class};332;2;1;3;1;2;19;0;0;0;0;1;0;0;0;0;0;0;1;362;99;1;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;105;431;3;1;3;4;2;19;0;0;0;0;1;0;0;2;0;0;0;1;467
130260:Manaus - AM;Total;203.748;153;176;574;36.547;38;12.559;386;3.603;2.028;1.288;6;6;1;206;829;35;2;1;262.186;110.861;611;59;185;42.640;27;15.804;5;1.680;1.541;625;9;3;0;87;303;21;0;0;174.461;314.609;764;235;759;79.187;65;28.363;391;5.283;3.569;1.913;15;9;1;293;1.132;56;2;1;436.647
;00:Até 0,50;311;0;0;0;1;0;2;3;1;647;2;0;0;0;0;3;0;0;0;970;263;0;0;0;5;0;4;0;0;547;1;0;0;0;0;1;0;0;0;821;574;0;0;0;6;0;6;3;1;1.194;3;0;0;0;0;4;0;0;0;1.791
;01:0,51 a 1,00;3.663;16;4;64;209;0;150;1;14;899;16;2;0;0;25;24;1;0;0;5.088;3.525;80;1;30;334;0;117;0;8;618;17;3;0;0;13;38;0;0;0;4.784;7.188;96;5;94;543;0;267;1;22;1.517;33;5;0;0;38;62;1;0;0;9.872
;02:1,01 a 1,50;57.220;80;103;276;2.478;0;1.484;3;1.113;474;257;2;4;1;28;156;4;1;0;63.684;51.762;450;30;139;4.528;1;817;4;625;368;183;3;1;0;19;32;1;0;0;58.963;108.982;530;133;415;7.006;1;2.301;7;1.738;842;440;5;5;1;47;188;5;1;0;122.647
;03:1,51 a 2,00;46.655;35;20;167;1.131;1;808;4;1.588;3;441;0;1;0;15;152;6;0;0;51.027;21.818;48;19;8;1.888;2;663;1;717;1;163;3;0;0;9;25;9;0;0;25.374;68.473;83;39;175;3.019;3;1.471;5;2.305;4;604;3;1;0;24;177;15;0;0;76.401
;04:2,01 a 3,00;44.204;19;23;43;7.273;5;3.925;9;672;3;358;1;0;0;27;372;9;1;1;56.945;14.500;25;5;4;14.959;1;6.735;0;259;4;175;0;2;0;15;128;2;0;0;36.814;58.704;44;28;47;22.232;6;10.660;9;931;7;533;1;2;0;42;500;11;1;1;93.759
;05:3,01 a 4,00;19.457;2;11;13;5.405;1;1.349;12;114;0;89;0;0;0;19;46;7;0;0;26.525;6.015;2;1;2;5.497;2;1.521;0;36;3;24;0;0;0;7;21;2;0;0;13.133;25.472;4;12;15;10.902;3;2.870;12;150;3;113;0;0;0;26;67;9;0;0;39.658
;06:4,01 a 5,00;9.238;0;6;6;5.741;0;1.093;31;35;0;31;0;0;0;20;24;1;0;0;16.226;3.574;4;0;2;3.667;3;1.412;0;10;0;14;0;0;0;5;17;2;0;0;8.710;12.812;4;6;8;9.408;3;2.505;31;45;0;45;0;0;0;25;41;3;0;0;24.936
;07:5,01 a 7,00;8.564;1;5;4;4.729;9;953;102;47;0;41;0;0;0;17;17;2;0;0;14.491;3.844;0;0;0;4.895;1;1.370;0;13;0;19;0;0;0;2;11;2;0;0;10.157;12.408;1;5;4;9.624;10;2.323;102;60;0;60;0;0;0;19;28;4;0;0;24.648
;08:7,01 a 10,00;5.575;0;1;1;3.624;10;1.199;72;12;0;24;0;0;0;7;21;2;0;0;10.548;2.532;0;1;0;2.986;4;1.701;0;7;0;14;0;0;0;2;11;0;0;0;7.258;8.107;0;2;1;6.610;14;2.900;72;19;0;38;0;0;0;9;32;2;0;0;17.806
;09:10,01 a 15,00;3.862;0;2;0;2.508;9;871;59;3;0;14;0;1;0;6;6;3;0;0;7.344;1.511;0;0;0;1.607;8;972;0;0;0;10;0;0;0;3;13;2;0;0;4.126;5.373;0;2;0;4.115;17;1.843;59;3;0;24;0;1;0;9;19;5;0;0;11.470
;10:15,01 a 20,00;1.581;0;0;0;1.280;3;354;34;0;0;2;0;0;0;7;2;0;0;0;3.263;438;0;0;0;868;2;274;0;0;0;2;0;0;0;0;1;0;0;0;1.585;2.019;0;0;0;2.148;5;628;34;0;0;4;0;0;0;7;3;0;0;0;4.848
;11:Mais de 20,00;1.795;0;0;0;2.148;0;363;54;0;0;7;0;0;0;28;1;0;0;0;4.396;264;0;0;0;1.395;3;191;0;0;0;1;0;0;0;4;4;1;0;0;1.863;2.059;0;0;0;3.543;3;554;54;0;0;8;0;0;0;32;5;1;0;0;6.259
;{ñ class};1.623;0;1;0;20;0;8;2;4;2;6;1;0;0;7;5;0;0;0;1.679;815;2;2;0;11;0;27;0;5;0;2;0;0;0;8;1;0;0;0;873;2.438;2;3;0;31;0;35;2;9;2;8;1;0;0;15;6;0;0;0;2.552
140010:Boa Vista - RR;Total;18.083;162;46;50;11.626;0;4.076;0;5;68;57;0;0;0;18;5;17;456;0;34.669;12.230;122;11;12;14.224;16;5.838;0;2;91;72;2;0;0;8;0;1;387;0;33.016;30.313;284;57;62;25.850;16;9.914;0;7;159;129;2;0;0;26;5;18;843;0;67.685
;00:Até 0,50;27;0;0;0;7;0;4;0;0;16;0;0;0;0;0;0;0;0;0;54;23;0;0;0;2;0;3;0;0;15;0;0;0;0;0;0;0;0;0;43;50;0;0;0;9;0;7;0;0;31;0;0;0;0;0;0;0;0;0;97
;01:0,51 a 1,00;812;25;5;14;99;0;198;0;0;40;0;0;0;0;1;0;0;0;0;1.194;890;45;1;6;179;0;307;0;0;53;0;0;0;0;1;0;0;0;0;1.482;1.702;70;6;20;278;0;505;0;0;93;0;0;0;0;2;0;0;0;0;2.676
;02:1,01 a 1,50;8.449;71;10;21;1.244;0;990;0;1;12;18;0;0;0;1;4;14;1;0;10.836;7.613;65;6;6;1.455;14;1.592;0;0;22;11;2;0;0;2;0;1;9;0;10.798;16.062;136;16;27;2.699;14;2.582;0;1;34;29;2;0;0;3;4;15;10;0;21.634
;03:1,51 a 2,00;3.200;19;3;10;679;0;384;0;2;0;13;0;0;0;3;1;0;42;0;4.356;1.325;9;2;0;432;2;608;0;0;0;12;0;0;0;0;0;0;35;0;2.425;4.525;28;5;10;1.111;2;992;0;2;0;25;0;0;0;3;1;0;77;0;6.781
;04:2,01 a 3,00;2.751;41;9;4;1.030;0;1.114;0;0;0;16;0;0;0;2;0;3;74;0;5.044;962;2;0;0;1.541;0;1.758;0;1;1;31;0;0;0;2;0;0;36;0;4.334;3.713;43;9;4;2.571;0;2.872;0;1;1;47;0;0;0;4;0;3;110;0;9.378
;05:3,01 a 4,00;919;1;12;1;614;0;337;0;0;0;7;0;0;0;2;0;0;299;0;2.192;431;0;1;0;816;0;309;0;0;0;6;0;0;0;0;0;0;261;0;1.824;1.350;1;13;1;1.430;0;646;0;0;0;13;0;0;0;2;0;0;560;0;4.016
;06:4,01 a 5,00;540;2;6;0;1.237;0;304;0;1;0;1;0;0;0;0;0;0;34;0;2.125;303;0;0;0;2.165;0;435;0;0;0;3;0;0;0;0;0;0;38;0;2.944;843;2;6;0;3.402;0;739;0;1;0;4;0;0;0;0;0;0;72;0;5.069
;07:5,01 a 7,00;480;0;1;0;3.520;0;290;0;0;0;1;0;0;0;0;0;0;4;0;4.296;285;0;1;0;4.619;0;383;0;0;0;7;0;0;0;0;0;0;8;0;5.303;765;0;2;0;8.139;0;673;0;0;0;8;0;0;0;0;0;0;12;0;9.599
;08:7,01 a 10,00;319;0;0;0;1.499;0;181;0;0;0;1;0;0;0;1;0;0;2;0;2.003;184;0;0;0;1.945;0;215;0;1;0;1;0;0;0;0;0;0;0;0;2.346;503;0;0;0;3.444;0;396;0;1;0;2;0;0;0;1;0;0;2;0;4.349
;09:10,01 a 15,00;174;0;0;0;766;0;141;0;1;0;0;0;0;0;0;0;0;0;0;1.082;81;0;0;0;589;0;137;0;0;0;1;0;0;0;0;0;0;0;0;808;255;0;0;0;1.355;0;278;0;1;0;1;0;0;0;0;0;0;0;0;1.890
;10:15,01 a 20,00;79;0;0;0;336;0;47;0;0;0;0;0;0;0;0;0;0;0;0;462;31;0;0;0;162;0;48;0;0;0;0;0;0;0;0;0;0;0;0;241;110;0;0;0;498;0;95;0;0;0;0;0;0;0;0;0;0;0;0;703
;11:Mais de 20,00;135;0;0;0;547;0;83;0;0;0;0;0;0;0;8;0;0;0;0;773;34;0;0;0;271;0;38;0;0;0;0;0;0;0;2;0;0;0;0;345;169;0;0;0;818;0;121;0;0;0;0;0;0;0;10;0;0;0;0;1.118
;{ñ class};198;3;0;0;48;0;3;0;0;0;0;0;0;0;0;0;0;0;0;252;68;1;0;0;48;0;5;0;0;0;0;0;0;0;1;0;0;0;0;123;266;4;0;0;96;0;8;0;0;0;0;0;0;0;1;0;0;0;0;375
150140:Belém - PA;Total;138.176;756;384;407;57.330;244;9.614;1.426;743;803;430;24;1;2;116;103;182;6;1;210.748;77.593;1.059;85;12;56.583;223;9.997;5;210;741;179;11;0;0;57;22;116;4;0;146.897;215.769;1.815;469;419;113.913;467;19.611;1.431;953;1.544;609;35;1;2;173;125;298;10;1;357.645
;00:Até 0,50;386;0;2;2;2;0;2;151;1;488;5;0;0;0;0;0;0;0;0;1.039;394;2;2;0;8;0;5;0;0;441;5;0;0;0;0;0;0;0;0;857;780;2;4;2;10;0;7;151;1;929;10;0;0;0;0;0;0;0;0;1.896
;01:0,51 a 1,00;5.637;90;85;91;2.525;0;563;117;0;281;13;0;0;0;3;5;0;0;0;9.410;4.446;158;6;6;2.540;0;940;1;0;280;8;0;0;0;8;1;0;0;0;8.394;10.083;248;91;97;5.065;0;1.503;118;0;561;21;0;0;0;11;6;0;0;0;17.804
;02:1,01 a 1,50;56.612;447;155;271;4.556;2;1.955;67;157;28;168;18;0;1;7;48;156;1;1;64.650;39.747;729;45;6;8.493;2;2.229;1;98;15;65;9;0;0;7;12;104;0;0;51.562;96.359;1.176;200;277;13.049;4;4.184;68;255;43;233;27;0;1;14;60;260;1;1;116.212
;03:1,51 a 2,00;29.453;161;77;16;4.191;0;1.033;57;227;2;106;6;0;0;9;27;11;0;0;35.376;12.006;115;19;0;4.498;1;1.073;3;66;3;25;2;0;0;2;2;7;0;0;17.822;41.459;276;96;16;8.689;1;2.106;60;293;5;131;8;0;0;11;29;18;0;0;53.198
;04:2,01 a 3,00;22.319;33;39;19;8.036;30;3.378;103;261;0;51;0;0;1;13;14;3;0;0;34.300;8.686;38;8;0;8.681;10;2.439;0;26;0;29;0;0;0;4;3;0;0;0;19.924;31.005;71;47;19;16.717;40;5.817;103;287;0;80;0;0;1;17;17;3;0;0;54.224
;05:3,01 a 4,00;7.836;13;18;7;10.579;39;799;90;73;0;27;0;0;0;4;5;0;0;0;19.490;3.735;4;2;0;7.746;13;761;0;8;1;18;0;0;0;4;2;0;0;0;12.294;11.571;17;20;7;18.325;52;1.560;90;81;1;45;0;0;0;8;7;0;0;0;31.784
;06:4,01 a 5,00;3.726;0;2;1;5.681;10;588;92;17;0;9;0;1;0;5;2;0;0;0;10.134;2.070;0;2;0;6.038;11;941;0;3;0;4;0;0;0;3;2;0;0;0;9.074;5.796;0;4;1;11.719;21;1.529;92;20;0;13;0;1;0;8;4;0;0;0;19.208
;07:5,01 a 7,00;3.894;1;2;0;8.917;19;526;152;7;0;13;0;0;0;9;1;0;1;0;13.542;2.322;3;1;0;9.088;29;813;0;8;0;8;0;0;0;6;0;0;0;0;12.278;6.216;4;3;0;18.005;48;1.339;152;15;0;21;0;0;0;15;1;0;1;0;25.820
;08:7,01 a 10,00;2.836;3;1;0;5.603;36;310;163;0;0;25;0;0;0;12;1;12;0;0;9.002;1.681;3;0;0;4.598;32;347;0;0;0;6;0;0;0;5;0;5;2;0;6.679;4.517;6;1;0;10.201;68;657;163;0;0;31;0;0;0;17;1;17;2;0;15.681
;09:10,01 a 15,00;2.008;1;1;0;2.932;53;197;63;0;0;3;0;0;0;20;0;0;2;0;5.280;1.148;1;0;0;2.019;54;187;0;1;0;2;0;0;0;3;0;0;0;0;3.415;3.156;2;1;0;4.951;107;384;63;1;0;5;0;0;0;23;0;0;2;0;8.695
;10:15,01 a 20,00;728;0;0;0;1.520;40;65;8;0;0;3;0;0;0;14;0;0;0;0;2.378;361;0;0;0;869;53;57;0;0;0;0;0;0;0;11;0;0;0;0;1.351;1.089;0;0;0;2.389;93;122;8;0;0;3;0;0;0;25;0;0;0;0;3.729
;11:Mais de 20,00;792;0;1;0;2.774;15;153;2;0;0;0;0;0;0;19;0;0;2;0;3.758;166;0;0;0;1.991;18;150;0;0;0;0;0;0;0;4;0;0;2;0;2.331;958;0;1;0;4.765;33;303;2;0;0;0;0;0;0;23;0;0;4;0;6.089
;{ñ class};1.949;7;1;0;14;0;45;361;0;4;7;0;0;0;1;0;0;0;0;2.389;831;6;0;0;14;0;55;0;0;1;9;0;0;0;0;0;0;0;0;916;2.780;13;1;0;28;0;100;361;0;5;16;0;0;0;1;0;0;0;0;3.305
160030:Macapá - AP;Total;27.387;124;314;124;16.285;90;2.119;266;1;136;264;0;0;8;37;6;6;0;0;47.167;17.228;132;164;11;19.544;46;2.021;0;1;148;150;5;0;0;18;9;22;0;1;39.500;44.615;256;478;135;35.829;136;4.140;266;2;284;414;5;0;8;55;15;28;0;1;86.667
;00:Até 0,50;42;1;4;0;0;0;0;30;0;91;0;0;0;0;0;0;0;0;0;168;48;0;4;0;1;0;1;0;0;93;6;0;0;0;0;0;0;0;0;153;90;1;8;0;1;0;1;30;0;184;6;0;0;0;0;0;0;0;0;321
;01:0,51 a 1,00;1.773;19;7;58;8;0;140;137;0;32;12;0;0;1;2;0;0;0;0;2.189;1.382;23;2;6;7;0;157;0;0;43;11;1;0;0;6;0;1;0;0;1.639;3.155;42;9;64;15;0;297;137;0;75;23;1;0;1;8;0;1;0;0;3.828
;02:1,01 a 1,50;10.961;66;254;57;263;7;419;68;0;12;108;0;0;5;3;4;4;0;0;12.231;8.221;92;101;5;718;12;406;0;0;12;49;4;0;0;4;4;18;0;0;9.646;19.182;158;355;62;981;19;825;68;0;24;157;4;0;5;7;8;22;0;0;21.877
;03:1,51 a 2,00;6.124;30;35;7;343;69;262;19;1;0;42;0;0;1;2;1;0;0;0;6.936;4.115;11;50;0;355;23;238;0;1;0;24;0;0;0;1;2;2;0;0;4.822;10.239;41;85;7;698;92;500;19;2;0;66;0;0;1;3;3;2;0;0;11.758
;04:2,01 a 3,00;4.957;5;7;2;1.254;9;354;1;0;1;30;0;0;1;4;0;1;0;0;6.626;1.670;5;7;0;1.224;6;321;0;0;0;16;0;0;0;3;2;1;0;1;3.256;6.627;10;14;2;2.478;15;675;1;0;1;46;0;0;1;7;2;2;0;1;9.882
;05:3,01 a 4,00;1.358;0;2;0;935;1;355;0;0;0;31;0;0;0;5;1;1;0;0;2.689;654;1;0;0;1.191;0;331;0;0;0;7;0;0;0;1;0;0;0;0;2.185;2.012;1;2;0;2.126;1;686;0;0;0;38;0;0;0;6;1;1;0;0;4.874
;06:4,01 a 5,00;598;1;2;0;1.390;2;219;0;0;0;6;0;0;0;5;0;0;0;0;2.223;367;0;0;0;2.809;1;206;0;0;0;4;0;0;0;1;0;0;0;0;3.388;965;1;2;0;4.199;3;425;0;0;0;10;0;0;0;6;0;0;0;0;5.611
;07:5,01 a 7,00;597;0;3;0;6.470;2;150;0;0;0;18;0;0;0;7;0;0;0;0;7.247;356;0;0;0;7.196;2;140;0;0;0;9;0;0;0;0;1;0;0;0;7.704;953;0;3;0;13.666;4;290;0;0;0;27;0;0;0;7;1;0;0;0;14.951
;08:7,01 a 10,00;446;1;0;0;2.627;0;94;0;0;0;8;0;0;0;2;0;0;0;0;3.178;195;0;0;0;3.727;1;112;0;0;0;6;0;0;0;0;0;0;0;0;4.041;641;1;0;0;6.354;1;206;0;0;0;14;0;0;0;2;0;0;0;0;7.219
;09:10,01 a 15,00;229;0;0;0;1.367;0;54;0;0;0;8;0;0;0;2;0;0;0;0;1.660;110;0;0;0;1.481;1;60;0;0;0;14;0;0;0;1;0;0;0;0;1.667;339;0;0;0;2.848;1;114;0;0;0;22;0;0;0;3;0;0;0;0;3.327
;10:15,01 a 20,00;86;0;0;0;616;0;38;0;0;0;1;0;0;0;3;0;0;0;0;744;33;0;0;0;342;0;23;0;0;0;4;0;0;0;0;0;0;0;0;402;119;0;0;0;958;0;61;0;0;0;5;0;0;0;3;0;0;0;0;1.146
;11:Mais de 20,00;89;0;0;0;985;0;29;0;0;0;0;0;0;0;2;0;0;0;0;1.105;25;0;0;0;478;0;19;0;0;0;0;0;0;0;0;0;0;0;0;522;114;0;0;0;1.463;0;48;0;0;0;0;0;0;0;2;0;0;0;0;1.627
;{ñ class};127;1;0;0;27;0;5;11;0;0;0;0;0;0;0;0;0;0;0;171;52;0;0;0;15;0;7;0;0;0;0;0;0;0;1;0;0;0;0;75;179;1;0;0;42;0;12;11;0;0;0;0;0;0;1;0;0;0;0;246
172100:Palmas - TO;Total;22.687;402;40;144;18.760;6;12.730;1;4;133;160;0;4;0;28;20;17;0;0;55.136;11.941;335;5;18;23.804;12;18.501;1;0;75;276;1;0;0;18;22;3;0;0;55.012;34.628;737;45;162;42.564;18;31.231;2;4;208;436;1;4;0;46;42;20;0;0;110.148
