;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;02:1,01 a 1,50;3;218;28;7;9;40;194;51;53;66;24;10;471;54;1.409;4.006;1.008;223;1.620;691;1.443;369;291;778;528;13.594;0;6;6;1;5;25;35;27;19;25;45;8;258;32;448;2.972;367;251;762;142;1.949;1.098;430;1.451;54;10.416;3;224;34;8;14;65;229;78;72;91;69;18;729;86;1.857;6.978;1.375;474;2.382;833;3.392;1.467;721;2.229;582;24.010
;03:1,51 a 2,00;3;91;17;5;1;10;110;18;60;22;2;0;272;144;741;1.819;502;75;1.563;332;377;205;145;966;171;7.651;0;9;1;0;0;0;9;4;8;4;3;0;80;10;130;1.074;152;75;335;53;291;510;234;1.893;9;4.884;3;100;18;5;1;10;119;22;68;26;5;0;352;154;871;2.893;654;150;1.898;385;668;715;379;2.859;180;12.535
;04:2,01 a 3,00;1;42;17;1;0;4;55;11;35;13;0;0;142;236;556;1.020;337;45;590;220;210;139;147;3.653;56;7.530;0;3;0;1;0;0;5;2;6;3;0;1;34;35;132;477;91;63;225;53;178;340;307;8.012;2;9.970;1;45;17;2;0;4;60;13;41;16;0;1;176;271;688;1.497;428;108;815;273;388;479;454;11.665;58;17.500
;05:3,01 a 4,00;0;4;5;0;0;1;3;3;11;0;0;0;38;59;118;337;76;46;123;102;60;87;98;1.766;7;2.944;0;1;0;0;0;1;2;1;5;0;0;0;10;13;38;139;19;69;71;24;61;285;149;3.363;2;4.253;0;5;5;0;0;2;5;4;16;0;0;0;48;72;156;476;95;115;194;126;121;372;247;5.129;9;7.197
;06:4,01 a 5,00;0;0;1;0;0;0;4;0;3;1;0;0;14;64;61;160;46;34;60;49;24;46;63;1.647;4;2.281;0;0;0;0;0;0;1;1;0;1;0;0;7;6;19;71;23;39;42;24;35;95;106;2.229;3;2.702;0;0;1;0;0;0;5;1;3;2;0;0;21;70;80;231;69;73;102;73;59;141;169;3.876;7;4.983
;07:5,01 a 7,00;0;1;0;0;0;0;4;1;2;1;0;0;9;69;45;126;60;46;55;28;19;15;66;4.484;7;5.038;0;0;0;0;0;0;0;0;0;0;0;0;1;11;8;49;9;81;24;7;30;48;101;2.601;1;2.971;0;1;0;0;0;0;4;1;2;1;0;0;10;80;53;175;69;127;79;35;49;63;167;7.085;8;8.009
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;2;0;0;0;10;51;25;57;28;63;46;21;26;17;40;2.368;0;2.754;0;0;0;0;0;0;0;0;0;0;0;0;3;10;8;19;4;59;16;5;28;25;49;2.089;1;2.316;0;0;0;0;0;0;0;0;2;0;0;0;13;61;33;76;32;122;62;26;54;42;89;4.457;1;5.070
;09:10,01 a 15,00;0;0;0;0;0;0;1;0;0;0;0;0;2;38;17;21;15;50;22;8;14;35;18;1.640;1;1.882;0;0;0;0;0;0;1;0;0;0;0;0;1;5;3;6;1;26;10;4;12;27;32;1.194;0;1.322;0;0;0;0;0;0;2;0;0;0;0;0;3;43;20;27;16;76;32;12;26;62;50;2.834;1;3.204
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;15;11;5;2;13;20;2;4;14;2;562;0;651;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;14;6;1;1;13;1;312;0;358;0;0;0;0;0;0;0;0;0;0;0;0;1;22;11;8;2;27;26;3;5;27;3;874;0;1.009
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;2;25;0;3;2;20;52;0;1;1;1;597;0;704;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;5;17;0;0;3;0;238;0;266;0;0;0;0;0;0;0;0;0;0;0;0;2;26;0;4;3;25;69;0;1;4;1;835;0;970
;{ñ class};2;80;8;0;0;4;61;20;13;6;0;0;79;202;424;322;68;41;812;201;347;26;33;154;41;2.944;0;3;0;0;0;1;5;6;3;3;2;0;50;48;44;240;26;29;826;62;557;61;38;117;5;2.126;2;83;8;0;0;5;66;26;16;9;2;0;129;250;468;562;94;70;1.638;263;904;87;71;271;46;5.070
130260:Manaus - AM;Total;366;648;4.924;8.354;15.059;13.830;1.156;2.671;3.040;9.120;634;19;6.995;4.992;16.846;38.526;11.585;1.729;37.253;26.219;16.509;5.108;7.160;58.694;1.090;292.527;61;100;1.485;4.725;12.618;2.398;289;1.259;1.680;2.948;871;8;4.381;901;2.392;30.971;5.176;2.097;16.504;6.175;16.874;12.727;10.922;69.581;241;207.384;427;748;6.409;13.079;27.677;16.228;1.445;3.930;4.720;12.068;1.505;27;11.376;5.893;19.238;69.497;16.761;3.826;53.757;32.394;33.383;17.835;18.082;128.275;1.331;499.911
;00:Até 0,50;3;3;99;90;214;98;21;36;56;126;16;1;113;53;157;752;218;18;338;308;434;58;94;59;21;3.386;3;0;39;52;238;44;11;25;79;64;17;1;75;56;78;722;160;14;163;144;438;95;151;72;7;2.748;6;3;138;142;452;142;32;61;135;190;33;2;188;109;235;1.474;378;32;501;452;872;153;245;131;28;6.134
;01:0,51 a 1,00;6;36;146;306;316;328;96;236;266;178;115;9;666;279;1.267;3.868;679;28;2.742;1.931;2.504;265;791;376;121;17.555;1;9;64;372;284;204;29;293;217;95;197;3;662;63;257;3.401;373;60;2.622;733;3.542;819;1.712;368;45;16.425;7;45;210;678;600;532;125;529;483;273;312;12;1.328;342;1.524;7.269;1.052;88;5.364;2.664;6.046;1.084;2.503;744;166;33.980
;02:1,01 a 1,50;13;178;1.154;1.923;4.074;1.151;607;993;723;1.650;352;7;2.772;960;5.315;18.628;4.941;146;12.691;6.715;7.402;1.376;1.472;1.997;592;77.832;1;26;400;1.604;4.340;338;154;491;514;686;557;3;2.079;126;900;16.444;1.867;284;6.601;2.505;8.201;3.532;2.826;2.683;146;57.308;14;204;1.554;3.527;8.414;1.489;761;1.484;1.237;2.336;909;10;4.851;1.086;6.215;35.072;6.808;430;19.292;9.220;15.603;4.908;4.298;4.680;738;135.140
;03:1,51 a 2,00;21;136;1.020;2.651;3.937;3.437;231;552;685;2.482;73;1;1.289;1.277;3.610;6.634;2.183;98;8.493;4.511;2.307;1.447;804;9.041;189;57.109;3;20;288;1.456;4.073;616;38;155;412;825;35;1;599;75;364;3.969;788;223;2.717;709;1.456;3.168;1.220;14.440;25;37.675;24;156;1.308;4.107;8.010;4.053;269;707;1.097;3.307;108;2;1.888;1.352;3.974;10.603;2.971;321;11.210;5.220;3.763;4.615;2.024;23.481;214;94.784
;04:2,01 a 3,00;71;122;975;1.676;2.502;3.419;112;390;630;1.946;41;0;872;869;3.050;4.088;1.486;120;5.240;6.464;1.310;868;987;13.240;86;50.564;1;17;266;613;1.720;401;22;101;225;518;17;0;331;147;401;2.887;622;203;1.304;849;924;2.156;1.280;19.637;11;34.653;72;139;1.241;2.289;4.222;3.820;134;491;855;2.464;58;0;1.203;1.016;3.451;6.975;2.108;323;6.544;7.313;2.234;3.024;2.267;32.877;97;85.217
;05:3,01 a 4,00;19;47;413;447;1.037;1.830;16;153;210;736;13;1;362;329;947;1.347;680;199;1.102;2.067;456;274;610;5.155;18;18.468;2;10;135;192;575;226;7;55;66;204;1;0;154;99;141;1.035;306;236;405;300;420;976;817;7.143;2;13.507;21;57;548;639;1.612;2.056;23;208;276;940;14;1;516;428;1.088;2.382;986;435;1.507;2.367;876;1.250;1.427;12.298;20;31.975
;06:4,01 a 5,00;12;24;304;235;625;988;7;75;106;415;1;0;214;143;415;619;325;194;600;839;193;254;387;4.991;10;11.976;1;6;67;81;321;150;3;22;25;140;2;0;77;51;51;419;178;201;267;154;189;668;579;7.801;0;11.453;13;30;371;316;946;1.138;10;97;131;555;3;0;291;194;466;1.038;503;395;867;993;382;922;966;12.792;10;23.429
;07:5,01 a 7,00;12;17;296;236;911;844;8;51;110;476;1;0;208;228;304;564;285;255;730;606;155;208;570;8.000;2;15.077;1;3;89;91;326;182;2;25;46;107;1;0;70;63;38;490;143;282;338;154;191;567;751;7.334;2;11.296;13;20;385;327;1.237;1.026;10;76;156;583;2;0;278;291;342;1.054;428;537;1.068;760;346;775;1.321;15.334;4;26.373
;08:7,01 a 10,00;30;7;233;233;660;570;4;25;75;296;0;0;97;174;124;236;163;241;619;281;166;158;520;7.071;4;11.987;12;2;59;69;233;100;1;10;20;73;0;0;35;69;29;156;63;234;219;94;83;189;573;4.422;1;6.746;42;9;292;302;893;670;5;35;95;369;0;0;132;243;153;392;226;475;838;375;249;347;1.093;11.493;5;18.733
;09:10,01 a 15,00;44;4;91;128;323;432;4;12;28;179;0;0;37;215;55;119;82;185;396;150;114;42;377;4.489;2;7.508;5;1;22;33;94;66;0;2;4;34;0;0;17;77;12;49;21;159;109;39;88;57;391;3.088;0;4.368;49;5;113;161;417;498;4;14;32;213;0;0;54;292;67;168;103;344;505;189;202;99;768;7.577;2;11.876
;10:15,01 a 20,00;27;0;16;39;101;116;1;1;8;86;0;0;7;169;8;38;29;75;117;62;17;11;177;2.263;0;3.368;7;0;7;4;26;14;0;0;7;17;0;0;8;37;0;17;8;56;42;14;7;8;148;1.299;0;1.726;34;0;23;43;127;130;1;1;15;103;0;0;15;206;8;55;37;131;159;76;24;19;325;3.562;0;5.094
;11:Mais de 20,00;102;4;20;39;86;185;2;2;14;180;0;0;18;176;7;20;27;85;136;43;10;7;91;1.882;0;3.136;23;0;12;4;15;9;0;1;2;11;0;0;5;17;0;7;3;37;51;11;1;4;59;1.121;0;1.393;125;4;32;43;101;194;2;3;16;191;0;0;23;193;7;27;30;122;187;54;11;11;150;3.003;0;4.529
;{ñ class};6;70;157;351;273;432;47;145;129;370;22;0;340;120;1.587;1.613;487;85;4.049;2.242;1.441;140;280;130;45;14.561;1;6;37;154;373;48;22;79;63;174;44;0;269;21;121;1.375;644;108;1.666;469;1.334;488;415;173;2;8.086;7;76;194;505;646;480;69;224;192;544;66;0;609;141;1.708;2.988;1.131;193;5.715;2.711;2.775;628;695;303;47;22.647
140010:Boa Vista - RR;Total;48;303;91;4;38;18;37;66;76;17;71;0;996;1.015;3.980;8.332;2.274;321;3.256;1.451;3.014;579;1.629;17.579;451;45.646;3;31;12;2;6;1;9;35;30;9;85;0;439;298;823;6.804;894;298;2.014;421;3.759;1.395;2.262;25.628;90;45.348;51;334;103;6;44;19;46;101;106;26;156;0;1.435;1.313;4.803;15.136;3.168;619;5.270;1.872;6.773;1.974;3.891;43.207;541;90.994
;00:Até 0,50;1;1;0;0;0;0;0;1;1;0;0;0;19;3;29;204;40;2;47;12;39;8;27;9;4;447;0;1;0;0;0;0;0;2;0;0;0;0;18;12;21;187;36;0;59;15;51;8;23;15;1;449;1;2;0;0;0;0;0;3;1;0;0;0;37;15;50;391;76;2;106;27;90;16;50;24;5;896
;01:0,51 a 1,00;1;39;26;1;13;1;7;14;6;0;29;0;186;24;306;1.084;216;3;282;196;473;44;223;359;94;3.627;0;6;3;1;2;0;2;6;2;1;38;0;88;10;58;1.181;115;5;286;99;670;198;411;469;16;3.667;1;45;29;2;15;1;9;20;8;1;67;0;274;34;364;2.265;331;8;568;295;1.143;242;634;828;110;7.294
;02:1,01 a 1,50;10;142;46;1;12;7;19;33;30;9;35;0;520;67;1.251;4.036;1.077;24;1.418;616;1.531;222;268;2.715;218;14.307;0;8;9;0;2;0;7;19;19;5;42;0;232;19;596;3.671;436;26;1.116;136;1.999;647;414;4.363;55;13.821;10;150;55;1;14;7;26;52;49;14;77;0;752;86;1.847;7.707;1.513;50;2.534;752;3.530;869;682;7.078;273;28.128
;03:1,51 a 2,00;12;53;19;2;6;4;2;11;15;5;6;0;152;100;974;1.245;409;14;640;250;403;94;111;1.394;56;5.977;1;10;0;0;2;0;0;5;3;0;3;0;49;23;67;743;118;14;213;54;395;184;162;1.871;9;3.926;13;63;19;2;8;4;2;16;18;5;9;0;201;123;1.041;1.988;527;28;853;304;798;278;273;3.265;65;9.903
;04:2,01 a 3,00;15;39;0;0;4;4;3;5;10;3;1;0;76;230;719;720;206;29;162;150;258;62;186;3.161;43;6.086;1;4;0;1;0;0;0;3;3;1;1;0;23;90;26;438;78;30;117;46;255;91;305;5.699;3;7.215;16;43;0;1;4;4;3;8;13;4;2;0;99;320;745;1.158;284;59;279;196;513;153;491;8.860;46;13.301
;05:3,01 a 4,00;3;15;0;0;2;0;1;1;7;0;0;0;15;135;170;254;71;43;52;58;87;35;150;2.182;9;3.290;0;0;0;0;0;0;0;0;1;1;0;0;4;48;13;152;32;37;55;23;105;41;208;3.862;2;4.584;3;15;0;0;2;0;1;1;8;1;0;0;19;183;183;406;103;80;107;81;192;76;358;6.044;11;7.874
;06:4,01 a 5,00;3;4;0;0;0;0;1;0;3;0;0;0;7;148;55;151;32;31;24;33;60;5;88;1.951;3;2.599;0;0;0;0;0;0;0;0;0;0;0;0;1;22;5;54;21;27;23;2;73;10;101;3.448;0;3.787;3;4;0;0;0;0;1;0;3;0;0;0;8;170;60;205;53;58;47;35;133;15;189;5.399;3;6.386
;07:5,01 a 7,00;1;1;0;0;1;0;0;1;0;0;0;0;4;87;43;88;35;53;23;25;48;3;101;1.916;3;2.433;0;0;0;0;0;0;0;0;0;0;0;0;1;18;4;36;6;53;15;9;67;6;144;2.635;1;2.995;1;1;0;0;1;0;0;1;0;0;0;0;5;105;47;124;41;106;38;34;115;9;245;4.551;4;5.428
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;0;0;0;0;0;88;23;31;18;44;25;9;16;4;191;1.681;1;2.131;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;18;5;51;10;5;32;3;209;1.874;0;2.235;0;0;0;0;0;0;0;0;0;0;0;0;0;114;25;49;23;95;35;14;48;7;400;3.555;1;4.366
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;55;11;13;10;32;23;13;13;0;154;1.135;0;1.459;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;0;24;13;0;5;2;169;841;0;1.069;0;0;0;0;0;0;0;0;0;0;0;0;0;68;11;15;10;56;36;13;18;2;323;1.976;0;2.528
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;1;5;10;7;2;6;0;73;544;0;671;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;10;4;1;5;1;57;284;0;370;0;0;0;0;0;0;0;0;0;0;0;0;0;28;2;1;6;20;11;3;11;1;130;828;0;1.041
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;3;0;16;35;0;3;0;33;516;1;633;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;8;20;0;0;0;23;235;0;289;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;3;0;24;55;0;3;0;56;751;1;922
;{ñ class};2;9;0;0;0;2;4;0;4;0;0;0;17;31;397;502;155;20;518;87;77;102;24;16;19;1.986;1;2;0;0;0;1;0;0;2;1;1;0;23;7;31;322;46;13;83;31;102;204;36;32;3;941;3;11;0;0;0;3;4;0;6;1;1;0;40;38;428;824;201;33;601;118;179;306;60;48;22;2.927
150140:Belém - PA;Total;31;333;134;345;59;543;1.401;685;348;449;118;18;4.316;3.661;17.912;31.164;5.450;4.299;35.929;12.966;22.418;8.026;7.132;73.234;1.004;231.975;18;62;29;85;11;60;167;257;115;126;201;18;1.810;698;1.652;25.583;2.677;3.832;11.791;2.654;19.856;19.454;9.664;65.804;115;166.739;49;395;163;430;70;603;1.568;942;463;575;319;36;6.126;4.359;19.564;56.747;8.127;8.131;47.720;15.620;42.274;27.480;16.796;139.038;1.119;398.714
;00:Até 0,50;0;4;0;0;0;9;22;11;1;4;3;0;49;39;114;601;134;33;206;102;508;124;359;18;2;2.343;0;2;0;1;0;10;4;8;3;2;0;0;47;22;68;569;74;36;157;34;767;205;303;16;0;2.328;0;6;0;1;0;19;26;19;4;6;3;0;96;61;182;1.170;208;69;363;136;1.275;329;662;34;2;4.671
;01:0,51 a 1,00;0;13;23;21;3;12;91;41;36;18;25;0;392;26;690;3.532;401;30;1.703;1.634;2.711;379;1.224;1.015;166;14.186;0;1;3;17;3;6;10;32;14;9;54;1;267;10;101;2.853;304;53;1.095;445;3.538;986;1.693;1.247;14;12.756;0;14;26;38;6;18;101;73;50;27;79;1;659;36;791;6.385;705;83;2.798;2.079;6.249;1.365;2.917;2.262;180;26.942
;02:1,01 a 1,50;0;73;60;129;18;98;588;211;164;142;58;16;1.754;284;5.245;16.031;2.295;233;10.075;3.240;11.265;2.324;1.622;5.692;489;62.106;0;26;19;39;3;13;63;72;63;49;119;15;1.013;21;662;13.086;1.161;293;4.566;687;9.568;5.139;2.514;8.672;39;47.902;0;99;79;168;21;111;651;283;227;191;177;31;2.767;305;5.907;29.117;3.456;526;14.641;3.927;20.833;7.463;4.136;14.364;528;110.008
;03:1,51 a 2,00;1;65;17;57;17;139;321;129;61;110;20;0;778;562;5.143;5.128;992;182;10.593;2.788;3.091;1.570;711;5.664;141;38.280;0;6;5;13;2;9;35;46;15;24;16;2;159;96;329;4.314;386;337;1.831;356;2.227;4.037;881;7.398;12;22.536;1;71;22;70;19;148;356;175;76;134;36;2;937;658;5.472;9.442;1.378;519;12.424;3.144;5.318;5.607;1.592;13.062;153;60.816
;04:2,01 a 3,00;0;97;13;39;7;181;181;113;49;90;7;2;657;917;4.298;2.983;729;310;7.683;1.634;2.121;1.324;794;11.409;81;35.719;2;7;1;7;0;5;21;33;6;17;5;0;120;151;263;2.057;305;315;1.067;334;1.682;3.399;1.067;7.586;10;18.460;2;104;14;46;7;186;202;146;55;107;12;2;777;1.068;4.561;5.040;1.034;625;8.750;1.968;3.803;4.723;1.861;18.995;91;54.179
