;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;3;7;2;18;0;0;1;3;2;1;3;0;7;321;237;85;66;126;75;79;69;4;431;3.079;0;4.619;0;2;0;2;0;0;0;4;0;0;1;0;1;61;30;53;14;116;37;26;63;39;415;1.761;1;2.626;3;9;2;20;0;0;1;7;2;1;4;0;8;382;267;138;80;242;112;105;132;43;846;4.840;1;7.245
;09:10,01 a 15,00;0;1;1;11;0;0;0;0;0;1;1;0;3;245;187;44;36;58;69;51;99;24;266;1.940;0;3.037;0;0;0;1;0;0;0;0;0;0;0;0;1;50;12;23;6;48;34;7;197;13;273;1.216;0;1.881;0;1;1;12;0;0;0;0;0;1;1;0;4;295;199;67;42;106;103;58;296;37;539;3.156;0;4.918
;10:15,01 a 20,00;0;0;0;3;0;0;0;0;0;0;0;0;3;159;70;34;15;41;27;12;18;3;80;1.275;0;1.740;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;14;0;25;7;3;21;1;69;623;0;784;0;0;0;3;0;0;0;0;0;0;0;0;3;177;73;48;15;66;34;15;39;4;149;1.898;0;2.524
;11:Mais de 20,00;0;1;0;2;0;0;0;0;0;1;0;0;1;237;77;32;10;38;54;5;9;2;53;1.333;0;1.855;0;0;0;1;0;0;0;0;0;0;0;0;0;25;3;17;0;12;15;1;4;0;46;581;0;705;0;1;0;3;0;0;0;0;0;1;0;0;1;262;80;49;10;50;69;6;13;2;99;1.914;0;2.560
;{ñ class};2;20;3;13;1;1;12;2;3;3;0;0;31;24;762;108;41;4;122;116;58;10;23;92;14;1.465;0;3;2;0;0;0;1;0;2;0;2;0;15;4;96;75;14;7;24;19;88;18;43;156;0;569;2;23;5;13;1;1;13;2;5;3;2;0;46;28;858;183;55;11;146;135;146;28;66;248;14;2.034
120040:Rio Branco - AC;Total;202;618;139;53;18;38;454;156;152;138;62;3;1.454;1.501;4.246;9.111;2.166;511;4.240;2.435;4.669;1.201;2.388;18.235;1.235;55.425;44;51;17;11;5;4;61;78;25;39;121;0;583;312;699;6.529;829;534;2.837;758;5.785;3.007;2.670;24.670;158;49.827;246;669;156;64;23;42;515;234;177;177;183;3;2.037;1.813;4.945;15.640;2.995;1.045;7.077;3.193;10.454;4.208;5.058;42.905;1.393;105.252
;00:Até 0,50;0;2;0;0;1;0;1;2;2;0;0;0;21;3;13;101;16;5;17;13;36;19;17;2;0;271;0;0;0;0;0;0;0;0;0;2;0;0;8;3;5;76;18;4;18;5;38;23;23;4;0;227;0;2;0;0;1;0;1;2;2;2;0;0;29;6;18;177;34;9;35;18;74;42;40;6;0;498
;01:0,51 a 1,00;1;57;6;2;0;2;21;16;6;0;2;0;48;3;75;280;43;3;292;39;138;32;73;44;290;1.473;6;7;3;0;0;1;2;10;0;0;5;0;34;2;24;164;35;6;496;30;317;98;99;86;53;1.478;7;64;9;2;0;3;23;26;6;0;7;0;82;5;99;444;78;9;788;69;455;130;172;130;343;2.951
;02:1,01 a 1,50;81;300;79;28;10;19;179;56;52;89;50;3;610;106;1.289;4.386;1.042;57;1.237;667;2.663;371;310;667;578;14.929;15;27;11;5;5;3;39;42;15;20;101;0;349;36;299;3.931;452;77;1.521;254;4.042;1.052;464;1.631;73;14.464;96;327;90;33;15;22;218;98;67;109;151;3;959;142;1.588;8.317;1.494;134;2.758;921;6.705;1.423;774;2.298;651;29.393
;03:1,51 a 2,00;45;141;32;11;5;6;118;30;54;31;9;0;386;461;1.156;2.008;448;36;1.301;469;882;233;210;1.207;223;9.502;12;7;1;4;0;0;8;13;4;8;11;0;103;41;145;1.242;139;44;366;211;593;748;237;2.878;7;6.822;57;148;33;15;5;6;126;43;58;39;20;0;489;502;1.301;3.250;587;80;1.667;680;1.475;981;447;4.085;230;16.324
;04:2,01 a 3,00;60;92;17;8;0;11;78;43;23;10;0;0;228;176;1.080;1.284;365;45;862;563;539;169;321;3.200;89;9.263;9;7;0;1;0;0;2;10;3;3;2;0;32;44;85;664;111;58;189;108;337;377;410;6.235;10;8.697;69;99;17;9;0;11;80;53;26;13;2;0;260;220;1.165;1.948;476;103;1.051;671;876;546;731;9.435;99;17.960
;05:3,01 a 4,00;8;13;2;2;1;0;12;6;6;2;1;0;64;131;275;455;84;58;178;386;140;118;265;4.590;12;6.809;2;1;2;1;0;0;3;2;0;2;0;0;21;37;79;198;26;77;72;51;124;316;309;4.392;3;5.718;10;14;4;3;1;0;15;8;6;4;1;0;85;168;354;653;110;135;250;437;264;434;574;8.982;15;12.527
;06:4,01 a 5,00;2;3;1;0;1;0;5;1;3;2;0;0;23;116;77;209;51;51;65;75;69;64;222;2.964;3;4.007;0;2;0;0;0;0;2;1;1;1;0;0;11;26;24;85;15;45;40;22;56;146;215;3.748;0;4.440;2;5;1;0;1;0;7;2;4;3;0;0;34;142;101;294;66;96;105;97;125;210;437;6.712;3;8.447
;07:5,01 a 7,00;1;1;0;0;0;0;7;0;1;3;0;0;12;135;50;184;61;74;69;66;44;38;296;2.273;16;3.331;0;0;0;0;0;0;3;0;2;0;0;0;7;35;20;66;24;93;49;22;52;83;327;2.861;8;3.652;1;1;0;0;0;0;10;0;3;3;0;0;19;170;70;250;85;167;118;88;96;121;623;5.134;24;6.983
;08:7,01 a 10,00;0;0;0;0;0;0;4;0;2;0;0;0;3;148;39;73;24;76;48;36;36;23;362;1.177;2;2.053;0;0;0;0;0;0;1;0;0;0;0;0;3;41;5;30;6;56;25;10;35;23;326;1.414;1;1.976;0;0;0;0;0;0;5;0;2;0;0;0;6;189;44;103;30;132;73;46;71;46;688;2.591;3;4.029
;09:10,01 a 15,00;0;0;1;0;0;0;0;0;0;0;0;0;9;84;14;32;10;59;38;18;52;38;179;1.000;0;1.534;0;0;0;0;0;0;0;0;0;0;0;0;2;18;5;10;0;44;18;5;74;39;164;827;0;1.206;0;0;1;0;0;0;0;0;0;0;0;0;11;102;19;42;10;103;56;23;126;77;343;1.827;0;2.740
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;57;14;4;2;21;24;6;14;61;61;437;1;703;0;0;0;0;0;0;0;0;0;0;0;0;1;18;0;5;0;13;7;2;11;41;43;261;0;402;0;0;0;0;0;0;0;0;0;0;0;0;2;75;14;9;2;34;31;8;25;102;104;698;1;1.105
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;2;74;1;3;3;22;53;3;2;25;58;630;0;876;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;11;26;0;5;24;30;302;0;410;0;0;0;0;0;0;0;0;0;0;0;0;2;85;1;4;3;33;79;3;7;49;88;932;0;1.286
;{ñ class};4;9;1;2;0;0;29;2;3;1;0;0;47;7;163;92;17;4;56;94;54;10;14;44;21;674;0;0;0;0;0;0;1;0;0;3;2;0;12;0;8;57;3;6;10;38;101;37;23;31;3;335;4;9;1;2;0;0;30;2;3;4;2;0;59;7;171;149;20;10;66;132;155;47;37;75;24;1.009
130260:Manaus - AM;Total;498;1.084;5.641;7.891;13.416;15.163;837;2.798;3.201;8.217;743;9;7.969;4.361;20.941;37.815;12.221;2.085;30.977;28.575;19.639;3.731;8.660;57.231;1.053;294.756;94;176;1.697;5.336;13.065;2.218;269;1.202;2.083;3.296;1.099;3;5.460;761;3.223;33.983;5.590;2.599;12.866;7.877;24.353;11.706;13.038;70.857;311;223.162;592;1.260;7.338;13.227;26.481;17.381;1.106;4.000;5.284;11.513;1.842;12;13.429;5.122;24.164;71.798;17.811;4.684;43.843;36.452;43.992;15.437;21.698;128.088;1.364;517.918
;00:Até 0,50;1;9;63;185;239;146;8;29;26;107;13;0;66;26;242;487;159;9;61;265;292;36;120;15;3;2.607;2;3;48;150;258;42;6;23;25;78;18;0;46;18;118;373;128;5;81;207;337;30;147;8;1;2.152;3;12;111;335;497;188;14;52;51;185;31;0;112;44;360;860;287;14;142;472;629;66;267;23;4;4.759
;01:0,51 a 1,00;0;52;98;110;226;242;24;69;108;107;62;0;183;16;462;995;235;24;415;390;834;249;462;369;66;5.798;3;18;58;102;245;68;7;56;84;62;108;0;187;3;186;984;137;55;487;210;1.112;1.088;920;432;14;6.626;3;70;156;212;471;310;31;125;192;169;170;0;370;19;648;1.979;372;79;902;600;1.946;1.337;1.382;801;80;12.424
;02:1,01 a 1,50;12;265;1.127;1.990;2.968;794;442;957;824;1.621;433;2;3.310;363;6.826;19.173;5.482;118;8.405;6.256;9.932;1.045;1.442;2.356;559;76.702;3;41;435;2.525;5.057;324;163;527;854;1.047;808;1;3.225;89;1.297;20.879;2.877;278;5.807;2.955;16.116;4.326;3.594;4.124;217;77.569;15;306;1.562;4.515;8.025;1.118;605;1.484;1.678;2.668;1.241;3;6.535;452;8.123;40.052;8.359;396;14.212;9.211;26.048;5.371;5.036;6.480;776;154.271
;03:1,51 a 2,00;23;225;1.456;2.094;3.423;2.851;177;656;815;1.963;137;4;1.684;984;6.165;8.526;2.344;118;7.640;5.124;3.305;831;793;7.501;259;59.098;1;26;419;1.283;3.773;479;42;230;531;851;91;1;852;55;471;5.815;910;262;2.495;1.698;2.778;2.393;1.494;12.347;46;39.343;24;251;1.875;3.377;7.196;3.330;219;886;1.346;2.814;228;5;2.536;1.039;6.636;14.341;3.254;380;10.135;6.822;6.083;3.224;2.287;19.848;305;98.441
;04:2,01 a 3,00;46;218;1.183;1.555;2.213;4.428;121;566;612;1.654;56;1;1.289;987;3.844;4.878;1.873;128;9.885;8.233;2.636;832;1.041;14.109;96;62.484;2;34;362;566;1.477;425;23;177;271;491;35;1;468;119;425;3.374;697;203;1.934;1.322;1.732;2.308;1.627;23.001;17;41.091;48;252;1.545;2.121;3.690;4.853;144;743;883;2.145;91;2;1.757;1.106;4.269;8.252;2.570;331;11.819;9.555;4.368;3.140;2.668;37.110;113;103.575
;05:3,01 a 4,00;16;98;513;511;964;2.229;29;217;224;691;22;0;567;394;1.447;1.688;768;252;1.588;4.502;846;248;785;4.551;38;23.188;2;18;130;184;618;225;12;76;111;217;16;0;181;62;260;1.117;325;270;610;517;738;533;986;7.054;7;14.269;18;116;643;695;1.582;2.454;41;293;335;908;38;0;748;456;1.707;2.805;1.093;522;2.198;5.019;1.584;781;1.771;11.605;45;37.457
;06:4,01 a 5,00;9;69;307;314;729;1.248;16;101;168;422;8;0;244;167;577;684;420;269;684;1.168;471;102;692;7.725;11;16.605;0;13;69;104;337;174;9;37;52;128;1;0;104;61;121;508;182;312;362;223;461;243;860;7.713;2;12.076;9;82;376;418;1.066;1.422;25;138;220;550;9;0;348;228;698;1.192;602;581;1.046;1.391;932;345;1.552;15.438;13;28.681
;07:5,01 a 7,00;14;51;381;363;1.025;1.137;5;92;176;480;2;0;228;381;399;655;368;350;726;907;393;122;1.097;7.015;9;16.376;0;10;88;125;390;194;2;32;52;127;1;0;123;87;132;449;147;412;439;266;370;408;1.280;6.245;0;11.379;14;61;469;488;1.415;1.331;7;124;228;607;3;0;351;468;531;1.104;515;762;1.165;1.173;763;530;2.377;13.260;9;27.755
;08:7,01 a 10,00;32;31;234;297;664;710;5;64;104;408;3;1;114;229;270;274;211;380;537;477;300;150;945;6.339;4;12.783;14;7;39;97;233;119;2;23;39;107;1;0;58;53;115;165;84;398;284;168;181;196;1.005;5.145;0;8.533;46;38;273;394;897;829;7;87;143;515;4;1;172;282;385;439;295;778;821;645;481;346;1.950;11.484;4;21.316
;09:10,01 a 15,00;65;16;136;203;399;568;2;21;69;241;1;0;55;234;137;105;127;211;399;308;316;75;662;3.536;2;7.888;12;4;23;52;131;101;1;8;19;52;0;0;32;136;45;62;41;227;170;72;258;82;553;2.401;0;4.482;77;20;159;255;530;669;3;29;88;293;1;0;87;370;182;167;168;438;569;380;574;157;1.215;5.937;2;12.370
;10:15,01 a 20,00;32;9;47;65;140;180;1;1;29;130;2;0;21;186;59;36;51;101;149;108;81;15;178;1.625;0;3.246;15;1;7;14;35;19;0;1;2;19;0;0;10;45;14;17;18;100;46;24;35;9;146;1.094;0;1.671;47;10;54;79;175;199;1;2;31;149;2;0;31;231;73;53;69;201;195;132;116;24;324;2.719;0;4.917
;11:Mais de 20,00;244;12;28;87;185;288;1;2;26;260;0;0;30;305;42;26;50;110;171;89;26;7;170;2.065;0;4.224;39;0;10;5;31;12;0;2;5;24;0;0;12;27;5;13;11;53;60;15;11;7;102;1.266;0;1.710;283;12;38;92;216;300;1;4;31;284;0;0;42;332;47;39;61;163;231;104;37;14;272;3.331;0;5.934
;{ñ class};4;29;68;117;241;342;6;23;20;133;4;1;178;89;471;288;133;15;317;748;207;19;273;25;6;3.757;1;1;9;129;480;36;2;10;38;93;20;0;162;6;34;227;33;24;91;200;224;83;324;27;7;2.261;5;30;77;246;721;378;8;33;58;226;24;1;340;95;505;515;166;39;408;948;431;102;597;52;13;6.018
140010:Boa Vista - RR;Total;45;402;81;16;27;15;181;120;62;23;10;0;699;1.390;2.950;8.116;2.197;315;2.097;1.697;2.895;488;1.706;17.246;479;43.257;8;60;19;6;5;3;30;74;23;10;56;0;332;424;406;7.144;573;305;1.191;460;4.261;1.003;2.637;23.926;190;43.146;53;462;100;22;32;18;211;194;85;33;66;0;1.031;1.814;3.356;15.260;2.770;620;3.288;2.157;7.156;1.491;4.343;41.172;669;86.403
;00:Até 0,50;1;3;0;0;0;0;0;0;1;0;0;0;3;13;28;104;12;1;1;8;20;9;16;13;0;233;0;3;0;0;0;0;0;0;0;0;0;0;9;7;22;83;12;1;4;18;35;8;16;10;0;228;1;6;0;0;0;0;0;0;1;0;0;0;12;20;50;187;24;2;5;26;55;17;32;23;0;461
;01:0,51 a 1,00;0;26;11;3;0;0;5;18;6;1;1;0;34;27;100;420;67;1;81;88;183;13;115;271;52;1.523;1;10;2;2;0;0;2;15;2;0;7;0;28;24;24;383;37;11;120;44;320;86;233;355;17;1.723;1;36;13;5;0;0;7;33;8;1;8;0;62;51;124;803;104;12;201;132;503;99;348;626;69;3.246
;02:1,01 a 1,50;17;203;47;8;7;8;65;53;24;14;7;0;253;37;1.045;4.779;1.285;4;555;683;1.779;168;286;2.074;164;13.565;3;26;16;4;2;2;20;38;12;6;43;0;172;34;228;5.127;310;18;581;199;3.039;506;627;3.218;65;14.296;20;229;63;12;9;10;85;91;36;20;50;0;425;71;1.273;9.906;1.595;22;1.136;882;4.818;674;913;5.292;229;27.861
;03:1,51 a 2,00;13;94;18;1;10;4;60;24;15;3;2;0;168;46;695;1.494;322;3;595;360;413;73;143;1.938;69;6.563;0;7;1;0;2;0;3;14;5;3;5;0;54;9;51;867;69;8;195;74;326;157;227;2.692;17;4.786;13;101;19;1;12;4;63;38;20;6;7;0;222;55;746;2.361;391;11;790;434;739;230;370;4.630;86;11.349
;04:2,01 a 3,00;9;47;5;3;8;2;37;15;5;5;0;0;147;242;696;758;266;13;618;364;223;31;182;2.668;77;6.421;2;7;0;0;1;0;3;5;4;1;0;0;46;108;47;450;66;18;132;64;241;80;335;3.900;25;5.535;11;54;5;3;9;2;40;20;9;6;0;0;193;350;743;1.208;332;31;750;428;464;111;517;6.568;102;11.956
;05:3,01 a 4,00;1;11;0;0;2;1;10;5;8;0;0;0;54;286;179;278;120;58;70;68;77;30;161;2.016;57;3.492;1;3;0;0;0;1;1;2;0;0;1;0;16;47;16;127;38;65;47;23;78;45;270;3.619;29;4.429;2;14;0;0;2;2;11;7;8;0;1;0;70;333;195;405;158;123;117;91;155;75;431;5.635;86;7.921
;06:4,01 a 5,00;1;10;0;0;0;0;2;3;2;0;0;0;16;236;48;93;42;48;32;32;38;11;134;1.395;12;2.155;0;3;0;0;0;0;0;0;0;0;0;0;5;23;5;39;11;33;25;10;39;22;161;2.271;15;2.662;1;13;0;0;0;0;2;3;2;0;0;0;21;259;53;132;53;81;57;42;77;33;295;3.666;27;4.817
;07:5,01 a 7,00;2;2;0;0;0;0;1;1;0;0;0;0;15;156;46;98;33;55;28;35;61;85;199;3.623;26;4.466;0;0;0;0;0;0;0;0;0;0;0;0;2;55;4;29;16;62;26;15;90;38;236;5.187;14;5.774;2;2;0;0;0;0;1;1;0;0;0;0;17;211;50;127;49;117;54;50;151;123;435;8.810;40;10.240
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;0;0;0;0;6;134;23;31;20;55;28;12;33;55;192;1.348;12;1.949;1;1;0;0;0;0;0;0;0;0;0;0;0;40;3;15;4;44;19;7;42;26;250;1.485;4;1.941;1;1;0;0;0;0;0;0;0;0;0;0;6;174;26;46;24;99;47;19;75;81;442;2.833;16;3.890
;09:10,01 a 15,00;0;1;0;0;0;0;0;0;0;0;0;0;0;83;7;15;8;35;27;20;9;7;143;856;1;1.212;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;4;5;25;14;3;12;24;179;672;2;977;0;1;0;0;0;0;0;0;0;0;0;0;0;120;7;19;13;60;41;23;21;31;322;1.528;3;2.189
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;37;2;1;6;17;12;5;10;3;64;428;0;585;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;10;6;1;2;4;42;222;0;304;0;0;0;0;0;0;0;0;0;0;0;0;0;54;2;1;6;27;18;6;12;7;106;650;0;889
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;78;3;2;0;24;37;0;10;0;62;564;5;786;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;7;21;0;2;1;52;245;2;353;0;0;0;0;0;0;0;0;0;0;0;0;1;101;3;2;0;31;58;0;12;1;114;809;7;1.139
;{ñ class};1;5;0;1;0;0;1;1;1;0;0;0;2;15;78;43;16;1;13;22;39;3;9;52;4;307;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;20;5;3;1;2;35;6;9;50;0;138;1;5;0;1;0;0;2;1;1;0;0;0;2;15;84;63;21;4;14;24;74;9;18;102;4;445
150140:Belém - PA;Total;107;422;240;441;98;769;2.008;1.595;605;951;151;20;5.011;4.009;21.037;35.296;6.396;3.863;30.654;14.390;21.955;5.979;10.969;69.285;1.172;237.423;50;74;43;60;25;85;256;654;144;298;408;11;2.259;853;2.495;29.908;2.878;3.785;11.972;3.136;22.833;15.044;12.565;69.552;188;179.576;157;496;283;501;123;854;2.264;2.249;749;1.249;559;31;7.270;4.862;23.532;65.204;9.274;7.648;42.626;17.526;44.788;21.023;23.534;138.837;1.360;416.999
;00:Até 0,50;0;0;0;0;0;4;25;31;7;19;0;0;63;5;135;312;33;3;94;146;357;32;228;23;6;1.523;0;0;0;2;0;3;6;26;5;11;1;0;61;2;54;275;19;2;74;63;497;75;150;31;1;1.358;0;0;0;2;0;7;31;57;12;30;1;0;124;7;189;587;52;5;168;209;854;107;378;54;7;2.881
;01:0,51 a 1,00;2;3;10;7;2;1;81;45;8;11;17;0;128;5;253;2.157;279;30;603;201;845;149;729;992;162;6.720;2;2;1;5;3;5;15;20;5;9;60;0;85;3;72;1.381;141;41;600;84;1.118;273;739;1.259;11;5.934;4;5;11;12;5;6;96;65;13;20;77;0;213;8;325;3.538;420;71;1.203;285;1.963;422;1.468;2.251;173;12.654
;02:1,01 a 1,50;6;127;90;141;44;117;920;429;229;283;100;19;2.033;437;7.276;18.167;2.617;202;8.289;4.228;10.557;1.785;1.965;6.432;407;66.900;6;20;26;31;15;22;110;285;74;172;294;11;1.485;148;1.068;16.634;1.429;382;5.607;1.235;14.012;4.470;3.436;9.925;87;60.984;12;147;116;172;59;139;1.030;714;303;455;394;30;3.518;585;8.344;34.801;4.046;584;13.896;5.463;24.569;6.255;5.401;16.357;494;127.884
;03:1,51 a 2,00;16;120;70;95;23;214;420;336;152;211;18;0;1.007;747;6.576;7.002;1.349;145;7.033;1.870;4.476;1.395;863;4.596;205;38.939;1;7;9;6;4;13;43;101;16;33;28;0;253;122;605;5.721;484;271;1.932;445;2.773;3.967;1.024;5.903;14;23.775;17;127;79;101;27;227;463;437;168;244;46;0;1.260;869;7.181;12.723;1.833;416;8.965;2.315;7.249;5.362;1.887;10.499;219;62.714
;04:2,01 a 3,00;16;90;47;94;22;266;303;363;120;196;12;1;803;969;4.438;4.334;1.069;225;10.279;4.255;2.739;936;1.089;8.030;175;40.871;8;9;5;9;1;19;37;99;20;29;10;0;167;177;350;3.357;418;343;1.689;539;1.852;2.446;1.145;7.584;19;20.332;24;99;52;103;23;285;340;462;140;225;22;1;970;1.146;4.788;7.691;1.487;568;11.968;4.794;4.591;3.382;2.234;15.614;194;61.203
