;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;7;1;3;0;0;0;3;1;0;2;0;3;402;39;95;65;93;70;84;68;6;437;2.585;0;3.964;0;1;0;1;0;0;1;1;0;0;1;0;1;88;5;31;15;94;28;19;72;36;431;1.558;0;2.383;0;8;1;4;0;0;1;4;1;0;3;0;4;490;44;126;80;187;98;103;140;42;868;4.143;0;6.347
;09:10,01 a 15,00;0;0;0;3;0;0;0;0;0;0;0;0;5;289;17;33;28;60;47;49;84;18;356;2.103;0;3.092;0;0;0;1;0;0;0;0;0;0;0;0;1;70;1;19;4;35;26;9;169;9;338;1.217;0;1.899;0;0;0;4;0;0;0;0;0;0;0;0;6;359;18;52;32;95;73;58;253;27;694;3.320;0;4.991
;10:15,01 a 20,00;0;0;0;1;0;0;0;0;0;0;0;0;1;150;1;10;5;36;17;7;17;1;96;1.026;0;1.368;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;1;0;18;5;3;17;0;75;451;0;603;0;0;0;1;0;0;0;0;0;0;0;0;1;183;1;11;5;54;22;10;34;1;171;1.477;0;1.971
;11:Mais de 20,00;0;1;0;1;0;0;0;0;0;0;0;0;2;206;8;17;10;36;44;4;6;1;41;1.137;0;1.514;0;0;0;1;0;0;0;0;0;0;0;0;0;30;1;7;0;8;14;1;3;1;33;455;0;554;0;1;0;2;0;0;0;0;0;0;0;0;2;236;9;24;10;44;58;5;9;2;74;1.592;0;2.068
;{ñ class};2;24;5;11;0;2;12;2;6;1;1;0;50;29;577;137;36;4;141;146;194;10;28;322;15;1.755;1;1;1;0;0;0;0;1;2;0;1;0;27;7;61;109;17;10;50;25;114;50;42;254;2;775;3;25;6;11;0;2;12;3;8;1;2;0;77;36;638;246;53;14;191;171;308;60;70;576;17;2.530
120040:Rio Branco - AC;Total;25;437;120;35;17;66;386;191;183;136;62;8;1.255;1.411;3.954;8.773;2.120;509;3.919;2.002;4.277;1.052;2.475;17.335;1.486;52.234;11;31;16;8;3;27;56;71;59;37;91;7;562;294;1.074;6.295;729;510;2.989;636;4.980;2.708;2.841;22.809;238;47.082;36;468;136;43;20;93;442;262;242;173;153;15;1.817;1.705;5.028;15.068;2.849;1.019;6.908;2.638;9.257;3.760;5.316;40.144;1.724;99.316
;00:Até 0,50;0;0;0;0;0;0;1;0;0;0;0;0;7;9;7;82;20;4;16;9;33;15;17;4;1;225;0;0;0;0;0;0;0;0;0;0;1;0;3;1;6;92;16;6;8;12;26;25;20;8;1;225;0;0;0;0;0;0;1;0;0;0;1;0;10;10;13;174;36;10;24;21;59;40;37;12;2;450
;01:0,51 a 1,00;1;43;3;0;0;5;18;13;4;0;4;2;19;11;86;260;50;4;262;34;191;17;96;177;278;1.578;0;7;4;0;0;2;1;5;1;0;14;1;16;20;34;182;30;11;479;36;289;96;104;380;27;1.739;1;50;7;0;0;7;19;18;5;0;18;3;35;31;120;442;80;15;741;70;480;113;200;557;305;3.317
;02:1,01 a 1,50;12;212;73;21;14;38;182;84;69;80;52;5;517;173;1.571;4.506;978;117;1.473;546;2.486;398;338;921;708;15.574;8;13;11;5;3;15;45;48;32;25;71;5;359;20;677;3.888;418;71;1.822;264;3.369;1.239;533;1.412;103;14.456;20;225;84;26;17;53;227;132;101;105;123;10;876;193;2.248;8.394;1.396;188;3.295;810;5.855;1.637;871;2.333;811;30.030
;03:1,51 a 2,00;4;127;21;7;2;18;96;41;60;42;5;1;386;358;1.103;1.941;479;27;1.186;310;708;171;198;1.099;201;8.591;1;6;1;1;0;4;4;11;13;4;3;1;95;39;134;1.204;107;38;296;84;500;453;278;2.223;35;5.535;5;133;22;8;2;22;100;52;73;46;8;2;481;397;1.237;3.145;586;65;1.482;394;1.208;624;476;3.322;236;14.126
;04:2,01 a 3,00;6;45;16;6;1;4;49;40;28;9;1;0;201;227;775;1.093;373;32;560;459;464;141;309;3.681;170;8.690;2;2;0;2;0;5;2;6;7;3;1;0;42;56;146;535;88;42;155;102;375;330;411;6.893;36;9.241;8;47;16;8;1;9;51;46;35;12;2;0;243;283;921;1.628;461;74;715;561;839;471;720;10.574;206;17.931
;05:3,01 a 4,00;1;3;5;1;0;0;6;4;10;3;0;0;38;85;138;382;70;61;131;382;121;116;283;2.765;28;4.633;0;1;0;0;0;0;1;0;3;1;0;0;21;32;45;159;25;85;68;47;115;310;330;3.895;7;5.145;1;4;5;1;0;0;7;4;13;4;0;0;59;117;183;541;95;146;199;429;236;426;613;6.660;35;9.778
;06:4,01 a 5,00;0;2;1;0;0;0;3;3;1;1;0;0;17;99;32;158;34;42;46;64;62;36;230;2.713;14;3.558;0;0;0;0;0;0;1;1;0;1;0;0;6;19;4;70;20;48;43;22;38;72;238;3.269;1;3.853;0;2;1;0;0;0;4;4;1;2;0;0;23;118;36;228;54;90;89;86;100;108;468;5.982;15;7.411
;07:5,01 a 7,00;0;0;0;0;0;0;4;1;2;0;0;0;12;158;41;129;50;77;61;38;36;25;276;3.181;13;4.104;0;0;0;0;0;1;1;0;1;0;0;0;6;42;12;57;14;94;36;20;60;46;268;2.578;3;3.239;0;0;0;0;0;1;5;1;3;0;0;0;18;200;53;186;64;171;97;58;96;71;544;5.759;16;7.343
;08:7,01 a 10,00;0;0;0;0;0;0;1;1;2;0;0;0;8;110;18;71;28;56;50;32;43;17;351;1.010;19;1.817;0;0;0;0;0;0;0;0;1;0;0;0;3;28;4;25;5;48;29;10;48;20;325;1.088;8;1.642;0;0;0;0;0;0;1;1;3;0;0;0;11;138;22;96;33;104;79;42;91;37;676;2.098;27;3.459
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;6;67;15;28;11;50;24;18;63;68;245;846;14;1.455;0;0;0;0;0;0;0;0;0;0;0;0;2;18;2;7;0;35;14;5;72;54;241;642;12;1.104;0;0;0;0;0;0;0;0;0;0;0;0;8;85;17;35;11;85;38;23;135;122;486;1.488;26;2.559
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;49;6;4;2;19;20;5;19;24;78;429;18;674;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;6;0;18;6;0;13;19;44;206;4;329;0;0;0;0;0;0;0;0;0;0;0;0;1;62;6;10;2;37;26;5;32;43;122;635;22;1.003
;11:Mais de 20,00;0;0;0;0;0;0;1;0;0;0;0;0;2;53;0;3;2;17;52;1;3;11;40;503;2;690;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;6;22;0;0;11;25;209;0;278;0;0;0;0;0;0;1;0;0;0;0;0;2;57;0;4;2;23;74;1;3;22;65;712;2;968
;{ñ class};1;5;1;0;0;1;25;4;7;1;0;0;41;12;162;116;23;3;38;104;48;13;14;6;20;645;0;2;0;0;0;0;1;0;1;3;1;0;9;2;10;69;6;8;11;34;75;33;24;6;1;296;1;7;1;0;0;1;26;4;8;4;1;0;50;14;172;185;29;11;49;138;123;46;38;12;21;941
130260:Manaus - AM;Total;275;553;5.029;7.866;13.078;12.487;839;2.736;2.836;8.080;589;10;7.624;4.329;16.290;35.450;10.863;1.850;31.532;26.217;16.995;4.216;8.469;55.877;1.068;275.158;98;92;1.523;5.516;11.042;1.942;230;1.191;1.837;2.986;903;2;4.507;753;2.463;30.531;5.376;2.302;14.676;6.904;19.112;12.310;12.123;71.190;266;209.875;373;645;6.552;13.382;24.120;14.429;1.069;3.927;4.673;11.066;1.492;12;12.131;5.082;18.753;65.981;16.239;4.152;46.208;33.121;36.107;16.526;20.592;127.067;1.334;485.033
;00:Até 0,50;1;2;82;108;260;108;7;35;28;84;9;0;72;23;124;418;172;11;88;246;260;45;66;31;0;2.280;1;1;30;85;218;72;9;17;20;56;18;0;55;31;91;307;135;2;106;146;251;33;80;21;0;1.785;2;3;112;193;478;180;16;52;48;140;27;0;127;54;215;725;307;13;194;392;511;78;146;52;0;4.065
;01:0,51 a 1,00;0;21;60;96;170;148;34;67;94;109;58;1;173;25;428;1.105;160;28;601;660;907;150;364;434;78;5.971;0;1;55;123;246;37;8;78;60;53;96;0;182;23;142;1.099;116;39;676;218;1.393;605;706;420;20;6.396;0;22;115;219;416;185;42;145;154;162;154;1;355;48;570;2.204;276;67;1.277;878;2.300;755;1.070;854;98;12.367
;02:1,01 a 1,50;16;189;932;2.194;3.260;760;499;1.123;672;1.612;362;2;3.296;404;5.557;19.459;4.865;101;11.135;6.735;9.032;1.486;1.609;4.376;547;80.223;21;33;329;2.578;4.318;311;139;602;581;940;667;0;2.544;91;1.087;19.228;2.698;193;7.895;3.232;12.088;5.101;3.550;8.373;185;76.784;37;222;1.261;4.772;7.578;1.071;638;1.725;1.253;2.552;1.029;2;5.840;495;6.644;38.687;7.563;294;19.030;9.967;21.120;6.587;5.159;12.749;732;157.007
;03:1,51 a 2,00;46;140;1.297;2.278;3.875;2.209;159;618;808;2.197;82;3;1.654;1.114;4.183;6.985;2.081;105;8.201;4.336;2.870;1.066;838;11.225;287;58.657;7;22;376;1.397;3.189;407;32;212;669;808;53;2;745;64;289;4.425;964;265;2.670;919;2.039;3.021;1.373;17.980;39;41.967;53;162;1.673;3.675;7.064;2.616;191;830;1.477;3.005;135;5;2.399;1.178;4.472;11.410;3.045;370;10.871;5.255;4.909;4.087;2.211;29.205;326;100.624
;04:2,01 a 3,00;71;109;1.003;1.391;1.915;3.529;85;460;566;1.729;38;3;1.208;872;3.157;4.084;1.654;142;7.085;8.399;2.032;713;1.073;9.761;103;51.182;37;18;305;601;1.301;350;14;133;242;458;23;0;428;80;293;2.820;693;200;1.578;1.165;1.475;1.883;1.611;15.240;14;30.962;108;127;1.308;1.992;3.216;3.879;99;593;808;2.187;61;3;1.636;952;3.450;6.904;2.347;342;8.663;9.564;3.507;2.596;2.684;25.001;117;82.144
;05:3,01 a 4,00;29;37;442;558;826;1.764;25;174;212;637;12;0;449;308;1.006;1.510;755;252;1.283;2.664;619;194;882;5.516;24;20.178;3;7;146;236;514;186;11;67;106;193;5;0;142;54;205;1.235;316;320;526;407;597;467;990;9.306;4;16.043;32;44;588;794;1.340;1.950;36;241;318;830;17;0;591;362;1.211;2.745;1.071;572;1.809;3.071;1.216;661;1.872;14.822;28;36.221
;06:4,01 a 5,00;15;18;340;268;580;1.051;11;80;127;387;6;0;220;137;484;612;356;275;674;927;280;127;643;5.968;10;13.596;0;6;69;85;261;140;3;29;27;114;2;0;82;53;122;456;169;316;334;198;273;311;832;5.021;1;8.904;15;24;409;353;841;1.191;14;109;154;501;8;0;302;190;606;1.068;525;591;1.008;1.125;553;438;1.475;10.989;11;22.500
;07:5,01 a 7,00;22;15;396;313;833;1.049;5;79;125;414;3;0;222;323;511;547;315;299;670;717;360;201;979;7.288;10;15.696;5;2;111;126;309;188;3;27;41;116;2;0;98;72;113;372;134;400;350;205;323;566;1.117;6.206;0;10.886;27;17;507;439;1.142;1.237;8;106;166;530;5;0;320;395;624;919;449;699;1.020;922;683;767;2.096;13.494;10;26.582
;08:7,01 a 10,00;16;8;228;265;580;614;1;46;96;295;3;1;83;219;226;228;178;279;560;358;202;131;905;4.746;1;10.269;16;1;42;90;206;113;2;12;29;77;0;0;49;60;54;158;62;268;201;113;182;164;946;4.347;0;7.192;32;9;270;355;786;727;3;58;125;372;3;1;132;279;280;386;240;547;761;471;384;295;1.851;9.093;1;17.461
;09:10,01 a 15,00;18;3;117;157;359;495;3;17;50;179;1;0;42;216;119;114;130;184;422;185;220;65;672;3.453;1;7.222;2;0;32;43;96;83;0;4;16;41;0;0;19;116;24;77;38;182;122;42;244;68;562;2.257;0;4.068;20;3;149;200;455;578;3;21;66;220;1;0;61;332;143;191;168;366;544;227;464;133;1.234;5.710;1;11.290
;10:15,01 a 20,00;13;1;33;58;110;156;3;3;21;103;0;0;10;216;23;24;32;103;142;76;54;15;217;1.408;0;2.821;2;0;8;12;26;15;0;0;8;15;0;0;10;52;4;15;7;59;37;15;42;9;159;999;0;1.494;15;1;41;70;136;171;3;3;29;118;0;0;20;268;27;39;39;162;179;91;96;24;376;2.407;0;4.315
;11:Mais de 20,00;27;1;22;62;98;214;0;3;15;209;2;0;26;365;22;36;46;59;296;60;28;2;133;1.631;0;3.357;3;0;12;3;18;9;0;2;6;22;0;0;9;48;1;23;8;36;82;8;9;7;87;989;0;1.382;30;1;34;65;116;223;0;5;21;231;2;0;35;413;23;59;54;95;378;68;37;9;220;2.620;0;4.739
;{ñ class};1;9;77;118;212;390;7;31;22;125;13;0;169;107;450;328;119;12;375;854;131;21;88;40;7;3.706;1;1;8;137;340;31;9;8;32;93;37;0;144;9;38;316;36;22;99;236;196;75;110;31;3;2.012;2;10;85;255;552;421;16;39;54;218;50;0;313;116;488;644;155;34;474;1.090;327;96;198;71;10;5.718
140010:Boa Vista - RR;Total;37;354;74;11;32;16;157;134;80;20;57;0;726;1.378;3.244;8.140;1.781;288;2.416;1.633;2.894;620;1.973;17.522;380;43.967;4;56;11;3;3;3;22;64;31;9;81;0;380;386;748;6.873;730;296;1.527;442;4.293;1.241;2.807;24.142;97;44.249;41;410;85;14;35;19;179;198;111;29;138;0;1.106;1.764;3.992;15.013;2.511;584;3.943;2.075;7.187;1.861;4.780;41.664;477;88.216
;00:Até 0,50;0;2;0;0;0;0;1;0;0;0;0;0;6;0;35;95;18;0;15;9;34;7;24;51;0;297;0;2;0;0;0;0;0;0;0;0;0;0;12;1;27;73;12;1;12;13;47;7;17;49;0;273;0;4;0;0;0;0;1;0;0;0;0;0;18;1;62;168;30;1;27;22;81;14;41;100;0;570
;01:0,51 a 1,00;1;26;19;3;1;1;7;11;10;0;8;0;41;39;94;317;44;2;80;77;158;21;129;331;36;1.456;0;4;0;0;0;2;3;5;9;0;7;0;27;22;33;215;35;4;145;46;284;89;238;371;16;1.555;1;30;19;3;1;3;10;16;19;0;15;0;68;61;127;532;79;6;225;123;442;110;367;702;52;3.011
;02:1,01 a 1,50;5;165;36;4;16;9;84;77;27;12;41;0;451;41;1.235;4.888;920;6;883;685;1.776;187;338;2.628;194;14.708;0;26;10;3;0;0;16;44;11;6;69;0;274;15;543;4.961;412;15;846;185;2.899;652;666;3.972;67;15.692;5;191;46;7;16;9;100;121;38;18;110;0;725;56;1.778;9.849;1.332;21;1.729;870;4.675;839;1.004;6.600;261;30.400
;03:1,51 a 2,00;9;101;17;3;7;2;36;22;19;5;8;0;126;57;792;1.546;338;0;791;386;443;61;114;1.173;78;6.134;0;9;0;0;2;0;2;10;7;2;5;0;35;16;74;912;100;11;222;70;452;143;247;1.565;8;3.892;9;110;17;3;9;2;38;32;26;7;13;0;161;73;866;2.458;438;11;1.013;456;895;204;361;2.738;86;10.026
;04:2,01 a 3,00;12;36;2;1;6;3;17;17;10;3;0;0;69;387;711;734;262;16;396;275;216;45;219;2.779;50;6.266;1;5;0;0;1;1;1;3;3;0;0;0;18;95;34;492;85;20;141;72;266;90;283;4.702;4;6.317;13;41;2;1;7;4;18;20;13;3;0;0;87;482;745;1.226;347;36;537;347;482;135;502;7.481;54;12.583
;05:3,01 a 4,00;1;12;0;0;2;0;10;4;10;0;0;0;11;188;196;283;88;46;66;73;87;36;221;2.279;7;3.620;1;7;0;0;0;0;0;1;1;0;0;0;4;44;12;122;48;51;40;27;102;57;293;3.304;2;4.116;2;19;0;0;2;0;10;5;11;0;0;0;15;232;208;405;136;97;106;100;189;93;514;5.583;9;7.736
;06:4,01 a 5,00;1;4;0;0;0;1;0;3;2;0;0;0;7;161;54;114;36;41;27;41;29;10;144;1.412;4;2.091;0;0;0;0;0;0;0;1;0;1;0;0;5;24;12;33;18;39;36;9;35;16;164;2.486;0;2.879;1;4;0;0;0;1;0;4;2;1;0;0;12;185;66;147;54;80;63;50;64;26;308;3.898;4;4.970
;07:5,01 a 7,00;3;1;0;0;0;0;0;0;1;0;0;0;2;169;29;81;33;68;26;24;57;220;178;2.947;4;3.843;2;0;0;0;0;0;0;0;0;0;0;0;2;45;5;25;11;63;19;11;77;127;235;4.445;0;5.067;5;1;0;0;0;0;0;0;1;0;0;0;4;214;34;106;44;131;45;35;134;347;413;7.392;4;8.910
;08:7,01 a 10,00;1;0;0;0;0;0;0;0;0;0;0;0;0;107;27;24;17;37;25;10;32;14;246;1.795;2;2.337;0;1;0;0;0;0;0;0;0;0;0;0;0;36;3;19;5;44;14;7;34;16;304;1.900;0;2.383;1;1;0;0;0;0;0;0;0;0;0;0;0;143;30;43;22;81;39;17;66;30;550;3.695;2;4.720
;09:10,01 a 15,00;2;1;0;0;0;0;0;0;0;0;0;0;0;91;13;7;6;42;21;21;22;17;211;1.005;2;1.461;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;2;30;16;0;54;36;228;748;0;1.163;2;1;0;0;0;0;0;0;0;0;0;0;0;140;13;7;8;72;37;21;76;53;439;1.753;2;2.624
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;43;4;3;3;10;9;2;8;0;88;471;0;641;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;1;0;11;4;0;7;2;77;264;0;388;0;0;0;0;0;0;0;0;0;0;0;0;0;63;6;4;3;21;13;2;15;2;165;735;0;1.029
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;84;1;2;0;20;40;0;2;0;50;553;1;753;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;6;20;0;0;0;35;240;0;318;0;0;0;0;0;0;0;0;0;0;0;0;0;101;1;2;0;26;60;0;2;0;85;793;1;1.071
;{ñ class};2;6;0;0;0;0;2;0;1;0;0;0;13;11;53;46;16;0;37;30;30;2;11;98;2;360;0;2;1;0;0;0;0;0;0;0;0;0;3;2;3;20;2;1;12;2;36;6;20;96;0;206;2;8;1;0;0;0;2;0;1;0;0;0;16;13;56;66;18;1;49;32;66;8;31;194;2;566
150140:Belém - PA;Total;50;408;229;431;256;774;1.282;1.443;463;672;146;18;4.351;3.538;18.513;31.561;5.713;3.987;29.722;13.930;21.481;7.438;11.738;67.048;1.173;226.365;30;72;41;58;29;93;177;533;141;280;287;13;1.673;765;1.812;26.760;2.568;3.747;12.553;3.009;21.631;18.016;13.296;64.131;143;171.858;80;480;270;489;285;867;1.459;1.976;604;952;433;31;6.024;4.303;20.325;58.321;8.281;7.734;42.275;16.939;43.112;25.454;25.034;131.179;1.316;398.223
;00:Até 0,50;0;0;0;1;0;10;15;37;2;22;0;0;55;13;104;301;47;14;149;141;417;57;282;24;5;1.696;0;0;1;1;0;12;9;24;3;15;0;0;45;15;55;360;43;19;129;55;812;90;181;15;1;1.885;0;0;1;2;0;22;24;61;5;37;0;0;100;28;159;661;90;33;278;196;1.229;147;463;39;6;3.581
;01:0,51 a 1,00;0;11;7;7;5;6;24;35;11;11;15;0;133;21;156;1.782;220;14;413;278;1.110;130;817;2.803;162;8.171;0;1;2;1;1;3;6;15;7;4;23;0;59;13;45;1.201;114;25;455;107;1.555;332;784;1.034;15;5.802;0;12;9;8;6;9;30;50;18;15;38;0;192;34;201;2.983;334;39;868;385;2.665;462;1.601;3.837;177;13.973
;02:1,01 a 1,50;0;118;87;184;37;119;592;384;164;226;108;16;1.759;321;6.392;17.545;2.257;252;8.963;4.366;10.891;2.146;2.135;6.127;475;65.664;1;21;22;22;11;19;66;213;88;170;234;12;1.106;94;795;15.611;1.173;418;5.769;1.162;12.411;5.012;3.466;10.132;59;58.087;1;139;109;206;48;138;658;597;252;396;342;28;2.865;415;7.187;33.156;3.430;670;14.732;5.528;23.302;7.158;5.601;16.259;534;123.751
;03:1,51 a 2,00;3;106;70;67;30;186;285;328;153;159;17;0;1.021;705;5.256;5.964;1.203;182;6.646;2.276;4.365;1.548;784;4.388;216;35.958;0;10;10;15;6;18;42;116;14;28;16;0;167;104;389;4.731;511;280;2.149;493;2.694;3.980;1.077;6.007;18;22.875;3;116;80;82;36;204;327;444;167;187;33;0;1.188;809;5.645;10.695;1.714;462;8.795;2.769;7.059;5.528;1.861;10.395;234;58.833
;04:2,01 a 3,00;3;90;41;84;30;285;193;303;85;128;4;2;642;964;4.384;3.443;1.016;239;9.064;3.387;2.423;1.209;1.090;9.902;148;39.159;5;9;3;12;4;19;23;68;19;23;5;0;136;162;293;2.691;344;320;1.776;476;1.778;3.185;1.183;6.727;13;19.274;8;99;44;96;34;304;216;371;104;151;9;2;778;1.126;4.677;6.134;1.360;559;10.840;3.863;4.201;4.394;2.273;16.629;161;58.433
