;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;5;2;4;0;0;1;3;2;0;1;0;7;444;89;88;54;84;69;84;64;3;392;2.558;1;3.955;0;1;0;0;0;0;1;1;0;1;1;0;2;94;20;29;12;80;32;20;84;34;369;1.442;0;2.223;0;6;2;4;0;0;2;4;2;1;2;0;9;538;109;117;66;164;101;104;148;37;761;4.000;1;6.178
;09:10,01 a 15,00;0;0;0;3;0;0;0;0;0;0;0;0;2;294;47;39;30;51;68;48;89;24;298;2.060;0;3.053;0;0;0;1;0;0;0;0;0;0;0;0;1;73;5;9;5;40;32;9;161;11;306;1.278;0;1.931;0;0;0;4;0;0;0;0;0;0;0;0;3;367;52;48;35;91;100;57;250;35;604;3.338;0;4.984
;10:15,01 a 20,00;0;0;0;1;0;0;0;0;0;0;0;0;2;132;17;9;9;33;15;6;10;1;105;1.123;0;1.463;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1;4;0;18;7;2;10;0;72;485;0;628;0;0;0;1;0;0;0;0;0;0;0;0;2;161;18;13;9;51;22;8;20;1;177;1.608;0;2.091
;11:Mais de 20,00;0;1;0;2;0;0;0;0;0;1;0;0;1;218;29;14;8;32;52;9;7;1;28;1.129;0;1.532;0;0;0;1;0;0;0;0;0;0;0;0;0;31;4;3;0;5;15;1;3;1;26;431;0;521;0;1;0;3;0;0;0;0;0;1;0;0;1;249;33;17;8;37;67;10;10;2;54;1.560;0;2.053
;{ñ class};2;27;6;9;1;3;11;0;5;3;0;0;38;32;736;132;41;10;121;129;43;10;32;137;12;1.540;0;1;2;0;0;1;0;1;2;0;2;0;22;6;97;94;18;11;34;26;96;28;43;191;1;676;2;28;8;9;1;4;11;1;7;3;2;0;60;38;833;226;59;21;155;155;139;38;75;328;13;2.216
120040:Rio Branco - AC;Total;162;491;123;45;19;49;299;195;151;130;65;7;1.277;1.437;3.422;8.541;2.094;409;4.234;2.132;4.114;1.148;2.402;17.179;1.510;51.635;43;48;17;7;4;23;38;78;47;35;111;8;594;289;535;6.077;785;444;3.339;693;5.138;2.950;2.782;22.393;286;46.764;205;539;140;52;23;72;337;273;198;165;176;15;1.871;1.726;3.957;14.618;2.879;853;7.573;2.825;9.252;4.098;5.184;39.572;1.796;98.399
;00:Até 0,50;0;0;0;0;0;0;0;1;2;1;0;0;13;5;19;102;18;2;12;14;32;16;6;6;3;252;2;1;0;0;0;0;0;0;1;0;0;0;9;1;20;102;22;1;13;12;39;23;10;3;0;259;2;1;0;0;0;0;0;1;3;1;0;0;22;6;39;204;40;3;25;26;71;39;16;9;3;511
;01:0,51 a 1,00;0;43;8;1;0;2;15;13;8;1;5;2;36;4;109;238;47;5;285;44;191;23;94;103;243;1.520;0;9;1;0;1;0;5;10;4;1;18;0;32;0;85;160;33;10;550;41;232;83;122;167;35;1.599;0;52;9;1;1;2;20;23;12;2;23;2;68;4;194;398;80;15;835;85;423;106;216;270;278;3.119
;02:1,01 a 1,50;62;253;77;23;14;30;135;75;58;79;53;5;562;116;1.070;4.435;963;29;1.698;613;2.319;416;307;886;726;15.004;26;24;14;3;2;16;22;44;29;19;87;7;373;38;222;3.824;445;33;2.080;320;3.643;1.289;495;1.595;95;14.745;88;277;91;26;16;46;157;119;87;98;140;12;935;154;1.292;8.259;1.408;62;3.778;933;5.962;1.705;802;2.481;821;29.749
;03:1,51 a 2,00;50;123;24;13;2;12;65;44;46;30;3;0;342;426;979;1.890;470;16;1.284;280;671;201;222;1.218;243;8.654;11;7;1;2;1;4;2;13;7;7;3;1;94;40;79;1.115;99;33;295;79;395;570;259;2.674;72;5.863;61;130;25;15;3;16;67;57;53;37;6;1;436;466;1.058;3.005;569;49;1.579;359;1.066;771;481;3.892;315;14.517
;04:2,01 a 3,00;35;49;11;7;2;4;40;47;26;13;3;0;200;236;783;1.111;331;29;521;499;472;150;306;3.837;150;8.862;4;4;0;2;0;2;3;9;4;2;1;0;34;55;61;516;100;32;163;98;392;373;426;6.858;44;9.183;39;53;11;9;2;6;43;56;30;15;4;0;234;291;844;1.627;431;61;684;597;864;523;732;10.695;194;18.045
;05:3,01 a 4,00;8;9;1;0;0;1;6;6;4;4;1;0;43;105;165;339;79;71;123;372;137;130;313;4.286;41;6.244;0;2;0;0;0;0;3;1;0;2;0;0;22;31;36;159;28;87;65;55;120;306;334;3.919;10;5.180;8;11;1;0;0;1;9;7;4;6;1;0;65;136;201;498;107;158;188;427;257;436;647;8.205;51;11.424
;06:4,01 a 5,00;1;2;0;0;1;0;2;1;1;1;0;0;13;84;42;133;60;34;49;74;48;42;189;1.975;14;2.766;0;0;0;0;0;1;0;1;1;1;0;0;5;14;9;53;17;58;39;20;51;89;236;2.383;0;2.978;1;2;0;0;1;1;2;2;2;2;0;0;18;98;51;186;77;92;88;94;99;131;425;4.358;14;5.744
;07:5,01 a 7,00;1;1;0;0;0;0;3;2;2;0;0;0;11;139;36;108;56;72;57;62;46;20;296;2.102;15;3.029;0;0;0;0;0;0;2;0;1;0;0;0;9;37;11;53;22;84;43;18;57;59;299;2.656;2;3.353;1;1;0;0;0;0;5;2;3;0;0;0;20;176;47;161;78;156;100;80;103;79;595;4.758;17;6.382
;08:7,01 a 10,00;0;0;0;0;0;0;1;0;2;0;0;0;8;115;27;59;29;65;53;25;52;20;324;854;11;1.645;0;0;0;0;0;0;0;0;0;0;0;0;3;36;2;14;12;43;32;7;43;24;297;966;6;1.485;0;0;0;0;0;0;1;0;2;0;0;0;11;151;29;73;41;108;85;32;95;44;621;1.820;17;3.130
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;4;75;14;24;11;48;27;24;65;63;218;821;16;1.410;0;0;0;0;0;0;0;0;0;0;0;0;2;17;4;9;0;34;15;5;71;52;213;634;14;1.070;0;0;0;0;0;0;0;0;0;0;0;0;6;92;18;33;11;82;42;29;136;115;431;1.455;30;2.480
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;2;48;6;3;2;20;21;7;18;32;74;428;23;684;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;3;0;16;6;1;14;21;45;222;5;348;0;0;0;0;0;0;0;0;0;0;0;0;2;63;6;6;2;36;27;8;32;53;119;650;28;1.032
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;74;0;1;2;16;53;1;3;19;39;608;1;818;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;5;26;0;0;21;17;264;0;339;0;0;0;0;0;0;0;0;0;0;0;0;1;79;0;2;2;21;79;1;3;40;56;872;1;1.157
;{ñ class};5;11;2;1;0;0;32;6;2;1;0;0;42;10;172;98;26;2;51;117;60;16;14;55;24;747;0;1;1;0;0;0;1;0;0;3;2;0;11;0;6;68;7;8;12;37;81;40;29;52;3;362;5;12;3;1;0;0;33;6;2;4;2;0;53;10;178;166;33;10;63;154;141;56;43;107;27;1.109
130260:Manaus - AM;Total;494;926;5.034;7.861;12.890;12.464;811;2.555;2.951;7.593;444;7;7.072;4.342;17.095;35.842;12.097;1.926;29.126;26.539;17.894;3.577;8.186;57.156;1.105;275.987;92;162;1.586;5.420;12.027;1.864;227;1.115;1.936;2.913;818;2;4.613;817;3.009;31.485;5.207;2.450;12.648;7.236;21.905;11.138;12.148;69.839;285;210.942;586;1.088;6.620;13.281;24.917;14.328;1.038;3.670;4.887;10.506;1.262;9;11.685;5.159;20.104;67.327;17.304;4.376;41.774;33.775;39.799;14.715;20.334;126.995;1.390;486.929
;00:Até 0,50;2;7;51;150;190;114;6;24;23;101;9;0;70;22;165;461;155;8;83;226;302;32;91;13;2;2.307;1;2;46;104;219;48;6;18;38;58;12;0;56;15;93;393;129;2;102;124;328;26;83;18;1;1.922;3;9;97;254;409;162;12;42;61;159;21;0;126;37;258;854;284;10;185;350;630;58;174;31;3;4.229
;01:0,51 a 1,00;0;38;105;123;233;122;33;77;104;118;45;0;237;16;541;1.199;262;27;578;523;938;136;339;441;89;6.324;0;20;66;102;306;37;13;57;63;75;86;0;224;8;178;1.204;155;52;607;270;1.385;523;791;385;28;6.635;0;58;171;225;539;159;46;134;167;193;131;0;461;24;719;2.403;417;79;1.185;793;2.323;659;1.130;826;117;12.959
;02:1,01 a 1,50;7;217;1.070;2.156;3.422;913;470;940;770;1.583;265;1;3.178;317;5.899;19.507;5.685;114;9.514;6.739;9.187;1.034;1.510;3.077;595;78.170;3;38;382;2.807;5.011;344;142;519;731;955;611;1;2.706;85;1.417;19.960;2.723;246;6.235;3.332;14.137;4.204;3.653;5.900;200;76.342;10;255;1.452;4.963;8.433;1.257;612;1.459;1.501;2.538;876;2;5.884;402;7.316;39.467;8.408;360;15.749;10.071;23.324;5.238;5.163;8.977;795;154.512
;03:1,51 a 2,00;28;208;1.248;2.201;3.471;2.263;163;566;725;1.867;63;3;1.347;1.054;4.006;7.331;2.220;117;7.817;4.330;2.962;918;836;9.139;275;55.158;2;17;337;1.221;3.395;341;31;203;515;719;46;1;663;65;284;4.832;806;272;2.414;938;2.241;2.651;1.356;14.118;42;37.510;30;225;1.585;3.422;6.866;2.604;194;769;1.240;2.586;109;4;2.010;1.119;4.290;12.163;3.026;389;10.231;5.268;5.203;3.569;2.192;23.257;317;92.668
;04:2,01 a 3,00;36;189;926;1.409;1.798;3.410;81;494;573;1.526;41;2;1.104;899;2.950;4.254;1.729;115;7.269;8.487;2.370;741;1.065;12.556;89;54.113;2;31;363;520;1.185;328;18;147;287;425;34;0;394;92;350;2.916;633;177;1.587;1.221;1.619;2.077;1.625;19.673;7;35.711;38;220;1.289;1.929;2.983;3.738;99;641;860;1.951;75;2;1.498;991;3.300;7.170;2.362;292;8.856;9.708;3.989;2.818;2.690;32.229;96;89.824
;05:3,01 a 4,00;22;85;460;479;810;1.892;25;181;224;622;7;0;403;354;1.139;1.430;786;294;1.291;2.801;732;199;847;5.479;29;20.591;3;21;137;195;501;192;7;78;112;193;4;0;151;67;257;976;302;368;516;442;770;500;978;9.024;3;15.797;25;106;597;674;1.311;2.084;32;259;336;815;11;0;554;421;1.396;2.406;1.088;662;1.807;3.243;1.502;699;1.825;14.503;32;36.388
;06:4,01 a 5,00;16;57;345;303;662;1.004;9;79;126;379;4;0;198;152;774;579;376;285;545;965;342;93;710;6.685;6;14.694;1;16;65;104;286;135;3;33;38;121;3;0;95;58;123;417;184;341;306;202;349;285;809;5.526;0;9.500;17;73;410;407;948;1.139;12;112;164;500;7;0;293;210;897;996;560;626;851;1.167;691;378;1.519;12.211;6;24.194
;07:5,01 a 7,00;27;44;337;327;897;958;7;83;161;418;0;0;211;412;560;485;336;315;583;750;343;182;956;7.328;8;15.728;2;7;92;108;329;182;1;27;42;106;0;0;104;152;142;348;121;406;345;229;371;505;1.113;6.142;1;10.875;29;51;429;435;1.226;1.140;8;110;203;524;0;0;315;564;702;833;457;721;928;979;714;687;2.069;13.470;9;26.603
;08:7,01 a 10,00;36;28;226;286;582;546;3;56;110;301;2;1;85;239;322;180;195;279;457;403;266;144;821;5.619;3;11.190;14;7;45;92;216;106;1;13;40;81;0;0;50;51;75;126;69;275;229;122;237;200;900;4.628;0;7.577;50;35;271;378;798;652;4;69;150;382;2;1;135;290;397;306;264;554;686;525;503;344;1.721;10.247;3;18.767
;09:10,01 a 15,00;71;12;126;167;349;481;3;15;58;216;1;0;46;209;137;95;127;185;348;228;190;63;632;3.596;1;7.356;15;3;28;45;96;85;1;8;13;38;0;0;22;115;39;41;36;192;115;61;210;73;534;2.257;0;4.027;86;15;154;212;445;566;4;23;71;254;1;0;68;324;176;136;163;377;463;289;400;136;1.166;5.853;1;11.383
;10:15,01 a 20,00;42;7;41;57;117;166;1;4;25;111;0;0;12;210;43;27;40;105;115;86;43;17;195;1.381;1;2.846;14;0;9;12;27;15;0;0;8;24;0;0;8;54;7;17;10;67;27;16;28;15;130;1.029;0;1.517;56;7;50;69;144;181;1;4;33;135;0;0;20;264;50;44;50;172;142;102;71;32;325;2.410;1;4.363
;11:Mais de 20,00;204;13;28;72;134;218;1;4;27;236;3;0;28;329;36;15;48;67;137;63;25;1;100;1.739;0;3.528;34;0;9;1;19;10;0;2;8;22;0;0;11;37;3;4;7;26;52;12;11;5;58;1.009;0;1.340;238;13;37;73;153;228;1;6;35;258;3;0;39;366;39;19;55;93;189;75;36;6;158;2.748;0;4.868
;{ñ class};3;21;71;131;225;377;9;32;25;115;4;0;153;129;523;279;138;15;389;938;194;17;84;103;7;3.982;1;0;7;109;437;41;4;10;41;96;22;0;129;18;41;251;32;26;113;267;219;74;118;130;3;2.189;4;21;78;240;662;418;13;42;66;211;26;0;282;147;564;530;170;41;502;1.205;413;91;202;233;10;6.171
140010:Boa Vista - RR;Total;48;368;81;10;29;19;161;142;62;22;12;0;798;1.468;2.574;7.649;1.811;291;2.504;1.648;2.921;468;1.942;17.039;385;42.452;7;59;12;3;5;3;21;66;39;7;47;0;386;439;362;6.764;653;296;1.279;431;4.096;1.063;2.895;23.176;83;42.192;55;427;93;13;34;22;182;208;101;29;59;0;1.184;1.907;2.936;14.413;2.464;587;3.783;2.079;7.017;1.531;4.837;40.215;468;84.644
;00:Até 0,50;0;2;0;0;0;0;0;0;0;0;1;0;3;3;28;102;14;1;3;15;11;8;15;22;1;229;0;4;0;0;0;0;0;0;0;0;0;0;11;1;13;69;18;0;2;14;34;8;22;18;6;220;0;6;0;0;0;0;0;0;0;0;1;0;14;4;41;171;32;1;5;29;45;16;37;40;7;449
;01:0,51 a 1,00;1;28;10;2;3;0;6;18;11;0;2;0;57;45;117;345;56;1;65;90;159;17;127;326;27;1.513;1;3;1;0;0;0;1;12;6;0;7;0;26;26;30;307;40;4;134;43;330;89;274;350;12;1.696;2;31;11;2;3;0;7;30;17;0;9;0;83;71;147;652;96;5;199;133;489;106;401;676;39;3.209
;02:1,01 a 1,50;8;179;48;5;7;11;83;77;26;13;8;0;329;38;917;4.567;969;6;797;626;1.800;169;363;2.223;196;13.465;2;32;11;3;1;2;17;36;21;4;37;0;222;37;208;4.963;387;23;617;182;2.791;601;699;3.656;49;14.601;10;211;59;8;8;13;100;113;47;17;45;0;551;75;1.125;9.530;1.356;29;1.414;808;4.591;770;1.062;5.879;245;28.066
;03:1,51 a 2,00;12;96;21;1;13;3;38;21;7;5;1;0;166;63;754;1.419;327;4;951;405;420;60;159;1.541;66;6.553;0;7;0;0;3;0;1;9;8;2;2;0;50;17;47;759;79;3;235;57;339;128;255;1.773;6;3.780;12;103;21;1;16;3;39;30;15;7;3;0;216;80;801;2.178;406;7;1.186;462;759;188;414;3.314;72;10.333
;04:2,01 a 3,00;11;35;2;2;5;2;24;16;9;4;0;0;165;284;495;732;259;16;461;314;237;39;229;2.995;63;6.399;2;6;0;0;1;1;2;7;1;0;0;0;53;108;36;464;53;19;145;71;232;81;341;5.043;4;6.670;13;41;2;2;6;3;26;23;10;4;0;0;218;392;531;1.196;312;35;606;385;469;120;570;8.038;67;13.069
;05:3,01 a 4,00;7;14;0;0;1;2;6;7;6;0;0;0;41;312;114;242;79;56;52;79;79;24;215;2.045;15;3.396;0;4;0;0;0;0;0;2;1;1;1;0;17;56;14;103;30;55;37;27;84;54;352;2.877;5;3.720;7;18;0;0;1;2;6;9;7;1;1;0;58;368;128;345;109;111;89;106;163;78;567;4.922;20;7.116
;06:4,01 a 5,00;4;6;0;0;0;0;1;3;1;0;0;0;15;219;54;94;44;45;29;36;37;14;166;1.486;5;2.259;1;1;0;0;0;0;0;0;1;0;0;0;4;26;3;36;18;47;29;13;45;16;174;2.400;0;2.814;5;7;0;0;0;0;1;3;2;0;0;0;19;245;57;130;62;92;58;49;82;30;340;3.886;5;5.073
;07:5,01 a 7,00;3;1;0;0;0;0;1;0;1;0;0;0;14;157;32;65;32;52;23;24;69;119;197;3.267;5;4.062;0;0;0;0;0;0;0;0;1;0;0;0;2;47;3;29;17;62;23;15;99;40;259;4.589;1;5.187;3;1;0;0;0;0;1;0;2;0;0;0;16;204;35;94;49;114;46;39;168;159;456;7.856;6;9.249
;08:7,01 a 10,00;1;0;0;0;0;0;0;0;0;0;0;0;3;127;19;25;13;48;28;13;26;10;184;1.314;4;1.815;1;1;0;0;0;0;0;0;0;0;0;0;0;38;1;11;5;40;12;4;46;17;227;1.339;0;1.742;2;1;0;0;0;0;0;0;0;0;0;0;3;165;20;36;18;88;40;17;72;27;411;2.653;4;3.557
;09:10,01 a 15,00;0;2;0;0;0;0;0;0;0;0;0;0;0;89;6;12;8;28;21;17;27;6;164;824;1;1.205;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;1;4;24;17;2;47;23;187;631;0;975;0;2;0;0;0;0;0;0;0;0;0;0;0;128;6;13;12;52;38;19;74;29;351;1.455;1;2.180
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;35;3;1;2;16;9;4;9;0;85;446;0;610;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;0;0;12;5;1;6;2;64;232;0;344;0;0;0;0;0;0;0;0;0;0;0;0;0;56;4;1;2;28;14;5;15;2;149;678;0;954
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;83;1;3;0;18;40;0;6;0;29;502;1;683;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;4;20;0;0;0;26;225;0;295;0;0;0;0;0;0;0;0;0;0;0;0;0;103;1;3;0;22;60;0;6;0;55;727;1;978
;{ñ class};1;5;0;0;0;1;2;0;1;0;0;0;5;13;34;42;8;0;25;25;41;2;9;48;1;263;0;1;0;0;0;0;0;0;0;0;0;0;1;3;6;22;2;3;3;2;43;4;15;43;0;148;1;6;0;0;0;1;2;0;1;0;0;0;6;16;40;64;10;3;28;27;84;6;24;91;1;411
150140:Belém - PA;Total;60;433;216;390;96;793;1.293;1.533;533;769;128;19;4.504;3.825;18.370;34.235;6.158;3.769;28.775;13.834;23.011;6.483;11.145;68.912;1.030;230.314;34;68;33;50;25;89;202;591;139;276;335;9;1.964;793;1.974;28.890;2.524;3.788;11.832;3.088;23.550;15.800;12.847;68.658;180;177.739;94;501;249;440;121;882;1.495;2.124;672;1.045;463;28;6.468;4.618;20.344;63.125;8.682;7.557;40.607;16.922;46.561;22.283;23.992;137.570;1.210;408.053
;00:Até 0,50;0;0;0;0;0;13;11;48;4;13;0;0;64;15;110;361;58;8;116;133;341;54;258;15;1;1.623;0;0;0;1;0;10;9;28;7;17;0;0;69;20;52;432;26;24;86;62;749;99;183;15;4;1.893;0;0;0;1;0;23;20;76;11;30;0;0;133;35;162;793;84;32;202;195;1.090;153;441;30;5;3.516
;01:0,51 a 1,00;0;9;10;3;1;2;42;23;12;19;16;0;216;28;224;2.109;265;25;578;310;1.043;188;745;1.543;142;7.553;0;1;3;1;4;1;9;9;5;8;28;0;154;6;59;1.312;110;35;423;123;1.317;354;789;2.035;16;6.802;0;10;13;4;5;3;51;32;17;27;44;0;370;34;283;3.421;375;60;1.001;433;2.360;542;1.534;3.578;158;14.355
;02:1,01 a 1,50;2;134;84;134;42;119;567;447;198;279;90;17;1.890;286;6.745;18.308;2.317;241;8.045;4.362;11.780;2.081;1.974;6.261;424;66.827;3;18;19;23;12;21;79;277;84;161;270;9;1.238;96;871;16.694;1.157;438;5.465;1.248;14.409;5.117;3.469;9.882;90;61.150;5;152;103;157;54;140;646;724;282;440;360;26;3.128;382;7.616;35.002;3.474;679;13.510;5.610;26.189;7.198;5.443;16.143;514;127.977
;03:1,51 a 2,00;3;122;72;84;31;191;303;340;149;188;12;0;924;713;5.039;6.617;1.247;146;6.783;2.163;4.416;1.399;840;5.099;154;37.035;0;8;8;8;4;17;49;102;12;27;21;0;179;97;432;5.079;431;298;1.859;474;2.761;3.657;989;5.639;12;22.163;3;130;80;92;35;208;352;442;161;215;33;0;1.103;810;5.471;11.696;1.678;444;8.642;2.637;7.177;5.056;1.829;10.738;166;59.198
;04:2,01 a 3,00;2;85;27;83;13;288;194;318;98;124;8;2;622;1.017;4.092;3.916;1.084;180;9.053;3.698;2.730;990;1.052;8.445;152;38.273;5;8;1;8;1;20;22;71;18;24;9;0;139;203;291;3.026;388;297;1.856;500;1.804;2.377;1.199;7.262;25;19.554;7;93;28;91;14;308;216;389;116;148;17;2;761;1.220;4.383;6.942;1.472;477;10.909;4.198;4.534;3.367;2.251;15.707;177;57.827
