;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;0;11;3;13;0;0;0;3;5;19;0;0;11;391;1.104;145;57;96;65;90;80;5;357;2.717;3;5.175;0;3;0;1;0;0;0;3;0;0;0;0;0;114;59;52;14;77;29;28;72;8;366;1.815;1;2.642;0;14;3;14;0;0;0;6;5;19;0;0;11;505;1.163;197;71;173;94;118;152;13;723;4.532;4;7.817
;09:10,01 a 15,00;1;4;0;15;0;0;0;0;0;8;0;0;3;311;1.148;77;37;63;34;62;152;12;268;2.066;0;4.261;0;2;0;4;0;0;0;0;1;1;0;0;1;64;46;30;2;47;12;9;248;9;224;1.032;0;1.732;1;6;0;19;0;0;0;0;1;9;0;0;4;375;1.194;107;39;110;46;71;400;21;492;3.098;0;5.993
;10:15,01 a 20,00;0;3;0;9;0;0;0;0;1;2;0;0;3;126;500;24;9;35;28;16;31;13;87;917;0;1.804;0;0;0;1;0;0;0;0;0;0;0;0;0;36;24;7;1;13;8;2;31;9;77;364;0;573;0;3;0;10;0;0;0;0;1;2;0;0;3;162;524;31;10;48;36;18;62;22;164;1.281;0;2.377
;11:Mais de 20,00;0;1;0;4;0;0;0;0;0;1;0;0;3;123;459;19;12;24;40;12;16;4;53;1.482;0;2.253;0;0;0;0;0;0;0;0;0;0;0;0;0;23;24;5;0;8;13;1;8;1;39;690;0;812;0;1;0;4;0;0;0;0;0;1;0;0;3;146;483;24;12;32;53;13;24;5;92;2.172;0;3.065
;{ñ class};2;10;4;0;0;2;4;0;0;1;0;0;13;18;118;40;21;3;119;138;27;5;57;154;7;743;0;2;0;0;0;0;0;1;0;0;0;0;6;5;9;26;4;4;22;12;29;12;32;79;0;243;2;12;4;0;0;2;4;1;0;1;0;0;19;23;127;66;25;7;141;150;56;17;89;233;7;986
120040:Rio Branco - AC;Total;132;633;194;38;33;43;1.012;161;151;96;87;0;1.439;828;6.586;7.565;1.520;431;3.187;1.818;2.879;1.292;1.433;19.505;1.499;52.562;44;56;19;10;11;6;199;84;19;49;103;0;543;150;883;5.128;548;478;1.274;607;3.444;2.784;1.547;25.894;336;44.216;176;689;213;48;44;49;1.211;245;170;145;190;0;1.982;978;7.469;12.693;2.068;909;4.461;2.425;6.323;4.076;2.980;45.399;1.835;96.778
;00:Até 0,50;0;1;0;0;0;0;1;0;0;0;0;0;5;0;13;41;4;4;4;10;6;0;10;9;1;109;0;1;0;0;0;0;1;0;0;0;0;0;4;0;8;41;6;5;3;14;9;1;7;3;0;103;0;2;0;0;0;0;2;0;0;0;0;0;9;0;21;82;10;9;7;24;15;1;17;12;1;212
;01:0,51 a 1,00;2;52;2;0;1;5;34;4;3;11;5;0;37;28;294;255;39;18;59;21;234;25;54;55;400;1.638;0;7;1;0;4;0;4;7;0;3;8;0;28;8;264;182;29;41;81;8;311;134;76;57;50;1.303;2;59;3;0;5;5;38;11;3;14;13;0;65;36;558;437;68;59;140;29;545;159;130;112;450;2.941
;02:1,01 a 1,50;75;372;114;16;21;22;419;67;66;55;76;0;519;103;2.582;4.129;720;28;1.118;519;1.644;323;178;1.488;516;15.170;36;34;16;4;5;5;125;40;14;30;87;0;311;12;386;3.373;316;68;692;246;2.199;803;294;2.498;83;11.677;111;406;130;20;26;27;544;107;80;85;163;0;830;115;2.968;7.502;1.036;96;1.810;765;3.843;1.126;472;3.986;599;26.847
;03:1,51 a 2,00;36;126;38;7;6;7;268;29;44;18;4;0;385;120;1.901;1.521;355;23;1.236;376;342;437;117;1.807;268;9.471;5;7;1;5;1;1;44;15;4;6;6;0;124;3;112;834;88;21;195;94;322;851;142;3.260;101;6.242;41;133;39;12;7;8;312;44;48;24;10;0;509;123;2.013;2.355;443;44;1.431;470;664;1.288;259;5.067;369;15.713
;04:2,01 a 3,00;17;65;32;11;3;7;169;34;30;6;1;0;291;98;1.165;892;239;21;414;473;233;130;115;4.396;192;9.034;3;4;1;1;0;0;12;14;1;7;2;0;37;12;59;421;64;48;128;108;235;271;225;5.838;60;7.551;20;69;33;12;3;7;181;48;31;13;3;0;328;110;1.224;1.313;303;69;542;581;468;401;340;10.234;252;16.585
;05:3,01 a 4,00;1;5;2;2;2;1;49;20;3;4;0;0;100;95;226;317;66;64;109;176;144;57;129;3.655;35;5.262;0;3;0;0;1;0;4;5;0;0;0;0;19;18;14;128;19;83;34;41;82;217;169;4.452;11;5.300;1;8;2;2;3;1;53;25;3;4;0;0;119;113;240;445;85;147;143;217;226;274;298;8.107;46;10.562
;06:4,01 a 5,00;0;1;2;2;0;0;23;3;1;0;1;0;47;82;84;142;34;45;39;46;87;123;130;2.654;8;3.554;0;0;0;0;0;0;2;1;0;0;0;0;4;21;8;42;15;50;28;35;72;245;123;4.023;3;4.672;0;1;2;2;0;0;25;4;1;0;1;0;51;103;92;184;49;95;67;81;159;368;253;6.677;11;8.226
;07:5,01 a 7,00;1;1;3;0;0;0;19;3;3;1;0;0;22;108;40;118;33;76;59;51;40;34;215;2.261;10;3.098;0;0;0;0;0;0;4;1;0;1;0;0;5;19;4;55;4;76;41;24;56;101;158;3.227;2;3.778;1;1;3;0;0;0;23;4;3;2;0;0;27;127;44;173;37;152;100;75;96;135;373;5.488;12;6.876
;08:7,01 a 10,00;0;1;0;0;0;0;7;0;0;0;0;0;8;90;66;63;12;62;33;35;36;21;236;1.152;17;1.839;0;0;0;0;0;0;2;0;0;0;0;0;3;30;9;19;6;38;20;8;26;30;171;1.234;15;1.611;0;1;0;0;0;0;9;0;0;0;0;0;11;120;75;82;18;100;53;43;62;51;407;2.386;32;3.450
;09:10,01 a 15,00;0;1;0;0;0;0;3;0;0;0;0;0;9;61;29;26;5;49;30;24;56;21;124;864;31;1.333;0;0;0;0;0;0;1;0;0;0;0;0;2;20;6;8;0;35;12;4;80;33;98;686;10;995;0;1;0;0;0;0;4;0;0;0;0;0;11;81;35;34;5;84;42;28;136;54;222;1.550;41;2.328
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;2;27;28;7;2;17;24;6;22;65;57;423;4;684;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;0;0;9;17;4;17;54;41;256;0;409;0;0;0;0;0;0;0;0;0;0;0;0;2;31;35;7;2;26;41;10;39;119;98;679;4;1.093
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;11;71;9;1;21;41;5;7;53;65;735;2;1.022;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;2;16;0;8;30;27;350;0;440;0;0;0;0;0;0;0;0;0;0;0;0;1;14;75;9;1;23;57;5;15;83;92;1.085;2;1.462
;{ñ class};0;8;1;0;0;1;20;1;1;1;0;0;13;5;87;45;10;3;21;76;28;3;3;6;15;348;0;0;0;0;0;0;0;1;0;2;0;0;6;0;2;25;1;2;7;21;27;14;16;10;1;135;0;8;1;0;0;1;20;2;1;3;0;0;19;5;89;70;11;5;28;97;55;17;19;16;16;483
130260:Manaus - AM;Total;252;1.326;7.421;7.882;16.309;18.367;946;2.779;2.892;8.753;664;7;7.286;3.950;20.565;31.418;10.635;2.065;31.695;25.800;18.234;2.465;7.186;57.174;900;286.971;31;170;1.626;5.595;15.326;2.813;217;1.235;1.929;4.380;1.192;4;4.459;628;2.335;26.752;4.318;2.324;11.725;6.431;20.084;6.906;10.161;74.555;262;205.458;283;1.496;9.047;13.477;31.635;21.180;1.163;4.014;4.821;13.133;1.856;11;11.745;4.578;22.900;58.170;14.953;4.389;43.420;32.231;38.318;9.371;17.347;131.729;1.162;492.429
;00:Até 0,50;0;2;53;85;187;97;2;11;41;61;4;0;34;1;82;228;54;15;8;62;109;28;42;21;0;1.227;0;2;16;52;185;31;0;4;56;36;12;0;35;0;50;237;45;23;14;45;80;21;46;27;0;1.017;0;4;69;137;372;128;2;15;97;97;16;0;69;1;132;465;99;38;22;107;189;49;88;48;0;2.244
;01:0,51 a 1,00;1;30;88;93;163;137;29;50;51;83;49;0;218;30;330;803;193;41;752;283;1.054;64;238;747;73;5.600;0;13;43;92;211;73;9;35;34;78;74;0;216;23;111;1.037;154;54;401;123;1.230;407;725;1.260;30;6.433;1;43;131;185;374;210;38;85;85;161;123;0;434;53;441;1.840;347;95;1.153;406;2.284;471;963;2.007;103;12.033
;02:1,01 a 1,50;35;465;2.004;2.096;3.270;1.172;472;739;917;2.221;350;1;2.902;267;5.590;15.984;4.295;93;7.738;4.840;8.394;532;1.015;4.225;491;70.108;6;40;555;2.608;6.150;553;120;535;783;1.782;906;1;2.799;56;645;16.750;2.196;137;5.499;1.447;12.499;2.143;2.388;7.286;175;68.059;41;505;2.559;4.704;9.420;1.725;592;1.274;1.700;4.003;1.256;2;5.701;323;6.235;32.734;6.491;230;13.237;6.287;20.893;2.675;3.403;11.511;666;138.167
;03:1,51 a 2,00;34;267;1.908;2.324;4.133;3.143;228;632;559;2.181;124;2;1.463;852;6.215;6.333;2.371;75;11.592;5.179;3.240;479;565;2.467;217;56.583;3;27;311;1.620;4.281;580;35;220;496;1.174;110;3;592;32;417;4.321;741;181;2.949;2.356;2.191;1.288;986;3.964;33;28.911;37;294;2.219;3.944;8.414;3.723;263;852;1.055;3.355;234;5;2.055;884;6.632;10.654;3.112;256;14.541;7.535;5.431;1.767;1.551;6.431;250;85.494
;04:2,01 a 3,00;60;248;1.540;1.393;3.385;6.367;157;615;540;1.654;86;2;1.295;800;4.473;4.186;1.686;140;7.956;5.947;2.638;752;938;18.553;81;65.492;4;26;306;550;2.387;662;23;192;316;562;44;0;338;87;337;2.448;543;174;1.417;1.135;1.750;1.961;1.268;36.319;14;52.863;64;274;1.846;1.943;5.772;7.029;180;807;856;2.216;130;2;1.633;887;4.810;6.634;2.229;314;9.373;7.082;4.388;2.713;2.206;54.872;95;118.355
;05:3,01 a 4,00;24;98;641;530;1.280;2.819;30;271;178;710;18;1;517;431;1.528;1.705;794;252;1.233;5.716;887;164;740;7.411;20;27.998;2;25;147;221;603;269;16;102;79;239;10;0;150;76;271;860;250;325;447;512;606;291;920;7.511;5;13.937;26;123;788;751;1.883;3.088;46;373;257;949;28;1;667;507;1.799;2.565;1.044;577;1.680;6.228;1.493;455;1.660;14.922;25;41.935
;06:4,01 a 5,00;9;67;264;288;729;1.345;11;140;161;384;8;0;324;230;730;785;407;295;607;1.576;433;62;619;6.035;3;15.512;1;8;87;105;324;189;6;30;45;113;3;0;97;51;130;382;146;314;252;236;455;160;794;3.506;4;7.438;10;75;351;393;1.053;1.534;17;170;206;497;11;0;421;281;860;1.167;553;609;859;1.812;888;222;1.413;9.541;7;22.950
;07:5,01 a 7,00;17;66;339;354;1.017;1.213;4;150;203;533;6;0;240;352;643;665;321;353;600;968;427;54;953;5.103;4;14.585;6;11;79;128;368;190;3;50;33;142;0;0;87;65;127;335;94;417;310;249;423;149;1.142;4.487;0;8.895;23;77;418;482;1.385;1.403;7;200;236;675;6;0;327;417;770;1.000;415;770;910;1.217;850;203;2.095;9.590;4;23.480
;08:7,01 a 10,00;22;35;242;303;822;675;2;85;112;400;5;0;121;236;342;325;194;304;449;467;394;219;901;5.577;4;12.236;2;11;34;102;279;129;1;32;34;122;1;0;67;50;116;164;76;333;212;176;319;351;910;5.466;0;8.987;24;46;276;405;1.101;804;3;117;146;522;6;0;188;286;458;489;270;637;661;643;713;570;1.811;11.043;4;21.223
;09:10,01 a 15,00;20;14;171;211;627;590;3;40;59;263;0;0;60;200;226;130;142;248;241;291;373;60;648;3.505;2;8.124;2;4;35;38;173;78;0;19;19;47;1;0;24;109;82;71;45;233;98;77;342;64;564;2.510;0;4.635;22;18;206;249;800;668;3;59;78;310;1;0;84;309;308;201;187;481;339;368;715;124;1.212;6.015;2;12.759
;10:15,01 a 20,00;8;4;83;82;236;240;1;14;22;83;0;0;22;218;80;46;46;111;157;118;93;28;225;1.278;0;3.195;2;2;6;18;48;23;0;9;5;15;0;0;8;50;23;13;11;73;36;22;37;29;188;811;0;1.429;10;6;89;100;284;263;1;23;27;98;0;0;30;268;103;59;57;184;193;140;130;57;413;2.089;0;4.624
;11:Mais de 20,00;15;15;55;87;237;299;1;10;33;98;4;0;35;291;69;46;69;113;174;70;106;13;145;2.215;0;4.200;2;1;3;12;26;14;0;4;6;21;0;0;4;27;15;20;8;34;47;16;28;4;76;1.341;0;1.709;17;16;58;99;263;313;1;14;39;119;4;0;39;318;84;66;77;147;221;86;134;17;221;3.556;0;5.909
;{ñ class};7;15;33;36;223;270;6;22;16;82;10;1;55;42;257;182;63;25;188;283;86;10;157;37;5;2.111;1;0;4;49;291;22;4;3;23;49;31;0;42;2;11;114;9;26;43;37;124;38;154;67;1;1.145;8;15;37;85;514;292;10;25;39;131;41;1;97;44;268;296;72;51;231;320;210;48;311;104;6;3.256
140010:Boa Vista - RR;Total;40;329;45;12;17;14;126;96;38;26;8;2;819;1.326;3.919;6.288;1.306;280;1.612;1.149;2.690;194;1.425;14.576;312;36.649;6;26;8;6;7;1;16;61;17;5;52;0;321;322;1.785;4.922;388;237;815;338;3.626;597;1.903;17.867;59;33.385;46;355;53;18;24;15;142;157;55;31;60;2;1.140;1.648;5.704;11.210;1.694;517;2.427;1.487;6.316;791;3.328;32.443;371;70.034
;00:Até 0,50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;17;1;1;1;14;3;4;4;6;0;58;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;15;0;0;0;3;10;2;1;8;0;41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;32;1;1;1;17;13;6;5;14;0;99
;01:0,51 a 1,00;0;60;4;1;2;3;25;5;0;4;0;0;51;33;230;263;31;4;64;54;319;8;61;286;40;1.548;0;8;0;2;0;1;2;8;4;1;12;0;8;24;320;229;30;2;76;32;430;73;166;448;12;1.888;0;68;4;3;2;4;27;13;4;5;12;0;59;57;550;492;61;6;140;86;749;81;227;734;52;3.436
;02:1,01 a 1,50;8;175;19;7;4;9;58;50;12;15;7;1;393;61;1.521;3.749;785;9;684;299;1.578;75;202;2.072;110;11.903;0;12;8;3;4;0;12;28;5;3;38;0;182;9;1.298;3.510;224;11;352;112;2.657;312;349;2.775;33;11.937;8;187;27;10;8;9;70;78;17;18;45;1;575;70;2.819;7.259;1.009;20;1.036;411;4.235;387;551;4.847;143;23.840
;03:1,51 a 2,00;21;53;14;2;8;1;24;21;16;6;0;0;170;110;783;1.236;184;4;397;226;450;54;165;1.131;93;5.169;1;4;0;1;2;0;1;17;6;1;2;0;61;18;59;632;53;9;133;63;191;99;199;884;5;2.441;22;57;14;3;10;1;25;38;22;7;2;0;231;128;842;1.868;237;13;530;289;641;153;364;2.015;98;7.610
;04:2,01 a 3,00;7;33;7;1;3;1;15;12;7;0;1;0;118;370;932;582;156;23;190;291;181;22;162;2.058;46;5.218;4;1;0;0;1;0;1;4;1;0;0;0;26;80;32;326;48;25;67;71;148;41;239;2.445;4;3.564;11;34;7;1;4;1;16;16;8;0;1;0;144;450;964;908;204;48;257;362;329;63;401;4.503;50;8.782
;05:3,01 a 4,00;3;6;0;0;0;0;0;4;2;0;0;0;49;191;210;181;67;53;58;117;59;14;134;1.004;9;2.161;0;0;0;0;0;0;0;3;1;0;0;0;21;29;20;98;14;60;54;20;61;20;130;1.544;2;2.077;3;6;0;0;0;0;0;7;3;0;0;0;70;220;230;279;81;113;112;137;120;34;264;2.548;11;4.238
;06:4,01 a 5,00;0;0;0;0;0;0;1;2;1;1;0;0;6;145;91;91;26;27;33;33;28;6;161;1.379;5;2.036;0;0;0;0;0;0;0;0;0;0;0;0;6;26;9;44;9;28;33;10;42;7;167;2.282;1;2.664;0;0;0;0;0;0;1;2;1;1;0;0;12;171;100;135;35;55;66;43;70;13;328;3.661;6;4.700
;07:5,01 a 7,00;0;1;0;0;0;0;1;2;0;0;0;0;16;136;48;79;26;46;44;33;24;3;174;3.574;3;4.210;1;1;0;0;0;0;0;1;0;0;0;0;11;40;5;28;6;50;42;12;36;8;213;4.948;2;5.404;1;2;0;0;0;0;1;3;0;0;0;0;27;176;53;107;32;96;86;45;60;11;387;8.522;5;9.614
;08:7,01 a 10,00;1;0;1;0;0;0;1;0;0;0;0;0;6;107;28;41;14;47;50;25;11;2;153;1.284;0;1.771;0;0;0;0;0;0;0;0;0;0;0;0;2;34;4;14;3;28;22;5;19;4;242;1.413;0;1.790;1;0;1;0;0;0;1;0;0;0;0;0;8;141;32;55;17;75;72;30;30;6;395;2.697;0;3.561
;09:10,01 a 15,00;0;1;0;0;0;0;0;0;0;0;0;0;1;73;13;11;3;34;19;27;8;6;113;834;2;1.145;0;0;0;0;0;0;0;0;0;0;0;0;1;29;2;9;0;15;13;2;4;19;119;596;0;809;0;1;0;0;0;0;0;0;0;0;0;0;2;102;15;20;3;49;32;29;12;25;232;1.430;2;1.954
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;24;8;5;4;16;18;3;1;0;59;331;1;470;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0;0;3;8;1;1;4;39;179;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;41;10;5;4;19;26;4;2;4;98;510;1;724
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;72;20;4;1;14;38;1;4;0;35;583;1;774;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;2;0;3;11;1;0;2;27;310;0;374;0;0;0;0;0;0;0;0;0;0;0;0;1;88;22;6;1;17;49;2;4;2;62;893;1;1.148
;{ñ class};0;0;0;1;0;0;1;0;0;0;0;1;8;4;28;29;8;2;16;26;24;0;2;34;2;186;0;0;0;0;0;0;0;0;0;0;0;0;2;0;31;15;1;3;4;6;27;6;12;35;0;142;0;0;0;1;0;0;1;0;0;0;0;1;10;4;59;44;9;5;20;32;51;6;14;69;2;328
150140:Belém - PA;Total;154;666;809;174;125;677;1.932;1.633;563;1.014;145;0;5.448;3.713;19.886;34.315;6.606;3.566;29.576;14.988;19.711;4.076;8.292;72.535;1.505;232.109;58;40;74;23;31;40;215;743;138;316;518;0;1.664;922;1.508;28.175;2.561;3.607;8.277;3.186;18.222;9.688;9.049;69.538;466;159.059;212;706;883;197;156;717;2.147;2.376;701;1.330;663;0;7.112;4.635;21.394;62.490;9.167;7.173;37.853;18.174;37.933;13.764;17.341;142.073;1.971;391.168
;00:Até 0,50;0;1;8;0;0;0;4;13;3;5;0;0;51;9;20;394;52;1;41;48;387;15;154;10;28;1.244;0;0;0;0;0;0;0;24;1;0;0;0;42;5;15;375;14;1;32;16;355;35;129;13;14;1.071;0;1;8;0;0;0;4;37;4;5;0;0;93;14;35;769;66;2;73;64;742;50;283;23;42;2.315
;01:0,51 a 1,00;3;45;32;2;1;22;77;67;16;37;21;0;134;13;361;2.723;401;31;815;294;1.213;130;606;3.042;245;10.331;0;6;7;1;4;3;19;39;9;12;48;0;128;3;42;1.816;150;120;541;151;1.420;264;714;4.662;68;10.227;3;51;39;3;5;25;96;106;25;49;69;0;262;16;403;4.539;551;151;1.356;445;2.633;394;1.320;7.704;313;20.558
;02:1,01 a 1,50;2;289;230;47;49;165;962;422;228;347;84;0;2.161;275;9.825;19.096;2.898;227;8.257;4.391;10.614;1.563;1.802;6.564;738;71.236;7;15;28;7;16;14;90;295;66;163;415;0;1.030;143;659;17.478;1.348;585;3.509;999;11.136;3.862;2.574;10.188;292;54.919;9;304;258;54;65;179;1.052;717;294;510;499;0;3.191;418;10.484;36.574;4.246;812;11.766;5.390;21.750;5.425;4.376;16.752;1.030;126.155
;03:1,51 a 2,00;4;130;202;24;42;207;410;299;148;182;25;0;962;683;5.792;5.760;1.177;155;10.527;1.900;2.931;896;685;6.494;257;39.892;2;9;23;2;3;4;44;114;26;50;35;0;142;114;311;4.370;379;252;1.609;628;1.847;2.337;743;5.877;25;18.946;6;139;225;26;45;211;454;413;174;232;60;0;1.104;797;6.103;10.130;1.556;407;12.136;2.528;4.778;3.233;1.428;12.371;282;58.838
;04:2,01 a 3,00;22;132;165;35;22;192;209;342;100;163;10;0;907;997;2.094;3.538;981;303;6.685;4.194;1.633;586;588;13.108;117;37.123;10;3;7;5;5;9;19;95;19;38;3;0;103;357;189;2.366;320;365;1.044;598;1.307;1.520;761;11.011;30;20.184;32;135;172;40;27;201;228;437;119;201;13;0;1.010;1.354;2.283;5.904;1.301;668;7.729;4.792;2.940;2.106;1.349;24.119;147;57.307
