;;Sexo Trabalhador;IBGE Subsetor
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;08:7,01 a 10,00;1;7;1;0;0;0;2;1;2;0;0;0;4;386;9;88;47;107;53;96;96;6;389;2.094;1;3.390;0;2;0;0;0;0;0;0;0;0;2;0;3;70;1;38;12;103;17;15;152;32;407;1.629;0;2.483;1;9;1;0;0;0;2;1;2;0;2;0;7;456;10;126;59;210;70;111;248;38;796;3.723;1;5.873
;09:10,01 a 15,00;0;1;0;0;0;0;1;0;0;1;0;0;4;219;4;27;25;65;26;47;39;15;413;1.512;0;2.399;0;0;0;0;0;0;0;0;0;0;0;0;1;41;0;9;4;51;18;11;53;11;381;927;0;1.507;0;1;0;0;0;0;1;0;0;1;0;0;5;260;4;36;29;116;44;58;92;26;794;2.439;0;3.906
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;88;2;10;5;29;13;7;4;0;121;961;0;1.240;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;2;0;12;5;2;4;0;95;417;0;563;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2;12;5;41;18;9;8;0;216;1.378;0;1.803
;11:Mais de 20,00;0;1;0;1;0;0;0;0;0;0;0;0;1;107;1;6;8;39;42;5;2;0;44;901;0;1.158;0;0;0;1;0;0;0;0;0;0;0;0;1;16;0;1;1;9;14;1;2;1;31;415;0;493;0;1;0;2;0;0;0;0;0;0;0;0;2;123;1;7;9;48;56;6;4;1;75;1.316;0;1.651
;{ñ class};32;54;8;13;0;3;19;1;6;25;1;0;73;356;468;459;203;34;498;409;166;26;72;65;19;3.010;6;1;0;0;1;0;0;1;2;6;1;0;54;98;37;458;96;37;247;113;317;95;93;130;3;1.796;38;55;8;13;1;3;19;2;8;31;2;0;127;454;505;917;299;71;745;522;483;121;165;195;22;4.806
120040:Rio Branco - AC;Total;25;500;84;14;12;69;549;149;192;110;42;10;1.187;1.252;3.265;8.630;2.309;394;4.876;1.829;3.900;1.041;1.580;16.574;1.097;49.690;5;27;10;3;4;27;88;73;46;35;82;7;621;245;988;5.952;772;489;2.663;529;5.427;2.693;2.205;20.188;113;43.292;30;527;94;17;16;96;637;222;238;145;124;17;1.808;1.497;4.253;14.582;3.081;883;7.539;2.358;9.327;3.734;3.785;36.762;1.210;92.982
;00:Até 0,50;0;0;0;0;0;0;0;1;4;0;0;0;8;6;0;61;16;4;20;5;33;4;16;12;1;191;0;0;0;0;0;0;0;2;0;0;0;0;6;9;1;55;13;5;22;7;37;3;16;4;0;180;0;0;0;0;0;0;0;3;4;0;0;0;14;15;1;116;29;9;42;12;70;7;32;16;1;371
;01:0,51 a 1,00;0;52;0;0;0;6;17;9;1;6;2;1;54;5;129;339;92;10;236;47;453;41;92;235;222;2.049;1;6;2;0;0;2;3;12;2;4;12;2;49;2;283;260;48;10;493;26;1.377;153;141;573;27;3.488;1;58;2;0;0;8;20;21;3;10;14;3;103;7;412;599;140;20;729;73;1.830;194;233;808;249;5.537
;02:1,01 a 1,50;11;215;34;10;11;35;281;59;52;68;36;9;501;236;1.273;4.269;1.103;18;1.640;513;1.992;421;312;1.021;566;14.686;2;5;3;2;4;21;63;38;21;20;63;4;359;28;362;3.376;407;37;1.056;175;2.667;1.272;499;1.737;64;12.285;13;220;37;12;15;56;344;97;73;88;99;13;860;264;1.635;7.645;1.510;55;2.696;688;4.659;1.693;811;2.758;630;26.971
;03:1,51 a 2,00;6;106;15;4;1;19;131;36;72;18;4;0;269;230;580;1.851;490;27;1.628;248;604;208;204;928;203;7.882;1;6;2;0;0;2;8;12;10;4;4;1;82;29;108;1.211;141;49;338;82;441;447;262;1.881;12;5.133;7;112;17;4;1;21;139;48;82;22;8;1;351;259;688;3.062;631;76;1.966;330;1.045;655;466;2.809;215;13.015
;04:2,01 a 3,00;5;49;19;0;0;6;45;30;33;13;0;0;170;188;417;1.057;345;28;468;353;334;136;225;3.199;59;7.179;1;4;0;1;0;0;6;7;8;3;1;0;48;33;111;499;89;37;255;84;298;292;386;6.324;3;8.490;6;53;19;1;0;6;51;37;41;16;1;0;218;221;528;1.556;434;65;723;437;632;428;611;9.523;62;15.669
;05:3,01 a 4,00;1;2;5;0;0;0;7;4;9;2;0;0;37;85;80;334;71;43;173;199;79;98;192;1.464;10;2.895;0;1;0;0;0;1;1;0;2;1;0;0;17;48;9;155;24;85;87;33;87;301;247;2.729;1;3.829;1;3;5;0;0;1;8;4;11;3;0;0;54;133;89;489;95;128;260;232;166;399;439;4.193;11;6.724
;06:4,01 a 5,00;0;1;1;0;0;0;6;3;6;1;0;0;16;99;19;182;45;42;51;53;40;34;99;1.790;3;2.491;0;0;0;0;0;0;0;1;0;0;0;0;5;15;2;75;19;41;36;18;37;67;177;2.242;1;2.736;0;1;1;0;0;0;6;4;6;1;0;0;21;114;21;257;64;83;87;71;77;101;276;4.032;4;5.227
;07:5,01 a 7,00;0;0;2;0;0;0;4;1;2;0;0;0;10;138;29;99;49;55;61;40;23;11;116;4.328;8;4.976;0;0;0;0;0;0;0;0;0;0;0;0;4;27;3;52;12;92;41;15;33;32;162;2.616;3;3.092;0;0;2;0;0;0;4;1;2;0;0;0;14;165;32;151;61;147;102;55;56;43;278;6.944;11;8.068
;08:7,01 a 10,00;0;0;0;0;0;0;1;0;2;0;0;0;10;67;10;47;20;70;50;23;35;17;147;1.778;1;2.278;0;0;0;0;0;0;1;0;1;0;0;0;2;17;4;20;2;61;23;3;30;18;146;1.310;0;1.638;0;0;0;0;0;0;2;0;3;0;0;0;12;84;14;67;22;131;73;26;65;35;293;3.088;1;3.916
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;2;45;16;31;9;51;32;8;20;39;120;988;1;1.362;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;8;2;34;9;4;15;38;113;475;0;710;0;0;0;0;0;0;0;0;0;0;0;0;2;56;17;39;11;85;41;12;35;77;233;1.463;1;2.072
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;21;3;1;6;16;18;2;2;15;27;374;0;486;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;1;19;9;1;2;20;18;110;0;186;0;0;0;0;0;0;0;0;0;0;0;0;1;24;3;4;7;35;27;3;4;35;45;484;0;672
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;2;20;56;1;1;5;7;431;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;20;0;0;1;7;176;0;212;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;5;2;26;76;1;1;6;14;607;0;742
;{ñ class};2;75;8;0;0;3;57;6;11;2;0;0;108;129;709;356;61;10;443;337;284;12;23;26;23;2.685;0;5;3;0;0;1;6;1;2;3;2;0;49;23;104;236;14;13;274;81;403;49;31;11;2;1.313;2;80;11;0;0;4;63;7;13;5;2;0;157;152;813;592;75;23;717;418;687;61;54;37;25;3.998
130260:Manaus - AM;Total;513;622;5.041;8.170;13.635;13.456;898;2.518;2.447;8.797;737;21;7.038;4.420;15.092;37.333;10.558;1.770;36.460;24.957;17.875;4.464;8.483;59.281;1.041;285.627;84;95;1.396;4.849;11.062;2.255;237;1.047;1.400;2.887;937;5;4.335;825;2.017;31.617;4.901;2.243;13.872;5.988;18.282;12.350;12.313;67.844;252;203.093;597;717;6.437;13.019;24.697;15.711;1.135;3.565;3.847;11.684;1.674;26;11.373;5.245;17.109;68.950;15.459;4.013;50.332;30.945;36.157;16.814;20.796;127.125;1.293;488.720
;00:Até 0,50;1;0;92;136;202;107;3;28;35;86;22;0;82;30;140;538;197;9;139;331;368;45;120;52;7;2.770;1;1;47;102;185;43;0;25;41;56;16;0;55;16;127;508;141;6;121;224;344;52;113;68;7;2.299;2;1;139;238;387;150;3;53;76;142;38;0;137;46;267;1.046;338;15;260;555;712;97;233;120;14;5.069
;01:0,51 a 1,00;0;20;93;121;259;179;20;62;91;100;87;1;126;35;329;1.482;211;20;736;830;995;107;443;595;80;7.022;0;5;42;128;269;107;14;71;71;76;123;1;128;30;114;1.389;218;55;726;245;1.218;353;890;592;24;6.889;0;25;135;249;528;286;34;133;162;176;210;2;254;65;443;2.871;429;75;1.462;1.075;2.213;460;1.333;1.187;104;13.911
;02:1,01 a 1,50;4;186;923;950;2.567;563;297;1.033;542;1.557;456;12;3.064;450;4.465;19.251;4.605;149;11.129;6.125;9.382;1.273;1.644;2.219;619;73.465;2;28;260;1.333;3.018;270;73;513;419;802;627;3;2.383;130;792;18.463;2.165;291;6.313;2.407;11.181;3.869;3.521;1.415;167;60.445;6;214;1.183;2.283;5.585;833;370;1.546;961;2.359;1.083;15;5.447;580;5.257;37.714;6.770;440;17.442;8.532;20.563;5.142;5.165;3.634;786;133.910
;03:1,51 a 2,00;26;146;1.187;3.074;4.286;3.304;198;569;639;2.523;95;5;1.432;1.081;3.541;7.235;2.124;79;10.558;4.282;2.819;1.238;870;8.943;189;60.443;4;15;324;1.904;4.011;589;29;182;391;708;59;1;641;65;316;4.554;825;170;2.900;880;1.935;3.326;1.421;11.939;29;37.218;30;161;1.511;4.978;8.297;3.893;227;751;1.030;3.231;154;6;2.073;1.146;3.857;11.789;2.949;249;13.458;5.162;4.754;4.564;2.291;20.882;218;97.661
;04:2,01 a 3,00;93;105;1.104;2.135;2.381;3.334;77;413;542;1.798;39;1;979;964;3.349;4.167;1.458;117;6.452;6.788;1.813;719;1.043;13.537;75;53.483;2;19;285;683;1.545;422;14;111;256;499;20;0;409;111;284;3.073;547;174;1.350;1.023;1.160;1.904;1.488;20.903;16;36.298;95;124;1.389;2.818;3.926;3.756;91;524;798;2.297;59;1;1.388;1.075;3.633;7.240;2.005;291;7.802;7.811;2.973;2.623;2.531;34.440;91;89.781
;05:3,01 a 4,00;40;39;495;506;862;1.751;14;169;164;753;15;1;379;348;894;1.410;641;220;1.354;2.640;676;225;822;4.376;25;18.819;1;10;136;221;519;217;3;68;72;194;8;0;162;75;144;1.070;266;301;505;349;622;629;1.025;6.646;2;13.245;41;49;631;727;1.381;1.968;17;237;236;947;23;1;541;423;1.038;2.480;907;521;1.859;2.989;1.298;854;1.847;11.022;27;32.064
;06:4,01 a 5,00;24;22;297;246;617;1.137;15;84;88;396;4;0;189;167;387;569;289;204;646;930;225;146;644;5.325;8;12.659;2;5;82;76;291;153;5;25;30;131;2;0;63;59;63;377;161;242;301;170;214;399;788;8.568;2;12.209;26;27;379;322;908;1.290;20;109;118;527;6;0;252;226;450;946;450;446;947;1.100;439;545;1.432;13.893;10;24.868
;07:5,01 a 7,00;25;25;349;264;885;1.059;5;57;109;474;3;1;216;275;294;552;248;296;753;667;287;230;776;8.454;2;16.306;4;2;97;97;322;189;0;23;34;131;1;0;91;77;49;485;115;349;415;185;278;598;981;8.065;1;12.589;29;27;446;361;1.207;1.248;5;80;143;605;4;1;307;352;343;1.037;363;645;1.168;852;565;828;1.757;16.519;3;28.895
;08:7,01 a 10,00;43;8;220;250;636;682;3;33;67;311;0;0;89;197;116;220;142;276;638;350;230;174;793;7.253;3;12.734;15;3;45;76;237;112;1;11;25;68;0;0;42;56;33;146;60;276;212;102;215;268;789;4.485;0;7.277;58;11;265;326;873;794;4;44;92;379;0;0;131;253;149;366;202;552;850;452;445;442;1.582;11.738;3;20.011
;09:10,01 a 15,00;57;3;85;137;326;518;4;11;39;181;0;0;36;251;72;93;90;180;435;167;103;66;692;3.783;1;7.330;9;1;24;36;98;88;0;3;5;34;0;0;15;92;18;52;24;178;120;42;75;135;589;2.432;0;4.070;66;4;109;173;424;606;4;14;44;215;0;0;51;343;90;145;114;358;555;209;178;201;1.281;6.215;1;11.400
;10:15,01 a 20,00;32;1;20;51;117;168;1;3;17;110;0;0;7;175;8;34;26;85;124;66;18;23;270;2.476;0;3.832;15;0;14;8;25;16;0;0;5;14;0;0;7;55;0;15;5;63;37;13;8;26;197;1.420;0;1.943;47;1;34;59;142;184;1;3;22;124;0;0;14;230;8;49;31;148;161;79;26;49;467;3.896;0;5.775
;11:Mais de 20,00;165;4;15;51;92;229;1;3;15;207;1;0;16;277;7;19;27;80;141;62;41;29;142;2.228;0;3.852;28;0;8;5;18;10;0;1;4;19;0;0;7;24;0;7;4;40;54;13;18;116;98;1.264;0;1.738;193;4;23;56;110;239;1;4;19;226;1;0;23;301;7;26;31;120;195;75;59;145;240;3.492;0;5.590
;{ñ class};3;63;161;249;405;425;260;53;99;301;15;0;423;170;1.490;1.763;500;55;3.355;1.719;918;189;224;40;32;12.912;1;6;32;180;524;39;98;14;47;155;81;0;332;35;77;1.478;370;98;818;335;1.014;675;413;47;4;6.873;4;69;193;429;929;464;358;67;146;456;96;0;755;205;1.567;3.241;870;153;4.173;2.054;1.932;864;637;87;36;19.785
140010:Boa Vista - RR;Total;34;253;83;8;41;13;128;85;74;24;82;0;929;893;2.747;8.322;2.095;303;2.732;1.525;3.078;781;1.395;17.943;411;43.979;2;22;11;4;6;3;22;48;27;14;91;0;465;232;656;6.592;816;305;1.767;411;4.131;1.363;2.127;25.925;86;45.126;36;275;94;12;47;16;150;133;101;38;173;0;1.394;1.125;3.403;14.914;2.911;608;4.499;1.936;7.209;2.144;3.522;43.868;497;89.105
;00:Até 0,50;1;0;0;0;0;0;0;0;0;0;0;0;6;0;30;68;19;1;9;7;53;7;29;11;1;242;0;1;0;0;0;0;0;1;0;0;0;0;6;0;26;72;16;1;24;6;54;7;28;22;3;267;1;1;0;0;0;0;0;1;0;0;0;0;12;0;56;140;35;2;33;13;107;14;57;33;4;509
;01:0,51 a 1,00;0;9;19;1;6;0;19;12;4;1;12;0;58;19;81;314;69;1;96;97;158;30;115;517;65;1.703;0;4;5;1;2;0;2;3;1;1;8;0;30;22;33;266;49;5;137;55;195;126;186;1.008;19;2.158;0;13;24;2;8;0;21;15;5;2;20;0;88;41;114;580;118;6;233;152;353;156;301;1.525;84;3.861
;02:1,01 a 1,50;7;121;46;4;21;7;71;41;33;12;63;0;579;52;1.002;4.561;1.119;13;1.463;520;1.765;221;326;2.623;197;14.867;0;6;6;1;3;2;17;30;13;8;75;0;318;14;415;4.406;467;20;1.102;147;2.703;642;624;4.210;45;15.274;7;127;52;5;24;9;88;71;46;20;138;0;897;66;1.417;8.967;1.586;33;2.565;667;4.468;863;950;6.833;242;30.141
;03:1,51 a 2,00;9;77;16;3;4;3;22;19;11;7;5;0;164;73;659;1.368;383;5;723;346;449;142;103;1.294;76;5.961;0;6;0;1;0;0;2;10;7;2;8;0;71;11;78;807;111;9;184;44;448;232;205;1.742;11;3.989;9;83;16;4;4;3;24;29;18;9;13;0;235;84;737;2.175;494;14;907;390;897;374;308;3.036;87;9.950
;04:2,01 a 3,00;12;34;2;0;7;2;10;9;13;4;2;0;69;203;418;716;249;21;176;207;306;60;145;2.937;41;5.643;2;3;0;1;1;1;1;2;3;1;0;0;17;79;22;415;60;30;139;62;270;86;260;5.222;6;6.683;14;37;2;1;8;3;11;11;16;5;2;0;86;282;440;1.131;309;51;315;269;576;146;405;8.159;47;12.326
;05:3,01 a 4,00;0;6;0;0;3;1;1;3;7;0;0;0;9;140;124;260;54;50;53;95;88;52;159;2.201;8;3.314;0;1;0;0;0;0;0;2;1;1;0;0;8;33;13;136;30;57;37;34;121;74;221;3.522;0;4.291;0;7;0;0;3;1;1;5;8;1;0;0;17;173;137;396;84;107;90;129;209;126;380;5.723;8;7.605
;06:4,01 a 5,00;2;1;0;0;0;0;1;0;3;0;0;0;9;117;34;104;23;38;28;37;46;25;109;1.792;3;2.372;0;0;0;0;0;0;0;0;0;0;0;0;4;12;7;38;12;30;38;7;47;44;130;3.254;0;3.623;2;1;0;0;0;0;1;0;3;0;0;0;13;129;41;142;35;68;66;44;93;69;239;5.046;3;5.995
;07:5,01 a 7,00;1;1;0;0;0;0;1;1;0;0;0;0;5;88;33;76;29;63;34;27;47;204;83;2.237;3;2.933;0;0;0;0;0;0;0;0;1;0;0;0;1;8;3;29;6;50;16;11;95;86;138;3.171;1;3.616;1;1;0;0;0;0;1;1;1;0;0;0;6;96;36;105;35;113;50;38;142;290;221;5.408;4;6.549
;08:7,01 a 10,00;0;0;0;0;0;0;0;0;0;0;0;0;0;65;11;26;11;50;23;9;17;16;114;1.834;1;2.177;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;13;7;55;12;8;22;17;147;2.028;0;2.323;0;0;0;0;0;0;0;0;0;0;0;0;0;75;15;39;18;105;35;17;39;33;261;3.862;1;4.500
;09:10,01 a 15,00;0;0;0;0;0;0;0;0;0;0;0;0;0;47;5;6;12;29;26;12;13;15;134;1.232;0;1.531;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;7;1;26;15;1;8;25;117;1.039;0;1.250;0;0;0;0;0;0;0;0;0;0;0;0;0;58;5;13;13;55;41;13;21;40;251;2.271;0;2.781
;10:15,01 a 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;2;2;11;12;3;7;0;43;653;0;743;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;11;4;1;5;1;27;333;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;2;2;22;16;4;12;1;70;986;0;1.129
;11:Mais de 20,00;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;3;0;17;40;0;4;0;14;563;1;671;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;7;24;0;1;0;24;267;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;3;0;24;64;0;5;0;38;830;1;998
;{ñ class};2;4;0;0;0;0;3;0;3;0;0;0;30;51;349;818;125;4;49;165;125;9;21;49;15;1.822;0;1;0;0;0;0;0;0;1;1;0;0;10;24;55;403;57;4;35;35;162;23;20;107;1;939;2;5;0;0;0;0;3;0;4;1;0;0;40;75;404;1.221;182;8;84;200;287;32;41;156;16;2.761
150140:Belém - PA;Total;30;332;119;350;71;426;1.290;497;301;468;105;9;4.103;3.394;17.304;30.307;5.218;4.393;34.294;13.570;23.289;7.660;10.234;68.625;991;227.380;24;63;22;43;13;51;165;197;117;129;254;13;1.813;705;1.644;25.276;2.686;3.988;11.912;2.860;22.216;18.216;12.534;64.266;112;169.319;54;395;141;393;84;477;1.455;694;418;597;359;22;5.916;4.099;18.948;55.583;7.904;8.381;46.206;16.430;45.505;25.876;22.768;132.891;1.103;396.699
;00:Até 0,50;0;4;0;2;0;13;22;6;2;10;0;0;44;11;86;365;62;24;164;132;537;89;323;22;2;1.920;0;2;0;0;0;5;7;5;2;2;0;0;50;18;58;334;41;19;136;45;894;127;294;17;2;2.058;0;6;0;2;0;18;29;11;4;12;0;0;94;29;144;699;103;43;300;177;1.431;216;617;39;4;3.978
;01:0,51 a 1,00;0;4;9;13;2;8;14;14;11;7;9;0;122;11;177;1.812;176;27;588;283;1.250;171;771;868;172;6.519;0;2;1;3;1;3;2;18;6;10;14;0;92;5;46;1.190;113;30;414;111;1.861;336;782;1.103;14;6.157;0;6;10;16;3;11;16;32;17;17;23;0;214;16;223;3.002;289;57;1.002;394;3.111;507;1.553;1.971;186;12.676
;02:1,01 a 1,50;1;72;48;138;16;64;540;167;128;152;77;8;1.732;198;4.434;16.152;2.210;256;9.279;4.041;11.211;2.223;1.799;6.162;445;61.553;0;15;14;15;6;10;47;77;69;57;199;12;1.166;35;533;13.913;1.211;322;4.927;955;11.930;4.700;3.206;8.960;44;52.423;1;87;62;153;22;74;587;244;197;209;276;20;2.898;233;4.967;30.065;3.421;578;14.206;4.996;23.141;6.923;5.005;15.122;489;113.976
;03:1,51 a 2,00;0;80;29;80;25;140;339;157;73;93;17;0;842;586;4.050;5.841;1.002;206;10.389;2.396;4.228;1.592;705;5.126;162;38.158;0;14;3;10;3;8;53;50;16;22;18;1;184;112;430;4.814;432;362;1.980;419;3.020;4.022;874;7.043;12;23.902;0;94;32;90;28;148;392;207;89;115;35;1;1.026;698;4.480;10.655;1.434;568;12.369;2.815;7.248;5.614;1.579;12.169;174;62.060
;04:2,01 a 3,00;2;91;14;51;8;122;220;77;49;102;1;1;648;871;5.215;3.211;796;319;8.155;2.876;2.834;1.278;850;11.684;82;39.557;3;3;3;9;1;7;24;26;10;10;5;0;123;152;245;2.423;417;337;1.529;460;1.887;3.241;1.095;7.376;9;19.395;5;94;17;60;9;129;244;103;59;112;6;1;771;1.023;5.460;5.634;1.213;656;9.684;3.336;4.721;4.519;1.945;19.060;91;58.952
